p,q,m,unknowns,carry_bits
11,5,55,4,2
11,7,77,6,3
5,17,85,10,6
7,13,91,4,2
5,19,95,7,4
7,17,119,8,5
19,7,133,12,8
11,13,143,10,7
13,11,143,10,7
29,7,203,6,3
19,11,209,13,8
13,17,221,12,7
17,13,221,12,7
11,23,253,12,7
23,11,253,12,7
17,17,289,8,6
23,13,299,13,9
11,29,319,13,9
19,17,323,9,6
11,31,341,13,8
13,29,377,14,9
23,17,391,13,8
17,23,391,13,8
11,37,407,13,8
23,19,437,15,9
17,29,493,15,9
29,17,493,15,9
23,23,529,19,13
41,13,533,18,12
19,29,551,16,11
29,19,551,16,11
13,43,559,16,11
29,23,667,14,9
37,19,703,12,8
17,43,731,12,8
29,29,841,19,13
23,37,851,16,10
31,29,899,13,8
29,31,899,13,8
41,23,943,16,10
37,29,1073,22,15
31,37,1147,19,13
37,31,1147,19,13
23,53,1219,19,13
41,31,1271,19,13
19,67,1273,14,10
23,59,1357,19,12
29,47,1363,17,11
37,37,1369,19,13
23,61,1403,17,11
31,47,1457,20,13
41,37,1517,17,11
23,67,1541,21,13
37,43,1591,19,12
59,29,1711,19,13
37,47,1739,20,13
59,31,1829,18,11
41,53,2173,24,16
53,41,2173,24,16
37,59,2183,23,16
47,47,2209,25,17
53,43,2279,22,15
29,79,2291,22,15
59,41,2419,22,15
53,47,2491,22,15
47,53,2491,22,15
47,59,2773,23,15
53,53,2809,23,15
67,43,2881,22,15
53,59,3127,22,15
67,47,3149,25,16
79,41,3239,23,15
41,79,3239,23,15
53,67,3551,23,15
71,53,3763,23,15
89,43,3827,22,14
53,73,3869,26,17
67,59,3953,25,16
97,43,4171,26,18
53,79,4187,26,18
61,71,4331,25,17
127,37,4699,26,18
53,89,4717,27,18
71,67,4757,21,15
71,71,5041,21,15
53,97,5141,27,18
97,53,5141,27,18
89,59,5251,25,17
67,79,5293,24,16
53,101,5353,26,17
59,101,5959,24,16
67,89,5963,24,17
127,53,6731,26,18
97,71,6887,26,17
89,79,7031,27,18
107,67,7169,32,22
47,157,7379,27,18
59,127,7493,25,16
113,67,7571,27,18
61,127,7747,23,15
97,83,8051,27,18
89,103,9167,30,21
73,127,9271,30,21
113,83,9379,29,20
109,97,10573,31,21
67,167,11189,28,19
79,149,11771,26,18
79,157,12403,32,22
101,127,12827,32,23
103,127,13081,34,24
89,151,13439,32,22
127,107,13589,33,23
79,179,14141,32,21
97,149,14453,34,23
113,131,14803,33,23
101,149,15049,35,24
157,101,15857,34,23
83,199,16517,38,27
149,113,16837,38,27
127,137,17399,33,23
211,83,17513,38,27
83,223,18509,38,27
83,227,18841,39,28
89,223,19847,36,26
173,127,21971,36,26
227,97,22019,33,23
97,227,22019,33,23
211,107,22577,38,27
223,103,22969,37,26
239,97,23183,33,23
127,191,24257,36,25
101,251,25351,35,25
163,157,25591,36,25
127,211,26797,37,26
157,173,27161,40,28
293,97,28421,38,26
199,149,29651,37,26
193,163,31459,36,25
167,191,31897,39,27
179,191,34189,41,29
131,263,34453,23,18
331,107,35417,43,31
149,251,37399,40,29
293,131,38383,30,22
127,307,38989,42,30
263,149,39187,31,23
269,151,40619,30,22
149,277,41273,38,27
199,211,41989,39,27
397,107,42479,36,25
163,283,46129,38,27
347,137,47539,35,25
233,223,51959,39,28
211,251,52961,41,29
251,211,52961,41,29
241,223,53743,39,28
367,149,54683,41,29
337,173,58301,42,29
397,149,59153,44,31
257,239,61423,39,27
347,179,62113,43,30
131,479,62749,43,30
191,353,67423,44,32
409,179,73211,42,30
151,491,74141,46,33
277,281,77837,37,27
239,331,79109,46,33
263,307,80741,36,26
173,499,86327,43,31
457,191,87287,43,31
307,293,89951,40,29
367,263,96521,43,31
409,251,102659,44,32
397,263,104411,44,31
257,419,107683,44,31
311,367,114137,47,33
179,641,114739,44,31
347,337,116939,45,32
293,409,119837,46,32
331,379,125449,48,34
331,397,131407,48,35
401,331,132731,47,34
641,211,135251,47,34
359,401,143959,47,34
431,379,163349,49,35
251,719,180469,49,35
479,409,195911,45,32
311,631,196241,47,34
439,449,197111,47,34
337,613,206581,49,34
419,499,209081,49,35
313,673,210649,51,36
389,547,212783,47,33
509,419,213271,48,35
509,421,214289,51,37
359,613,220067,48,34
491,449,220459,46,33
821,277,227417,51,36
487,487,237169,46,32
307,787,241609,51,36
337,719,242303,47,33
449,541,242909,50,35
479,509,243811,43,30
557,541,301337,46,34
521,631,328751,47,34
647,509,329323,51,37
397,839,333083,52,38
521,641,333961,51,37
577,607,350239,48,35
691,523,361393,50,36
593,659,390787,48,35
727,541,393307,53,38
487,907,441709,52,37
881,541,476621,54,38
1103,443,488629,53,37
797,673,536381,57,41
991,547,542077,56,40
827,661,546647,55,40
641,853,546773,57,41
509,1123,571607,56,41
853,673,574069,56,40
677,853,577481,58,42
593,1031,611383,46,34
1061,587,622807,47,35
809,787,636683,56,41
863,797,687811,53,38
787,887,698069,58,42
1019,719,732661,57,41
1091,677,738607,51,37
757,1031,780467,51,37
499,1583,789917,58,42
1217,673,819041,59,42
569,1471,836999,56,40
829,1019,844751,55,40
1093,797,871121,60,43
691,1361,940451,56,40
967,983,950561,58,42
907,1087,985909,58,41
1523,677,1031071,56,40
727,1459,1060693,62,45
1009,1069,1078621,62,45
967,1181,1142027,60,44
1087,1087,1181569,54,40
991,1201,1190191,59,43
1087,1151,1251137,54,40
1361,991,1348751,57,41
797,1693,1349321,60,43
1151,1181,1359331,55,40
967,1447,1399249,63,46
769,1823,1401887,60,44
1097,1301,1427197,57,41
1583,907,1435781,59,42
1697,877,1488269,59,42
1721,929,1598809,63,46
1361,1213,1650893,62,44
1399,1223,1710977,64,46
2153,821,1767613,62,44
967,1847,1786049,63,46
983,1867,1835261,61,44
1381,1423,1965163,59,42
1777,1109,1970693,63,45
821,2531,2077951,59,42
1993,1061,2114573,66,48
1399,1531,2141869,65,47
1949,1103,2149747,63,46
1087,2011,2185957,64,46
1847,1249,2306903,63,46
1811,1307,2366977,67,49
1229,2203,2707487,60,44
1481,1879,2782799,64,47
1567,1801,2822167,61,44
1901,1523,2895223,63,46
1201,2521,3027721,63,46
1583,1973,3123259,60,43
3299,967,3190133,65,47
2819,1163,3278497,66,47
1787,1847,3300589,65,47
2083,1663,3464029,67,48
1913,1811,3464443,63,46
1801,1931,3477731,62,45
1931,1847,3566557,66,48
2459,1949,4792591,68,50
2503,1931,4833293,70,51
2939,1697,4987483,68,50
1777,2927,5201279,66,48
2657,2017,5359169,71,52
2833,1933,5476189,67,48
2789,1987,5541743,67,49
3163,1789,5658607,64,46
1693,3407,5768051,67,49
2729,2161,5897369,67,49
3299,1823,6014077,66,47
3089,2039,6298471,67,49
2741,2357,6460537,71,51
1831,3671,6721601,70,51
2357,2953,6960221,71,51
2971,2459,7305689,71,51
2131,3511,7481941,71,51
1823,4153,7570919,68,49
2647,2999,7938353,71,51
3631,2333,8471123,72,53
2927,3109,9100043,72,53
2879,3163,9106277,73,53
3967,2423,9612041,75,55
4909,1973,9685457,75,55
3037,3221,9782177,73,53
4441,2333,10360853,65,48
2953,3607,10651471,72,53
2399,4481,10749919,68,50
3761,2887,10858007,69,50
3371,3329,11222059,71,52
3631,3307,12007717,70,50
3907,3119,12185933,74,54
3889,3163,12300907,71,52
3011,4157,12516727,67,49
2333,5381,12553873,71,52
3847,3659,14076173,73,53
2767,5261,14557187,72,52
2879,5077,14616683,71,51
2999,4889,14662111,72,52
4229,3491,14763439,72,52
2749,6163,16942087,76,56
3889,4651,18087739,75,55
4597,4001,18392597,77,56
5227,3571,18665617,78,57
3433,5639,19358687,76,56
5779,3529,20394091,75,55
4057,5119,20767783,74,54
5557,3821,21233297,79,58
7321,2953,21618913,75,54
7297,2999,21883703,72,52
5081,4373,22219213,75,55
4049,6263,25358887,75,55
5381,5021,27018001,80,58
3517,7717,27140689,78,57
9199,2999,27587801,80,58
6823,4049,27626327,76,56
6143,4547,27932221,78,56
7103,3967,28177601,78,57
3527,8353,29461031,76,55
5077,6043,30680311,76,55
4391,7103,31189273,80,58
8663,3617,31334071,75,54
5623,6337,35632951,78,57
5021,7103,35664163,79,58
7349,5147,37825303,81,60
6287,6217,39086279,80,59
5869,7649,44891981,82,60
7963,5657,45046691,79,58
3671,12541,46038011,76,55
7151,6911,49420561,80,58
6547,7867,51505249,82,60
6869,7517,51634273,82,60
8837,5923,52341551,81,59
8009,6637,53155733,82,60
7411,7331,54330041,82,60
7019,7817,54867523,80,59
12101,4561,55192661,84,61
8689,6449,56035361,85,62
10651,5347,56950897,84,61
9643,5923,57115489,84,61
9439,6689,63137471,81,59
10067,6521,65646907,79,57
7159,9277,66414043,81,59
4957,13523,67033511,80,58
8999,7591,68311409,87,64
10831,6599,71473769,87,64
15569,4637,72193453,86,63
9719,7621,74068499,83,61
11351,6529,74110679,84,62
6761,11083,74932163,84,62
7547,10007,75522829,87,64
12073,6287,75902951,84,62
6229,12211,76062319,84,62
8803,8693,76524479,77,58
5927,13043,77305861,87,64
11777,6823,80354471,84,62
6547,13591,88980277,85,62
10391,8803,91471973,83,61
7331,12821,93990751,85,63
9619,9803,94295057,84,62
9109,11149,101556241,91,67
8623,11897,102587831,85,62
12007,8861,106394027,84,61
11311,9521,107692031,85,62
8501,13873,117934373,89,65
7753,15581,120799493,84,61
12157,11617,141227869,90,66
21023,6719,141253537,90,66
8807,16217,142823119,90,67
10427,14303,149137381,91,67
12953,12149,157365997,90,66
7817,20231,158145727,88,65
13781,11777,162298837,91,67
15727,10651,167508277,89,65
14197,12073,171400381,90,66
24061,7307,175813727,86,63
9283,19661,182513063,87,65
12689,14713,186693257,93,69
18397,10151,186747947,86,64
15541,12433,193221253,91,67
22229,9431,209641699,92,68
13093,16493,215942849,95,70
9887,21961,217128407,91,67
26083,10061,262421063,91,67
15013,18539,278326007,94,70
25819,11549,298183631,94,70
28019,11213,314177047,93,69
19979,15859,316846961,95,70
11083,30449,337466267,95,71
28759,12377,355950143,94,70
14779,24121,356484259,94,70
19889,18367,365301263,93,70
11047,33119,365865593,95,71
12119,31033,376088927,96,72
21313,18341,390901733,95,71
25997,16519,429444443,98,73
17377,24917,432982709,98,72
23431,18911,443103641,100,74
18947,24223,458953181,97,71
22783,22189,505531987,99,74
16811,32003,538002433,105,79
13567,40129,544430143,98,73
16183,38783,627625289,104,78
30631,21859,669563029,102,76
31873,22993,732855889,100,74
26083,28277,737548991,96,71
25931,29483,764523673,100,74
25997,29501,766937497,101,75
18583,42953,798195599,98,74
26347,30689,808563083,100,75
32969,24841,818982929,106,79
27367,30341,830342147,100,75
27883,29863,832670029,103,77
15217,54721,832689457,101,75
27361,30553,835960633,100,74
34123,24943,851129989,104,77
27791,32933,915241003,100,74
34183,26903,919625249,104,77
54251,17021,923406271,102,76
39799,23663,941763737,107,80
33851,29527,999518477,104,77
35419,28789,1019677591,103,77
36007,28349,1020762443,102,76
30893,37649,1163090557,107,80
39971,29411,1175587081,109,82
41201,28547,1176164947,105,79
59611,21649,1290518539,107,81
39937,32603,1302066011,106,80
40577,32633,1324149241,107,80
45007,31177,1403183239,104,78
32369,52553,1701088057,108,81
53609,31847,1707285823,105,79
39199,46993,1842078607,107,80
37361,52291,1953644051,107,80
57881,36017,2084699977,110,82
52237,41969,2192334653,111,83
