p,q,m,unknowns,carry_bits
5,7,35,0,0
7,5,35,0,0
7,7,49,4,2
5,11,55,4,2
11,5,55,4,2
5,13,65,10,7
7,11,77,6,3
11,7,77,6,3
5,17,85,10,6
17,5,85,10,6
7,13,91,4,2
13,7,91,0,0
19,5,95,7,4
7,17,119,8,5
17,7,119,8,5
11,11,121,10,6
19,7,133,12,8
13,11,143,10,7
11,13,143,10,7
7,23,161,11,7
23,7,161,11,7
13,13,169,11,7
17,11,187,6,4
11,17,187,6,4
29,7,203,6,3
19,11,209,13,8
11,19,209,13,8
13,17,221,12,7
17,13,221,12,7
19,13,247,10,6
11,23,253,12,7
23,11,253,12,7
17,17,289,8,6
23,13,299,13,9
29,11,319,13,9
19,17,323,9,6
17,19,323,9,6
31,11,341,13,8
19,19,361,12,8
13,29,377,14,9
29,13,377,14,9
23,17,391,13,8
17,23,391,13,8
37,11,407,13,8
11,37,407,13,8
19,23,437,15,9
23,19,437,15,9
11,41,451,13,8
29,17,493,15,9
17,29,493,15,9
31,17,527,16,11
23,23,529,19,13
13,41,533,18,12
19,29,551,16,11
29,19,551,16,11
31,19,589,18,12
13,47,611,16,11
37,17,629,10,7
17,37,629,10,7
23,29,667,14,9
29,23,667,14,9
17,41,697,15,10
41,17,697,15,10
19,37,703,12,8
23,31,713,17,11
31,23,713,17,11
17,43,731,12,8
17,47,799,16,10
47,17,799,16,10
29,29,841,19,13
23,37,851,16,10
37,23,851,16,10
29,31,899,13,8
31,29,899,13,8
23,41,943,16,10
41,23,943,16,10
43,23,989,18,11
19,53,1007,16,10
29,37,1073,22,15
37,29,1073,22,15
17,67,1139,11,8
31,37,1147,19,13
37,31,1147,19,13
29,41,1189,21,14
41,29,1189,21,14
23,53,1219,19,13
53,23,1219,19,13
43,29,1247,19,13
31,43,1333,19,12
47,29,1363,17,11
29,47,1363,17,11
37,37,1369,19,13
23,61,1403,17,11
41,37,1517,17,11
37,41,1517,17,11
29,53,1537,22,15
53,29,1537,22,15
67,23,1541,21,13
23,67,1541,21,13
37,43,1591,19,12
43,37,1591,19,12
53,31,1643,19,13
41,41,1681,23,15
59,29,1711,19,13
29,59,1711,19,13
47,37,1739,20,13
37,47,1739,20,13
41,43,1763,19,12
31,59,1829,18,11
61,31,1891,16,10
47,41,1927,20,13
67,29,1943,19,12
53,37,1961,22,14
37,53,1961,22,14
43,47,2021,21,13
73,29,2117,24,16
53,41,2173,24,16
41,53,2173,24,16
59,37,2183,23,16
37,59,2183,23,16
47,47,2209,25,17
61,37,2257,26,18
43,53,2279,22,15
79,29,2291,22,15
59,41,2419,22,15
37,67,2479,14,10
47,53,2491,22,15
53,47,2491,22,15
41,61,2501,25,17
29,89,2581,22,14
71,37,2627,19,13
59,47,2773,23,15
53,53,2809,23,15
97,29,2813,22,14
67,43,2881,22,15
41,71,2911,19,13
37,79,2923,18,12
79,37,2923,18,12
31,97,3007,20,13
71,43,3053,20,13
37,83,3071,18,12
83,37,3071,18,12
53,59,3127,22,15
89,37,3293,25,16
83,41,3403,23,15
41,83,3403,23,15
47,73,3431,22,14
67,53,3551,23,15
43,83,3569,25,16
97,37,3589,26,17
47,79,3713,27,18
53,71,3763,23,15
53,73,3869,26,17
83,47,3901,25,16
67,59,3953,25,16
59,67,3953,25,16
109,37,4033,26,17
67,61,4087,22,14
43,97,4171,26,18
89,47,4183,26,18
53,79,4187,26,18
103,41,4223,25,17
43,101,4343,25,17
41,107,4387,26,18
53,83,4399,26,18
73,61,4453,27,18
67,67,4489,17,13
59,79,4661,28,19
53,89,4717,27,18
89,53,4717,27,18
71,67,4757,21,15
67,71,4757,21,15
79,61,4819,26,18
67,73,4891,19,14
83,59,4897,29,20
71,71,5041,21,15
47,109,5123,25,17
59,89,5251,25,17
67,79,5293,24,16
89,61,5429,26,17
83,67,5561,25,17
67,83,5561,25,17
79,71,5609,25,17
107,53,5671,24,16
53,107,5671,24,16
59,97,5723,24,16
43,137,5891,24,17
83,71,5893,26,18
61,97,5917,27,18
89,67,5963,24,17
113,53,5989,25,16
47,131,6157,31,21
79,79,6241,30,20
89,71,6319,26,17
67,97,6499,27,18
97,67,6499,27,18
83,79,6557,29,19
53,127,6731,26,18
101,67,6767,27,18
67,101,6767,27,18
67,103,6901,28,18
103,67,6901,28,18
73,97,7081,29,19
107,67,7169,32,22
101,71,7171,29,20
103,71,7313,31,21
83,89,7387,28,19
107,71,7597,28,18
131,59,7729,30,20
127,61,7747,23,15
149,53,7897,30,20
89,89,7921,29,19
79,101,7979,27,18
61,131,7991,27,18
59,137,8083,27,18
107,79,8453,33,23
97,89,8633,32,22
53,163,8639,29,20
107,83,8881,32,22
113,79,8927,31,22
83,109,9047,31,22
67,149,9983,22,16
149,67,9983,22,16
79,127,10033,33,23
83,131,10873,30,21
113,97,10961,34,24
97,113,10961,34,24
101,109,11009,32,22
89,127,11303,28,19
127,89,11303,28,19
109,113,12317,34,24
97,127,12319,32,23
127,97,12319,32,23
101,127,12827,32,23
107,127,13589,33,23
127,107,13589,33,23
101,137,13837,34,23
109,127,13843,32,23
127,113,14351,32,23
97,149,14453,34,23
137,107,14659,33,23
101,151,15251,32,22
149,103,15347,30,20
157,101,15857,34,23
127,127,16129,31,21
137,127,17399,33,23
137,137,18769,30,22
149,127,18923,34,24
127,149,18923,34,24
149,131,19519,26,19
127,157,19939,34,24
179,127,22733,38,27
157,173,27161,40,28
