p,q,m,unknowns,carry_bits
7,7,49,4,2
5,11,55,4,2
11,5,55,4,2
5,13,65,10,7
13,7,91,0,0
5,19,95,7,4
7,17,119,8,5
11,11,121,10,6
17,11,187,6,4
11,17,187,6,4
19,11,209,13,8
11,19,209,13,8
13,17,221,12,7
17,13,221,12,7
11,23,253,12,7
17,17,289,8,6
23,13,299,13,9
13,23,299,13,9
29,11,319,13,9
11,29,319,13,9
13,29,377,14,9
17,23,391,13,8
23,17,391,13,8
19,23,437,15,9
23,19,437,15,9
37,13,481,16,10
29,17,493,15,9
17,29,493,15,9
31,17,527,16,11
23,23,529,19,13
29,19,551,16,11
23,29,667,14,9
29,23,667,14,9
19,37,703,12,8
23,31,713,17,11
29,29,841,19,13
23,37,851,16,10
37,23,851,16,10
29,31,899,13,8
41,23,943,16,10
59,17,1003,16,10
29,37,1073,22,15
37,29,1073,22,15
47,23,1081,22,15
47,29,1363,17,11
37,37,1369,19,13
37,41,1517,17,11
41,37,1517,17,11
53,29,1537,22,15
29,53,1537,22,15
23,67,1541,21,13
37,43,1591,19,12
43,37,1591,19,12
59,29,1711,19,13
37,47,1739,20,13
29,61,1769,22,15
59,31,1829,18,11
47,41,1927,20,13
53,37,1961,22,14
47,43,2021,21,13
37,59,2183,23,16
59,37,2183,23,16
59,41,2419,22,15
41,59,2419,22,15
47,53,2491,22,15
67,41,2747,19,13
41,67,2747,19,13
79,37,2923,18,12
53,59,3127,22,15
83,41,3403,23,15
53,67,3551,23,15
67,53,3551,23,15
61,59,3599,20,13
41,89,3649,26,17
97,41,3977,27,18
41,109,4469,27,18
97,47,4559,26,18
53,89,4717,27,18
101,47,4747,27,19
79,61,4819,26,18
149,37,5513,26,18
79,79,6241,30,20
97,67,6499,27,18
71,97,6887,26,17
97,73,7081,29,19
107,67,7169,32,22
83,89,7387,28,19
97,79,7663,26,17
131,61,7991,27,18
127,67,8509,32,22
89,97,8633,32,22
89,103,9167,30,21
67,137,9179,18,14
83,113,9379,29,20
97,97,9409,34,24
149,67,9983,22,16
127,79,10033,33,23
179,59,10561,31,21
109,97,10573,31,21
101,107,10807,28,19
131,83,10873,30,21
109,101,11009,32,22
71,163,11573,28,19
173,67,11591,28,20
179,73,13067,32,22
109,131,14279,32,22
89,163,14507,32,22
163,89,14507,32,22
179,83,14857,35,24
139,109,15151,30,20
113,137,15481,35,24
127,127,16129,31,21
79,211,16669,38,27
71,251,17821,38,27
127,149,18923,34,24
127,157,19939,34,24
157,127,19939,34,24
97,223,21631,35,25
101,223,22523,31,21
179,127,22733,38,27
163,149,24287,32,23
167,149,24883,36,25
127,197,25019,34,24
191,137,26167,35,24
137,191,26167,35,24
157,167,26219,35,24
193,139,26827,37,26
251,107,26857,38,27
127,227,28829,38,27
101,293,29593,40,28
127,239,30353,35,24
101,347,35047,39,28
229,157,35953,41,29
173,211,36503,39,28
179,223,39917,41,29
163,251,40913,42,30
149,293,43657,39,28
229,211,48319,36,25
191,263,50233,43,30
197,283,55751,40,28
173,331,57263,39,27
223,263,58649,44,31
283,223,63109,43,30
173,373,64529,43,30
223,293,65339,39,27
269,257,69133,27,21
251,277,69527,43,31
491,149,73159,43,31
397,193,76621,45,32
521,149,77629,36,26
397,211,83767,43,31
191,439,83849,47,34
431,197,84907,40,28
409,211,86299,44,32
293,307,89951,40,29
257,359,92263,39,28
307,307,94249,42,30
