p,q,m,unknowns,carry_bits
5,7,35,0,0
7,7,49,4,2
11,5,55,4,2
5,13,65,10,7
13,5,65,10,7
11,7,77,6,3
7,11,77,6,3
5,17,85,10,6
17,5,85,10,6
13,7,91,0,0
23,5,115,8,5
17,7,119,8,5
7,17,119,8,5
11,11,121,10,6
19,7,133,12,8
13,11,143,10,7
7,23,161,11,7
17,11,187,6,4
11,17,187,6,4
11,19,209,13,8
19,11,209,13,8
17,13,221,12,7
19,13,247,10,6
13,19,247,10,6
11,23,253,12,7
23,11,253,12,7
17,17,289,8,6
23,13,299,13,9
29,11,319,13,9
11,29,319,13,9
19,17,323,9,6
17,19,323,9,6
31,11,341,13,8
29,13,377,14,9
13,29,377,14,9
17,23,391,13,8
23,17,391,13,8
23,19,437,15,9
37,13,481,16,10
13,37,481,16,10
17,29,493,15,9
31,17,527,16,11
23,23,529,19,13
41,13,533,18,12
19,29,551,16,11
17,37,629,10,7
37,17,629,10,7
23,29,667,14,9
41,17,697,15,10
17,41,697,15,10
31,23,713,17,11
17,43,731,12,8
19,41,779,16,10
29,29,841,19,13
37,23,851,16,10
31,29,899,13,8
53,17,901,18,11
23,41,943,16,10
41,23,943,16,10
59,17,1003,16,10
19,53,1007,16,10
37,29,1073,22,15
29,37,1073,22,15
59,19,1121,22,15
31,37,1147,19,13
29,41,1189,21,14
41,29,1189,21,14
53,23,1219,19,13
43,31,1333,19,12
59,23,1357,19,12
29,47,1363,17,11
37,37,1369,19,13
41,37,1517,17,11
29,53,1537,22,15
41,41,1681,23,15
59,29,1711,19,13
29,59,1711,19,13
37,47,1739,20,13
41,47,1927,20,13
29,67,1943,19,12
53,37,1961,22,14
37,53,1961,22,14
47,43,2021,21,13
53,41,2173,24,16
59,37,2183,23,16
37,59,2183,23,16
37,61,2257,26,18
61,37,2257,26,18
53,43,2279,22,15
59,41,2419,22,15
41,59,2419,22,15
79,31,2449,25,17
67,37,2479,14,10
47,53,2491,22,15
59,43,2537,25,17
37,71,2627,19,13
67,41,2747,19,13
47,59,2773,23,15
59,47,2773,23,15
53,53,2809,23,15
61,47,2867,20,13
47,61,2867,20,13
67,43,2881,22,15
71,43,3053,20,13
83,37,3071,18,12
59,53,3127,22,15
47,71,3337,27,18
53,67,3551,23,15
43,83,3569,25,16
97,37,3589,26,17
59,61,3599,20,13
41,89,3649,26,17
79,47,3713,27,18
71,53,3763,23,15
37,103,3811,22,14
67,59,3953,25,16
71,59,4189,28,19
59,73,4307,26,18
83,53,4399,26,18
103,43,4429,28,19
89,53,4717,27,18
59,83,4897,29,20
71,71,5041,21,15
61,83,5063,26,18
73,71,5183,23,16
89,59,5251,25,17
79,67,5293,24,16
101,53,5353,26,17
43,127,5461,26,17
83,67,5561,25,17
73,79,5767,23,16
109,53,5777,28,19
89,67,5963,24,17
89,73,6497,30,20
67,97,6499,27,18
97,67,6499,27,18
79,83,6557,29,19
53,127,6731,26,18
67,101,6767,27,18
131,53,6943,28,19
79,89,7031,27,18
71,101,7171,29,20
53,137,7261,30,20
53,139,7367,27,18
127,59,7493,25,16
59,127,7493,25,16
113,67,7571,27,18
67,113,7571,27,18
97,79,7663,26,17
127,61,7747,23,15
149,59,8791,31,22
103,89,9167,30,21
137,67,9179,18,14
83,113,9379,29,20
97,101,9797,34,24
139,71,9869,25,18
73,137,10001,26,19
127,79,10033,33,23
59,173,10207,29,20
131,79,10349,29,20
83,127,10541,30,20
97,113,10961,34,24
103,107,11021,31,21
79,149,11771,26,18
127,97,12319,32,23
79,157,12403,32,22
137,97,13289,33,22
181,79,14299,32,22
127,113,14351,32,23
83,173,14359,33,23
149,97,14453,34,23
137,107,14659,33,23
131,113,14803,33,23
109,137,14933,34,23
101,149,15049,35,24
197,79,15563,33,23
67,239,16013,34,23
127,127,16129,31,21
97,167,16199,32,22
131,127,16637,37,26
157,107,16799,36,26
191,89,16999,34,24
211,83,17513,38,27
83,211,17513,38,27
103,173,17819,36,26
251,73,18323,35,25
89,227,20203,34,24
137,149,20413,28,20
211,97,20467,33,23
167,127,21209,36,25
191,113,21583,36,26
97,223,21631,35,25
163,137,22331,31,22
167,137,22879,32,23
157,151,23707,32,23
149,163,24287,32,23
193,127,24511,31,21
127,199,25273,37,26
107,257,27499,36,25
179,157,28103,36,25
173,163,28199,35,24
149,191,28459,35,24
211,137,28907,36,25
139,211,29329,40,28
149,197,29353,39,27
173,173,29929,38,26
191,163,31133,39,27
229,137,31373,39,27
127,251,31877,38,27
197,163,32111,35,24
157,211,33127,39,28
239,139,33221,42,30
149,223,33227,40,29
127,269,34163,38,27
163,211,34393,42,30
157,223,35011,40,29
149,239,35611,40,29
211,173,36503,39,28
211,179,37769,43,31
211,181,38191,38,27
149,257,38293,33,24
173,223,38579,38,27
257,151,38807,31,23
263,149,39187,31,23
149,277,41273,38,27
239,179,42781,39,27
163,269,43847,36,26
191,239,45649,43,31
149,307,45743,35,25
223,211,47053,39,27
373,127,47371,40,29
211,239,50429,40,28
227,223,50621,40,28
151,347,52397,41,28
293,179,52447,40,28
257,211,54227,41,29
307,179,54953,43,30
331,167,55277,42,29
269,211,56759,39,27
223,257,57311,40,28
277,211,58447,41,29
191,331,63221,42,29
167,383,63961,43,30
211,307,64777,43,30
379,173,65567,44,32
293,229,67097,47,34
269,257,69133,27,21
277,251,69527,43,31
257,281,72217,33,25
367,197,72299,42,30
331,223,73813,46,33
251,307,77057,46,33
293,263,77059,35,26
157,491,77087,43,31
313,251,78563,43,31
293,283,82919,39,28
277,311,86147,40,29
347,251,87097,46,33
277,317,87809,43,31
293,307,89951,40,29
401,227,91027,44,32
241,389,93749,42,29
227,431,97837,42,29
349,293,102257,47,33
283,367,103861,45,31
211,499,105289,46,33
191,577,110207,44,31
311,359,111649,46,32
359,311,111649,46,32
373,307,114511,44,31
233,499,116267,43,31
509,239,121651,39,27
401,331,132731,47,34
379,367,139093,49,35
401,347,139147,47,34
503,277,139331,48,35
419,337,141203,48,35
541,263,142283,34,26
431,337,145247,47,34
401,367,147167,47,34
401,383,153583,46,33
389,401,155989,50,36
509,307,156263,47,34
443,359,159037,49,35
557,293,163201,42,31
383,439,168137,48,34
367,463,169921,48,34
419,409,171371,44,31
521,331,172451,43,31
331,521,172451,43,31
409,439,179551,45,32
421,431,181451,48,35
643,293,188399,43,31
409,461,188549,50,36
683,283,193289,47,34
727,269,195563,43,31
307,641,196787,48,34
647,307,198629,50,35
431,461,198691,47,34
359,557,199963,49,35
479,419,200701,49,35
313,677,211901,49,34
479,443,212197,48,34
419,521,218299,48,34
521,443,230803,49,35
499,487,243013,46,32
487,499,243013,46,32
503,499,250997,45,31
433,613,265429,54,39
367,727,266809,54,39
541,499,269959,52,38
431,631,271961,54,39
457,617,281969,54,39
373,757,282361,54,39
677,419,283663,52,38
383,757,289931,51,37
409,709,289981,52,37
487,599,291713,54,39
457,641,292937,54,39
719,409,294071,50,36
569,523,297587,42,31
499,601,299899,51,37
877,359,314843,52,38
467,733,342311,48,34
521,661,344381,49,35
