p,q,m,unknowns,carry_bits
5,5,25,4,2
7,5,35,0,0
5,11,55,4,2
7,11,77,6,3
19,5,95,7,4
5,23,115,8,5
17,7,119,8,5
11,11,121,10,6
19,7,133,12,8
11,13,143,10,7
13,13,169,11,7
17,11,187,6,4
11,17,187,6,4
11,19,209,13,8
13,17,221,12,7
13,19,247,10,6
11,23,253,12,7
23,11,253,12,7
17,17,289,8,6
29,11,319,13,9
11,29,319,13,9
17,19,323,9,6
31,11,341,13,8
11,31,341,13,8
29,13,377,14,9
17,23,391,13,8
23,17,391,13,8
37,13,481,16,10
17,29,493,15,9
29,17,493,15,9
17,31,527,16,11
29,23,667,14,9
19,37,703,12,8
29,29,841,19,13
37,23,851,16,10
53,17,901,18,11
29,37,1073,22,15
59,19,1121,22,15
43,29,1247,19,13
19,67,1273,14,10
67,19,1273,14,10
47,29,1363,17,11
29,47,1363,17,11
37,37,1369,19,13
37,41,1517,17,11
41,41,1681,23,15
47,37,1739,20,13
37,47,1739,20,13
43,41,1763,19,12
53,37,1961,22,14
37,53,1961,22,14
29,73,2117,24,16
41,53,2173,24,16
37,59,2183,23,16
47,47,2209,25,17
47,53,2491,22,15
53,47,2491,22,15
43,59,2537,25,17
37,71,2627,19,13
59,47,2773,23,15
53,53,2809,23,15
31,97,3007,20,13
59,53,3127,22,15
97,37,3589,26,17
37,97,3589,26,17
47,79,3713,27,18
71,53,3763,23,15
89,43,3827,22,14
109,37,4033,26,17
47,89,4183,26,18
53,79,4187,26,18
59,73,4307,26,18
127,37,4699,26,18
89,53,4717,27,18
73,67,4891,19,14
59,83,4897,29,20
79,71,5609,25,17
59,101,5959,24,16
113,53,5989,25,16
47,131,6157,31,21
79,79,6241,30,20
83,89,7387,28,19
53,149,7897,30,20
89,89,7921,29,19
109,73,7957,30,20
101,83,8383,29,20
113,79,8927,31,22
79,127,10033,33,23
127,79,10033,33,23
127,83,10541,30,20
149,71,10579,28,20
107,101,10807,28,19
131,83,10873,30,21
127,89,11303,28,19
109,109,11881,31,21
71,191,13561,35,24
107,127,13589,33,23
67,211,14137,33,22
113,131,14803,33,23
109,149,16241,33,22
127,131,16637,37,26
109,157,17113,38,27
137,127,17399,33,23
127,151,19177,37,26
103,191,19673,39,28
157,137,21509,34,24
191,137,26167,35,24
149,179,26671,36,25
149,191,28459,35,24
191,167,31897,39,27
179,191,34189,41,29
251,137,34387,39,28
233,149,34717,41,29
191,197,37627,39,28
137,281,38497,33,24
239,163,38957,41,29
163,239,38957,41,29
227,173,39271,39,28
211,191,40301,40,28
307,137,42059,36,26
149,317,47233,39,28
157,307,48199,36,26
191,263,50233,43,30
179,311,55669,41,28
173,337,58301,42,29
269,223,59987,40,28
311,193,60023,39,27
307,199,61093,41,28
263,239,62857,44,31
277,233,64541,42,29
251,263,66013,46,33
193,347,66971,44,32
257,277,71189,32,24
347,211,73217,46,33
157,491,77087,43,31
239,331,79109,46,33
379,229,86791,44,32
307,293,89951,40,29
347,269,93343,40,29
389,241,93749,42,29
347,277,96119,39,28
349,281,98069,42,30
307,331,101617,47,33
193,547,105571,43,30
331,331,109561,47,33
331,347,114857,47,33
359,337,120983,44,31
487,263,128081,47,33
449,293,131557,49,35
347,401,139147,47,34
353,401,141553,50,36
571,251,143321,51,37
383,401,153583,46,33
541,293,158513,41,30
641,277,177557,46,33
431,433,186623,44,31
331,599,198269,50,35
359,557,199963,49,35
331,607,200917,51,36
263,769,202247,49,35
641,337,216017,52,37
389,617,240013,50,35
397,673,267181,53,38
787,367,288829,52,37
607,479,290753,54,39
541,541,292681,41,31
593,521,308953,46,34
757,419,317183,51,37
709,457,324013,52,37
367,929,340943,49,35
683,521,355843,48,35
457,797,364229,54,39
431,877,377987,52,38
383,1013,387979,49,35
541,757,409537,56,40
521,827,430867,53,38
479,937,448823,51,37
523,863,451349,54,38
587,797,467839,52,37
1171,433,507043,52,37
709,719,509771,52,37
1213,487,590731,56,41
1297,463,600511,55,40
431,1399,602969,59,43
947,683,646801,58,42
1151,563,648013,49,36
1103,599,660697,55,40
641,1097,703177,55,40
769,967,743623,53,38
787,997,784639,52,37
1103,797,879091,56,40
907,991,898837,58,42
1117,853,952801,58,41
1381,733,1012273,59,42
631,1693,1068283,59,43
983,1087,1068521,62,45
821,1319,1082899,59,43
719,1511,1086409,62,45
1249,881,1100369,62,45
1289,977,1259353,63,46
991,1279,1267489,62,45
1481,877,1298837,61,44
953,1373,1308469,60,43
1277,1151,1469827,56,41
1249,1249,1560001,59,43
1373,1151,1580323,60,43
2371,691,1638361,64,46
1823,907,1653461,62,45
1531,1163,1780553,63,45
1259,1481,1864579,61,44
1277,1471,1878467,61,44
1951,1069,2085619,59,42
1693,1277,2161961,66,48
1283,1709,2192647,63,46
1471,1741,2561011,62,45
2179,1201,2616979,55,41
1459,1973,2878607,61,44
1607,1831,2942417,67,49
2467,1307,3224369,67,48
1973,1637,3229801,65,47
1213,2707,3283591,64,46
2521,1319,3325199,64,46
1693,2011,3404623,63,46
1559,2309,3599731,63,45
1151,3137,3610687,63,45
3433,1061,3642413,65,46
2633,1439,3788887,65,47
2789,1399,3901811,63,45
1931,2063,3983653,66,47
1733,2437,4223321,71,52
1619,2837,4593103,67,49
2251,2207,4967957,61,45
3581,1423,5095763,68,50
2333,2221,5181593,62,46
2879,1831,5271449,71,52
2963,1823,5401549,67,48
2969,1823,5412487,65,47
2819,1993,5618267,68,50
3631,1597,5798707,67,49
2729,2129,5810041,66,48
1439,4201,6045239,63,46
4019,1559,6265621,67,48
2843,2237,6359791,68,49
1831,3623,6633713,70,51
2503,2693,6740579,67,48
2473,2833,7006009,71,51
2377,3083,7328291,67,48
3181,2371,7542151,69,50
3109,2833,8807797,72,52
2543,3613,9187859,71,52
4253,2251,9573503,62,46
2203,4703,10360709,65,48
1861,5849,10884989,70,50
2749,4001,10998749,71,51
3109,3593,11170637,74,54
2707,4201,11372107,68,50
3137,3821,11986477,70,50
2179,5669,12352751,67,49
5623,2273,12781079,73,53
6469,2099,13578431,71,51
4297,3251,13969547,73,53
5639,2633,14847487,72,52
2819,5381,15169039,73,53
2609,6547,17081123,75,55
2381,7177,17088437,77,56
5591,3119,17438329,77,56
3433,5407,18562231,74,54
5147,3793,19522571,75,55
3163,6619,20935897,78,57
2903,7283,21142549,78,57
3307,6473,21406211,76,56
4027,5623,22643821,74,53
4637,5441,25229917,79,57
5741,4583,26311003,76,55
5471,5009,27404239,78,57
7699,3613,27816487,74,54
4703,6163,28984589,79,57
4561,6469,29505109,79,57
4339,7351,31895989,78,56
7963,4327,34455901,83,61
7253,4813,34908689,83,61
8329,4349,36222821,67,50
6247,6143,38375321,84,62
4621,8563,39569623,73,55
6689,6029,40327981,81,59
3989,10559,42119851,79,58
9733,5039,49044587,76,56
9431,5237,49390147,77,57
4861,10177,49470397,78,57
6469,7717,49921273,79,57
7411,7193,53307323,80,59
6521,8191,53413511,81,60
10559,5557,58676363,81,59
9173,6637,60881201,82,59
10243,6029,61755047,81,59
7927,8009,63487343,79,58
12071,5477,66112867,81,59
14051,5039,70802989,85,62
8377,8861,74228597,74,56
6719,11213,75340147,83,61
6211,13099,81357889,88,65
13537,6029,81614573,86,63
8753,10781,94366093,84,62
5147,18397,94689359,81,60
10133,9491,96172303,81,60
14221,7649,108776429,86,63
6521,17569,114567449,89,65
9227,13477,124352279,85,62
7393,17203,127181779,87,64
14767,8803,129993901,89,65
14143,9257,130921751,86,63
13297,10259,136413923,90,67
14741,10099,148869359,88,65
11351,13217,150026167,88,65
9311,16193,150773023,89,66
15359,9967,153083153,92,68
10937,14653,160259861,91,67
16249,10831,175992919,86,63
12889,14009,180562001,91,67
20663,9151,189087113,90,67
14923,13999,208907077,92,68
25577,8353,213644681,93,68
18481,13093,241971733,94,69
13487,18043,243345941,94,69
19531,13367,261070877,93,68
11923,22853,272476319,95,71
17123,16691,285799993,85,65
11149,28151,313855499,95,71
13613,23279,316897027,94,70
15413,20789,320420857,97,72
17483,20183,352859389,94,70
19069,19219,366487111,94,71
16127,22901,369324427,95,71
20161,19069,384450109,93,69
17707,25301,448004807,99,74
24977,18661,466095797,99,73
28433,16661,473722213,100,74
16519,29021,479397899,98,73
24097,20639,497337983,97,72
24943,20743,517392649,101,75
29531,17669,521783239,98,73
22697,24439,554691983,100,75
23789,24517,583234913,101,75
21647,27457,594361679,99,74
22259,26759,595628581,101,75
29017,22271,646237607,101,76
28559,26417,754443103,101,76
32141,25601,822841741,100,74
40897,20897,854624609,105,78
39863,22381,892173803,101,75
27917,33961,948089237,105,78
36467,27689,1009734763,101,75
50329,20563,1034915227,103,77
34123,31379,1070745617,106,79
32141,34721,1115967661,105,78
54347,20771,1128841537,109,82
29683,39341,1167758903,105,79
24071,48523,1167997133,107,80
38711,30671,1187305081,106,79
39703,31063,1233294289,109,82
28349,45737,1296598213,109,82
40343,33703,1359680129,105,79
38783,38693,1500630619,104,79
34897,46181,1611578357,108,80
31511,51607,1626188177,109,82
26293,64679,1700604947,106,80
36433,48299,1759677467,109,82
40841,44909,1834128469,109,81
42821,46099,1974005279,107,80
45697,43481,1986951257,109,81
36457,54829,1998900853,109,81
39581,50513,1999355053,107,79
38149,52489,2002402861,107,79
48731,41333,2014198423,107,80
57457,36151,2077128007,107,80
37171,65449,2432804779,111,84
67153,37223,2499636119,103,79
50273,59197,2976010781,113,85
78121,38873,3036797633,111,84
43951,70163,3083734013,110,83
64601,48611,3140319211,109,82
58967,54277,3200551859,108,81
58309,58027,3383496343,111,84
56369,63127,3558405863,108,81
58477,63419,3708552863,110,83
53309,76753,4091625677,116,87
80849,54181,4380479669,116,87
68261,71633,4889740213,109,83
55411,89671,4968759781,117,88
91909,55511,5101960499,114,86
72379,72763,5266513177,110,84
93607,57221,5356286147,115,87
76907,72859,5603367113,115,87
90731,67043,6082878433,115,87
81799,75641,6187358159,113,86
79063,82339,6509968357,119,89
57943,112643,6526873349,119,90
65071,109013,7093584923,117,89
75883,95461,7243867063,118,89
61417,121697,7474264649,118,89
84421,97879,8263043059,118,89
126961,68141,8651249501,122,92
112181,82591,9265140971,119,90
167537,55697,9331308289,123,93
158261,61357,9710420177,125,95
186581,56009,10450215229,122,92
104729,101977,10679949233,122,92
66863,161503,10798575089,121,92
101267,108107,10947671569,124,94
101477,109859,11148161743,117,88
113081,107053,12105660293,120,90
113537,106921,12139489577,121,91
71777,170851,12263172227,118,90
98321,127399,12525997079,122,93
127157,101267,12876807919,117,88
136093,95189,12954556577,125,94
135197,99347,13431416359,122,92
142211,101513,14436265243,123,93
116657,159157,18566778149,128,97
220783,84457,18646669831,125,95
129737,146051,18948218587,124,94
172069,112097,19288418693,128,97
99961,194839,19476301279,126,96
131357,160933,21139676081,120,92
181439,118429,21487639331,124,94
213173,104759,22331790307,122,92
155849,149921,23365037929,125,95
165083,144289,23819660987,122,93
143653,166021,23849414713,124,94
137077,182773,25053974521,126,96
109987,231529,25465180123,123,93
170759,157051,26817871709,130,98
183247,149623,27417965881,129,97
192571,155171,29881434641,131,99
118831,259339,30817512709,124,93
260137,128603,33454398611,126,96
121621,278459,33866462039,126,95
231443,179357,41510922151,131,100
216991,193357,41956728787,129,98
155453,277003,43060947359,129,99
268291,171491,46009491881,131,100
374389,139241,52130298749,133,100
308939,171103,52860389717,136,103
116593,453421,52865714653,133,101
295387,182927,54034257749,134,101
208759,271003,56574315277,136,103
160453,361843,58058794879,132,100
275299,214051,58928026249,135,102
