p,q,m,unknowns,carry_bits
5,5,25,4,2
7,5,35,0,0
7,7,49,4,2
11,5,55,4,2
13,5,65,10,7
5,13,65,10,7
11,7,77,6,3
7,11,77,6,3
5,17,85,10,6
17,7,119,8,5
7,17,119,8,5
11,11,121,10,6
19,7,133,12,8
13,11,143,10,7
11,13,143,10,7
23,7,161,11,7
7,23,161,11,7
13,13,169,11,7
17,11,187,6,4
11,17,187,6,4
19,11,209,13,8
11,19,209,13,8
13,17,221,12,7
17,13,221,12,7
13,19,247,10,6
23,11,253,12,7
17,17,289,8,6
13,23,299,13,9
11,29,319,13,9
29,11,319,13,9
17,19,323,9,6
19,17,323,9,6
11,31,341,13,8
19,19,361,12,8
29,13,377,14,9
13,29,377,14,9
23,17,391,13,8
17,23,391,13,8
37,11,407,13,8
19,23,437,15,9
17,29,493,15,9
29,17,493,15,9
31,17,527,16,11
23,23,529,19,13
19,29,551,16,11
29,19,551,16,11
17,37,629,10,7
29,23,667,14,9
23,29,667,14,9
37,19,703,12,8
17,43,731,12,8
43,17,731,12,8
17,47,799,16,10
19,43,817,19,12
29,29,841,19,13
37,23,851,16,10
47,19,893,18,11
29,31,899,13,8
31,29,899,13,8
23,41,943,16,10
43,23,989,18,11
23,43,989,18,11
47,23,1081,22,15
41,29,1189,21,14
71,17,1207,11,8
23,53,1219,19,13
43,29,1247,19,13
31,41,1271,19,13
59,23,1357,19,12
47,29,1363,17,11
37,37,1369,19,13
31,47,1457,20,13
47,31,1457,20,13
41,37,1517,17,11
53,29,1537,22,15
67,23,1541,21,13
37,43,1591,19,12
23,73,1679,19,12
29,59,1711,19,13
37,47,1739,20,13
29,67,1943,19,12
53,37,1961,22,14
37,53,1961,22,14
43,47,2021,21,13
29,71,2059,22,15
31,67,2077,24,16
53,41,2173,24,16
37,59,2183,23,16
61,37,2257,26,18
43,53,2279,22,15
29,79,2291,22,15
59,41,2419,22,15
31,79,2449,25,17
67,37,2479,14,10
37,67,2479,14,10
53,47,2491,22,15
31,83,2573,22,14
29,89,2581,22,14
71,37,2627,19,13
41,67,2747,19,13
31,89,2759,20,13
59,47,2773,23,15
53,53,2809,23,15
43,71,3053,20,13
53,59,3127,22,15
61,53,3233,25,17
59,59,3481,26,18
67,53,3551,23,15
79,47,3713,27,18
53,71,3763,23,15
67,59,3953,25,16
41,97,3977,27,18
47,89,4183,26,18
53,79,4187,26,18
61,71,4331,25,17
73,61,4453,27,18
107,43,4601,28,19
41,113,4633,30,21
79,59,4661,28,19
59,79,4661,28,19
53,89,4717,27,18
67,71,4757,21,15
73,67,4891,19,14
97,53,5141,27,18
89,59,5251,25,17
113,47,5311,24,16
127,43,5461,26,17
97,61,5917,27,18
89,67,5963,24,17
113,53,5989,25,16
41,149,6109,24,16
61,101,6161,30,21
71,89,6319,26,17
89,71,6319,26,17
89,73,6497,30,20
83,79,6557,29,19
101,67,6767,27,18
83,83,6889,29,19
89,79,7031,27,18
101,71,7171,29,20
109,67,7303,28,19
67,109,7303,28,19
83,89,7387,28,19
127,59,7493,25,16
59,127,7493,25,16
79,97,7663,26,17
71,109,7739,27,18
149,53,7897,30,20
89,89,7921,29,19
113,71,8023,28,19
97,83,8051,27,18
107,79,8453,33,23
67,127,8509,32,22
131,67,8777,21,16
113,79,8927,31,22
97,97,9409,34,24
71,137,9727,22,16
101,97,9797,34,24
149,67,9983,22,16
79,127,10033,33,23
67,157,10519,28,20
109,97,10573,31,21
71,151,10721,29,20
97,113,10961,34,24
101,109,11009,32,22
103,107,11021,31,21
89,127,11303,28,19
71,181,12851,31,21
157,83,13031,31,21
131,103,13493,34,23
109,127,13843,32,23
131,107,14017,35,24
179,79,14141,32,21
131,109,14279,32,22
149,97,14453,34,23
167,89,14863,32,22
89,173,15397,34,23
89,179,15931,31,21
109,149,16241,33,22
131,127,16637,37,26
89,191,16999,34,24
127,137,17399,33,23
137,127,17399,33,23
139,127,17653,37,26
97,191,18527,36,26
149,127,18923,34,24
199,97,19303,33,23
97,199,19303,33,23
79,251,19829,36,25
137,149,20413,28,20
107,191,20437,37,26
211,97,20467,33,23
131,157,20567,32,23
223,97,21631,35,25
113,197,22261,34,23
163,139,22657,35,25
179,131,23449,35,25
157,151,23707,32,23
163,149,24287,32,23
293,83,24319,31,22
257,101,25957,37,25
97,269,26093,37,25
167,157,26219,35,24
179,149,26671,36,25
101,269,27169,39,27
281,97,27257,39,27
257,107,27499,36,25
113,251,28363,35,25
257,113,29041,39,27
127,229,29083,36,26
127,239,30353,35,24
127,241,30607,32,22
157,197,30929,40,28
211,149,31439,37,26
167,191,31897,39,27
191,167,31897,39,27
167,197,32899,40,29
191,173,33043,40,29
157,211,33127,39,28
211,157,33127,39,28
179,191,34189,41,29
199,173,34427,38,27
229,151,34579,39,28
113,311,35143,40,29
197,179,35263,39,28
131,271,35501,27,20
191,191,36481,42,30
293,127,37211,40,29
223,167,37241,42,30
157,239,37523,40,29
179,211,37769,43,31
173,223,38579,38,27
127,313,39751,40,29
239,167,39913,42,30
223,179,39917,41,29
157,257,40349,33,24
181,223,40363,38,27
233,179,41707,39,28
167,251,41917,41,29
139,307,42673,38,27
157,283,44431,36,26
137,347,47539,35,25
251,191,47941,42,30
197,257,50629,43,30
263,197,51811,39,27
311,167,51937,42,29
277,191,52907,39,27
251,211,52961,41,29
223,239,53297,42,30
311,173,53803,40,28
179,307,54953,43,30
373,149,55577,43,30
379,149,56471,40,28
239,239,57121,41,29
229,263,60227,40,28
239,257,61423,39,27
173,367,63491,40,28
431,149,64219,40,28
193,337,65041,43,30
401,163,65363,40,28
157,431,67667,43,31
307,229,70303,44,32
251,293,73543,43,31
223,331,73813,46,33
269,277,74513,38,28
521,149,77629,36,26
193,409,78937,47,34
233,347,80851,43,31
223,367,81841,45,32
163,503,81989,46,33
307,269,82583,40,29
269,317,85273,43,31
347,251,87097,46,33
307,293,89951,40,29
293,331,96983,40,29
359,293,105187,43,30
367,293,107531,45,32
311,353,109783,45,32
397,277,109969,48,34
367,307,112669,46,32
269,419,112711,44,31
347,331,114857,47,33
431,277,119387,44,31
211,599,126389,46,32
367,347,127349,45,31
569,227,129163,44,31
293,449,131557,49,35
457,293,133901,50,36
311,439,136529,50,36
673,211,142003,47,34
431,331,142661,50,36
251,569,142819,47,34
223,659,146957,49,35
479,307,147053,48,34
389,389,151321,51,37
401,379,151979,46,33
449,347,155803,48,35
367,433,158911,47,34
337,487,164119,48,35
479,347,166213,50,36
337,521,175577,47,34
431,409,176279,45,32
463,383,177329,47,33
331,541,179071,43,31
337,541,182317,45,32
439,419,183941,50,36
347,541,187727,44,32
397,479,190163,48,35
449,431,193519,44,31
251,787,197537,50,36
311,641,199351,48,34
353,571,201563,49,35
367,557,204419,49,35
449,457,205193,51,37
613,337,206581,49,34
797,269,214393,51,36
653,347,226591,48,34
523,439,229597,51,36
797,293,233521,51,36
757,317,239969,50,35
409,587,240083,48,34
547,467,255449,51,36
431,599,258169,50,35
461,563,259543,48,34
719,373,268187,52,38
673,401,269873,54,39
613,443,271559,51,37
751,373,280123,51,37
521,541,281861,40,30
421,673,283333,54,39
751,379,284629,54,39
577,499,287923,50,36
521,557,290197,40,30
631,467,294677,53,38
523,599,313277,44,32
479,659,315661,54,39
557,571,318047,43,32
617,541,333797,49,35
701,479,335779,51,37
521,647,337087,47,34
503,673,338519,49,35
541,631,341371,47,34
419,821,343999,48,34
641,541,346781,50,36
439,821,360419,48,34
983,367,360761,54,39
661,547,361567,48,35
409,907,370963,49,35
937,397,371989,51,36
457,839,383423,51,37
397,967,383899,52,38
347,1117,387599,48,35
953,419,399307,52,38
1151,367,422417,55,39
769,557,428333,54,38
409,1069,437221,54,38
557,821,457297,55,39
701,661,463361,56,40
691,691,477481,54,38
907,541,490687,51,36
491,1031,506221,54,38
1151,449,516799,51,36
661,787,520207,52,37
661,829,547969,58,42
683,853,582599,55,40
991,631,625321,58,42
1297,499,647203,54,39
967,683,660461,57,41
1117,659,736103,51,37
587,1277,749599,52,38
863,881,760303,55,40
929,827,768283,56,41
907,881,799067,56,41
1361,593,807073,59,42
929,881,818449,58,42
1171,719,841949,58,41
1049,853,894797,58,41
701,1277,895177,59,42
1151,787,905837,57,40
877,1049,919973,58,41
809,1297,1049273,62,45
967,1187,1147829,60,43
1381,853,1177993,62,45
1187,1009,1197683,59,43
1289,1103,1421767,56,41
