p,q,m,unknowns,carry_bits
5,5,25,4,2
7,5,35,0,0
11,5,55,4,2
5,11,55,4,2
7,11,77,6,3
11,7,77,6,3
5,17,85,10,6
17,5,85,10,6
7,13,91,4,2
13,7,91,0,0
19,5,95,7,4
5,23,115,8,5
7,17,119,8,5
17,7,119,8,5
11,11,121,10,6
19,7,133,12,8
7,19,133,12,8
11,13,143,10,7
13,11,143,10,7
7,23,161,11,7
23,7,161,11,7
17,11,187,6,4
11,17,187,6,4
7,29,203,6,3
19,11,209,13,8
11,19,209,13,8
17,13,221,12,7
13,17,221,12,7
19,13,247,10,6
23,11,253,12,7
11,23,253,12,7
17,17,289,8,6
23,13,299,13,9
13,23,299,13,9
29,11,319,13,9
11,29,319,13,9
19,17,323,9,6
17,19,323,9,6
11,31,341,13,8
19,19,361,12,8
29,13,377,14,9
23,17,391,13,8
17,23,391,13,8
31,13,403,13,9
13,31,403,13,9
11,37,407,13,8
19,23,437,15,9
37,13,481,16,10
13,37,481,16,10
29,17,493,15,9
17,29,493,15,9
31,17,527,16,11
17,31,527,16,11
23,23,529,19,13
13,41,533,18,12
29,19,551,16,11
19,31,589,18,12
31,19,589,18,12
17,37,629,10,7
37,17,629,10,7
29,23,667,14,9
23,29,667,14,9
17,41,697,15,10
37,19,703,12,8
19,37,703,12,8
31,23,713,17,11
23,31,713,17,11
59,13,767,14,9
41,19,779,16,10
29,29,841,19,13
37,23,851,16,10
23,37,851,16,10
31,29,899,13,8
29,31,899,13,8
17,53,901,18,11
23,41,943,16,10
31,31,961,16,10
43,23,989,18,11
37,29,1073,22,15
29,37,1073,22,15
31,37,1147,19,13
37,31,1147,19,13
29,41,1189,21,14
41,29,1189,21,14
53,23,1219,19,13
29,43,1247,19,13
31,41,1271,19,13
41,31,1271,19,13
29,47,1363,17,11
47,29,1363,17,11
37,37,1369,19,13
47,31,1457,20,13
79,19,1501,17,11
41,37,1517,17,11
37,41,1517,17,11
29,53,1537,22,15
53,29,1537,22,15
23,67,1541,21,13
71,23,1633,22,14
23,71,1633,22,14
53,31,1643,19,13
41,41,1681,23,15
59,29,1711,19,13
41,43,1763,19,12
83,23,1909,21,13
41,47,1927,20,13
47,41,1927,20,13
29,67,1943,19,12
37,53,1961,22,14
47,43,2021,21,13
29,71,2059,22,15
71,29,2059,22,15
67,31,2077,24,16
53,41,2173,24,16
37,59,2183,23,16
59,37,2183,23,16
47,47,2209,25,17
43,53,2279,22,15
79,29,2291,22,15
29,83,2407,22,15
37,67,2479,14,10
47,53,2491,22,15
53,47,2491,22,15
31,83,2573,22,14
83,31,2573,22,14
89,29,2581,22,14
61,43,2623,20,13
59,47,2773,23,15
47,59,2773,23,15
53,53,2809,23,15
67,43,2881,22,15
71,41,2911,19,13
79,37,2923,18,12
83,37,3071,18,12
37,83,3071,18,12
59,53,3127,22,15
67,47,3149,25,16
109,29,3161,25,17
61,53,3233,25,17
71,47,3337,27,18
79,43,3397,25,16
41,83,3403,23,15
59,59,3481,26,18
53,67,3551,23,15
67,53,3551,23,15
59,61,3599,20,13
61,59,3599,20,13
47,79,3713,27,18
79,47,3713,27,18
37,101,3737,27,18
101,37,3737,27,18
53,71,3763,23,15
103,37,3811,22,14
89,43,3827,22,14
43,89,3827,22,14
47,83,3901,25,16
59,67,3953,25,16
67,59,3953,25,16
37,107,3959,22,14
67,61,4087,22,14
113,37,4181,28,19
47,89,4183,26,18
53,79,4187,26,18
71,59,4189,28,19
73,59,4307,26,18
107,41,4387,26,18
61,73,4453,27,18
67,67,4489,17,13
79,59,4661,28,19
127,37,4699,26,18
67,71,4757,21,15
61,79,4819,26,18
79,61,4819,26,18
47,107,5029,28,19
59,89,5251,25,17
79,67,5293,24,16
67,79,5293,24,16
113,47,5311,24,16
101,53,5353,26,17
103,53,5459,24,16
67,83,5561,25,17
71,79,5609,25,17
83,71,5893,26,18
71,83,5893,26,18
97,61,5917,27,18
101,59,5959,24,16
67,89,5963,24,17
79,79,6241,30,20
47,137,6439,27,18
67,97,6499,27,18
97,67,6499,27,18
107,61,6527,25,17
79,83,6557,29,19
127,53,6731,26,18
131,53,6943,28,19
149,47,7003,27,18
79,89,7031,27,18
89,79,7031,27,18
67,107,7169,32,22
127,59,7493,25,16
97,79,7663,26,17
97,83,8051,27,18
83,97,8051,27,18
59,137,8083,27,18
127,67,8509,32,22
67,127,8509,32,22
89,97,8633,32,22
149,59,8791,31,22
71,127,9017,33,23
97,97,9409,34,24
179,53,9487,31,22
71,137,9727,22,16
97,101,9797,34,24
59,167,9853,31,21
97,103,9991,31,22
79,127,10033,33,23
127,79,10033,33,23
59,173,10207,29,20
67,157,10519,28,20
127,83,10541,30,20
109,97,10573,31,21
101,107,10807,28,19
79,137,10823,28,20
97,113,10961,34,24
113,97,10961,34,24
71,157,11147,28,20
157,71,11147,28,20
167,67,11189,28,19
67,167,11189,28,19
127,89,11303,28,19
157,73,11461,30,21
163,73,11899,27,19
137,89,12193,29,20
127,97,12319,32,23
97,127,12319,32,23
191,67,12797,33,22
127,101,12827,32,23
101,127,12827,32,23
127,103,13081,34,24
137,101,13837,34,23
157,89,13973,34,23
131,107,14017,35,24
127,113,14351,32,23
79,191,15089,34,23
149,103,15347,30,20
127,127,16129,31,21
103,157,16171,30,20
101,163,16463,36,26
131,127,16637,37,26
127,131,16637,37,26
89,191,16999,34,24
257,67,17219,17,14
137,127,17399,33,23
107,163,17441,38,27
181,97,17557,38,27
163,113,18419,33,23
191,97,18527,36,26
149,127,18923,34,24
103,197,20291,35,25
211,101,21311,31,21
157,137,21509,34,24
97,227,22019,33,23
137,163,22331,31,22
179,127,22733,38,27
167,137,22879,32,23
149,157,23393,34,24
127,191,24257,36,25
163,157,25591,36,25
137,191,26167,35,24
193,137,26441,39,27
191,139,26549,37,25
211,127,26797,37,26
113,241,27233,37,26
97,281,27257,39,27
163,173,28199,35,24
149,191,28459,35,24
179,163,29177,39,27
113,263,29719,36,25
191,157,29987,35,24
157,191,29987,35,24
307,101,31007,37,26
149,211,31439,37,26
307,103,31621,39,27
163,197,32111,35,24
239,139,33221,42,30
223,149,33227,40,29
109,307,33463,39,28
197,173,34081,41,29
157,223,35011,40,29
181,197,35657,43,31
137,263,36031,25,19
163,223,36349,40,28
211,193,40723,39,28
281,149,41869,38,27
149,281,41869,38,27
331,127,42037,38,26
223,191,42593,39,27
227,191,43357,42,30
223,197,43931,40,29
211,211,44521,39,27
191,239,45649,43,31
149,307,45743,35,25
281,167,46927,36,26
223,211,47053,39,27
137,347,47539,35,25
193,251,48443,36,25
191,257,49087,35,25
199,251,49949,42,30
211,239,50429,40,28
347,149,51703,39,27
197,263,51811,39,27
211,251,52961,41,29
197,269,52993,43,30
239,223,53297,42,30
251,227,56977,42,30
257,227,58339,40,28
251,239,59989,42,30
269,227,61063,40,28
307,199,61093,41,28
293,211,61823,40,28
317,227,71959,43,31
293,257,75301,36,26
307,293,89951,40,29
307,307,94249,42,30
