p,q,m,unknowns,carry_bits
7,7,49,4,2
7,11,77,6,3
17,5,85,10,6
5,17,85,10,6
23,5,115,8,5
7,17,119,8,5
11,11,121,10,6
13,11,143,10,7
11,13,143,10,7
7,23,161,11,7
17,11,187,6,4
7,29,203,6,3
19,11,209,13,8
13,17,221,12,7
13,19,247,10,6
19,13,247,10,6
17,17,289,8,6
11,29,319,13,9
17,19,323,9,6
29,13,377,14,9
23,17,391,13,8
17,23,391,13,8
23,19,437,15,9
17,29,493,15,9
31,17,527,16,11
17,37,629,10,7
37,17,629,10,7
23,29,667,14,9
31,23,713,17,11
29,29,841,19,13
59,17,1003,16,10
37,29,1073,22,15
37,31,1147,19,13
31,37,1147,19,13
29,41,1189,21,14
23,59,1357,19,12
53,29,1537,22,15
67,23,1541,21,13
37,47,1739,20,13
61,29,1769,22,15
59,31,1829,18,11
53,37,1961,22,14
37,59,2183,23,16
53,43,2279,22,15
41,59,2419,22,15
67,37,2479,14,10
37,73,2701,22,15
41,67,2747,19,13
53,53,2809,23,15
61,53,3233,25,17
41,79,3239,23,15
53,73,3869,26,17
53,83,4399,26,18
67,71,4757,21,15
71,71,5041,21,15
59,89,5251,25,17
61,89,5429,26,17
107,59,6313,29,20
97,67,6499,27,18
53,127,6731,26,18
151,47,7097,29,19
109,71,7739,27,18
83,101,8383,29,20
101,83,8383,29,20
73,137,10001,26,19
149,71,10579,28,20
149,73,10877,29,20
109,101,11009,32,22
113,101,11413,33,23
127,101,12827,32,23
71,181,12851,31,21
97,149,14453,34,23
97,151,14647,31,21
127,127,16129,31,21
97,167,16199,32,22
127,131,16637,37,26
149,113,16837,38,27
191,89,16999,34,24
137,131,17947,22,17
193,97,18721,37,26
211,97,20467,33,23
157,151,23707,32,23
137,179,24523,32,23
269,97,26093,37,25
89,307,27323,36,25
157,179,28103,36,25
151,191,28841,39,27
191,173,33043,40,29
191,191,36481,42,30
239,173,41347,40,29
223,199,44377,40,28
191,239,45649,43,31
223,211,47053,39,27
277,173,47921,38,27
191,251,47941,42,30
251,223,55973,41,29
137,433,59321,43,30
269,229,61601,43,30
293,233,68269,44,31
337,211,71107,44,32
277,257,71189,32,24
307,241,73987,44,32
337,223,75151,44,32
233,331,77123,43,31
467,197,91999,44,32
257,379,97403,39,28
307,347,106529,47,33
379,283,107257,47,33
449,257,115393,48,34
293,409,119837,46,32
347,379,131513,50,36
443,307,136001,50,36
269,509,136921,50,36
251,547,137297,50,36
359,401,143959,47,34
479,347,166213,50,36
541,311,168251,43,31
317,557,176569,46,33
271,701,189971,44,32
331,587,194297,46,33
347,569,197443,49,35
389,509,198001,50,36
331,631,208861,50,35
353,607,214271,48,34
307,751,230557,51,36
683,359,245197,50,35
769,337,259153,51,36
401,727,291527,51,37
587,599,351613,49,35
613,601,368413,50,36
653,593,387229,50,36
1019,421,428999,52,38
853,521,444413,53,37
631,821,518051,51,36
479,1117,535043,56,41
673,881,592913,59,43
983,607,596681,59,43
907,673,610411,54,39
1277,541,690857,54,39
557,1277,711289,54,39
853,839,715667,53,38
499,1543,769957,57,41
853,907,773671,52,37
787,1051,827137,59,42
709,1187,841583,55,39
997,953,950141,53,37
1117,947,1057799,60,44
977,1129,1103033,61,44
877,1297,1137469,61,44
691,1693,1169863,59,43
991,1181,1170371,59,43
1117,1061,1185137,53,39
1277,937,1196549,62,45
1283,983,1261189,62,45
1013,1259,1275367,59,43
907,1511,1370477,58,41
