p,q,m,unknowns,carry_bits
5,7,35,0,0
5,11,55,4,2
5,13,65,10,7
5,17,85,10,6
7,17,119,8,5
7,19,133,12,8
11,13,143,10,7
13,13,169,11,7
11,17,187,6,4
17,11,187,6,4
19,11,209,13,8
23,11,253,12,7
29,11,319,13,9
19,19,361,12,8
23,17,391,13,8
17,23,391,13,8
23,19,437,15,9
29,17,493,15,9
17,29,493,15,9
31,17,527,16,11
17,31,527,16,11
23,23,529,19,13
19,29,551,16,11
23,29,667,14,9
29,23,667,14,9
37,19,703,12,8
19,37,703,12,8
23,31,713,17,11
17,43,731,12,8
29,29,841,19,13
37,23,851,16,10
29,37,1073,22,15
37,29,1073,22,15
29,41,1189,21,14
43,29,1247,19,13
23,59,1357,19,12
37,37,1369,19,13
37,43,1591,19,12
43,37,1591,19,12
41,41,1681,23,15
31,59,1829,18,11
47,47,2209,25,17
59,41,2419,22,15
47,53,2491,22,15
53,47,2491,22,15
89,29,2581,22,14
41,67,2747,19,13
53,59,3127,22,15
109,29,3161,25,17
53,61,3233,25,17
89,41,3649,26,17
53,71,3763,23,15
83,59,4897,29,20
103,53,5459,24,16
97,59,5723,24,16
89,67,5963,24,17
127,47,5969,27,18
71,89,6319,26,17
149,47,7003,27,18
47,149,7003,27,18
127,61,7747,23,15
67,127,8509,32,22
97,97,9409,34,24
163,59,9617,33,23
67,149,9983,22,16
79,127,10033,33,23
97,107,10379,31,22
107,97,10379,31,22
103,101,10403,27,18
127,83,10541,30,20
127,89,11303,28,19
127,97,12319,32,23
167,97,16199,32,22
107,163,17441,38,27
97,193,18721,37,26
211,101,21311,31,21
127,173,21971,36,26
89,269,23941,34,24
149,173,25777,38,26
163,173,28199,35,24
191,149,28459,35,24
227,131,29737,38,26
223,149,33227,40,29
179,199,35621,41,29
193,191,36863,38,27
223,211,47053,39,27
127,379,48133,39,27
269,179,48151,36,26
337,151,50887,41,29
281,191,53671,40,28
163,337,54931,41,29
211,307,64777,43,30
233,281,65473,43,30
173,397,68681,46,33
197,367,72299,42,30
233,331,77123,43,31
151,521,78671,35,26
269,293,78817,37,27
397,211,83767,43,31
281,337,94697,42,30
281,367,103127,44,31
307,359,110213,47,33
541,233,126053,46,32
383,331,126773,46,32
331,383,126773,46,32
347,367,127349,45,31
307,431,132317,50,36
509,263,133867,47,34
547,257,140579,33,25
479,337,161423,47,34
491,347,170377,48,34
563,337,189731,43,31
293,701,205393,51,36
677,347,234919,48,34
449,587,263563,52,38
577,547,315619,42,31
569,557,316933,45,33
461,709,326849,54,39
419,911,381709,54,39
733,587,430271,52,37
787,557,438359,53,38
719,631,453689,54,38
479,1009,483311,51,37
773,653,504769,56,40
587,907,532409,58,42
