p,q,m,unknowns,carry_bits
7,11,77,6,3
17,5,85,10,6
5,17,85,10,6
7,17,119,8,5
11,13,143,10,7
23,7,161,11,7
17,11,187,6,4
11,17,187,6,4
11,19,209,13,8
17,13,221,12,7
13,19,247,10,6
23,11,253,12,7
11,23,253,12,7
17,17,289,8,6
13,23,299,13,9
11,29,319,13,9
13,29,377,14,9
23,17,391,13,8
37,11,407,13,8
19,23,437,15,9
29,17,493,15,9
17,29,493,15,9
23,23,529,19,13
37,17,629,10,7
29,23,667,14,9
37,19,703,12,8
31,29,899,13,8
29,31,899,13,8
37,29,1073,22,15
29,37,1073,22,15
29,41,1189,21,14
43,31,1333,19,12
23,59,1357,19,12
47,29,1363,17,11
23,61,1403,17,11
29,53,1537,22,15
41,47,1927,20,13
41,53,2173,24,16
37,67,2479,14,10
71,37,2627,19,13
53,53,2809,23,15
53,67,3551,23,15
67,53,3551,23,15
97,37,3589,26,17
41,89,3649,26,17
79,47,3713,27,18
59,71,4189,28,19
107,47,5029,28,19
47,113,5311,24,16
61,89,5429,26,17
41,137,5617,24,16
97,59,5723,24,16
97,67,6499,27,18
109,67,7303,28,19
127,59,7493,25,16
79,97,7663,26,17
97,79,7663,26,17
97,83,8051,27,18
149,67,9983,22,16
71,173,12283,26,18
127,97,12319,32,23
83,157,13031,31,21
89,151,13439,32,22
149,97,14453,34,23
101,149,15049,35,24
71,233,16543,36,26
127,137,17399,33,23
139,127,17653,37,26
139,163,22657,35,25
131,173,22663,32,23
139,179,24881,39,27
127,223,28321,37,26
179,173,30967,36,25
191,167,31897,39,27
127,257,32639,35,24
263,127,33401,42,30
251,137,34387,39,28
149,239,35611,40,29
283,127,35941,40,28
167,227,37909,41,29
293,151,44243,36,26
191,251,47941,42,30
239,239,57121,41,29
347,167,57949,43,30
173,337,58301,42,29
223,271,60433,43,30
251,251,63001,39,27
277,277,76729,37,27
281,293,82333,42,30
223,379,84517,42,29
239,367,87713,46,33
211,587,123857,48,34
353,353,124609,48,34
383,337,129071,43,30
317,421,133457,51,37
661,239,157979,48,35
601,293,176093,46,33
523,347,181481,46,33
239,773,184747,44,31
487,383,186521,48,34
487,521,253727,49,35
491,541,265631,52,38
389,701,272689,53,38
491,563,276433,54,39
751,389,292139,50,36
907,337,305659,50,36
653,499,325847,51,37
431,877,377987,52,38
853,467,398351,52,38
709,691,489919,51,36
617,853,526301,58,42
419,1259,527521,58,42
821,673,552533,57,41
821,701,575521,57,41
859,701,602159,55,40
1061,587,622807,47,35
809,907,733763,56,41
463,1693,783859,52,37
647,1223,791281,59,42
727,1229,893483,55,39
877,1069,937513,59,42
1409,673,948257,59,42
593,1607,952951,55,39
821,1277,1048417,58,41
1487,787,1170269,61,44
839,1439,1207321,63,46
1657,733,1214581,60,43
677,1913,1295101,60,43
1499,881,1320619,59,43
937,1499,1404563,60,44
1049,1447,1517903,56,41
1163,1409,1638667,60,43
1039,1693,1759027,60,43
1523,1171,1783433,63,45
1213,1471,1784323,60,43
1013,1831,1854803,60,44
1361,1487,2023807,60,43
1223,2357,2882611,59,43
1741,1721,2996261,62,44
1777,1709,3036893,66,48
1361,2521,3431081,67,48
1861,2027,3772247,60,43
1847,2549,4708003,66,48
2503,1901,4758203,67,49
2437,2053,5003161,62,46
2089,2693,5625677,66,48
2081,2999,6240919,64,47
1931,3371,6509401,70,51
2053,3529,7245037,69,49
2819,2777,7828363,68,49
3851,2111,8129461,69,49
2897,2917,8450549,73,53
2999,2833,8496167,71,52
4229,2039,8622931,72,53
4157,2267,9423919,57,43
3037,3251,9873287,71,52
3217,3079,9905143,70,51
2459,4049,9956491,71,52
3329,2999,9983671,71,52
4373,2621,11461633,71,52
4421,2677,11835017,71,52
3907,3137,12256259,72,53
4357,2819,12282383,68,50
2819,4409,12428971,67,49
3191,4441,14171231,72,52
6421,2837,18216377,78,57
3251,5779,18787529,78,57
4799,4127,19805473,69,51
4283,4721,20220043,68,51
3793,5347,20281171,76,56
5167,4229,21851243,72,53
5231,5683,29727773,79,57
7187,4283,30781921,78,56
8263,3761,31077143,76,55
6229,5501,34265729,83,61
4583,8291,37997653,75,56
9539,5021,47895319,77,57
4349,12157,52870793,83,60
6329,8419,53283851,82,60
6029,8861,53422969,83,60
7433,7237,53792621,81,59
4831,15307,73948117,86,63
8009,10037,80386333,87,64
9239,9901,91475339,82,61
10723,8779,94137217,85,63
7993,12289,98225977,88,65
7853,13627,107012831,84,62
6959,15619,108692621,87,64
13327,8951,119289977,89,65
11831,10883,128756773,89,65
6421,20287,130262827,85,62
12391,11423,141542393,91,67
8933,16447,146921051,76,58
11113,13441,149369833,91,67
18539,8147,151037233,92,68
12983,13721,178139743,90,67
11239,17107,192265573,87,64
17291,11393,196996363,87,65
14143,13931,197026133,92,68
15013,13757,206533841,91,67
8731,24659,215297729,95,70
25759,9127,235102393,95,70
14083,17747,249931001,93,68
18959,14107,267454613,94,69
9781,29009,283737029,96,71
18199,18143,330184457,90,68
