p,q,m,unknowns,carry_bits
5,7,35,0,0
7,7,49,4,2
11,5,55,4,2
11,7,77,6,3
7,11,77,6,3
5,17,85,10,6
17,5,85,10,6
7,13,91,4,2
5,19,95,7,4
23,5,115,8,5
17,7,119,8,5
7,17,119,8,5
11,11,121,10,6
19,7,133,12,8
7,19,133,12,8
11,13,143,10,7
13,11,143,10,7
23,7,161,11,7
13,13,169,11,7
17,11,187,6,4
11,17,187,6,4
19,11,209,13,8
17,13,221,12,7
11,23,253,12,7
23,11,253,12,7
17,17,289,8,6
29,11,319,13,9
19,17,323,9,6
19,19,361,12,8
13,29,377,14,9
23,17,391,13,8
17,23,391,13,8
23,19,437,15,9
19,23,437,15,9
37,13,481,16,10
17,29,493,15,9
23,23,529,19,13
29,19,551,16,11
43,13,559,16,11
31,19,589,18,12
17,37,629,10,7
29,23,667,14,9
23,29,667,14,9
19,37,703,12,8
31,23,713,17,11
17,43,731,12,8
41,19,779,16,10
29,29,841,19,13
37,23,851,16,10
31,29,899,13,8
23,41,943,16,10
37,29,1073,22,15
23,47,1081,22,15
31,37,1147,19,13
29,41,1189,21,14
23,53,1219,19,13
29,43,1247,19,13
43,29,1247,19,13
31,41,1271,19,13
37,37,1369,19,13
37,41,1517,17,11
41,37,1517,17,11
29,53,1537,22,15
53,29,1537,22,15
43,37,1591,19,12
41,41,1681,23,15
59,29,1711,19,13
47,37,1739,20,13
41,43,1763,19,12
43,41,1763,19,12
29,61,1769,22,15
37,53,1961,22,14
47,43,2021,21,13
53,41,2173,24,16
73,31,2263,22,15
53,43,2279,22,15
29,83,2407,22,15
59,41,2419,22,15
37,67,2479,14,10
41,61,2501,25,17
43,59,2537,25,17
71,37,2627,19,13
37,71,2627,19,13
37,73,2701,22,15
59,47,2773,23,15
47,59,2773,23,15
53,53,2809,23,15
71,41,2911,19,13
79,37,2923,18,12
59,53,3127,22,15
67,47,3149,25,16
37,89,3293,25,16
47,71,3337,27,18
43,79,3397,25,16
41,83,3403,23,15
59,59,3481,26,18
67,53,3551,23,15
43,83,3569,25,16
37,97,3589,26,17
53,73,3869,26,17
89,47,4183,26,18
53,79,4187,26,18
101,43,4343,25,17
53,89,4717,27,18
113,43,4859,25,17
71,71,5041,21,15
127,41,5207,24,16
53,101,5353,26,17
79,71,5609,25,17
41,139,5699,23,16
59,97,5723,24,16
97,59,5723,24,16
89,67,5963,24,17
47,137,6439,27,18
97,67,6499,27,18
67,97,6499,27,18
127,53,6731,26,18
79,89,7031,27,18
67,107,7169,32,22
71,101,7171,29,20
109,67,7303,28,19
127,59,7493,25,16
97,79,7663,26,17
89,89,7921,29,19
79,103,8137,30,20
107,79,8453,33,23
127,67,8509,32,22
79,109,8611,29,20
89,97,8633,32,22
107,83,8881,32,22
89,101,8989,33,23
179,53,9487,31,22
89,107,9523,30,21
79,127,10033,33,23
151,67,10117,25,18
79,131,10349,29,20
97,107,10379,31,22
137,79,10823,28,20
113,97,10961,34,24
109,101,11009,32,22
89,127,11303,28,19
127,97,12319,32,23
97,127,12319,32,23
79,157,12403,32,22
127,101,12827,32,23
103,127,13081,34,24
97,139,13483,32,22
103,131,13493,34,23
173,79,13667,31,21
137,101,13837,34,23
89,157,13973,34,23
137,103,14111,32,22
79,179,14141,32,21
103,149,15347,30,20
127,127,16129,31,21
127,131,16637,37,26
101,167,16867,34,24
173,103,17819,36,26
167,107,17869,38,27
149,127,18923,34,24
127,157,19939,34,24
191,107,20437,37,26
149,139,20711,31,22
167,127,21209,36,25
173,127,21971,36,26
163,137,22331,31,22
151,151,22801,35,25
139,167,23213,33,23
127,191,24257,36,25
139,181,25159,37,26
157,173,27161,40,28
139,199,27661,38,26
157,179,28103,36,25
113,251,28363,35,25
211,137,28907,36,25
257,113,29041,39,27
179,163,29177,39,27
197,149,29353,39,27
173,191,33043,40,29
227,151,34277,40,28
223,163,36349,40,28
173,211,36503,39,28
127,293,37211,40,29
173,229,39617,43,31
263,151,39713,33,24
241,167,40247,38,27
281,149,41869,38,27
167,251,41917,41,29
191,223,42593,39,27
223,191,42593,39,27
239,179,42781,39,27
163,263,42869,37,26
173,251,43423,40,29
307,149,45743,35,25
281,163,45803,35,25
211,227,47897,43,31
149,331,49319,40,28
331,149,49319,40,28
179,277,49583,40,28
157,317,49769,43,30
223,239,53297,42,30
149,359,53491,40,28
251,223,55973,41,29
251,227,56977,42,30
167,347,57949,43,30
229,257,58853,42,29
307,197,60479,39,27
317,191,60547,40,28
227,269,61063,40,28
389,157,61073,43,30
223,277,61771,41,29
233,277,64541,42,29
277,239,66203,44,32
271,251,68021,44,31
307,223,68461,44,31
173,401,69373,44,31
211,331,69841,47,34
293,251,73543,43,31
223,331,73813,46,33
271,283,76693,37,27
233,337,78521,46,33
167,479,79993,45,32
421,197,82937,46,33
311,269,83659,40,29
397,211,83767,43,31
311,277,86147,40,29
263,337,88631,39,28
307,293,89951,40,29
337,269,90653,42,30
281,331,93011,40,29
503,191,96073,47,34
457,211,96427,40,28
409,239,97751,41,29
349,293,102257,47,33
191,541,103331,43,30
311,347,107917,47,33
251,431,108181,46,33
383,293,112219,44,31
307,373,114511,44,31
269,443,119167,43,30
431,283,121973,45,31
317,397,125849,48,34
281,463,130103,43,30
353,389,137317,48,34
347,397,137759,47,34
307,449,137843,46,33
379,367,139093,49,35
373,373,139129,49,35
397,359,142523,47,34
487,293,142691,47,34
577,251,144827,46,33
347,419,145393,49,35
353,439,154967,47,34
347,461,159967,47,34
523,307,160561,41,30
547,307,167929,46,33
719,239,171841,48,34
487,353,171911,45,32
431,409,176279,45,32
443,401,177643,44,31
439,409,179551,45,32
383,479,183457,50,36
541,353,190973,45,32
281,683,191923,43,31
401,479,192079,48,35
269,719,193411,44,32
557,359,199963,49,35
541,373,201793,52,37
487,419,204053,49,35
383,587,224821,49,34
557,419,233383,48,34
379,619,234601,51,36
839,283,237437,50,35
439,541,237499,48,34
521,463,241223,48,34
709,359,254531,48,34
673,379,255067,48,34
373,701,261473,50,35
367,719,263873,55,40
853,311,265283,52,38
373,727,271171,51,37
431,641,276271,50,36
787,353,277811,50,36
733,383,280739,51,37
577,487,280999,51,37
419,673,281987,52,38
853,367,313051,52,38
631,499,314869,53,38
683,479,327157,52,37
577,569,328313,50,36
907,367,332869,54,39
461,733,337913,51,36
563,641,360883,47,34
743,487,361841,54,39
397,977,387869,51,36
577,673,388321,50,36
457,857,391649,51,36
521,773,402733,54,38
1031,397,409307,53,38
563,739,416057,54,38
547,769,420643,51,36
557,773,430561,55,39
1009,431,434879,50,36
617,769,474473,55,39
751,643,482893,54,38
521,929,484009,54,38
479,1019,488101,49,34
907,541,490687,51,36
659,809,533131,56,41
607,907,550549,57,41
877,643,563911,56,41
499,1163,580337,57,41
809,719,581671,54,39
701,853,597953,59,43
701,907,635807,56,41
751,857,643607,55,40
1019,641,653179,54,39
439,1489,653671,54,39
659,997,657023,55,40
661,1009,666949,58,42
1031,659,679429,54,39
1193,593,707449,54,39
821,877,720017,56,40
853,887,756611,56,41
