p,q,m,unknowns,carry_bits
5,5,25,4,2
5,7,35,0,0
7,7,49,4,2
11,5,55,4,2
5,13,65,10,7
11,7,77,6,3
7,11,77,6,3
5,17,85,10,6
17,5,85,10,6
7,13,91,4,2
13,7,91,0,0
17,7,119,8,5
11,11,121,10,6
7,19,133,12,8
11,13,143,10,7
13,11,143,10,7
7,23,161,11,7
13,13,169,11,7
17,11,187,6,4
11,17,187,6,4
11,19,209,13,8
19,11,209,13,8
13,17,221,12,7
19,13,247,10,6
13,19,247,10,6
11,23,253,12,7
23,11,253,12,7
17,17,289,8,6
23,13,299,13,9
13,23,299,13,9
29,11,319,13,9
11,29,319,13,9
17,19,323,9,6
19,17,323,9,6
31,11,341,13,8
29,13,377,14,9
13,29,377,14,9
17,23,391,13,8
23,17,391,13,8
11,37,407,13,8
37,11,407,13,8
19,23,437,15,9
41,11,451,13,8
37,13,481,16,10
29,17,493,15,9
17,29,493,15,9
31,17,527,16,11
17,31,527,16,11
23,23,529,19,13
29,19,551,16,11
19,29,551,16,11
31,19,589,18,12
13,47,611,16,11
47,13,611,16,11
17,37,629,10,7
37,17,629,10,7
23,29,667,14,9
29,23,667,14,9
41,17,697,15,10
19,37,703,12,8
31,23,713,17,11
19,41,779,16,10
29,29,841,19,13
37,23,851,16,10
23,37,851,16,10
29,31,899,13,8
31,29,899,13,8
23,41,943,16,10
29,37,1073,22,15
37,29,1073,22,15
37,31,1147,19,13
29,41,1189,21,14
53,23,1219,19,13
29,43,1247,19,13
41,31,1271,19,13
59,23,1357,19,12
47,29,1363,17,11
29,47,1363,17,11
37,37,1369,19,13
47,31,1457,20,13
31,47,1457,20,13
37,41,1517,17,11
41,37,1517,17,11
53,29,1537,22,15
37,43,1591,19,12
71,23,1633,22,14
31,53,1643,19,13
53,31,1643,19,13
41,41,1681,23,15
47,37,1739,20,13
37,47,1739,20,13
43,41,1763,19,12
29,61,1769,22,15
59,31,1829,18,11
61,31,1891,16,10
47,41,1927,20,13
41,47,1927,20,13
29,67,1943,19,12
67,29,1943,19,12
53,37,1961,22,14
37,53,1961,22,14
47,43,2021,21,13
67,31,2077,24,16
29,73,2117,24,16
53,41,2173,24,16
41,53,2173,24,16
59,37,2183,23,16
29,79,2291,22,15
59,41,2419,22,15
53,47,2491,22,15
47,53,2491,22,15
61,41,2501,25,17
41,61,2501,25,17
59,43,2537,25,17
71,37,2627,19,13
41,67,2747,19,13
47,59,2773,23,15
53,53,2809,23,15
61,47,2867,20,13
67,43,2881,22,15
79,37,2923,18,12
37,79,2923,18,12
71,43,3053,20,13
37,83,3071,18,12
53,59,3127,22,15
59,53,3127,22,15
67,47,3149,25,16
89,37,3293,25,16
83,41,3403,23,15
59,59,3481,26,18
67,53,3551,23,15
97,37,3589,26,17
71,53,3763,23,15
83,47,3901,25,16
67,59,3953,25,16
97,41,3977,27,18
71,59,4189,28,19
59,73,4307,26,18
43,101,4343,25,17
83,53,4399,26,18
67,67,4489,17,13
59,79,4661,28,19
53,89,4717,27,18
67,71,4757,21,15
113,43,4859,25,17
67,73,4891,19,14
61,83,5063,26,18
97,53,5141,27,18
67,79,5293,24,16
67,83,5561,25,17
97,59,5723,24,16
109,53,5777,28,19
59,101,5959,24,16
101,59,5959,24,16
89,67,5963,24,17
47,127,5969,27,18
47,131,6157,31,21
79,79,6241,30,20
97,67,6499,27,18
79,83,6557,29,19
83,79,6557,29,19
113,59,6667,27,19
53,127,6731,26,18
83,83,6889,29,19
61,113,6893,27,18
89,79,7031,27,18
79,89,7031,27,18
97,73,7081,29,19
67,107,7169,32,22
71,101,7171,29,20
89,83,7387,28,19
73,103,7519,28,19
67,113,7571,27,18
113,67,7571,27,18
79,97,7663,26,17
97,79,7663,26,17
53,149,7897,30,20
101,79,7979,27,18
97,83,8051,27,18
157,53,8321,34,24
137,61,8357,31,21
67,127,8509,32,22
89,97,8633,32,22
149,59,8791,31,22
101,89,8989,33,23
109,83,9047,31,22
89,103,9167,30,21
127,73,9271,30,21
137,71,9727,22,16
97,101,9797,34,24
149,67,9983,22,16
73,137,10001,26,19
79,131,10349,29,20
107,97,10379,31,22
101,103,10403,27,18
83,127,10541,30,20
97,113,10961,34,24
103,107,11021,31,21
157,73,11461,30,21
103,113,11639,28,19
181,67,12127,28,20
97,127,12319,32,23
127,97,12319,32,23
71,179,12709,33,22
127,103,13081,34,24
191,71,13561,35,24
109,127,13843,32,23
127,113,14351,32,23
113,127,14351,32,23
149,103,15347,30,20
113,137,15481,35,24
197,79,15563,33,23
139,113,15707,33,23
83,191,15853,33,22
107,149,15943,32,22
127,127,16129,31,21
109,149,16241,33,22
83,197,16351,32,22
131,127,16637,37,26
73,229,16717,38,27
131,131,17161,20,16
97,179,17363,35,25
137,127,17399,33,23
