p,q,m,unknowns,carry_bits
5,11,55,4,2
11,7,77,6,3
17,5,85,10,6
7,17,119,8,5
11,11,121,10,6
11,13,143,10,7
7,23,161,11,7
17,11,187,6,4
13,17,221,12,7
17,13,221,12,7
11,23,253,12,7
17,17,289,8,6
13,23,299,13,9
11,29,319,13,9
19,19,361,12,8
13,29,377,14,9
17,23,391,13,8
23,17,391,13,8
31,13,403,13,9
37,11,407,13,8
23,23,529,19,13
19,29,551,16,11
37,17,629,10,7
23,29,667,14,9
29,29,841,19,13
37,29,1073,22,15
19,59,1121,22,15
23,53,1219,19,13
47,29,1363,17,11
29,47,1363,17,11
23,61,1403,17,11
41,37,1517,17,11
37,41,1517,17,11
37,43,1591,19,12
29,59,1711,19,13
29,67,1943,19,12
37,53,1961,22,14
53,41,2173,24,16
41,53,2173,24,16
59,41,2419,22,15
53,47,2491,22,15
41,67,2747,19,13
67,41,2747,19,13
53,59,3127,22,15
79,43,3397,25,16
67,53,3551,23,15
89,41,3649,26,17
41,127,5207,24,16
47,113,5311,24,16
73,73,5329,26,18
67,97,6499,27,18
79,89,7031,27,18
101,73,7373,30,20
59,127,7493,25,16
107,71,7597,28,18
97,83,8051,27,18
109,79,8611,29,20
89,97,8633,32,22
79,113,8927,31,22
101,101,10201,33,23
97,109,10573,31,21
101,113,11413,33,23
107,109,11663,28,19
127,97,12319,32,23
79,163,12877,34,23
89,149,13261,34,23
97,137,13289,33,22
127,107,13589,33,23
89,181,16109,33,22
127,137,17399,33,23
223,83,18509,38,27
107,173,18511,36,26
157,139,21823,31,22
191,127,24257,36,25
101,251,25351,35,25
149,181,26969,40,28
151,179,27029,39,27
239,137,32743,35,24
233,149,34717,41,29
157,223,35011,40,29
239,149,35611,40,29
191,191,36481,42,30
239,157,37523,40,29
229,191,43739,40,29
179,257,46003,35,25
281,179,50299,40,28
311,173,53803,40,28
263,211,55493,42,29
199,281,55919,39,27
379,149,56471,40,28
211,283,59713,43,30
307,197,60479,39,27
191,331,63221,42,29
163,389,63407,40,28
163,419,68297,46,33
137,503,68911,42,30
269,257,69133,27,21
521,157,81797,37,27
263,317,83371,39,28
347,257,89179,40,29
347,311,107917,47,33
269,409,110021,47,33
313,359,112367,43,30
499,283,141217,50,36
509,317,161353,50,36
587,307,180209,46,33
229,797,182513,50,36
569,331,188339,43,31
263,739,194357,45,32
379,569,215651,48,34
263,859,225917,49,34
307,773,237311,48,34
347,691,239777,50,35
409,601,245809,51,36
631,449,283319,51,37
809,373,301757,53,38
557,563,313591,42,31
479,701,335779,51,37
967,373,360691,51,37
587,653,383311,48,35
587,659,386833,51,37
419,983,411877,53,38
809,653,528277,58,42
1361,397,540317,58,42
739,757,559423,55,40
677,977,661429,57,41
1151,701,806851,57,41
1249,719,898031,55,39
809,1171,947339,57,41
1181,827,976687,55,39
1009,1069,1078621,62,45
1259,907,1141913,63,46
1171,1019,1193249,62,45
719,1753,1260407,59,43
787,1669,1313503,60,44
1259,1123,1413857,58,42
1823,787,1434701,59,42
1571,929,1459459,60,44
947,1693,1603271,60,44
1181,1433,1692373,62,44
1447,1181,1708907,60,43
1747,1049,1832603,60,43
1087,1783,1938121,63,45
2063,1009,2081567,60,43
1493,1423,2124539,63,46
1951,1151,2245601,66,48
1399,1667,2332133,64,46
1237,2137,2643469,62,45
1979,1423,2816117,65,47
1511,1867,2821037,62,44
2111,1381,2915291,60,44
2953,1009,2979577,63,45
2473,1423,3519079,64,46
2039,1741,3549899,64,47
1801,2143,3859543,64,46
1543,2719,4195417,71,52
2027,2087,4230349,70,51
2237,2179,4874423,58,43
2927,1747,5113469,68,49
1987,2719,5402653,67,48
1399,4127,5773673,66,48
2521,2557,6446197,70,50
2039,3583,7305737,70,51
2693,2851,7677743,67,48
2969,2777,8244913,70,50
2087,4013,8375131,68,49
2719,3343,9089617,75,55
3079,3413,10508627,72,53
3371,3217,10844507,69,50
3709,2999,11123291,72,53
3449,3943,13599407,70,51
2683,5077,13621591,72,52
5741,2579,14806039,73,53
3947,3779,14915713,75,55
6029,2677,16139633,75,54
2887,5827,16822549,78,57
3433,5081,17443073,78,57
2293,7741,17750113,77,56
5077,3691,18739207,75,55
2953,6427,18978931,75,55
7121,2767,19703807,74,54
6353,3109,19751477,76,55
3019,6547,19765393,78,57
6043,3299,19935857,78,57
5821,3593,20914853,76,55
5501,4111,22614611,72,53
4013,6761,27131893,76,55
3527,8219,28988413,77,55
6863,4229,29023627,76,55
6733,4751,31988483,77,56
7549,4903,37012747,80,59
8011,4783,38316613,83,61
7621,5431,41389651,80,59
4079,10463,42678577,82,60
6761,6323,42749803,80,59
8311,9041,75139751,72,55
5779,13147,75976513,89,66
10211,7489,76470179,84,62
9587,8629,82726223,77,58
9511,9173,87244403,81,60
5441,16273,88541393,89,66
10973,8537,93676501,84,62
6257,15439,96601823,86,64
11273,8597,96913981,83,61
7433,15859,117879947,84,62
14929,8053,120223237,82,59
11933,11083,132253439,86,63
20681,6997,144704957,92,68
15307,9643,147605401,92,68
14029,10709,150236561,92,68
11887,13099,155707813,90,66
7103,22343,158702329,91,67
8861,19181,169962841,91,68
20807,9643,200641901,88,65
11261,18311,206200171,91,67
22433,9623,215872759,89,65
14969,15331,229489739,90,67
16987,13613,231244031,91,67
8719,27271,237775849,96,71
24677,10357,255579689,93,68
14479,17657,255655703,91,67
19181,13669,262185089,95,70
11393,27689,315460777,96,71
18691,17011,317952601,89,67
11177,30661,342697997,98,73
20707,18251,377923457,96,72
17159,27479,471512161,99,73
16811,30269,508852159,97,72
14969,34031,509410039,97,72
30839,17359,535334201,100,74
29819,22613,674297047,101,76
30319,23357,708160883,101,76
16657,46337,771835409,102,77
21419,38543,825552517,105,78
26177,34039,891038903,102,76
39989,25253,1009842217,105,78
50311,20261,1019351171,103,77
35911,30197,1084404467,105,79
39563,27631,1093165253,109,82
38767,30593,1185998831,105,79
39397,30869,1216145993,109,82
33413,36551,1221278563,96,73
35141,36529,1283665589,100,76
25219,52057,1312825483,106,80
26153,53267,1393091851,104,78
39217,36821,1444009157,105,79
54443,28813,1568666159,104,78
55921,31121,1740317441,109,82
47791,41669,1991403179,107,80
45083,44449,2003894267,106,79
42407,52561,2228954327,110,83
66271,35831,2374556201,100,77
32251,86783,2798838533,111,83
43481,72577,3155720537,110,83
82981,38039,3156514259,108,82
52057,61751,3214571807,107,80
50207,66721,3349861247,112,84
50821,70351,3575308171,112,84
86981,42979,3738356399,111,83
80737,48571,3921476827,111,83
53639,80039,4293211921,115,86
58189,76333,4441740937,117,88
96211,47237,4544719007,116,88
88423,54869,4851681587,116,88
61463,79133,4863751579,116,88
135427,39209,5309957243,107,82
65129,93887,6114766423,113,85
62683,107941,6766065703,115,87
71287,98689,7035242743,118,89
66533,111857,7442181781,120,90
84631,89833,7602656623,116,87
104623,77323,8089764229,120,90
88289,116351,10272513439,121,92
90353,117617,10627048801,122,92
167407,70351,11777249857,120,91
81281,147197,11964319357,120,91
158407,86677,13730243539,122,92
151769,93851,14243672419,121,91
109253,148123,16182882119,124,94
155461,104639,16267283579,123,93
114067,142837,16292988079,123,93
130631,150611,19674465541,129,98
100853,202567,20429489651,126,96
115429,178597,20615273113,128,97
180463,121283,21887094029,129,98
128923,180701,23296515023,123,93
116189,219277,25477575353,125,94
