p,q,m,unknowns,carry_bits
5,5,25,4,2
7,5,35,0,0
5,7,35,0,0
7,7,49,4,2
11,5,55,4,2
5,11,55,4,2
5,13,65,10,7
11,7,77,6,3
7,11,77,6,3
17,5,85,10,6
5,17,85,10,6
7,13,91,4,2
13,7,91,0,0
19,5,95,7,4
23,5,115,8,5
17,7,119,8,5
7,17,119,8,5
11,11,121,10,6
19,7,133,12,8
7,19,133,12,8
11,13,143,10,7
13,11,143,10,7
7,23,161,11,7
13,13,169,11,7
11,17,187,6,4
17,11,187,6,4
11,19,209,13,8
19,11,209,13,8
13,17,221,12,7
17,13,221,12,7
13,19,247,10,6
19,13,247,10,6
23,11,253,12,7
11,23,253,12,7
17,17,289,8,6
23,13,299,13,9
13,23,299,13,9
11,29,319,13,9
29,11,319,13,9
17,19,323,9,6
19,17,323,9,6
31,11,341,13,8
11,31,341,13,8
19,19,361,12,8
29,13,377,14,9
13,29,377,14,9
23,17,391,13,8
17,23,391,13,8
31,13,403,13,9
37,11,407,13,8
11,37,407,13,8
23,19,437,15,9
19,23,437,15,9
41,11,451,13,8
13,37,481,16,10
29,17,493,15,9
17,29,493,15,9
11,47,517,18,12
31,17,527,16,11
17,31,527,16,11
23,23,529,19,13
41,13,533,18,12
13,41,533,18,12
29,19,551,16,11
19,29,551,16,11
43,13,559,16,11
19,31,589,18,12
31,19,589,18,12
17,37,629,10,7
37,17,629,10,7
23,29,667,14,9
29,23,667,14,9
17,41,697,15,10
41,17,697,15,10
37,19,703,12,8
19,37,703,12,8
31,23,713,17,11
23,31,713,17,11
17,47,799,16,10
47,17,799,16,10
43,19,817,19,12
29,29,841,19,13
37,23,851,16,10
23,37,851,16,10
19,47,893,18,11
29,31,899,13,8
41,23,943,16,10
23,41,943,16,10
23,43,989,18,11
17,59,1003,16,10
59,17,1003,16,10
53,19,1007,16,10
29,37,1073,22,15
37,29,1073,22,15
31,37,1147,19,13
37,31,1147,19,13
41,29,1189,21,14
29,41,1189,21,14
53,23,1219,19,13
29,43,1247,19,13
41,31,1271,19,13
31,41,1271,19,13
43,31,1333,19,12
23,59,1357,19,12
59,23,1357,19,12
47,29,1363,17,11
29,47,1363,17,11
37,37,1369,19,13
61,23,1403,17,11
31,47,1457,20,13
37,41,1517,17,11
41,37,1517,17,11
29,53,1537,22,15
37,43,1591,19,12
43,37,1591,19,12
31,53,1643,19,13
53,31,1643,19,13
41,41,1681,23,15
59,29,1711,19,13
29,59,1711,19,13
37,47,1739,20,13
41,43,1763,19,12
47,41,1927,20,13
53,37,1961,22,14
37,53,1961,22,14
43,47,2021,21,13
47,43,2021,21,13
37,59,2183,23,16
59,37,2183,23,16
47,47,2209,25,17
43,53,2279,22,15
67,37,2479,14,10
53,47,2491,22,15
53,53,2809,23,15
59,59,3481,26,18
