p,q,m,unknowns,carry_bits
5,5,25,4,2
5,7,35,0,0
11,5,55,4,2
5,11,55,4,2
11,7,77,6,3
7,11,77,6,3
17,5,85,10,6
5,17,85,10,6
7,13,91,4,2
13,7,91,0,0
5,19,95,7,4
7,17,119,8,5
17,7,119,8,5
11,11,121,10,6
7,19,133,12,8
11,13,143,10,7
13,11,143,10,7
7,23,161,11,7
11,17,187,6,4
17,11,187,6,4
29,7,203,6,3
11,19,209,13,8
19,11,209,13,8
13,17,221,12,7
17,13,221,12,7
19,13,247,10,6
13,19,247,10,6
11,23,253,12,7
23,11,253,12,7
17,17,289,8,6
13,23,299,13,9
23,13,299,13,9
11,29,319,13,9
29,11,319,13,9
17,19,323,9,6
19,17,323,9,6
13,29,377,14,9
29,13,377,14,9
17,23,391,13,8
23,17,391,13,8
19,23,437,15,9
17,29,493,15,9
29,17,493,15,9
31,17,527,16,11
17,31,527,16,11
23,23,529,19,13
29,19,551,16,11
47,13,611,16,11
17,37,629,10,7
29,23,667,14,9
23,29,667,14,9
41,17,697,15,10
37,19,703,12,8
19,37,703,12,8
23,31,713,17,11
17,43,731,12,8
41,19,779,16,10
43,19,817,19,12
29,29,841,19,13
23,37,851,16,10
37,23,851,16,10
29,31,899,13,8
53,17,901,18,11
37,29,1073,22,15
29,37,1073,22,15
31,37,1147,19,13
37,31,1147,19,13
29,41,1189,21,14
53,23,1219,19,13
29,43,1247,19,13
31,41,1271,19,13
23,59,1357,19,12
29,47,1363,17,11
37,37,1369,19,13
41,37,1517,17,11
37,41,1517,17,11
29,53,1537,22,15
53,29,1537,22,15
53,31,1643,19,13
41,41,1681,23,15
47,37,1739,20,13
37,47,1739,20,13
43,41,1763,19,12
31,59,1829,18,11
59,31,1829,18,11
41,47,1927,20,13
47,41,1927,20,13
53,37,1961,22,14
37,53,1961,22,14
53,41,2173,24,16
37,59,2183,23,16
59,37,2183,23,16
71,31,2201,25,17
47,47,2209,25,17
37,61,2257,26,18
43,53,2279,22,15
59,41,2419,22,15
67,37,2479,14,10
53,47,2491,22,15
59,43,2537,25,17
29,89,2581,22,14
89,29,2581,22,14
43,61,2623,20,13
61,43,2623,20,13
73,37,2701,22,15
67,41,2747,19,13
59,47,2773,23,15
29,97,2813,22,14
47,61,2867,20,13
37,79,2923,18,12
47,67,3149,25,16
67,47,3149,25,16
61,53,3233,25,17
71,47,3337,27,18
41,83,3403,23,15
73,47,3431,22,14
97,37,3589,26,17
37,97,3589,26,17
59,61,3599,20,13
89,41,3649,26,17
79,47,3713,27,18
47,79,3713,27,18
53,71,3763,23,15
53,73,3869,26,17
47,83,3901,25,16
67,59,3953,25,16
59,67,3953,25,16
41,97,3977,27,18
37,113,4181,28,19
47,89,4183,26,18
59,71,4189,28,19
71,61,4331,25,17
107,41,4387,26,18
67,67,4489,17,13
79,59,4661,28,19
53,89,4717,27,18
67,71,4757,21,15
73,67,4891,19,14
83,59,4897,29,20
71,71,5041,21,15
97,53,5141,27,18
127,41,5207,24,16
79,67,5293,24,16
43,127,5461,26,17
71,79,5609,25,17
79,71,5609,25,17
107,53,5671,24,16
59,97,5723,24,16
73,79,5767,23,16
59,101,5959,24,16
67,89,5963,24,17
59,103,6077,26,17
79,79,6241,30,20
67,97,6499,27,18
79,83,6557,29,19
71,97,6887,26,17
53,131,6943,28,19
131,53,6943,28,19
73,97,7081,29,19
67,107,7169,32,22
101,71,7171,29,20
109,67,7303,28,19
59,127,7493,25,16
113,67,7571,27,18
71,107,7597,28,18
97,79,7663,26,17
131,59,7729,30,20
107,73,7811,28,19
53,149,7897,30,20
89,89,7921,29,19
79,101,7979,27,18
97,83,8051,27,18
83,97,8051,27,18
113,73,8249,33,23
101,83,8383,29,20
127,67,8509,32,22
97,89,8633,32,22
89,97,8633,32,22
97,97,9409,34,24
149,67,9983,22,16
79,127,10033,33,23
107,97,10379,31,22
149,71,10579,28,20
101,107,10807,28,19
107,103,11021,31,21
89,127,11303,28,19
127,89,11303,28,19
113,107,12091,28,19
127,97,12319,32,23
83,149,12367,33,23
89,139,12371,33,23
101,127,12827,32,23
131,101,13231,30,20
89,163,14507,32,22
223,67,14941,34,23
139,109,15151,30,20
97,157,15229,32,21
101,151,15251,32,22
89,173,15397,34,23
163,97,15811,33,23
97,163,15811,33,23
157,101,15857,34,23
179,89,15931,31,21
127,127,16129,31,21
97,167,16199,32,22
173,97,16781,38,27
101,167,16867,34,24
191,89,16999,34,24
179,97,17363,35,25
127,137,17399,33,23
101,173,17473,39,28
139,127,17653,37,26
109,163,17767,34,24
163,113,18419,33,23
173,109,18857,37,26
149,127,18923,34,24
199,97,19303,33,23
149,131,19519,26,19
137,151,20687,32,23
191,109,20819,36,26
137,157,21509,34,24
109,199,21691,35,25
