p,q,m,unknowns,carry_bits
7,5,35,0,0
11,5,55,4,2
5,11,55,4,2
11,11,121,10,6
13,11,143,10,7
11,13,143,10,7
17,11,187,6,4
13,17,221,12,7
17,13,221,12,7
19,13,247,10,6
23,11,253,12,7
11,23,253,12,7
17,17,289,8,6
13,23,299,13,9
11,29,319,13,9
19,17,323,9,6
17,19,323,9,6
13,29,377,14,9
13,31,403,13,9
29,17,493,15,9
31,17,527,16,11
23,23,529,19,13
37,17,629,10,7
29,29,841,19,13
37,23,851,16,10
31,31,961,16,10
43,23,989,18,11
29,37,1073,22,15
29,41,1189,21,14
23,53,1219,19,13
59,23,1357,19,12
29,47,1363,17,11
23,71,1633,22,14
29,59,1711,19,13
41,47,1927,20,13
37,59,2183,23,16
53,47,2491,22,15
61,47,2867,20,13
53,61,3233,25,17
41,79,3239,23,15
67,53,3551,23,15
47,79,3713,27,18
67,59,3953,25,16
67,67,4489,17,13
59,89,5251,25,17
73,73,5329,26,18
127,53,6731,26,18
71,97,6887,26,17
53,137,7261,30,20
107,79,8453,33,23
113,79,8927,31,22
71,127,9017,33,23
73,127,9271,30,21
97,101,9797,34,24
67,149,9983,22,16
101,103,10403,27,18
127,83,10541,30,20
113,101,11413,33,23
107,109,11663,28,19
83,157,13031,31,21
163,97,15811,33,23
157,107,16799,36,26
89,191,16999,34,24
131,131,17161,20,16
79,223,17617,39,28
193,103,19879,34,24
97,211,20467,33,23
211,97,20467,33,23
163,127,20701,38,27
167,127,21209,36,25
191,113,21583,36,26
223,97,21631,35,25
89,283,25187,36,25
127,223,28321,37,26
227,137,31099,36,25
233,137,31921,38,26
317,101,32017,39,27
191,191,36481,42,30
127,337,42799,36,25
317,149,47233,39,28
277,179,49583,40,28
383,151,57833,43,30
229,307,70303,44,32
293,251,73543,43,31
241,311,74951,44,32
307,257,78899,34,25
173,509,88057,46,33
401,223,89423,41,29
367,251,92117,46,33
211,457,96427,40,28
503,199,100097,47,34
239,479,114481,45,32
181,673,121813,46,32
239,521,124519,44,31
541,239,129299,44,31
277,641,177557,46,33
613,311,190643,43,31
307,641,196787,48,34
719,293,210667,47,33
509,449,228541,48,34
383,613,234779,49,35
571,419,239249,51,36
463,541,250483,48,34
457,683,312131,52,38
433,733,317389,54,39
353,907,320171,50,36
541,701,379241,50,36
631,641,404471,52,37
499,907,452593,53,38
787,631,496597,55,39
787,673,529651,55,40
461,1291,595151,56,41
727,853,620131,54,39
683,971,663193,59,43
1423,547,778381,54,39
1087,727,790249,59,42
907,919,833533,57,41
659,1511,995749,58,41
811,1399,1134589,61,44
2027,587,1189849,63,46
1201,1013,1216613,60,43
1259,997,1255223,59,43
1009,1297,1308673,62,45
719,2027,1457413,62,45
1277,1151,1469827,56,41
937,1657,1552609,59,42
1543,1013,1563059,56,40
