p,q,m,unknowns,carry_bits
11,5,55,4,2
13,5,65,10,7
11,7,77,6,3
13,7,91,0,0
7,17,119,8,5
11,13,143,10,7
13,11,143,10,7
23,7,161,11,7
17,11,187,6,4
7,29,203,6,3
17,13,221,12,7
19,13,247,10,6
23,11,253,12,7
11,23,253,12,7
17,17,289,8,6
13,23,299,13,9
11,29,319,13,9
29,11,319,13,9
17,19,323,9,6
31,11,341,13,8
19,19,361,12,8
17,23,391,13,8
23,17,391,13,8
23,19,437,15,9
19,23,437,15,9
29,17,493,15,9
23,23,529,19,13
29,19,551,16,11
29,23,667,14,9
41,17,697,15,10
29,29,841,19,13
37,23,851,16,10
23,43,989,18,11
53,19,1007,16,10
37,29,1073,22,15
23,47,1081,22,15
29,41,1189,21,14
53,23,1219,19,13
29,43,1247,19,13
23,59,1357,19,12
47,29,1363,17,11
37,37,1369,19,13
47,31,1457,20,13
29,53,1537,22,15
71,23,1633,22,14
29,59,1711,19,13
47,41,1927,20,13
59,37,2183,23,16
29,79,2291,22,15
79,29,2291,22,15
41,59,2419,22,15
37,67,2479,14,10
73,37,2701,22,15
41,67,2747,19,13
97,29,2813,22,14
67,43,2881,22,15
53,59,3127,22,15
83,53,4399,26,18
67,67,4489,17,13
113,41,4633,30,21
53,89,4717,27,18
107,47,5029,28,19
97,61,5917,27,18
79,79,6241,30,20
89,73,6497,30,20
71,101,7171,29,20
97,79,7663,26,17
79,97,7663,26,17
53,149,7897,30,20
113,71,8023,28,19
109,79,8611,29,20
67,131,8777,21,16
89,101,8989,33,23
67,157,10519,28,20
107,101,10807,28,19
137,83,11371,27,19
59,197,11623,27,18
113,107,12091,28,19
61,211,12871,31,22
83,173,14359,33,23
149,107,15943,32,22
107,149,15943,32,22
131,127,16637,37,26
127,131,16637,37,26
113,149,16837,38,27
211,83,17513,38,27
137,131,17947,22,17
157,131,20567,32,23
137,173,23701,34,24
151,157,23707,32,23
271,89,24119,31,22
157,163,25591,36,25
131,197,25807,36,25
157,167,26219,35,24
149,179,26671,36,25
167,163,27221,39,27
223,127,28321,37,26
239,127,30353,35,24
127,251,31877,38,27
197,167,32899,40,29
191,173,33043,40,29
167,211,35237,41,29
167,223,37241,42,30
269,149,40081,34,25
179,233,41707,39,28
157,281,44117,38,27
257,173,44461,37,26
233,191,44503,37,26
163,277,45151,36,26
331,137,45347,35,25
149,331,49319,40,28
127,389,49403,39,28
251,197,49447,39,28
223,223,49729,43,31
263,191,50233,43,30
281,191,53671,40,28
173,331,57263,39,27
277,263,72851,30,23
293,283,82919,39,28
269,331,89039,40,29
359,257,92263,39,28
419,223,93437,42,29
491,191,93781,43,30
541,199,107659,45,32
331,337,111547,43,30
223,557,124211,44,31
373,367,136891,46,33
331,419,138689,50,36
673,233,156809,51,37
389,419,162991,46,33
439,397,174283,48,35
409,431,176279,45,32
457,431,196967,47,34
389,541,210449,51,36
467,467,218089,49,35
659,331,218129,52,37
479,487,233273,50,36
599,439,262961,54,39
499,541,269959,52,38
647,487,315089,55,40
733,479,351107,52,38
487,733,356971,48,34
587,647,379789,50,36
1061,359,380899,47,34
929,419,389251,49,35
443,919,407117,53,38
911,479,436369,54,39
907,499,452593,53,38
751,607,455857,54,38
1039,443,460277,54,38
1051,443,465593,55,39
911,547,498317,55,39
613,829,508177,55,39
761,839,638479,56,41
647,997,645059,55,40
661,991,655051,55,40
677,977,661429,57,41
521,1361,709081,55,40
521,1367,712207,52,38
1181,613,723953,54,39
673,1087,731551,52,38
881,853,751493,55,39
557,1399,779243,51,37
1061,739,784079,52,38
1657,541,896437,57,40
1019,941,958879,56,41
929,1087,1009823,57,41
947,1187,1124089,62,45
1097,1039,1139783,46,35
1871,647,1210537,62,45
1237,1019,1260503,60,44
877,1657,1453189,62,45
2203,727,1601581,62,44
1499,1087,1629413,62,44
1181,1733,2046673,63,45
1117,1873,2092141,61,43
1741,1289,2244149,65,47
1051,2203,2315353,53,40
2111,1163,2455093,56,41
1277,1951,2491427,63,46
1361,1847,2513767,63,46
1823,1381,2517563,63,46
1093,2357,2576201,58,43
1609,1693,2724037,63,45
2293,1481,3395933,66,47
1567,2207,3458369,68,49
1303,2657,3462071,64,46
1973,1801,3553373,66,48
2053,1741,3574273,67,48
2503,1709,4277627,67,49
2069,2269,4694561,56,42
1657,2917,4833469,69,50
2707,1973,5340911,67,49
1993,2683,5347219,68,50
1409,4001,5637409,67,48
2203,2591,5707973,66,48
2203,2671,5884213,65,47
2767,2129,5890943,63,46
2113,3011,6362243,69,50
2699,2473,6674627,68,49
2731,2687,7338197,70,50
2251,3299,7426049,72,52
3433,2221,7624693,69,49
4283,1951,8356133,69,49
3089,2939,9078571,71,52
3793,2411,9144923,72,53
3911,2521,9859631,70,51
3761,2749,10338989,72,52
2777,3989,11077453,74,54
1973,5639,11125747,71,52
4783,2333,11158739,68,50
3517,3209,11286053,70,50
4831,2557,12352867,67,49
3677,3449,12681973,73,53
6547,2063,13506461,74,53
3701,3671,13586371,71,52
4547,4177,18992819,67,50
4409,4327,19077743,66,49
4831,4013,19386803,75,55
6311,3329,21009319,75,55
3329,6577,21894833,75,54
4583,5147,23588701,75,55
4441,5623,24971743,73,54
4951,5059,25047109,74,54
8563,2969,25423547,76,55
5107,5279,26959853,77,55
5897,4691,27662827,76,55
4943,5623,27794489,79,57
6011,4831,29039141,77,55
7433,4931,36652123,81,60
5471,6761,36989431,79,58
3911,9733,38065763,79,58
9601,4027,38663227,79,58
11131,3499,38947369,81,59
4663,8501,39640163,71,53
3877,10331,40053287,79,58
5569,7559,42096071,80,59
7603,6037,45899311,76,55
7699,6217,47864683,76,55
6637,7451,49452287,76,55
5701,10487,59786387,83,61
