p,q,m,unknowns,carry_bits
5,5,25,4,2
5,11,55,4,2
13,5,65,10,7
11,7,77,6,3
5,17,85,10,6
17,5,85,10,6
13,7,91,0,0
7,17,119,8,5
17,7,119,8,5
11,11,121,10,6
7,19,133,12,8
19,7,133,12,8
11,13,143,10,7
13,11,143,10,7
7,23,161,11,7
11,17,187,6,4
17,11,187,6,4
7,29,203,6,3
19,11,209,13,8
11,19,209,13,8
13,17,221,12,7
19,13,247,10,6
13,19,247,10,6
23,11,253,12,7
11,23,253,12,7
17,17,289,8,6
29,11,319,13,9
11,29,319,13,9
17,19,323,9,6
11,31,341,13,8
19,19,361,12,8
29,13,377,14,9
23,17,391,13,8
13,31,403,13,9
29,17,493,15,9
17,29,493,15,9
23,23,529,19,13
13,41,533,18,12
29,19,551,16,11
13,43,559,16,11
31,19,589,18,12
37,17,629,10,7
23,29,667,14,9
29,23,667,14,9
41,17,697,15,10
37,19,703,12,8
19,37,703,12,8
29,29,841,19,13
37,23,851,16,10
31,29,899,13,8
53,17,901,18,11
23,43,989,18,11
23,47,1081,22,15
31,37,1147,19,13
41,29,1189,21,14
53,23,1219,19,13
23,53,1219,19,13
29,43,1247,19,13
31,43,1333,19,12
29,47,1363,17,11
47,29,1363,17,11
37,37,1369,19,13
37,41,1517,17,11
29,53,1537,22,15
53,29,1537,22,15
43,37,1591,19,12
37,43,1591,19,12
53,31,1643,19,13
41,41,1681,23,15
29,59,1711,19,13
47,37,1739,20,13
43,41,1763,19,12
47,41,1927,20,13
41,47,1927,20,13
53,37,1961,22,14
71,29,2059,22,15
41,53,2173,24,16
37,59,2183,23,16
47,47,2209,25,17
37,61,2257,26,18
29,79,2291,22,15
41,59,2419,22,15
53,47,2491,22,15
43,59,2537,25,17
59,43,2537,25,17
89,29,2581,22,14
47,59,2773,23,15
53,59,3127,22,15
59,53,3127,22,15
67,47,3149,25,16
61,53,3233,25,17
41,79,3239,23,15
83,41,3403,23,15
53,67,3551,23,15
59,61,3599,20,13
79,47,3713,27,18
59,67,3953,25,16
41,97,3977,27,18
59,73,4307,26,18
53,89,4717,27,18
89,53,4717,27,18
67,71,4757,21,15
71,71,5041,21,15
127,41,5207,24,16
89,59,5251,25,17
59,89,5251,25,17
61,89,5429,26,17
79,71,5609,25,17
41,137,5617,24,16
53,107,5671,24,16
67,89,5963,24,17
113,59,6667,27,19
67,113,7571,27,18
149,53,7897,30,20
89,89,7921,29,19
157,53,8321,34,24
83,101,8383,29,20
97,89,8633,32,22
131,67,8777,21,16
149,61,9089,33,23
127,73,9271,30,21
97,97,9409,34,24
131,73,9563,23,17
79,131,10349,29,20
179,59,10561,31,21
113,97,10961,34,24
131,89,11659,28,20
107,113,12091,28,19
127,97,12319,32,23
113,113,12769,32,22
167,79,13193,35,24
107,127,13589,33,23
191,79,15089,34,23
101,163,16463,36,26
127,131,16637,37,26
107,163,17441,38,27
103,181,18643,36,26
127,157,19939,34,24
107,191,20437,37,26
127,163,20701,38,27
151,139,20989,33,23
127,167,21209,36,25
101,211,21311,31,21
97,223,21631,35,25
149,151,22499,31,22
149,163,24287,32,23
137,179,24523,32,23
157,163,25591,36,25
173,149,25777,38,26
293,97,28421,38,26
191,149,28459,35,24
149,197,29353,39,27
179,167,29893,38,26
157,191,29987,35,24
179,173,30967,36,25
229,137,31373,39,27
211,149,31439,37,26
127,251,31877,38,27
179,191,34189,41,29
163,211,34393,42,30
179,193,34547,38,27
149,233,34717,41,29
191,197,37627,39,28
211,179,37769,43,31
191,199,38009,41,29
131,293,38383,30,22
149,263,39187,31,23
211,211,44521,39,27
223,211,47053,39,27
173,277,47921,38,27
131,379,49649,43,30
173,293,50689,44,31
269,211,56759,39,27
233,269,62677,43,30
251,251,63001,39,27
197,331,65207,39,27
373,181,67513,46,33
257,263,67591,25,20
179,383,68557,45,32
163,433,70579,43,31
197,367,72299,42,30
269,269,72361,32,24
337,223,75151,44,32
311,257,79927,34,25
197,409,80573,44,31
337,241,81217,46,33
227,359,81493,45,32
349,251,87599,43,31
331,269,89039,40,29
251,373,93623,40,28
347,271,94037,42,30
499,191,95309,46,33
331,307,101617,47,33
401,263,105463,43,30
307,367,112669,46,32
263,431,113353,47,33
293,397,116321,47,33
389,311,120979,44,31
467,271,126557,47,33
431,307,132317,50,36
457,293,133901,50,36
293,457,133901,50,36
251,547,137297,50,36
367,379,139093,49,35
599,233,139567,47,34
223,673,150079,47,34
281,541,152021,41,30
521,293,152653,41,30
349,449,156701,50,36
479,337,161423,47,34
367,457,167719,47,34
331,557,184367,43,31
439,421,184819,44,31
499,383,191117,50,36
419,467,195673,48,34
509,419,213271,48,35
701,307,215207,48,34
373,577,215221,50,35
547,397,217159,49,35
647,359,232273,52,37
569,419,238411,48,34
691,367,253597,51,36
769,331,254539,48,34
569,467,265723,51,37
379,761,288419,50,36
409,739,302251,51,37
733,419,307127,50,36
509,607,308963,50,36
457,691,315787,52,38
563,577,324851,42,31
937,353,330761,55,40
487,719,350153,55,40
541,653,353273,50,36
557,647,360379,47,34
541,727,393307,53,38
521,757,394397,55,39
541,743,401963,52,37
617,653,402901,55,39
509,821,417889,53,38
541,827,447407,51,36
443,1019,451417,54,39
557,839,467323,52,37
1009,487,491383,47,33
719,691,496829,54,38
541,937,506917,54,38
419,1213,508247,52,37
827,617,510259,51,36
593,877,520061,53,37
757,691,523087,52,37
827,659,544993,57,41
929,719,667951,55,40
1613,449,724237,58,42
