p,q,m,unknowns,carry_bits
5,5,25,4,2
11,5,55,4,2
5,11,55,4,2
5,13,65,10,7
13,5,65,10,7
11,7,77,6,3
7,11,77,6,3
7,13,91,4,2
23,5,115,8,5
17,7,119,8,5
7,17,119,8,5
11,11,121,10,6
13,11,143,10,7
11,13,143,10,7
13,13,169,11,7
11,17,187,6,4
17,11,187,6,4
11,19,209,13,8
13,17,221,12,7
17,13,221,12,7
13,19,247,10,6
19,13,247,10,6
23,11,253,12,7
11,23,253,12,7
17,17,289,8,6
13,23,299,13,9
23,13,299,13,9
11,29,319,13,9
29,11,319,13,9
17,19,323,9,6
13,29,377,14,9
23,17,391,13,8
17,29,493,15,9
17,31,527,16,11
23,23,529,19,13
19,29,551,16,11
29,19,551,16,11
43,13,559,16,11
19,31,589,18,12
17,37,629,10,7
37,17,629,10,7
29,23,667,14,9
23,29,667,14,9
17,41,697,15,10
17,43,731,12,8
29,29,841,19,13
23,37,851,16,10
31,29,899,13,8
29,31,899,13,8
53,17,901,18,11
23,41,943,16,10
59,17,1003,16,10
19,53,1007,16,10
37,29,1073,22,15
29,37,1073,22,15
19,59,1121,22,15
37,31,1147,19,13
41,29,1189,21,14
29,41,1189,21,14
53,23,1219,19,13
23,53,1219,19,13
41,31,1271,19,13
31,41,1271,19,13
47,29,1363,17,11
29,47,1363,17,11
37,37,1369,19,13
47,31,1457,20,13
37,41,1517,17,11
53,29,1537,22,15
23,67,1541,21,13
37,43,1591,19,12
43,37,1591,19,12
31,53,1643,19,13
29,59,1711,19,13
43,43,1849,22,14
41,47,1927,20,13
29,67,1943,19,12
47,43,2021,21,13
71,29,2059,22,15
29,73,2117,24,16
53,41,2173,24,16
31,71,2201,25,17
59,41,2419,22,15
67,37,2479,14,10
37,67,2479,14,10
61,41,2501,25,17
89,29,2581,22,14
53,53,2809,23,15
79,37,2923,18,12
97,31,3007,20,13
53,59,3127,22,15
59,53,3127,22,15
67,47,3149,25,16
47,71,3337,27,18
79,43,3397,25,16
59,59,3481,26,18
53,67,3551,23,15
67,53,3551,23,15
97,37,3589,26,17
53,71,3763,23,15
73,53,3869,26,17
67,59,3953,25,16
97,41,3977,27,18
61,67,4087,22,14
71,59,4189,28,19
73,59,4307,26,18
67,67,4489,17,13
71,67,4757,21,15
53,97,5141,27,18
59,89,5251,25,17
79,67,5293,24,16
47,113,5311,24,16
67,83,5561,25,17
97,61,5917,27,18
47,127,5969,27,18
79,79,6241,30,20
67,107,7169,32,22
107,67,7169,32,22
59,127,7493,25,16
71,107,7597,28,18
89,89,7921,29,19
101,79,7979,27,18
79,107,8453,33,23
127,67,8509,32,22
97,89,8633,32,22
163,53,8639,29,20
79,113,8927,31,22
127,71,9017,33,23
73,127,9271,30,21
53,179,9487,31,22
137,71,9727,22,16
97,101,9797,34,24
103,97,9991,31,22
71,149,10579,28,20
83,131,10873,30,21
103,107,11021,31,21
89,127,11303,28,19
127,89,11303,28,19
137,89,12193,29,20
127,97,12319,32,23
113,113,12769,32,22
191,67,12797,33,22
101,127,12827,32,23
103,127,13081,34,24
163,83,13529,36,25
191,73,13943,31,21
149,97,14453,34,23
167,89,14863,32,22
139,127,17653,37,26
167,107,17869,38,27
173,107,18511,36,26
173,113,19549,38,27
257,79,20303,27,20
137,149,20413,28,20
83,251,20833,37,26
223,97,21631,35,25
97,227,22019,33,23
149,149,22201,34,24
127,179,22733,38,27
127,191,24257,36,25
163,149,24287,32,23
149,173,25777,38,26
233,113,26329,38,27
149,179,26671,36,25
211,127,26797,37,26
107,251,26857,38,27
199,137,27263,36,25
157,179,28103,36,25
149,191,28459,35,24
101,283,28583,35,24
137,211,28907,36,25
229,127,29083,36,26
179,163,29177,39,27
149,197,29353,39,27
197,151,29747,35,24
241,127,30607,32,22
211,149,31439,37,26
149,211,31439,37,26
167,191,31897,39,27
257,127,32639,35,24
149,227,33823,39,28
191,181,34571,39,28
347,101,35047,39,28
149,239,35611,40,29
223,163,36349,40,28
193,197,38021,41,29
131,307,40217,34,25
223,181,40363,38,27
179,227,40633,41,29
277,149,41273,38,27
173,239,41347,40,29
127,331,42037,38,26
223,191,42593,39,27
283,151,42733,37,26
199,223,44377,40,28
211,211,44521,39,27
233,193,44969,39,27
163,281,45803,35,25
197,233,45901,42,30
257,179,46003,35,25
127,373,47371,40,29
269,179,48151,36,26
313,163,51019,41,29
229,223,51067,38,27
167,307,51269,42,29
331,157,51967,39,27
229,233,53357,41,29
211,257,54227,41,29
227,257,58339,40,28
317,191,60547,40,28
257,239,61423,39,27
281,227,63787,39,27
337,191,64367,39,27
211,317,66887,44,32
397,179,71063,44,32
331,239,79109,46,33
293,277,81161,38,28
317,263,83371,39,28
331,277,91687,39,28
431,229,98699,44,32
457,223,101911,43,31
293,353,103429,46,32
269,389,104641,47,33
307,347,106529,47,33
211,509,107399,44,32
457,239,109223,42,30
349,317,110633,46,32
509,223,113507,42,30
313,367,114871,44,31
311,373,116003,44,31
211,563,118793,47,33
331,367,121477,46,32
431,293,126283,45,32
293,433,126869,47,33
239,541,129299,44,31
419,311,130309,46,32
277,479,132683,48,35
443,307,136001,50,36
457,311,142127,47,34
257,569,146233,36,27
467,337,157379,48,35
337,467,157379,48,35
557,293,163201,42,31
307,541,166087,44,32
419,397,166343,48,35
557,307,170999,43,31
439,419,183941,50,36
521,359,187039,44,32
769,251,193019,44,31
443,439,194477,46,32
367,557,204419,49,35
557,401,223357,49,34
541,419,226679,47,33
631,373,235363,48,34
419,571,239249,51,36
479,521,249559,49,35
521,479,249559,49,35
467,541,252647,48,34
499,509,253991,47,34
281,929,261049,50,35
877,307,269239,51,37
541,499,269959,52,38
733,373,273409,54,39
593,463,274559,50,36
541,521,281861,40,30
353,809,285577,55,40
491,607,298037,53,38
397,751,298147,51,37
751,401,301151,52,38
353,857,302521,54,39
449,709,318341,54,39
541,599,324059,43,32
641,509,326269,52,37
491,733,359903,49,35
353,1021,360413,51,36
503,719,361657,54,39
719,503,361657,54,39
631,599,377969,50,36
593,673,399089,55,39
601,673,404473,55,39
751,541,406291,53,38
563,727,409301,55,39
787,521,410027,51,36
1087,389,422843,51,36
431,991,427121,54,39
673,673,452929,55,39
491,937,460067,51,37
787,587,461969,56,40
557,853,475121,55,39
937,521,488177,54,38
991,509,504419,47,33
509,1049,533941,57,41
1031,521,537151,31,25
691,809,559019,55,40
823,751,618073,58,42
797,797,635209,59,43
593,1109,657637,53,38
691,971,670961,58,42
569,1193,678817,54,39
1181,587,693247,51,37
631,1103,695993,54,39
1451,503,729853,57,41
659,1109,730831,52,38
727,1049,762623,51,37
929,821,762709,58,42
821,941,772561,56,40
809,967,782303,53,38
691,1151,795341,59,42
601,1361,817961,59,42
677,1297,878069,58,41
541,1733,937553,60,43
1601,599,958999,56,40
787,1277,1004999,57,41
967,1097,1060799,59,43
1091,1117,1218647,51,38
983,1279,1257257,62,45
1163,1087,1264181,52,38
1361,953,1297033,62,45
809,1619,1309771,59,43
677,1949,1319473,62,45
929,1423,1321967,59,43
709,1889,1339301,61,44
1249,1151,1437599,56,41
1543,977,1507511,59,43
1399,1093,1529107,56,41
1823,853,1555019,57,41
1049,1523,1597627,60,43
1031,1637,1687747,60,43
1567,1091,1709597,63,45
1471,1171,1722541,62,44
1481,1181,1749061,63,45
1097,1597,1751909,62,44
1009,1753,1768777,62,45
1697,1063,1803911,60,43
1193,1567,1869431,60,43
1597,1181,1886057,63,45
1867,1019,1902473,63,46
1433,1373,1967509,63,45
1741,1163,2024783,61,44
953,2137,2036561,63,45
953,2161,2059433,62,44
1249,1657,2069593,63,45
1579,1361,2149019,64,47
1697,1277,2167069,65,47
1543,1423,2195689,65,47
1627,1361,2214347,63,46
1889,1319,2491591,64,47
983,2609,2564647,62,45
2129,1213,2582477,57,42
1753,1511,2648783,64,47
1693,1567,2652931,64,47
1291,2129,2748539,59,43
1249,2371,2961379,59,43
1753,1693,2967829,63,45
1801,1663,2995063,60,43
1657,1811,3000827,60,43
2333,1301,3035233,62,45
2801,1087,3044687,60,44
3109,991,3081019,60,43
3083,1039,3203237,66,47
1423,2333,3319859,63,45
2777,1259,3496243,64,46
1213,3011,3652343,63,45
2029,1811,3674519,64,47
2099,1811,3801289,67,48
2789,1399,3901811,63,45
1453,2789,4052417,68,49
1699,2411,4096289,66,47
2609,1583,4130047,63,45
2081,1999,4159919,63,45
1949,2143,4176707,64,46
1733,2477,4292641,70,51
1601,2693,4311493,70,51
3299,1319,4351381,69,50
1811,2437,4413407,67,49
1783,2591,4619753,69,50
2129,2203,4690187,54,41
2027,2333,4728991,68,50
1901,2531,4811431,67,49
1373,3517,4828841,70,51
2371,2069,4905599,58,43
1637,3011,4929007,66,48
1913,2707,5178491,66,48
3719,1423,5292137,70,51
2203,2521,5553763,63,46
2777,2063,5728951,63,46
2503,2333,5839499,64,47
3299,1777,5862323,67,49
2309,2621,6051889,66,48
2099,2939,6168961,67,49
1361,4621,6289181,66,48
4021,1637,6582377,70,51
1847,3691,6817277,69,50
