p,q,m,unknowns,carry_bits
5,5,25,4,2
7,5,35,0,0
7,7,49,4,2
5,11,55,4,2
11,5,55,4,2
13,5,65,10,7
7,11,77,6,3
17,5,85,10,6
5,17,85,10,6
13,7,91,0,0
7,13,91,4,2
19,5,95,7,4
17,7,119,8,5
7,17,119,8,5
11,11,121,10,6
11,13,143,10,7
13,11,143,10,7
23,7,161,11,7
13,13,169,11,7
11,17,187,6,4
17,11,187,6,4
29,7,203,6,3
7,29,203,6,3
11,19,209,13,8
19,11,209,13,8
17,13,221,12,7
13,17,221,12,7
19,13,247,10,6
13,19,247,10,6
23,11,253,12,7
11,23,253,12,7
17,17,289,8,6
23,13,299,13,9
13,23,299,13,9
29,11,319,13,9
11,29,319,13,9
19,17,323,9,6
17,19,323,9,6
19,19,361,12,8
13,29,377,14,9
29,13,377,14,9
23,17,391,13,8
17,23,391,13,8
37,11,407,13,8
11,37,407,13,8
23,19,437,15,9
19,23,437,15,9
13,37,481,16,10
17,29,493,15,9
29,17,493,15,9
17,31,527,16,11
23,23,529,19,13
41,13,533,18,12
29,19,551,16,11
19,29,551,16,11
19,31,589,18,12
37,17,629,10,7
17,37,629,10,7
23,29,667,14,9
29,23,667,14,9
19,37,703,12,8
37,19,703,12,8
31,23,713,17,11
23,31,713,17,11
17,43,731,12,8
19,41,779,16,10
17,47,799,16,10
19,43,817,19,12
29,29,841,19,13
23,37,851,16,10
37,23,851,16,10
19,47,893,18,11
31,29,899,13,8
29,31,899,13,8
53,17,901,18,11
17,53,901,18,11
23,41,943,16,10
41,23,943,16,10
31,31,961,16,10
17,59,1003,16,10
53,19,1007,16,10
29,37,1073,22,15
37,29,1073,22,15
47,23,1081,22,15
23,47,1081,22,15
59,19,1121,22,15
31,37,1147,19,13
29,41,1189,21,14
41,29,1189,21,14
53,23,1219,19,13
23,53,1219,19,13
29,43,1247,19,13
41,31,1271,19,13
31,41,1271,19,13
31,43,1333,19,12
23,59,1357,19,12
59,23,1357,19,12
29,47,1363,17,11
37,37,1369,19,13
31,47,1457,20,13
47,31,1457,20,13
41,37,1517,17,11
37,41,1517,17,11
53,29,1537,22,15
29,53,1537,22,15
23,67,1541,21,13
37,43,1591,19,12
43,37,1591,19,12
71,23,1633,22,14
31,53,1643,19,13
41,41,1681,23,15
59,29,1711,19,13
29,59,1711,19,13
47,37,1739,20,13
37,47,1739,20,13
43,41,1763,19,12
61,29,1769,22,15
31,59,1829,18,11
59,31,1829,18,11
23,83,1909,21,13
67,29,1943,19,12
37,53,1961,22,14
53,37,1961,22,14
43,47,2021,21,13
71,29,2059,22,15
31,67,2077,24,16
29,73,2117,24,16
53,41,2173,24,16
41,53,2173,24,16
37,59,2183,23,16
59,37,2183,23,16
47,47,2209,25,17
37,61,2257,26,18
43,53,2279,22,15
53,43,2279,22,15
83,29,2407,22,15
67,37,2479,14,10
37,67,2479,14,10
47,53,2491,22,15
53,47,2491,22,15
61,41,2501,25,17
89,29,2581,22,14
37,71,2627,19,13
71,37,2627,19,13
67,41,2747,19,13
41,67,2747,19,13
31,89,2759,20,13
59,47,2773,23,15
47,59,2773,23,15
53,53,2809,23,15
67,43,2881,22,15
29,103,2987,20,13
37,83,3071,18,12
83,37,3071,18,12
59,53,3127,22,15
53,59,3127,22,15
47,67,3149,25,16
41,79,3239,23,15
71,47,3337,27,18
43,79,3397,25,16
59,59,3481,26,18
67,53,3551,23,15
53,67,3551,23,15
37,97,3589,26,17
61,59,3599,20,13
41,89,3649,26,17
53,71,3763,23,15
103,37,3811,22,14
67,59,3953,25,16
59,67,3953,25,16
53,79,4187,26,18
79,53,4187,26,18
59,71,4189,28,19
107,41,4387,26,18
67,67,4489,17,13
79,59,4661,28,19
37,127,4699,26,18
53,89,4717,27,18
71,67,4757,21,15
67,73,4891,19,14
71,71,5041,21,15
61,83,5063,26,18
89,59,5251,25,17
59,89,5251,25,17
67,79,5293,24,16
79,67,5293,24,16
101,53,5353,26,17
73,79,5767,23,16
101,59,5959,24,16
89,67,5963,24,17
67,89,5963,24,17
107,59,6313,29,20
59,107,6313,29,20
89,73,6497,30,20
67,97,6499,27,18
79,83,6557,29,19
71,97,6887,26,17
83,83,6889,29,19
97,73,7081,29,19
67,107,7169,32,22
107,71,7597,28,18
79,97,7663,26,17
97,79,7663,26,17
101,79,7979,27,18
127,67,8509,32,22
97,89,8633,32,22
127,71,9017,33,23
113,83,9379,29,20
97,97,9409,34,24
97,101,9797,34,24
107,107,11449,30,20
109,113,12317,34,24
97,127,12319,32,23
103,127,13081,34,24
113,127,14351,32,23
