p,q,m,unknowns,carry_bits
11,7,77,6,3
7,11,77,6,3
5,17,85,10,6
7,17,119,8,5
11,11,121,10,6
7,19,133,12,8
13,13,169,11,7
17,11,187,6,4
11,17,187,6,4
19,11,209,13,8
17,13,221,12,7
13,17,221,12,7
17,17,289,8,6
11,29,319,13,9
29,11,319,13,9
17,19,323,9,6
13,29,377,14,9
17,23,391,13,8
11,37,407,13,8
23,19,437,15,9
29,17,493,15,9
23,23,529,19,13
19,29,551,16,11
37,17,629,10,7
29,23,667,14,9
17,41,697,15,10
23,31,713,17,11
29,29,841,19,13
23,37,851,16,10
29,31,899,13,8
17,53,901,18,11
23,41,943,16,10
47,23,1081,22,15
41,31,1271,19,13
23,59,1357,19,12
47,29,1363,17,11
37,37,1369,19,13
29,53,1537,22,15
43,37,1591,19,12
29,59,1711,19,13
47,37,1739,20,13
41,47,1927,20,13
53,37,1961,22,14
37,53,1961,22,14
71,29,2059,22,15
53,41,2173,24,16
61,37,2257,26,18
37,67,2479,14,10
47,59,2773,23,15
53,53,2809,23,15
53,59,3127,22,15
47,73,3431,22,14
113,31,3503,22,15
53,67,3551,23,15
37,97,3589,26,17
89,41,3649,26,17
47,89,4183,26,18
59,71,4189,28,19
67,67,4489,17,13
89,53,4717,27,18
97,53,5141,27,18
59,89,5251,25,17
71,83,5893,26,18
89,71,6319,26,17
59,127,7493,25,16
97,79,7663,26,17
59,139,8201,35,25
127,67,8509,32,22
71,127,9017,33,23
127,73,9271,30,21
73,127,9271,30,21
97,101,9797,34,24
113,89,10057,34,24
151,67,10117,25,18
89,127,11303,28,19
173,67,11591,28,20
149,83,12367,33,23
59,211,12449,32,22
127,101,12827,32,23
89,157,13973,34,23
131,107,14017,35,24
173,89,15397,34,23
151,103,15553,36,25
199,79,15721,34,23
139,131,18209,24,18
179,107,19153,38,27
113,191,21583,36,26
97,223,21631,35,25
149,149,22201,34,24
137,173,23701,34,24
127,197,25019,34,24
113,223,25199,34,24
223,127,28321,37,26
251,113,28363,35,25
167,173,28891,37,26
257,127,32639,35,24
149,227,33823,39,28
127,307,38989,42,30
157,251,39407,39,28
149,271,40379,30,22
223,191,42593,39,27
179,251,44929,40,28
293,191,55963,40,28
223,251,55973,41,29
251,229,57479,40,29
197,293,57721,43,30
359,163,58517,43,30
263,229,60227,40,28
179,349,62471,41,29
353,191,67423,44,32
191,383,73153,46,33
331,239,79109,46,33
311,281,87391,40,29
269,347,93343,40,29
229,409,93661,43,30
479,197,94363,44,32
307,367,112669,46,32
347,347,120409,47,33
479,269,128851,44,31
263,499,131237,49,35
397,359,142523,47,34
293,521,152653,41,30
337,461,155357,49,35
379,461,174719,47,34
409,443,181187,48,35
367,521,191207,43,31
373,541,201793,52,37
409,499,204091,46,33
761,269,204709,50,35
373,557,207761,51,36
419,547,229193,51,36
587,409,240083,48,34
463,521,241223,48,34
499,487,243013,46,32
587,443,260041,51,36
409,647,264623,51,37
907,307,278449,53,38
557,587,326959,42,31
839,409,343151,48,34
643,541,347863,48,35
439,797,349883,51,37
631,557,351467,47,34
439,829,363931,52,38
457,863,394391,52,38
727,569,413663,52,37
1123,383,430109,55,39
683,727,496541,55,39
457,1171,535147,55,40
821,653,536113,58,42
1069,521,556949,39,30
1301,431,560731,56,41
929,607,563903,55,40
431,1361,586591,55,40
797,757,603329,59,43
541,1327,717907,52,38
619,1229,760751,51,37
1129,739,834331,56,40
1051,863,907013,58,41
1567,587,919829,59,42
733,1259,922847,57,41
877,1061,930497,60,43
1423,659,937757,59,42
701,1423,997523,57,41
1123,929,1043267,56,40
1493,701,1046593,59,42
977,1223,1194871,59,43
1279,947,1211213,62,45
1213,1021,1238473,62,45
1151,1091,1255741,52,38
1229,1033,1269557,52,38
1049,1213,1272437,52,38
1237,1061,1312457,59,43
1181,1277,1508137,58,42
2213,691,1529183,56,41
1693,911,1542323,56,40
1117,1511,1687787,59,42
1879,997,1873363,56,40
1447,1307,1891229,63,45
2179,907,1976353,63,45
1601,1237,1980437,63,45
2423,839,2032897,63,45
1667,1423,2372141,65,47
1493,1667,2488831,62,45
853,3167,2701451,61,44
1847,1511,2790817,66,48
2503,1123,2810869,61,44
2081,1571,3269251,65,47
1787,1847,3300589,65,47
1877,1777,3335429,66,48
2729,1237,3375773,66,47
1361,2539,3455579,65,47
1823,2053,3742619,65,47
2243,1697,3806371,63,45
1289,3109,4007501,67,48
1471,2797,4114387,64,46
1361,3511,4778471,67,49
1973,2707,5340911,67,49
2819,1931,5443489,67,48
3371,1627,5484617,68,49
2741,2017,5528597,70,51
2441,2531,6178171,63,46
2399,2677,6422123,68,49
2339,2897,6776083,68,49
1543,4421,6821603,68,49
4547,1907,8671129,74,54
3203,2729,8740987,70,51
2579,3461,8925919,72,53
4507,1987,8955409,75,55
2819,3217,9068723,71,52
3163,2999,9485837,74,54
2411,3943,9506573,74,54
5227,1949,10187423,72,53
3797,2897,10999909,70,50
3049,3793,11564857,74,54
2539,4643,11788577,70,51
4721,2953,13941113,75,54
2503,5881,14720143,73,53
3191,5333,17017603,76,56
3257,5273,17174161,79,58
3187,5717,18220079,75,55
4217,4363,18398771,61,46
4903,3917,19205051,75,55
3767,5099,19207933,77,56
7549,2633,19876517,76,55
4481,4591,20572271,67,50
5179,4391,22740989,73,53
5381,4229,22756249,75,55
2939,7753,22786067,73,53
2851,8597,24510047,72,53
8167,3329,27187943,74,54
5197,5839,30345283,78,57
7177,6007,43112239,76,55
8461,5153,43599533,79,58
5623,7817,43954991,76,55
8677,5557,48218089,78,57
7369,6791,50042879,76,55
5623,8929,50207767,77,57
9851,5303,52239853,83,60
7351,7297,53640247,78,57
6449,9103,58705247,82,60
9059,6653,60269527,82,60
8999,6733,60590267,82,60
14173,4597,65153281,84,61
7993,8521,68108353,89,66
6421,10613,68146073,88,65
8779,8231,72259949,73,55
14107,5639,79549373,85,62
13963,6007,83875741,86,63
7993,11393,91064249,85,62
8887,10651,94655437,83,61
8999,11197,100761803,88,65
11003,9319,102536957,88,64
11369,10133,115202077,87,63
9199,12577,115695823,86,63
9391,14479,135972289,93,69
16477,8363,137797151,66,52
17597,7867,138435599,88,65
13043,11503,150033629,90,66
14503,10513,152470039,91,68
11699,13309,155701991,87,64
9337,17419,162641203,80,60
16267,10253,166785551,88,65
15739,10627,167258353,92,68
11149,15259,170122591,89,66
19727,8803,173656781,89,66
21101,9109,192209009,90,67
13147,17627,231742169,94,69
17729,13159,233295911,89,65
24593,10627,261349811,90,66
22937,11689,268110593,95,70
12097,23039,278702783,94,70
11657,24317,283463269,96,71
25087,12421,311605627,92,68
14281,24799,354154519,94,70
15797,22901,361767097,96,71
27437,14867,407905879,97,73
15959,26083,416258597,94,69
29833,14029,418527157,95,70
15541,27539,427983599,94,70
19841,22367,443783647,96,71
20143,22433,451867919,97,72
17863,26717,477245771,97,72
26417,18743,495133831,97,72
34583,14779,511102157,100,74
34781,15451,537401231,101,76
25469,24407,621621883,98,73
14051,46489,653216939,100,75
31121,22769,708594049,105,79
25301,28463,720142363,102,77
34057,22973,782391461,99,74
29333,27407,803929531,96,71
48407,16921,819094847,103,77
37561,22993,863640073,105,78
37061,23371,866152631,101,75
34327,26189,898989803,101,75
22013,42797,942090361,105,78
30661,31237,957757657,99,73
32749,29717,973202033,104,78
33287,29917,995847179,103,77
30773,33703,1037142419,104,78
41651,25463,1060559413,102,75
40709,26993,1098858037,106,79
27901,43177,1204681477,106,79
32059,39541,1267644919,103,77
30047,44839,1347277433,107,80
35521,38891,1381447211,102,77
48311,29819,1440585709,106,79
43607,34631,1510154017,105,79
61643,24499,1510191857,105,78
29789,53017,1579323413,105,78
30197,58243,1758763871,105,79
33343,65053,2169062179,110,83
64217,35201,2260502617,113,85
71249,33013,2352143237,99,76
40151,59441,2386615591,109,82
50929,49211,2506267019,110,83
32969,76207,2512468583,102,78
48523,54679,2653189117,111,83
47189,56311,2657259779,110,83
44483,63389,2819732887,111,84
79559,36151,2876137409,111,84
50527,68023,3436998121,114,85
34913,106591,3721411583,110,82
75821,50821,3853299041,116,87
43943,91997,4042624171,112,84
75193,56611,4256750923,111,83
96847,46489,4502320183,113,85
92789,51991,4824192899,115,87
62743,83089,5213253127,116,88
66523,78737,5237821451,107,82
69661,75913,5288175493,110,84
69061,83117,5740143137,115,87
67103,86837,5827023211,112,85
56377,115571,6515546267,115,87
58831,118423,6966943513,118,89
82393,87991,7249842463,117,88
131249,63337,8312917913,121,91
97021,90353,8766138413,123,93
78487,126241,9908277367,120,91
106823,97259,10389498157,123,93
92051,120157,11060572007,118,89
200401,55457,11113638257,120,90
84347,135131,11397894457,119,90
138427,93911,12999817997,124,93
143063,96749,13841202187,121,91
196379,71257,13993378403,123,93
122963,118831,14611816253,121,91
82003,201823,16550091469,124,93
138763,120277,16689997351,121,91
123031,138731,17068213661,124,93
222389,78497,17456869333,129,98
105499,169553,17887671947,125,95
197479,93503,18464878937,129,98
149183,130859,19521938197,129,98
120047,172001,20648204047,126,96
126493,164173,20766735289,127,96
154229,135887,20957716123,118,91
229343,98543,22600147249,129,98
84377,271013,22867263901,125,95
190367,128549,24471487483,123,93
141257,181871,25690551847,122,93
209639,126913,26605914407,124,94
136273,244423,33308255479,127,96
279779,122557,34288874903,126,95
202001,171827,34709225827,130,99
187597,196193,36805218221,132,100
183437,225157,41302124609,134,102
292343,143669,42000626467,121,93
196717,219787,43235839279,131,100
213449,211151,45069969799,129,98
366787,124847,45792256589,134,102
164209,288413,47360010317,131,100
188317,252319,47515957123,131,100
190331,256561,48831511691,127,96
258277,200257,51721777189,131,99
152501,365851,55792643351,132,100
245279,239287,58692076073,134,102
231241,277217,64103936297,134,101
302429,226199,68409137371,131,99
201547,342497,69029242859,136,104
285199,242147,69060082253,138,105
177091,434593,76962508963,133,101
260171,303689,79011070819,135,103
323987,287921,93282661027,132,101
342799,281167,96383766433,136,104
309667,319483,98933342161,136,104
621521,164023,101943738983,133,102
211039,490453,103504710667,136,104
458333,231701,106196214433,137,104
376463,296347,111563680661,140,106
361843,312311,113007549173,138,104
343061,339049,116314488989,140,106
472793,248167,117331620431,135,103
314159,382253,120088220227,137,104
384247,319727,122854140569,141,107
455969,299617,136616063873,139,105
431083,391579,168803050057,144,110
428801,415319,178089202519,137,104
440329,471871,207778485559,140,107
443603,484193,214789467379,140,107
488051,450391,219813777941,142,108
359477,621347,223359955519,142,108
500807,484207,242494255049,145,111
504073,542149,273282672877,144,109
429197,664043,285005263471,144,110
682229,451439,307984777531,144,110
537127,618161,332030963447,137,106
440383,778027,342629864341,146,111
820187,438701,359816857087,142,108
817237,441403,360730863511,143,109
662083,567257,375571216331,143,110
584447,696617,407135715799,143,110
570569,792821,452359085149,150,114
710887,647293,460152178891,149,114
682933,685591,468212718403,147,112
681493,744019,507043740367,146,111
742111,771653,572652179483,150,115
616069,931303,573746907907,151,116
1018177,598931,609817768787,149,114
688907,992689,683870400923,149,114
826711,884591,731301110201,154,118
1278097,576881,737309875457,151,116
621611,1314767,817273629637,151,116
1285741,654233,841174191653,154,117
1359581,648317,881439475177,154,117
1429907,636749,910491852343,151,115
1219061,769091,937568843551,152,116
1336891,715727,956848984757,153,116
1400017,699493,979302091381,155,118
1054213,987013,1040521935769,156,119
1097179,1012547,1110945304913,159,122
1087679,1037611,1128587694869,158,121
1039109,1127537,1171633844533,157,120
1141999,1056469,1206486541531,143,112
628547,2060921,1295385711787,153,117
1094519,1236017,1352844090823,147,114
827581,1683749,1393438681169,160,123
1272539,1138649,1448975259811,152,117
1638331,914887,1498887733597,155,118
2246927,731711,1644101202097,155,119
981271,1908259,1872519217189,157,120
1997693,937571,1872979023703,155,119
1776223,1061353,1885199609719,156,119
1516127,1344559,2038522202993,159,121
1287179,1607563,2069221334777,160,122
1593433,1305559,2080320794047,158,121
1538261,1534411,2360324599271,161,124
2017073,1208927,2438494010671,159,122
1406771,1785143,2511287403253,162,124
925447,2826037,2615347463539,160,123
1336579,2116811,2829285129569,160,123
1533971,2047159,3140282538389,159,121
1091191,2915453,3181316074523,159,123
1698869,1891679,3213714811051,161,124
1582927,2143087,3392350275649,166,127
1783493,2079229,3708290366897,161,123
2226839,1903511,4238812531729,166,127
2219059,2044937,4537835854283,165,127
2285629,2137483,4885493131807,154,121
1560707,3199883,4994079797281,167,128
2073457,2430089,5038685047673,169,130
1916909,2655539,5090426608951,164,126
2667131,2190131,5841366284161,166,128
3642911,1981739,7219298802229,166,127
2425991,2987707,7248150292637,170,130
2004881,3706247,7430584191607,166,128
3984389,1940233,7730643022637,166,127
2962793,2755943,8165288628799,166,127
2497457,3324151,8301924184007,168,129
3038653,2992777,9094010809381,172,132
3330641,2792509,9300844968269,171,131
3039667,3112757,9461744731919,171,132
3532597,2778739,9816165055183,169,130
3994223,2770169,11064672733687,171,132
4728883,3299297,15601989495251,174,134
4169783,3742987,15607443561821,172,132
4414937,4231309,18680962662533,161,127
4044889,5067217,20496330303913,178,137
4964381,5206231,25845714258011,174,135
