p,q,m,unknowns,carry_bits
7,5,35,0,0
7,7,49,4,2
11,5,55,4,2
5,17,85,10,6
23,5,115,8,5
7,17,119,8,5
17,7,119,8,5
11,11,121,10,6
11,13,143,10,7
13,11,143,10,7
13,13,169,11,7
11,17,187,6,4
17,11,187,6,4
29,7,203,6,3
19,11,209,13,8
17,13,221,12,7
19,13,247,10,6
17,17,289,8,6
23,13,299,13,9
29,11,319,13,9
11,29,319,13,9
17,19,323,9,6
19,17,323,9,6
31,11,341,13,8
13,29,377,14,9
23,19,437,15,9
29,17,493,15,9
23,23,529,19,13
13,41,533,18,12
29,23,667,14,9
23,29,667,14,9
37,19,703,12,8
31,23,713,17,11
29,29,841,19,13
23,41,943,16,10
29,37,1073,22,15
31,37,1147,19,13
41,29,1189,21,14
29,43,1247,19,13
31,41,1271,19,13
41,31,1271,19,13
31,43,1333,19,12
29,53,1537,22,15
23,67,1541,21,13
41,41,1681,23,15
59,29,1711,19,13
37,47,1739,20,13
47,37,1739,20,13
29,61,1769,22,15
29,67,1943,19,12
37,53,1961,22,14
53,37,1961,22,14
43,47,2021,21,13
53,41,2173,24,16
37,59,2183,23,16
61,37,2257,26,18
43,53,2279,22,15
29,79,2291,22,15
41,59,2419,22,15
67,37,2479,14,10
71,37,2627,19,13
47,59,2773,23,15
53,53,2809,23,15
59,53,3127,22,15
41,79,3239,23,15
79,41,3239,23,15
37,89,3293,25,16
79,43,3397,25,16
89,41,3649,26,17
47,79,3713,27,18
43,89,3827,22,14
53,79,4187,26,18
59,71,4189,28,19
67,67,4489,17,13
73,67,4891,19,14
79,67,5293,24,16
59,97,5723,24,16
89,67,5963,24,17
67,89,5963,24,17
73,83,6059,22,15
79,79,6241,30,20
47,137,6439,27,18
113,59,6667,27,19
101,67,6767,27,18
67,101,6767,27,18
79,89,7031,27,18
89,89,7921,29,19
97,83,8051,27,18
109,79,8611,29,20
97,97,9409,34,24
163,59,9617,33,23
127,79,10033,33,23
103,101,10403,27,18
83,131,10873,30,21
127,89,11303,28,19
127,109,13843,32,23
89,157,13973,34,23
149,97,14453,34,23
107,139,14873,35,24
137,109,14933,34,23
101,149,15049,35,24
97,157,15229,32,21
137,113,15481,35,24
167,101,16867,34,24
131,131,17161,20,16
137,127,17399,33,23
173,101,17473,39,28
101,191,19291,35,25
223,97,21631,35,25
97,223,21631,35,25
127,173,21971,36,26
137,167,22879,32,23
137,179,24523,32,23
179,137,24523,32,23
191,137,26167,35,24
251,109,27359,35,25
167,167,27889,38,26
223,127,28321,37,26
97,307,29779,36,25
191,163,31133,39,27
211,149,31439,37,26
211,179,37769,43,31
223,173,38579,38,27
127,307,38989,42,30
263,149,39187,31,23
149,269,40081,34,25
191,211,40301,40,28
173,233,40309,40,28
199,223,44377,40,28
307,149,45743,35,25
317,149,47233,39,28
191,251,47941,42,30
197,251,49447,39,28
223,223,49729,43,31
293,173,50689,44,31
257,211,54227,41,29
269,211,56759,39,27
251,227,56977,42,30
137,431,59047,40,28
163,373,60799,39,27
269,227,61063,40,28
257,257,66049,18,16
277,257,71189,32,24
397,181,71857,45,32
211,401,84611,41,29
383,223,85409,43,30
251,349,87599,43,31
283,311,88013,42,30
313,307,96091,40,29
353,281,99193,47,33
251,401,100651,42,30
331,331,109561,47,33
211,541,114151,43,30
239,487,116393,46,33
337,367,123679,45,32
269,467,125623,44,31
587,233,136771,47,34
