p,q,m,unknowns,carry_bits
5,5,25,4,2
5,7,35,0,0
7,7,49,4,2
5,11,55,4,2
11,5,55,4,2
5,13,65,10,7
13,5,65,10,7
11,7,77,6,3
17,5,85,10,6
5,17,85,10,6
13,7,91,0,0
5,19,95,7,4
17,7,119,8,5
7,17,119,8,5
11,11,121,10,6
19,7,133,12,8
13,11,143,10,7
11,13,143,10,7
23,7,161,11,7
13,13,169,11,7
11,17,187,6,4
17,11,187,6,4
19,11,209,13,8
11,19,209,13,8
17,13,221,12,7
13,17,221,12,7
19,13,247,10,6
13,19,247,10,6
11,23,253,12,7
23,11,253,12,7
17,17,289,8,6
13,23,299,13,9
29,11,319,13,9
11,29,319,13,9
19,17,323,9,6
17,19,323,9,6
11,31,341,13,8
29,13,377,14,9
13,29,377,14,9
17,23,391,13,8
23,17,391,13,8
13,31,403,13,9
37,11,407,13,8
23,19,437,15,9
19,23,437,15,9
13,37,481,16,10
17,29,493,15,9
29,17,493,15,9
31,17,527,16,11
23,23,529,19,13
41,13,533,18,12
29,19,551,16,11
19,29,551,16,11
43,13,559,16,11
19,31,589,18,12
31,19,589,18,12
17,37,629,10,7
37,17,629,10,7
29,23,667,14,9
23,29,667,14,9
17,41,697,15,10
19,37,703,12,8
37,19,703,12,8
23,31,713,17,11
19,41,779,16,10
41,19,779,16,10
47,17,799,16,10
43,19,817,19,12
29,29,841,19,13
23,37,851,16,10
37,23,851,16,10
31,29,899,13,8
53,17,901,18,11
23,43,989,18,11
59,17,1003,16,10
29,37,1073,22,15
19,59,1121,22,15
31,37,1147,19,13
37,31,1147,19,13
41,29,1189,21,14
23,53,1219,19,13
53,23,1219,19,13
31,41,1271,19,13
23,59,1357,19,12
47,29,1363,17,11
37,37,1369,19,13
61,23,1403,17,11
47,31,1457,20,13
37,41,1517,17,11
41,37,1517,17,11
29,53,1537,22,15
53,29,1537,22,15
37,43,1591,19,12
43,37,1591,19,12
53,31,1643,19,13
31,53,1643,19,13
41,41,1681,23,15
59,29,1711,19,13
37,47,1739,20,13
61,29,1769,22,15
41,47,1927,20,13
67,29,1943,19,12
37,53,1961,22,14
53,37,1961,22,14
43,47,2021,21,13
47,47,2209,25,17
43,53,2279,22,15
67,37,2479,14,10
37,67,2479,14,10
53,47,2491,22,15
47,53,2491,22,15
83,31,2573,22,14
29,89,2581,22,14
73,37,2701,22,15
41,67,2747,19,13
67,41,2747,19,13
89,31,2759,20,13
59,47,2773,23,15
53,53,2809,23,15
61,47,2867,20,13
37,83,3071,18,12
53,59,3127,22,15
59,53,3127,22,15
67,47,3149,25,16
61,53,3233,25,17
71,47,3337,27,18
47,71,3337,27,18
59,59,3481,26,18
67,53,3551,23,15
53,67,3551,23,15
37,97,3589,26,17
59,61,3599,20,13
61,59,3599,20,13
79,47,3713,27,18
47,79,3713,27,18
73,53,3869,26,17
67,59,3953,25,16
59,67,3953,25,16
107,37,3959,22,14
41,97,3977,27,18
67,61,4087,22,14
47,89,4183,26,18
53,79,4187,26,18
71,59,4189,28,19
73,59,4307,26,18
79,59,4661,28,19
127,37,4699,26,18
53,89,4717,27,18
89,53,4717,27,18
67,71,4757,21,15
71,67,4757,21,15
67,73,4891,19,14
59,83,4897,29,20
83,59,4897,29,20
47,107,5029,28,19
97,53,5141,27,18
59,89,5251,25,17
89,59,5251,25,17
67,79,5293,24,16
89,61,5429,26,17
71,79,5609,25,17
41,137,5617,24,16
107,53,5671,24,16
53,107,5671,24,16
73,79,5767,23,16
97,61,5917,27,18
67,89,5963,24,17
139,43,5977,26,18
61,101,6161,30,21
59,107,6313,29,20
71,89,6319,26,17
67,97,6499,27,18
97,67,6499,27,18
79,83,6557,29,19
53,127,6731,26,18
127,53,6731,26,18
97,71,6887,26,17
83,83,6889,29,19
79,89,7031,27,18
67,107,7169,32,22
67,113,7571,27,18
97,79,7663,26,17
127,61,7747,23,15
89,89,7921,29,19
101,79,7979,27,18
53,157,8321,34,24
67,127,8509,32,22
89,97,8633,32,22
97,89,8633,32,22
83,107,8881,32,22
137,67,9179,18,14
59,157,9263,30,21
127,73,9271,30,21
113,83,9379,29,20
109,89,9701,31,21
149,67,9983,22,16
127,79,10033,33,23
101,101,10201,33,23
79,131,10349,29,20
157,67,10519,28,20
79,137,10823,28,20
113,97,10961,34,24
127,89,11303,28,19
131,89,11659,28,20
149,79,11771,26,18
179,67,11993,31,22
127,97,12319,32,23
97,127,12319,32,23
151,83,12533,34,23
79,163,12877,34,23
79,167,13193,35,24
191,71,13561,35,24
107,127,13589,33,23
127,107,13589,33,23
109,127,13843,32,23
211,67,14137,33,22
163,89,14507,32,22
149,101,15049,35,24
191,79,15089,34,23
97,157,15229,32,21
103,149,15347,30,20
137,113,15481,35,24
107,149,15943,32,22
