p,q,m,unknowns,carry_bits
5,5,25,4,2
5,11,55,4,2
11,5,55,4,2
5,17,85,10,6
17,5,85,10,6
13,7,91,0,0
11,11,121,10,6
7,19,133,12,8
17,11,187,6,4
11,17,187,6,4
19,11,209,13,8
23,11,253,12,7
11,29,319,13,9
29,11,319,13,9
11,31,341,13,8
19,19,361,12,8
13,29,377,14,9
17,23,391,13,8
23,17,391,13,8
17,29,493,15,9
23,23,529,19,13
17,37,629,10,7
23,29,667,14,9
17,41,697,15,10
29,29,841,19,13
31,29,899,13,8
23,41,943,16,10
53,19,1007,16,10
37,29,1073,22,15
59,23,1357,19,12
37,37,1369,19,13
61,23,1403,17,11
47,37,1739,20,13
43,41,1763,19,12
41,53,2173,24,16
37,59,2183,23,16
47,47,2209,25,17
43,53,2279,22,15
59,41,2419,22,15
31,89,2759,20,13
47,59,2773,23,15
53,71,3763,23,15
67,59,3953,25,16
97,43,4171,26,18
47,89,4183,26,18
47,97,4559,26,18
89,53,4717,27,18
53,89,4717,27,18
79,67,5293,24,16
67,79,5293,24,16
47,113,5311,24,16
73,73,5329,26,18
71,79,5609,25,17
59,97,5723,24,16
79,73,5767,23,16
83,79,6557,29,19
97,79,7663,26,17
59,131,7729,30,20
103,79,8137,30,20
97,101,9797,34,24
61,163,9943,30,21
149,67,9983,22,16
107,97,10379,31,22
83,127,10541,30,20
79,137,10823,28,20
167,67,11189,28,19
113,103,11639,28,19
139,97,13483,32,22
173,83,14359,33,23
163,97,15811,33,23
83,191,15853,33,22
173,97,16781,38,27
211,89,18779,36,26
149,149,22201,34,24
271,89,24119,31,22
127,197,25019,34,24
211,127,26797,37,26
223,149,33227,40,29
149,233,34717,41,29
193,191,36863,38,27
307,131,40217,34,25
251,163,40913,42,30
163,263,42869,37,26
263,163,42869,37,26
223,223,49729,43,31
157,347,54479,41,29
257,223,57311,40,28
257,227,58339,40,28
173,367,63491,40,28
307,211,64777,43,30
191,347,66277,45,32
353,191,67423,44,32
347,229,79463,43,31
331,241,79771,44,32
419,191,80029,45,32
307,269,82583,40,29
389,223,86747,44,32
173,541,93593,43,31
307,313,96091,40,29
241,431,103871,43,31
257,467,120019,44,31
257,487,125159,44,31
379,337,127723,43,30
373,349,130177,47,33
617,211,130187,44,31
313,431,134903,47,34
389,383,148987,47,34
281,631,177311,44,32
487,383,186521,48,34
397,487,193339,44,31
521,379,197459,49,35
587,359,210733,49,34
787,307,241609,51,36
337,853,287461,52,37
419,701,293719,51,37
509,587,298783,52,38
397,757,300529,54,39
599,557,333643,48,35
677,509,344593,55,40
887,397,352139,52,38
827,431,356437,51,36
659,541,356519,47,34
613,631,386803,47,34
557,809,450613,53,37
599,907,543293,56,40
1039,577,599503,47,35
449,1361,611089,58,42
853,727,620131,54,39
719,877,630563,55,40
1123,617,692891,52,38
599,1181,707419,52,38
1423,523,744229,53,38
751,1049,787799,57,41
1487,577,857999,57,41
787,1103,868061,59,42
907,971,880697,57,41
1481,617,913777,58,41
991,937,928567,55,40
1327,743,985961,59,42
1381,719,992939,56,40
1033,1049,1083617,43,33
1049,1151,1207399,50,37
1583,877,1388291,60,44
1361,1039,1414079,55,40
1801,827,1489427,57,41
859,1741,1495519,57,41
751,2129,1598879,61,44
1523,1471,2240333,66,48
2063,1087,2242481,52,39
1483,1657,2457331,62,45
1327,2029,2692483,61,44
1229,2377,2921333,61,44
1987,1487,2954669,62,44
1993,1597,3182821,65,47
1483,2579,3824657,67,48
1861,2131,3965791,65,47
2579,1733,4469407,68,50
1823,2473,4508279,67,49
3011,1667,5019337,71,52
2543,1997,5078371,67,49
3037,1777,5396749,67,48
2441,2239,5465399,63,46
4049,1399,5664551,64,46
4549,1361,6191189,66,48
1973,3191,6295843,67,49
2437,2731,6655447,68,49
2647,2591,6858377,72,52
2237,3109,6954833,72,52
2909,3011,8758999,71,52
2467,3581,8834327,71,52
5449,1663,9061687,71,52
4391,2521,11069711,68,50
3433,3229,11085157,73,53
4217,2797,11794949,70,51
5197,2333,12124601,70,51
4099,3037,12448663,68,50
3187,4441,14153467,72,52
3491,4079,14239789,73,53
5711,2591,14797201,76,55
5441,3037,16524317,74,53
3767,4951,18650417,77,56
4289,4493,19270477,70,52
4787,4057,19420859,74,54
4201,4871,20463071,67,50
4621,4441,20521861,70,52
6917,3251,22487167,75,55
5471,4409,24121639,71,52
6689,3739,25010171,72,52
8597,2939,25266583,77,56
5113,5039,25764407,77,56
7321,3967,29042407,74,54
7177,4153,29806081,81,59
10607,2917,30940619,76,55
6421,4861,31212481,80,58
5507,6653,36638071,80,59
4937,7451,36785587,79,58
10357,3691,38227687,79,58
5749,6791,39041459,78,57
9103,4337,39479711,72,54
8933,4451,39760783,71,53
10133,4283,43399639,76,56
12821,4177,53553317,82,59
7487,8353,62538911,82,60
6761,11149,75378389,86,63
7013,11311,79324043,84,62
9871,9319,91987849,85,63
9029,10687,96492923,80,59
11657,8419,98140283,82,61
8803,11497,101208091,86,63
15227,7237,110197799,83,61
7681,14387,110506547,83,61
15761,7993,125977673,89,66
12269,10301,126382969,88,64
10687,12487,133448569,88,64
12541,10663,133724683,85,62
13093,10399,136154107,90,67
12007,11933,143279531,89,66
19301,7477,144313577,93,69
8377,20807,174300239,86,64
15137,12791,193617367,89,66
14843,13487,200187541,89,65
26309,7789,204920801,91,67
9787,21467,210097529,92,67
14551,14957,217639307,89,66
8861,26017,230536637,91,66
13033,17707,230775331,90,66
