p,q,m,unknowns,carry_bits
7,7,49,4,2
5,11,55,4,2
11,5,55,4,2
13,5,65,10,7
7,11,77,6,3
11,7,77,6,3
17,5,85,10,6
5,17,85,10,6
11,11,121,10,6
7,23,161,11,7
11,17,187,6,4
17,11,187,6,4
19,11,209,13,8
17,13,221,12,7
23,11,253,12,7
17,17,289,8,6
29,11,319,13,9
11,29,319,13,9
17,19,323,9,6
19,17,323,9,6
11,31,341,13,8
19,19,361,12,8
17,23,391,13,8
11,37,407,13,8
37,11,407,13,8
19,23,437,15,9
23,19,437,15,9
17,29,493,15,9
31,17,527,16,11
23,23,529,19,13
19,29,551,16,11
17,37,629,10,7
23,31,713,17,11
19,43,817,19,12
47,19,893,18,11
19,47,893,18,11
31,29,899,13,8
23,43,989,18,11
37,29,1073,22,15
41,29,1189,21,14
47,29,1363,17,11
37,37,1369,19,13
37,41,1517,17,11
41,37,1517,17,11
53,29,1537,22,15
61,29,1769,22,15
23,79,1817,22,14
37,53,1961,22,14
37,59,2183,23,16
37,61,2257,26,18
37,67,2479,14,10
53,47,2491,22,15
47,53,2491,22,15
29,89,2581,22,14
47,59,2773,23,15
53,53,2809,23,15
43,67,2881,22,15
71,41,2911,19,13
47,67,3149,25,16
41,79,3239,23,15
67,53,3551,23,15
41,89,3649,26,17
41,97,3977,27,18
79,53,4187,26,18
67,71,4757,21,15
61,79,4819,26,18
97,53,5141,27,18
59,89,5251,25,17
67,79,5293,24,16
71,79,5609,25,17
97,59,5723,24,16
59,101,5959,24,16
101,61,6161,30,21
127,53,6731,26,18
53,127,6731,26,18
97,79,7663,26,17
89,97,8633,32,22
101,97,9797,34,24
97,107,10379,31,22
83,127,10541,30,20
79,137,10823,28,20
73,149,10877,29,20
71,157,11147,28,20
157,71,11147,28,20
89,127,11303,28,19
79,149,11771,26,18
149,89,13261,34,23
79,179,14141,32,21
97,149,14453,34,23
137,109,14933,34,23
149,101,15049,35,24
211,73,15403,32,22
149,107,15943,32,22
229,73,16717,38,27
79,239,18881,39,28
127,149,18923,34,24
113,173,19549,38,27
167,127,21209,36,25
157,137,21509,34,24
163,137,22331,31,22
263,89,23407,31,22
179,137,24523,32,23
251,101,25351,35,25
97,263,25511,36,25
269,97,26093,37,25
191,137,26167,35,24
227,127,28829,38,27
179,167,29893,38,26
257,127,32639,35,24
241,149,35909,41,29
131,277,36287,25,19
193,191,36863,38,27
149,269,40081,34,25
317,127,40259,39,28
173,233,40309,40,28
227,191,43357,42,30
173,251,43423,40,29
331,149,49319,40,28
307,167,51269,42,29
229,257,58853,42,29
211,281,59291,41,29
293,211,61823,40,28
151,431,65081,42,29
347,191,66277,45,32
353,191,67423,44,32
311,233,72463,43,31
331,223,73813,46,33
167,457,76319,43,31
257,307,78899,34,25
239,331,79109,46,33
317,263,83371,39,28
293,293,85849,43,31
397,257,102029,47,33
269,409,110021,47,33
409,293,119837,46,32
293,419,122767,44,31
223,587,130901,46,32
263,521,137023,28,22
461,307,141527,48,35
433,331,143323,48,35
347,443,153721,49,35
331,467,154577,50,36
643,269,172967,43,31
593,317,187981,46,33
431,479,206449,50,36
569,373,212237,50,35
277,769,213013,51,36
331,701,232031,49,35
431,541,233171,49,35
739,331,244609,51,36
431,587,252997,51,36
509,509,259081,47,33
491,541,265631,52,38
701,409,286709,53,38
541,541,292681,41,31
719,431,309889,54,39
523,617,322691,43,32
