p,q,m,unknowns,carry_bits
11,5,55,4,2
5,17,85,10,6
13,7,91,0,0
17,7,119,8,5
7,17,119,8,5
11,11,121,10,6
11,13,143,10,7
13,11,143,10,7
7,23,161,11,7
11,17,187,6,4
17,11,187,6,4
19,11,209,13,8
13,17,221,12,7
11,23,253,12,7
23,11,253,12,7
29,11,319,13,9
17,19,323,9,6
19,17,323,9,6
23,17,391,13,8
17,23,391,13,8
37,11,407,13,8
11,37,407,13,8
19,23,437,15,9
37,13,481,16,10
17,29,493,15,9
23,23,529,19,13
19,29,551,16,11
17,37,629,10,7
37,17,629,10,7
23,29,667,14,9
29,23,667,14,9
17,41,697,15,10
37,19,703,12,8
29,29,841,19,13
29,31,899,13,8
31,29,899,13,8
53,17,901,18,11
17,53,901,18,11
23,41,943,16,10
37,29,1073,22,15
29,37,1073,22,15
31,37,1147,19,13
37,31,1147,19,13
41,29,1189,21,14
29,43,1247,19,13
23,61,1403,17,11
53,29,1537,22,15
29,53,1537,22,15
67,23,1541,21,13
29,59,1711,19,13
47,37,1739,20,13
47,41,1927,20,13
41,53,2173,24,16
59,41,2419,22,15
71,37,2627,19,13
53,53,2809,23,15
37,79,2923,18,12
79,37,2923,18,12
53,59,3127,22,15
67,47,3149,25,16
53,61,3233,25,17
67,53,3551,23,15
79,47,3713,27,18
101,37,3737,27,18
79,53,4187,26,18
127,37,4699,26,18
79,61,4819,26,18
71,71,5041,21,15
41,127,5207,24,16
67,79,5293,24,16
71,89,6319,26,17
97,73,7081,29,19
79,97,7663,26,17
97,83,8051,27,18
67,127,8509,32,22
101,89,8989,33,23
61,149,9089,33,23
131,79,10349,29,20
101,107,10807,28,19
103,107,11021,31,21
137,101,13837,34,23
113,137,15481,35,24
179,89,15931,31,21
127,137,17399,33,23
113,157,17741,38,27
113,163,18419,33,23
127,149,18923,34,24
107,179,19153,38,27
233,83,19339,35,25
157,127,19939,34,24
149,137,20413,28,20
151,139,20989,33,23
131,163,21353,34,24
157,137,21509,34,24
191,127,24257,36,25
139,179,24881,39,27
197,127,25019,34,24
263,101,26563,36,25
113,239,27007,34,24
167,163,27221,39,27
223,127,28321,37,26
127,227,28829,38,27
257,127,32639,35,24
167,197,32899,40,29
179,191,34189,41,29
179,197,35263,39,28
239,167,39913,42,30
257,163,41891,35,25
149,293,43657,39,28
211,223,47053,39,27
223,211,47053,39,27
179,277,49583,40,28
223,223,49729,43,31
191,269,51379,39,27
307,181,55567,40,28
163,347,56561,42,29
257,227,58339,40,28
277,223,61771,41,29
211,317,66887,44,32
239,281,67159,44,32
317,223,70691,43,31
373,191,71243,44,32
223,337,75151,44,32
191,397,75827,42,30
223,383,85409,43,30
499,173,86327,43,31
239,379,90581,46,33
223,419,93437,42,29
359,277,99443,44,31
373,293,109289,47,33
347,317,109999,44,31
257,431,110767,43,30
313,359,112367,43,30
521,269,140149,35,26
557,277,154289,41,30
307,541,166087,44,32
359,487,174833,50,36
359,499,179141,47,33
479,439,210281,49,35
563,401,225763,47,33
541,443,239663,47,33
443,557,246751,49,35
331,751,248581,51,36
619,431,266789,53,38
743,367,272681,53,38
631,439,277009,54,39
521,541,281861,40,30
499,577,287923,50,36
521,647,337087,47,34
577,613,353701,49,35
673,547,368131,48,35
977,409,399593,54,39
449,937,420713,53,38
883,487,430021,54,39
739,587,433793,56,40
1163,373,433799,53,38
941,479,450739,50,36
853,557,475121,55,39
739,677,500303,53,38
691,739,510649,54,38
601,853,512653,54,38
919,599,550481,58,42
1217,479,582943,55,40
673,953,641369,58,42
587,1117,655679,51,37
937,743,696191,55,40
857,863,739591,53,38
1009,743,749687,52,37
757,991,750187,52,37
1319,599,790081,60,43
1151,701,806851,57,41
1117,751,838867,56,40
823,1031,848513,59,42
857,1087,931559,56,40
1097,887,973039,55,39
1103,911,1004833,59,42
1481,701,1038181,57,40
907,1163,1054841,62,45
1009,1087,1096783,59,43
1399,853,1193347,60,44
1151,1097,1262647,50,37
1171,1129,1322059,56,41
827,1823,1507621,61,44
1481,1031,1526911,55,40
1031,1483,1528973,58,42
1229,1297,1594013,63,45
1193,1409,1680937,62,44
1721,1061,1825981,61,43
2207,857,1891399,61,44
1663,1151,1914113,63,45
1151,1667,1918717,61,43
1423,1361,1936703,59,42
