p,q,m,unknowns,carry_bits
7,5,35,0,0
17,5,85,10,6
13,7,91,0,0
7,17,119,8,5
11,11,121,10,6
11,13,143,10,7
23,7,161,11,7
17,11,187,6,4
11,17,187,6,4
29,7,203,6,3
11,19,209,13,8
19,13,247,10,6
11,23,253,12,7
23,11,253,12,7
17,17,289,8,6
13,23,299,13,9
11,29,319,13,9
29,13,377,14,9
23,17,391,13,8
17,29,493,15,9
17,41,697,15,10
17,47,799,16,10
29,29,841,19,13
23,37,851,16,10
31,29,899,13,8
41,23,943,16,10
23,41,943,16,10
29,37,1073,22,15
47,23,1081,22,15
67,23,1541,21,13
41,41,1681,23,15
29,59,1711,19,13
37,47,1739,20,13
61,31,1891,16,10
37,53,1961,22,14
41,53,2173,24,16
59,37,2183,23,16
53,47,2491,22,15
59,43,2537,25,17
47,59,2773,23,15
71,43,3053,20,13
83,37,3071,18,12
53,59,3127,22,15
59,59,3481,26,18
53,67,3551,23,15
47,107,5029,28,19
61,83,5063,26,18
127,41,5207,24,16
59,89,5251,25,17
47,113,5311,24,16
83,67,5561,25,17
83,83,6889,29,19
73,97,7081,29,19
97,79,7663,26,17
79,97,7663,26,17
89,89,7921,29,19
83,107,8881,32,22
53,181,9593,32,22
173,59,10207,29,20
101,107,10807,28,19
127,109,13843,32,23
101,149,15049,35,24
89,173,15397,34,23
101,157,15857,34,23
173,97,16781,38,27
139,137,19043,26,19
127,167,21209,36,25
191,113,21583,36,26
127,173,21971,36,26
149,149,22201,34,24
191,127,24257,36,25
131,211,27641,39,27
157,179,28103,36,25
193,151,29143,37,26
163,179,29177,39,27
239,179,42781,39,27
211,211,44521,39,27
257,191,49087,35,25
317,157,49769,43,30
211,251,52961,41,29
181,293,53033,42,29
277,223,61771,41,29
251,263,66013,46,33
179,401,71779,42,30
251,331,83081,47,34
251,367,92117,46,33
331,379,125449,48,34
409,331,135379,47,34
431,331,142661,50,36
419,353,147907,48,35
373,397,148081,50,36
347,439,152333,49,35
293,557,163201,42,31
293,569,166717,45,32
389,461,179329,48,34
337,541,182317,45,32
389,499,194111,44,31
563,359,202117,51,36
409,521,213089,51,36
617,367,226439,48,34
719,331,237989,49,34
587,461,270607,51,37
569,503,286207,51,37
547,631,345157,50,36
859,439,377101,54,39
659,577,380243,48,35
599,641,383959,48,35
691,613,423583,52,37
709,641,454469,54,38
577,809,466793,55,39
691,691,477481,54,38
823,599,492977,55,39
439,1123,492997,55,39
691,739,510649,54,38
863,607,523841,55,39
751,751,564001,58,42
563,1009,568067,56,41
563,1097,617611,47,35
479,1471,704609,55,39
797,1031,821707,56,40
907,947,858929,58,42
1039,853,886267,55,39
683,1499,1023817,59,42
1361,859,1169099,59,43
1459,853,1244527,58,42
1231,1163,1431653,57,41
1229,1181,1451449,58,42
1069,1423,1521187,55,40
1861,929,1728869,61,44
1753,1103,1933559,59,42
853,2267,1933751,59,42
1741,1163,2024783,61,44
2437,953,2322461,65,47
1549,1753,2715397,63,45
1409,2179,3070211,60,44
2099,1549,3251351,65,47
1753,1867,3272851,63,46
3299,997,3289103,64,47
2377,1451,3449027,65,47
1931,1949,3763519,59,42
1823,2333,4253059,68,50
3643,1201,4375243,67,49
2309,1949,4500241,71,52
2003,2339,4685017,70,51
1567,2999,4699433,69,50
3037,1549,4704313,69,50
2833,1847,5232551,66,48
2591,2309,5982619,64,47
3251,1907,6199657,67,48
2719,2339,6359741,70,50
2917,2897,8450549,73,53
2521,3413,8604173,74,54
4373,2063,9021499,57,43
5077,1777,9021829,74,54
2203,5099,11233097,71,52
3989,2851,11372639,69,50
3407,3449,11750743,72,53
3299,3761,12407539,68,49
4241,3109,13185269,73,52
6397,2273,14540381,74,53
2767,5801,16051367,72,52
3491,4783,16697453,73,52
2393,7103,16997479,75,55
3719,4861,18078059,75,55
6287,2903,18251161,79,58
4967,4783,23757161,75,55
3529,7151,25235879,75,55
5563,4679,26029277,80,58
5147,5179,26656313,78,56
5827,4637,27019799,77,56
5077,5323,27024871,75,54
5519,6067,33483773,78,56
5351,6491,34733341,81,59
10061,3947,39710767,78,57
5051,7919,39998869,82,60
6857,7057,48389849,83,61
7741,6343,49101163,79,58
7177,6947,49858619,77,56
8419,6029,50758151,83,61
9623,5783,55649809,85,62
7349,7841,57623509,83,61
7039,8353,58796767,82,60
9221,6983,64390243,82,60
8863,7499,66463637,83,60
10007,6653,66576571,80,58
8663,8039,69641857,87,64
8663,8423,72968449,75,57
8389,8867,74385263,72,55
15959,5351,85396609,89,66
7079,12821,90759859,81,59
10357,9833,101840381,87,63
8369,12739,106612691,86,63
9677,11131,107714687,85,62
11593,10067,116706731,85,62
7219,16927,122196013,87,63
8563,14969,128179547,86,63
8017,16553,132705401,87,63
15559,9397,146207923,88,65
10853,15511,168340883,91,68
12119,14281,173071439,86,63
10499,17683,185653817,88,65
19853,10037,199264561,90,67
13873,15031,208525063,88,65
16927,12377,209505479,93,69
18691,12503,233693573,93,68
15859,17881,283574779,94,70
18341,17021,312182161,91,69
10627,29833,317035291,93,69
11213,28429,318774377,97,72
21773,14867,323699191,95,71
17827,19501,347644327,93,70
20477,21397,438146369,100,74
16879,26759,451665161,99,73
38821,13291,515969911,96,71
17351,30047,521345497,98,72
21911,26479,580181369,103,77
16787,34939,586520993,89,68
21377,29567,632053759,99,74
28019,22871,640822549,103,77
19541,35603,695718223,97,73
22567,33071,746313257,100,75
17573,54331,954758663,103,77
42743,22651,968171693,104,77
53147,18583,987630701,103,76
45137,23593,1064917241,104,77
25847,45817,1184231999,103,77
44483,28219,1255265777,107,80
24481,53993,1321802633,108,81
40087,33479,1342072673,100,76
44449,32027,1423568123,106,80
42751,37357,1597049107,104,79
71807,25391,1823251537,109,81
34123,61001,2081537123,106,79
64091,34403,2204922673,112,84
38177,59167,2258818559,109,82
44633,55807,2490833831,109,82
64081,44971,2881786651,111,84
