p,q,m,unknowns,carry_bits
5,7,35,0,0
7,7,49,4,2
5,11,55,4,2
11,5,55,4,2
11,7,77,6,3
17,5,85,10,6
5,17,85,10,6
7,13,91,4,2
13,7,91,0,0
19,5,95,7,4
5,19,95,7,4
17,7,119,8,5
7,17,119,8,5
11,11,121,10,6
13,11,143,10,7
11,13,143,10,7
7,23,161,11,7
11,17,187,6,4
17,11,187,6,4
7,29,203,6,3
29,7,203,6,3
19,11,209,13,8
11,19,209,13,8
17,13,221,12,7
13,17,221,12,7
13,19,247,10,6
23,11,253,12,7
11,23,253,12,7
17,17,289,8,6
23,13,299,13,9
13,23,299,13,9
11,29,319,13,9
29,11,319,13,9
19,17,323,9,6
17,19,323,9,6
19,19,361,12,8
29,13,377,14,9
13,29,377,14,9
17,23,391,13,8
31,13,403,13,9
11,37,407,13,8
23,19,437,15,9
19,23,437,15,9
29,17,493,15,9
17,31,527,16,11
23,23,529,19,13
19,31,589,18,12
31,19,589,18,12
37,17,629,10,7
17,37,629,10,7
23,29,667,14,9
41,17,697,15,10
31,23,713,17,11
47,17,799,16,10
29,29,841,19,13
23,37,851,16,10
37,23,851,16,10
29,31,899,13,8
31,29,899,13,8
41,23,943,16,10
17,59,1003,16,10
29,37,1073,22,15
37,29,1073,22,15
23,47,1081,22,15
47,23,1081,22,15
31,37,1147,19,13
41,29,1189,21,14
47,29,1363,17,11
29,47,1363,17,11
37,37,1369,19,13
31,47,1457,20,13
37,41,1517,17,11
29,53,1537,22,15
67,23,1541,21,13
37,43,1591,19,12
37,47,1739,20,13
43,41,1763,19,12
29,61,1769,22,15
59,31,1829,18,11
67,29,1943,19,12
29,67,1943,19,12
37,53,1961,22,14
43,47,2021,21,13
31,67,2077,24,16
53,41,2173,24,16
59,37,2183,23,16
37,61,2257,26,18
53,43,2279,22,15
29,79,2291,22,15
67,37,2479,14,10
37,67,2479,14,10
53,47,2491,22,15
61,41,2501,25,17
43,59,2537,25,17
59,43,2537,25,17
61,43,2623,20,13
41,67,2747,19,13
47,59,2773,23,15
53,53,2809,23,15
67,43,2881,22,15
71,41,2911,19,13
37,79,2923,18,12
83,37,3071,18,12
53,59,3127,22,15
73,43,3139,23,15
67,47,3149,25,16
53,61,3233,25,17
59,59,3481,26,18
53,67,3551,23,15
67,53,3551,23,15
59,61,3599,20,13
47,79,3713,27,18
53,71,3763,23,15
71,53,3763,23,15
53,73,3869,26,17
47,83,3901,25,16
79,53,4187,26,18
59,71,4189,28,19
71,59,4189,28,19
53,83,4399,26,18
67,71,4757,21,15
71,67,4757,21,15
103,47,4841,28,19
67,73,4891,19,14
79,67,5293,24,16
101,53,5353,26,17
127,43,5461,26,17
97,59,5723,24,16
109,53,5777,28,19
83,71,5893,26,18
59,101,5959,24,16
89,67,5963,24,17
67,89,5963,24,17
127,47,5969,27,18
79,79,6241,30,20
71,89,6319,26,17
83,79,6557,29,19
101,67,6767,27,18
83,83,6889,29,19
131,53,6943,28,19
89,79,7031,27,18
127,59,7493,25,16
59,127,7493,25,16
79,97,7663,26,17
61,127,7747,23,15
89,89,7921,29,19
101,79,7979,27,18
83,97,8051,27,18
113,79,8927,31,22
71,127,9017,33,23
89,103,9167,30,21
61,151,9211,28,19
131,71,9301,25,18
97,101,9797,34,24
101,97,9797,34,24
73,137,10001,26,19
127,79,10033,33,23
131,79,10349,29,20
67,157,10519,28,20
163,67,10921,30,21
113,97,10961,34,24
191,59,11269,34,24
127,89,11303,28,19
97,131,12707,31,21
127,101,12827,32,23
127,103,13081,34,24
89,149,13261,34,23
71,191,13561,35,24
137,103,14111,32,22
79,179,14141,32,21
127,113,14351,32,23
79,191,15089,34,23
113,137,15481,35,24
97,167,16199,32,22
83,197,16351,32,22
101,163,16463,36,26
127,139,17653,37,26
103,173,17819,36,26
167,107,17869,38,27
137,131,17947,22,17
191,97,18527,36,26
137,137,18769,30,22
149,127,18923,34,24
137,139,19043,26,19
137,157,21509,34,24
191,113,21583,36,26
223,101,22523,31,21
127,179,22733,38,27
89,257,22873,35,25
167,137,22879,32,23
109,211,22999,36,26
211,113,23843,34,24
191,127,24257,36,25
163,149,24287,32,23
103,239,24617,38,27
157,157,24649,40,28
163,157,25591,36,25
137,191,26167,35,24
179,151,27029,39,27
173,163,28199,35,24
127,223,28321,37,26
211,137,28907,36,25
89,331,29459,37,26
239,127,30353,35,24
131,233,30523,35,24
127,241,30607,32,22
251,127,31877,38,27
127,251,31877,38,27
179,181,32399,36,25
181,179,32399,36,25
251,131,32881,42,30
173,191,33043,40,29
113,293,33109,42,30
211,157,33127,39,28
269,127,34163,38,27
223,157,35011,40,29
283,127,35941,40,28
167,223,37241,42,30
239,167,39913,42,30
127,317,40259,39,28
211,193,40723,39,28
277,149,41273,38,27
331,127,42037,38,26
167,269,44923,35,25
223,211,47053,39,27
197,239,47083,36,25
311,157,48827,35,25
149,331,49319,40,28
307,163,50041,43,30
223,227,50621,40,28
263,193,50759,41,29
227,251,56977,42,30
173,331,57263,39,27
277,211,58447,41,29
367,163,59821,41,28
157,383,60131,39,27
271,227,61517,43,30
173,373,64529,43,30
149,439,65411,40,28
353,191,67423,44,32
307,223,68461,44,31
257,271,69647,30,23
313,223,69799,43,31
211,331,69841,47,34
277,257,71189,32,24
431,167,71977,45,32
383,191,73153,46,33
223,337,75151,44,32
227,337,76499,43,31
223,347,77381,45,32
347,229,79463,43,31
347,239,82933,45,32
263,337,88631,39,28
307,293,89951,40,29
379,239,90581,46,33
229,397,90913,46,33
337,277,93349,41,29
251,373,93623,40,28
223,439,97897,43,30
293,337,98741,46,32
239,419,100141,45,32
307,331,101617,47,33
383,269,103027,43,30
277,397,109969,48,34
223,499,111277,45,32
607,191,115937,47,33
263,443,116509,47,33
431,277,119387,44,31
389,307,119423,43,30
601,199,119599,43,30
223,541,120643,44,31
347,349,121103,44,31
293,443,129799,44,31
263,499,131237,49,35
389,347,134983,48,35
373,367,136891,46,33
631,223,140713,50,36
337,419,141203,48,35
719,197,141643,48,35
263,541,142283,34,26
359,397,142523,47,34
569,251,142819,47,34
439,331,145309,49,35
593,251,148843,47,34
373,409,152557,48,34
487,317,154379,47,34
349,449,156701,50,36
457,347,158579,47,34
307,541,166087,44,32
419,397,166343,48,35
307,547,167929,46,33
563,307,172841,46,33
373,521,194333,46,33
439,443,194477,46,32
641,307,196787,48,34
431,457,196967,47,34
293,691,202463,49,35
541,383,207203,47,33
439,479,210281,49,35
307,691,212137,50,35
379,577,218683,48,34
373,613,228649,50,35
331,691,228721,50,35
607,379,230053,50,35
641,379,242939,47,33
457,547,249979,48,34
397,647,256859,48,34
293,919,269267,52,38
587,461,270607,51,37
743,367,272681,53,38
983,283,278189,52,37
397,709,281473,55,40
727,401,291527,51,37
431,701,302131,51,37
499,631,314869,53,38
557,569,316933,45,33
647,491,317677,53,38
601,541,325141,45,33
373,881,328613,53,38
557,593,330301,49,35
599,571,342029,50,36
691,499,344809,54,39
863,409,352967,49,35
587,607,356309,50,36
593,607,359951,48,35
