p,q,m,unknowns,carry_bits
7,7,49,4,2
5,11,55,4,2
11,5,55,4,2
7,11,77,6,3
11,7,77,6,3
13,7,91,0,0
11,17,187,6,4
17,11,187,6,4
11,19,209,13,8
17,13,221,12,7
13,17,221,12,7
23,11,253,12,7
17,17,289,8,6
13,23,299,13,9
11,29,319,13,9
29,11,319,13,9
19,17,323,9,6
23,17,391,13,8
23,19,437,15,9
11,41,451,13,8
17,29,493,15,9
23,23,529,19,13
19,29,551,16,11
17,37,629,10,7
23,29,667,14,9
41,17,697,15,10
29,29,841,19,13
23,37,851,16,10
37,23,851,16,10
47,19,893,18,11
29,31,899,13,8
23,41,943,16,10
37,29,1073,22,15
23,47,1081,22,15
31,37,1147,19,13
41,29,1189,21,14
29,41,1189,21,14
31,41,1271,19,13
43,31,1333,19,12
23,71,1633,22,14
31,53,1643,19,13
37,47,1739,20,13
47,37,1739,20,13
61,29,1769,22,15
31,59,1829,18,11
67,29,1943,19,12
37,53,1961,22,14
31,71,2201,25,17
47,47,2209,25,17
37,61,2257,26,18
41,59,2419,22,15
73,37,2701,22,15
37,79,2923,18,12
79,37,2923,18,12
83,37,3071,18,12
59,53,3127,22,15
67,47,3149,25,16
71,47,3337,27,18
53,79,4187,26,18
47,101,4747,27,19
71,67,4757,21,15
71,71,5041,21,15
41,127,5207,24,16
67,83,5561,25,17
103,59,6077,26,17
97,67,6499,27,18
67,107,7169,32,22
67,113,7571,27,18
71,107,7597,28,18
89,97,8633,32,22
127,71,9017,33,23
131,71,9301,25,18
79,127,10033,33,23
149,71,10579,28,20
137,83,11371,27,19
151,79,11929,31,22
113,107,12091,28,19
89,149,13261,34,23
97,139,13483,32,22
101,137,13837,34,23
113,127,14351,32,23
149,109,16241,33,22
151,109,16459,36,26
127,131,16637,37,26
131,127,16637,37,26
137,127,17399,33,23
257,79,20303,27,20
157,131,20567,32,23
191,113,21583,36,26
89,269,23941,34,24
89,277,24653,39,27
223,113,25199,34,24
233,137,31921,38,26
149,223,33227,40,29
137,257,35209,29,22
293,127,37211,40,29
307,127,38989,42,30
251,157,39407,39,28
211,197,41567,40,29
263,163,42869,37,26
223,197,43931,40,29
367,127,46609,40,28
173,281,48613,37,26
223,251,55973,41,29
239,251,59989,42,30
191,373,71243,44,32
223,331,73813,46,33
173,431,74563,44,32
197,397,78209,47,34
257,313,80441,37,27
263,307,80741,36,26
311,263,81793,38,28
277,307,85039,39,28
211,409,86299,44,32
241,373,89893,42,29
269,347,93343,40,29
269,359,96571,39,28
401,271,108671,44,31
557,223,124211,44,31
367,347,127349,45,31
389,347,134983,48,35
719,191,137329,49,35
373,397,148081,50,36
401,373,149573,50,36
251,607,152357,48,34
409,379,155011,47,34
257,631,162167,38,28
479,359,171961,47,33
499,373,186127,45,32
499,397,198103,48,35
317,653,207001,51,36
307,691,212137,50,35
337,733,247021,50,35
347,733,254351,48,34
383,727,278441,53,38
293,967,283331,52,38
827,349,288623,50,36
521,563,293323,38,29
449,673,302177,54,39
877,349,306073,54,39
521,613,319373,45,33
409,821,335789,53,38
593,593,351649,50,36
691,563,389033,50,36
521,751,391271,47,34
653,607,396371,53,38
743,653,485179,51,36
569,907,516083,51,36
701,739,518039,52,37
947,613,580511,55,40
1193,487,580991,54,39
769,809,622121,57,41
641,1049,672409,55,40
907,907,822649,58,42
1693,487,824491,55,40
1471,631,928201,60,43
