p,q,m,unknowns,carry_bits
5,7,35,0,0
7,7,49,4,2
13,5,65,10,7
7,11,77,6,3
13,7,91,0,0
23,5,115,8,5
7,17,119,8,5
17,7,119,8,5
11,11,121,10,6
19,7,133,12,8
13,11,143,10,7
11,13,143,10,7
11,17,187,6,4
17,11,187,6,4
17,13,221,12,7
13,19,247,10,6
23,11,253,12,7
11,23,253,12,7
17,17,289,8,6
23,13,299,13,9
13,23,299,13,9
11,29,319,13,9
29,11,319,13,9
17,19,323,9,6
31,11,341,13,8
29,13,377,14,9
17,23,391,13,8
23,19,437,15,9
19,23,437,15,9
17,29,493,15,9
29,17,493,15,9
31,17,527,16,11
23,23,529,19,13
31,19,589,18,12
19,31,589,18,12
17,37,629,10,7
29,23,667,14,9
23,29,667,14,9
41,17,697,15,10
19,37,703,12,8
17,43,731,12,8
47,17,799,16,10
29,29,841,19,13
23,37,851,16,10
19,47,893,18,11
29,31,899,13,8
31,29,899,13,8
23,41,943,16,10
43,23,989,18,11
47,23,1081,22,15
29,41,1189,21,14
43,29,1247,19,13
29,47,1363,17,11
53,31,1643,19,13
37,47,1739,20,13
47,37,1739,20,13
37,53,1961,22,14
47,43,2021,21,13
41,53,2173,24,16
37,59,2183,23,16
37,61,2257,26,18
43,53,2279,22,15
67,37,2479,14,10
37,67,2479,14,10
47,53,2491,22,15
41,61,2501,25,17
71,37,2627,19,13
73,37,2701,22,15
59,47,2773,23,15
47,61,2867,20,13
71,41,2911,19,13
53,59,3127,22,15
59,59,3481,26,18
67,53,3551,23,15
37,97,3589,26,17
59,61,3599,20,13
97,41,3977,27,18
47,89,4183,26,18
79,53,4187,26,18
53,79,4187,26,18
71,67,4757,21,15
67,71,4757,21,15
47,103,4841,28,19
79,67,5293,24,16
67,79,5293,24,16
103,53,5459,24,16
79,73,5767,23,16
61,97,5917,27,18
101,59,5959,24,16
67,89,5963,24,17
83,73,6059,22,15
79,79,6241,30,20
89,71,6319,26,17
89,79,7031,27,18
53,137,7261,30,20
73,101,7373,30,20
127,59,7493,25,16
59,127,7493,25,16
139,59,8201,35,25
137,67,9179,18,14
73,127,9271,30,21
71,131,9301,25,18
179,53,9487,31,22
127,79,10033,33,23
107,97,10379,31,22
127,83,10541,30,20
113,97,10961,34,24
103,107,11021,31,21
101,113,11413,33,23
67,179,11993,31,22
101,127,12827,32,23
127,113,14351,32,23
113,127,14351,32,23
97,149,14453,34,23
89,163,14507,32,22
127,127,16129,31,21
83,199,16517,38,27
137,127,17399,33,23
79,233,18407,33,23
79,239,18881,39,28
149,127,18923,34,24
107,179,19153,38,27
151,131,19781,29,21
251,83,20833,37,26
173,127,21971,36,26
149,149,22201,34,24
227,101,22927,36,26
181,127,22987,36,26
191,127,24257,36,25
127,199,25273,37,26
167,173,28891,37,26
271,113,30623,36,25
127,251,31877,38,27
163,199,32437,37,25
173,197,34081,41,29
191,179,34189,41,29
233,149,34717,41,29
173,211,36503,39,28
223,167,37241,42,30
179,211,37769,43,31
239,163,38957,41,29
197,199,39203,39,28
223,179,39917,41,29
277,151,41827,35,25
109,389,42401,39,27
331,131,43361,38,27
197,223,43931,40,29
149,311,46339,36,26
211,223,47053,39,27
307,157,48199,36,26
281,173,48613,37,26
233,211,49163,40,29
277,191,52907,39,27
281,191,53671,40,28
373,151,56323,40,28
379,149,56471,40,28
367,191,70097,47,34
257,293,75301,36,26
317,293,92881,43,31
307,307,94249,42,30
233,419,97627,41,29
347,283,98201,43,31
443,227,100561,46,33
397,269,106793,47,33
359,307,110213,47,33
331,337,111547,43,30
439,277,121603,44,31
419,293,122767,44,31
421,293,123353,48,34
281,443,124483,45,32
389,331,128759,43,30
599,223,133577,51,37
431,311,134041,51,37
379,367,139093,49,35
479,331,158549,50,36
293,563,164959,44,32
331,521,172451,43,31
613,293,179609,47,34
787,239,188093,46,32
401,509,204109,49,35
283,727,205741,49,34
431,479,206449,50,36
433,491,212603,46,33
701,307,215207,48,34
379,631,239149,49,34
577,449,259073,51,36
467,557,260119,48,34
523,503,263069,54,39
397,743,294971,51,37
577,541,312157,45,33
499,677,337823,49,35
541,631,341371,47,34
487,727,354049,52,37
797,457,364229,54,39
503,733,368699,48,34
839,449,376711,49,35
421,907,381847,52,38
449,853,382997,54,39
587,653,383311,48,35
709,599,424691,51,36
557,787,438359,53,38
709,641,454469,54,38
787,607,477709,54,38
521,929,484009,54,38
691,709,489919,51,36
599,821,491779,53,38
587,839,492493,55,39
631,787,496597,55,39
541,937,506917,54,38
839,631,529409,59,43
967,557,538619,55,40
653,839,547867,55,40
937,593,555641,57,41
487,1277,621899,55,40
449,1409,632641,59,43
1259,509,640831,54,39
631,1031,650561,50,37
853,839,715667,53,38
937,769,720553,55,39
1373,541,742793,55,40
1187,631,748997,54,39
907,827,750089,56,40
827,919,760013,58,42
1229,661,812369,60,43
727,1123,816421,58,41
971,863,837973,57,41
1249,709,885541,57,40
557,1699,946343,56,40
1447,673,973831,56,40
1009,1009,1018081,58,42
1093,947,1035071,55,39
907,1249,1132843,59,43
1499,797,1194703,60,44
1289,937,1207793,62,45
1549,797,1234553,61,44
701,1801,1262501,61,44
859,1471,1263589,61,44
1693,829,1403497,62,45
1213,1187,1439831,56,41
1427,1021,1456967,60,44
1459,1019,1486721,60,43
1151,1303,1499753,58,42
1031,1481,1526911,55,40
1409,1087,1531583,55,40
1151,1361,1566511,55,40
1109,1447,1604723,60,43
1409,1171,1649939,60,43
1451,1249,1812299,60,43
1447,1259,1821773,62,44
1949,991,1931459,60,44
1567,1249,1957183,59,42
1697,1249,2119553,67,49
2237,977,2185549,65,47
1741,1277,2223257,66,48
1307,1733,2265031,64,47
1607,1433,2302831,62,45
2647,887,2347889,65,47
1193,2039,2432527,63,46
1831,1361,2491991,64,47
2179,1153,2512387,55,41
2111,1361,2873071,59,43
1511,2251,3401261,65,46
3079,1151,3543929,66,47
1597,2521,4026037,66,47
2789,1459,4069151,64,46
2237,1931,4319647,68,50
2237,1949,4359913,69,50
1523,2903,4421269,69,50
2789,1619,4515391,67,49
3187,1423,4535101,69,50
1709,2699,4612591,66,48
3391,1361,4615151,66,48
1777,2657,4721489,71,52
1997,2539,5070383,67,49
1619,3257,5273083,67,49
1867,2897,5408699,64,46
2111,2579,5444269,65,47
2753,1987,5470211,65,47
2083,2777,5784491,63,46
3037,1949,5919113,68,49
2399,2531,6071869,65,47
1663,3709,6168067,65,47
2099,2999,6294901,70,50
2273,3023,6871279,68,49
3733,1931,7208423,67,49
2311,3359,7762649,71,51
3623,2153,7800319,67,48
2267,3733,8462711,71,52
2939,2909,8549551,71,52
3067,2819,8645873,74,54
2371,3761,8917331,72,53
4201,2129,8943929,60,45
1873,4919,9213287,70,51
2549,3907,9958943,71,52
2591,4079,10568689,74,54
3847,2777,10683119,71,52
3539,3163,11193857,75,55
3163,3709,11731567,71,52
4057,2897,11753129,74,54
4127,2857,11790839,67,49
4127,2917,12038459,67,49
3457,3511,12137527,71,52
4663,2729,12725327,73,53
4567,2909,13285403,72,52
