p,q,m,unknowns,carry_bits
5,5,25,4,2
11,7,77,6,3
7,11,77,6,3
17,5,85,10,6
7,13,91,4,2
7,17,119,8,5
11,11,121,10,6
7,19,133,12,8
13,11,143,10,7
11,13,143,10,7
17,11,187,6,4
11,17,187,6,4
19,11,209,13,8
17,13,221,12,7
23,11,253,12,7
11,23,253,12,7
17,17,289,8,6
23,13,299,13,9
29,11,319,13,9
19,17,323,9,6
17,19,323,9,6
23,17,391,13,8
17,23,391,13,8
13,31,403,13,9
37,11,407,13,8
19,23,437,15,9
13,37,481,16,10
29,17,493,15,9
31,17,527,16,11
19,29,551,16,11
19,31,589,18,12
17,37,629,10,7
29,23,667,14,9
23,29,667,14,9
37,19,703,12,8
17,43,731,12,8
29,29,841,19,13
37,23,851,16,10
19,47,893,18,11
37,29,1073,22,15
47,23,1081,22,15
23,47,1081,22,15
19,59,1121,22,15
53,23,1219,19,13
41,31,1271,19,13
67,19,1273,14,10
23,59,1357,19,12
47,31,1457,20,13
29,53,1537,22,15
43,37,1591,19,12
29,59,1711,19,13
47,37,1739,20,13
29,61,1769,22,15
43,43,1849,22,14
29,67,1943,19,12
53,37,1961,22,14
29,71,2059,22,15
29,73,2117,24,16
61,37,2257,26,18
53,47,2491,22,15
41,61,2501,25,17
61,41,2501,25,17
41,67,2747,19,13
43,67,2881,22,15
83,37,3071,18,12
73,43,3139,23,15
41,83,3403,23,15
59,59,3481,26,18
53,67,3551,23,15
43,83,3569,25,16
47,79,3713,27,18
83,47,3901,25,16
97,47,4559,26,18
83,59,4897,29,20
79,67,5293,24,16
79,71,5609,25,17
71,83,5893,26,18
61,97,5917,27,18
89,67,5963,24,17
47,127,5969,27,18
73,97,7081,29,19
59,127,7493,25,16
127,59,7493,25,16
79,97,7663,26,17
127,61,7747,23,15
79,113,8927,31,22
79,127,10033,33,23
67,151,10117,25,18
113,101,11413,33,23
127,97,12319,32,23
103,131,13493,34,23
71,193,13703,33,23
113,127,14351,32,23
97,149,14453,34,23
157,107,16799,36,26
179,97,17363,35,25
97,191,18527,36,26
181,109,19729,39,28
157,127,19939,34,24
97,211,20467,33,23
97,227,22019,33,23
149,149,22201,34,24
229,101,23129,36,25
101,241,24341,35,24
131,191,25021,38,26
167,179,29893,38,26
173,173,29929,38,26
197,157,30929,40,28
179,173,30967,36,25
127,251,31877,38,27
227,149,33823,39,28
137,263,36031,25,19
331,113,37403,40,29
179,223,39917,41,29
211,193,40723,39,28
251,163,40913,42,30
233,193,44969,39,27
199,233,46367,37,26
277,179,49583,40,28
227,233,52891,39,28
137,389,53293,42,29
251,223,55973,41,29
131,449,58819,41,29
193,307,59251,40,28
257,239,61423,39,27
149,419,62431,41,29
223,293,65339,39,27
179,367,65693,46,33
307,223,68461,44,31
277,277,76729,37,27
307,251,77057,46,33
239,331,79109,46,33
379,223,84517,42,29
251,349,87599,43,31
223,409,91207,44,32
479,199,95321,47,34
397,263,104411,44,31
347,331,114857,47,33
367,337,123679,45,32
491,257,126187,44,31
271,487,131977,51,37
223,593,132239,48,35
463,313,144919,47,34
419,379,158801,51,37
509,349,177641,47,33
353,509,179677,47,33
347,521,180787,43,31
269,691,185879,44,32
541,347,187727,44,32
307,641,196787,48,34
433,457,197881,50,36
367,541,198547,49,35
397,503,199691,48,35
373,541,201793,52,37
617,389,240013,50,35
569,439,249791,48,34
569,457,260033,51,36
857,313,268241,55,40
541,547,295927,42,31
691,443,306113,54,39
547,587,321089,46,34
541,607,328387,48,35
373,919,342787,49,35
641,557,357037,49,35
347,1087,377189,49,35
701,541,379241,50,36
479,797,381763,52,38
613,631,386803,47,34
439,929,407831,51,37
727,587,426749,54,38
379,1151,436229,55,39
911,499,454589,52,37
631,727,458737,54,38
383,1201,459983,53,38
569,877,499013,55,39
797,641,510877,54,38
