p,q,m,unknowns,carry_bits
5,7,35,0,0
7,11,77,6,3
11,7,77,6,3
17,7,119,8,5
11,11,121,10,6
11,13,143,10,7
23,7,161,11,7
17,11,187,6,4
17,13,221,12,7
13,19,247,10,6
11,23,253,12,7
23,11,253,12,7
17,17,289,8,6
29,11,319,13,9
19,17,323,9,6
23,17,391,13,8
41,13,533,18,12
29,19,551,16,11
23,29,667,14,9
37,19,703,12,8
29,29,841,19,13
37,23,851,16,10
23,43,989,18,11
37,29,1073,22,15
31,37,1147,19,13
53,23,1219,19,13
31,41,1271,19,13
41,37,1517,17,11
53,29,1537,22,15
37,43,1591,19,12
43,37,1591,19,12
41,41,1681,23,15
43,41,1763,19,12
67,29,1943,19,12
53,37,1961,22,14
41,59,2419,22,15
73,37,2701,22,15
53,53,2809,23,15
43,67,2881,22,15
71,41,2911,19,13
79,37,2923,18,12
37,79,2923,18,12
31,101,3131,22,15
79,41,3239,23,15
83,41,3403,23,15
67,53,3551,23,15
47,97,4559,26,18
53,89,4717,27,18
139,47,6533,29,19
127,61,7747,23,15
151,53,8003,27,18
67,127,8509,32,22
137,79,10823,28,20
79,137,10823,28,20
127,89,11303,28,19
97,127,12319,32,23
127,101,12827,32,23
73,191,13943,31,21
97,157,15229,32,21
127,131,16637,37,26
127,149,18923,34,24
227,89,20203,34,24
109,191,20819,36,26
131,173,22663,32,23
107,223,23861,36,25
139,179,24881,39,27
149,167,24883,36,25
223,163,36349,40,28
223,191,42593,39,27
211,211,44521,39,27
307,163,50041,43,30
263,191,50233,43,30
127,409,51943,39,28
197,293,57721,43,30
251,233,58483,35,24
227,269,61063,40,28
419,157,65783,43,31
281,281,78961,37,27
317,277,87809,43,31
331,269,89039,40,29
307,313,96091,40,29
337,307,103459,43,30
479,223,106817,47,34
233,467,108811,43,31
331,331,109561,47,33
337,347,116939,45,32
373,331,123463,45,32
349,431,150419,48,35
577,269,155213,41,30
709,223,158107,48,35
419,397,166343,48,35
631,313,197503,48,34
317,673,213341,51,36
541,439,237499,48,34
491,487,239117,50,36
787,307,241609,51,36
563,443,249409,52,37
433,587,254171,48,34
523,487,254701,49,34
809,373,301757,53,38
853,367,313051,52,38
823,397,326731,51,37
827,457,377939,52,38
463,821,380123,52,38
967,419,405173,52,37
853,479,408587,51,37
599,797,477403,52,37
643,751,482893,54,38
409,1451,593459,55,40
631,997,629107,55,40
569,1163,661747,51,37
929,751,697679,56,41
1301,673,875573,58,41
787,1237,973519,56,40
919,1091,1002629,59,42
1511,719,1086409,62,45
1811,691,1251401,63,46
1289,1009,1300601,61,44
1511,907,1370477,58,41
809,1901,1537909,61,44
1753,907,1589971,60,44
907,1777,1611739,59,43
907,1801,1633507,58,42
2267,727,1648109,61,43
1319,1381,1821539,59,42
1627,1151,1872677,62,44
887,2417,2143879,64,47
1993,1117,2226181,65,47
997,2287,2280139,64,47
1993,1237,2465341,64,46
3061,809,2476349,64,46
1049,2741,2875309,61,44
2053,1447,2970691,60,44
991,3061,3033451,63,46
1997,1549,3093353,63,45
3319,1201,3986119,65,47
1879,2267,4259693,69,50
1319,3359,4430521,69,50
1861,2437,4535257,71,52
2749,1721,4731029,70,51
3389,1531,5188559,67,49
3607,1447,5219329,70,51
1823,3433,6258359,64,46
2579,2459,6341761,72,52
2447,2689,6579983,68,49
1987,3469,6892903,67,49
3719,2099,7806181,69,49
2687,2927,7864849,72,52
2503,5261,13168283,72,52
3359,4001,13439359,70,51
5449,2543,13856807,72,52
5581,2689,15007309,75,54
5669,2797,15856193,76,55
4583,3527,16164241,76,55
4373,3701,16184473,76,55
6217,2657,16518569,74,53
3527,4957,17483339,75,55
5147,3851,19821097,77,56
5309,3761,19967149,77,56
6067,3389,20561063,74,54
4919,4951,24353969,74,54
4861,5099,24786239,71,52
4297,6047,25983959,77,56
4657,6067,28254019,77,56
6197,5591,34647427,80,59
8563,4253,36418439,66,50
8887,4649,41315663,72,54
7993,6007,48013951,77,56
8627,5801,50045227,76,56
8623,6469,55782187,81,59
10133,5879,59571907,81,59
8501,7529,64004029,83,60
11369,5651,64246219,82,60
9311,7039,65540129,83,60
5351,12511,66946361,84,61
8677,8017,69563509,84,61
8419,9587,80712953,79,59
13337,6637,88517669,86,63
11959,8053,96305827,82,60
13043,8387,109391641,91,67
11311,10499,118754189,90,66
12277,11083,136065991,90,67
16619,9491,157730929,85,64
8069,20477,165228913,90,66
9049,19051,172392499,87,65
19373,9419,182474287,86,64
9929,21227,210762883,90,66
22109,9719,214877371,91,67
14221,15271,217168891,88,65
14221,15991,227408011,89,66
18719,12473,233482087,91,67
18493,15497,286586021,95,70
17467,16811,293637737,86,66
19031,16183,307978673,98,73
21121,16103,340111463,93,69
15971,21491,343232761,97,72
17207,20849,358748743,92,69
21397,17791,380674027,92,69
21701,18661,404962361,98,72
27809,14653,407485277,96,71
21193,21001,445074193,101,75
16301,28591,466061891,94,70
19603,25057,491192371,96,71
22123,22637,500798351,96,71
19301,26557,512576657,102,76
32377,16979,549729083,100,75
15551,36161,562339711,99,74
18541,34403,637866023,91,69
27059,24197,654746623,99,74
23909,28807,688746563,97,72
26479,26489,701402231,97,72
37217,23071,858633407,100,74
17881,50647,905619007,103,77
23531,49499,1164760969,108,81
45817,27067,1240128739,105,79
42443,33191,1408725613,104,78
36017,41579,1497550843,103,78
35759,42061,1504059299,102,77
26813,56891,1525418383,103,77
26417,60757,1605017669,106,79
45817,35339,1619126963,108,81
30089,55921,1682606969,109,82
37517,60251,2260436767,110,83
52837,43391,2292650267,111,84
81371,28837,2346495527,110,83
64187,38747,2487053689,112,84
62701,46549,2918668849,110,82
41491,73951,3068300941,111,84
56891,61987,3526502417,115,87
73091,58169,4251630379,111,83
52453,85447,4481951491,116,88
80863,56813,4594069619,114,86
76333,62039,4735622987,115,87
74353,64081,4764614593,117,88
78977,90533,7150024741,118,88
127541,56767,7240119947,115,87
88799,82217,7300787383,116,87
67843,111821,7586272103,116,87
148913,53681,7993798753,118,88
110813,80207,8887978291,120,91
83639,116989,9784842971,120,91
98297,104623,10284127031,119,90
90583,115001,10417135583,120,91
120871,90469,10935078499,121,92
119489,99289,11863943321,124,94
107137,113327,12141514799,116,87
136841,93371,12776981011,119,91
131101,122011,15995764111,121,91
145577,120557,17550326389,127,96
157321,123631,19449752551,125,95
251143,77549,19475888507,124,94
229961,85361,19629700921,128,97
176819,115421,20408625799,126,96
209887,113417,23804753879,125,95
165749,153623,25462858627,123,94
130199,201973,26296682627,126,96
149333,185429,27690668857,129,97
209459,133919,28050539821,129,97
285179,99877,28482822983,128,97
114547,277657,31804776379,125,94
234457,137029,32127408253,127,95
289063,118673,34303973399,126,95
169199,292921,49561940279,127,97
263647,219707,57925091429,135,102
388961,155707,60563950427,133,101
236207,280031,66145282417,136,103
293803,225721,66317506963,133,101
229727,297113,68254878151,133,101
218357,328213,71667606041,138,105
242747,303337,73634146739,136,104
324361,230303,74701311383,137,105
439823,193261,85000632803,134,102
344161,249677,85929085997,137,104
255679,362629,92716620091,132,100
273569,359231,98274465439,133,102
306701,335567,102918734467,133,102
304429,348077,105964733033,140,106
325411,354643,115404733273,140,106
323251,402131,129989247881,141,107
570043,229309,130715990287,137,104
274177,598841,164188428857,135,104
641143,257053,164807731579,140,107
312589,552913,172834521757,140,107
448387,417931,187394827297,141,107
711679,357211,254219567269,144,109
452191,580607,262545259937,145,110
315461,896167,282705737987,146,112
772619,404773,312735310487,147,113
611057,512321,313057333297,148,113
440983,733793,323590238519,143,109
767813,475621,365187986873,147,112
682069,574003,391509652207,142,109
482437,840709,405589127833,145,110
899051,459961,413528397011,146,112
596461,694271,414105574931,147,112
794063,580663,461083003769,150,114
690787,674347,465830141089,149,113
741781,811231,601755742411,149,114
870007,737767,641862454369,153,117
562313,1150823,647122733599,144,112
855719,900283,770389268477,151,115
812233,963379,782488215307,147,112
867487,1070243,928421889341,154,117
883517,1058443,935152384031,151,115
1726409,568069,980719434221,153,116
805757,1501777,1210067330189,157,120
1646101,762031,1254379991131,156,120
881017,1473869,1298503644773,155,118
1202387,1092019,1313029449353,151,117
1678463,785857,1319031897791,154,118
1161137,1148501,1333567005637,150,116
1093297,1383169,1512214518193,155,119
1558327,977923,1523923814821,157,120
2060749,1092229,2250809819521,165,127
1278181,1763803,2254459482343,159,122
1659211,1692499,2808212958289,165,127
2920943,988093,2886163331699,156,119
1232527,2487047,3065352577769,161,124
1784527,1791739,3197406622453,161,123
2175707,1526467,3321144937169,166,127
1220893,2814389,3436067829377,165,126
2003483,1986277,3979472202791,157,120
2039761,2038693,4158446472373,162,124
2709671,1836827,4977196853917,168,129
2309003,2205139,5091672566417,162,126
1744397,2919031,5091948919307,165,127
2295011,2362141,5421139578551,158,123
1477001,3981037,5879995630037,169,130
2395177,2562097,6136675806169,166,128
3356387,1874003,6289879307161,165,126
1819043,3755183,6830839349869,166,127
3097631,2234789,6922551684859,166,127
2430217,3019273,7337488572241,171,131
2066419,3612391,7464713397829,169,130
3724621,2289431,8527262780651,167,128
2255459,4115393,9282100180387,169,130
5628397,1749413,9846390880961,172,132
4146547,3101509,12860552839423,171,132
5484797,2745529,15058669222613,174,133
