p,q,m,unknowns,carry_bits
5,5,25,4,2
5,7,35,0,0
5,17,85,10,6
13,7,91,0,0
11,11,121,10,6
13,11,143,10,7
23,7,161,11,7
11,17,187,6,4
11,19,209,13,8
23,11,253,12,7
17,17,289,8,6
23,13,299,13,9
19,17,323,9,6
17,19,323,9,6
13,29,377,14,9
17,23,391,13,8
13,31,403,13,9
23,19,437,15,9
17,29,493,15,9
29,17,493,15,9
19,29,551,16,11
29,19,551,16,11
17,37,629,10,7
23,29,667,14,9
53,13,689,17,11
29,29,841,19,13
37,23,851,16,10
17,59,1003,16,10
37,29,1073,22,15
29,37,1073,22,15
37,31,1147,19,13
37,37,1369,19,13
29,53,1537,22,15
53,29,1537,22,15
43,37,1591,19,12
47,43,2021,21,13
47,53,2491,22,15
47,59,2773,23,15
53,53,2809,23,15
67,47,3149,25,16
53,67,3551,23,15
67,53,3551,23,15
79,47,3713,27,18
61,67,4087,22,14
79,53,4187,26,18
71,59,4189,28,19
53,83,4399,26,18
53,89,4717,27,18
61,83,5063,26,18
79,67,5293,24,16
59,97,5723,24,16
59,101,5959,24,16
103,61,6283,27,19
127,59,7493,25,16
71,109,7739,27,18
83,103,8549,32,22
157,59,9263,30,21
97,101,9797,34,24
97,103,9991,31,22
101,107,10807,28,19
89,131,11659,28,20
137,89,12193,29,20
131,127,16637,37,26
103,163,16789,38,27
149,113,16837,38,27
139,127,17653,37,26
113,157,17741,38,27
137,149,20413,28,20
127,163,20701,38,27
191,109,20819,36,26
137,173,23701,34,24
157,157,24649,40,28
173,157,27161,40,28
109,257,28013,37,25
163,173,28199,35,24
127,227,28829,38,27
233,127,29591,32,22
191,157,29987,35,24
137,233,31921,38,26
113,293,33109,42,30
157,211,33127,39,28
269,149,40081,34,25
211,223,47053,39,27
181,263,47603,35,25
257,223,57311,40,28
347,181,62807,41,29
193,409,78937,47,34
367,263,96521,43,31
251,389,97639,40,28
419,257,107683,44,31
191,569,108679,45,32
509,229,116561,47,34
277,433,119941,46,32
331,373,123463,45,32
241,541,130381,46,32
593,233,138169,49,35
331,431,142661,50,36
521,277,144317,35,26
683,277,189191,44,32
311,613,190643,43,31
499,409,204091,46,33
397,523,207631,48,34
313,751,235063,48,34
443,673,298139,52,38
439,701,307739,51,37
787,433,340771,48,34
487,709,345283,52,38
389,997,387833,51,36
797,503,400891,51,37
641,659,422419,52,37
607,911,552977,58,42
1039,563,584957,43,32
757,787,595759,55,40
827,727,601229,58,42
613,991,607483,54,39
839,827,693853,58,42
521,1361,709081,55,40
733,1031,755723,52,38
919,883,811477,57,41
887,929,824023,56,41
521,1741,907061,57,40
1009,907,915163,55,40
659,1447,953573,57,40
1277,787,1004999,57,41
811,1277,1035647,55,39
1277,839,1071403,59,43
617,1783,1100111,59,43
919,1201,1103719,58,42
821,1361,1117381,62,45
877,1361,1193597,61,44
1567,907,1421269,59,42
1381,1283,1771823,59,42
1831,1283,2349173,64,46
1637,1531,2506247,64,47
1201,2111,2535311,55,41
1579,1693,2673247,64,47
1549,1747,2706103,60,43
1531,1777,2720587,61,44
1657,1657,2745649,63,45
1409,2203,3104027,60,44
2833,1237,3504421,66,47
2161,1847,3991367,65,47
2383,1949,4644467,66,48
2333,1993,4649669,69,50
2467,1949,4808183,67,49
1931,2609,5037979,68,50
1949,2851,5556599,67,49
3119,2089,6515591,69,50
3557,2017,7174469,70,51
4001,1973,7893973,70,51
3433,2351,8070983,69,50
3697,2521,9320137,74,54
2179,4583,9986357,64,47
3191,3229,10303739,70,51
4657,2237,10417709,64,47
2687,3989,10718443,71,52
3209,3571,11459339,69,50
3677,3187,11718599,72,53
3821,3329,12720109,73,53
5387,2377,12804899,72,52
3203,4021,12879263,71,52
7919,2029,16067651,68,49
4219,4001,16880219,76,56
4363,4057,17700691,75,55
7103,2633,18702199,74,54
4049,4751,19236799,75,55
3607,5779,20844853,76,55
4993,4337,21654641,75,55
4409,5563,24527267,72,53
3967,6397,25376899,76,56
4889,6551,32027839,76,55
6067,5407,32804269,78,56
5309,6599,35034091,78,57
8069,4783,38594027,80,59
8629,4673,40323317,74,55
12613,3659,46150967,79,58
7487,7079,53000473,83,61
6067,10639,64546813,83,60
11617,6317,73384589,88,65
8737,8887,77645719,77,58
6421,12373,79447033,87,64
6131,13177,80788187,84,62
7993,10937,87419441,84,61
10499,8597,90259903,81,60
7841,13093,102662213,88,65
9277,11369,105470213,87,63
9151,12071,110461721,91,67
12941,8563,110813783,87,64
13291,9091,120828481,90,66
13687,9371,128260877,89,65
11549,12011,138715039,89,66
8419,18143,152745917,82,61
12301,13171,162016471,91,68
10667,15671,167162557,90,66
13309,12601,167706709,92,68
19697,9311,183398767,86,64
8689,21211,184302379,86,64
12487,16631,207671297,94,69
