p, q, m=p*q
11,11,121
11,13,143
17,11,187
13,17,221
37,41,1517
37,47,1739
29,73,2117
41,53,2173
131,73,9563
157,79,12403
149,149,22201
191,127,24257
149,233,34717
331,353,116843
419,569,238411
353,683,241099
487,577,280999
863,659,568717
929,887,824023
1601,2251,3603851
2411,2423,5841853
2939,2129,6257131
3967,1693,6716131
5791,2789,16151099
8597,3109,26728073
7043,5113,36010859
5099,7919,40378981
6491,14321,92957611
20407,10079,205682153
14813,15373,227720249
26153,19403,507446659
16921,35381,598681901
64997,21121,1372801637
90583,50411,4566379613
91367,64661,5907881587
104381,96211,10042600391
152183,197203,30010944149
244129,149893,36593228197
225133,221047,49764974251
289637,248431,71954809547
178021,419183,74623376843
486163,266489,129557091707
280321,709381,198854391301
869489,996403,866361448067
838157,1632427,1368230117039
980677,1488533,1459770076841
2383673,2299837,5482059361301
2680541,3004829,8054567332489
3087349,3758627,11604193309823
3416993,4060109,13873364032237
4115201,5375003,22119217720603
5911123,3768937,22278650186251
6395929,5567701,35610620289229
11481401,5905703,67805744329903
7524967,24726761,186068060541887
21063281,9817627,206791436254187
14553761,15965563,232358988132443
31260413,20043223,626559428831099
20719381,31817977,659248788112237
25572227,42019169,1074523728019363
54526607,78543799,4282726860359993
71222857,107764213,7675275132216541
114454339,90455921,10353072646691219
201442523,66002987,13295808226816201
227750827,273509387,62291989081513049
237681569,338983991,80570246846761879
284383271,399227489,113533619194936519
315774967,404632463,127772802650953721
416750371,668117887,278438377278986077
500815867,749162083,375192258121170961
1293366611,463955227,600064199600725697
549235859,1572194177,863505419319393043
997842107,1053929663,1051655395557719941
1699337617,2753730041,4679517045734252297
2243322559,2473682137,5549266941727428583
2166225329,3209495111,6952489602749866519
6568088063,4776455309,31372179098495876467
5306086691,7068567917,37506434148823292647
8879024897,5176657583,45963671562700843951
8582438041,11744924111,100800083478904506551
17924544223,5970804373,107023947030720287179
14918531249,30487687423,454831517529769781327
18227402279,39234065467,715135094307630999293
26149040017,27372035333,715752447269354920661
34628401099,29809050907,1032239771188105746793
70259979857,36651199439,2575112534319029700223
47166805891,68158583567,3214822680910191393197
46360416397,105309245557,4882180474476442198129
81082457297,70857321949,5745285781109573311853
196194351733,116045422547,22767456448190726723951
90163239041,286933128401,25870820244801309103441
145999341767,237170436049,34626727549746368158583
195893435081,288142586503,56445241063196857311743
423949367521,289543354897,122751722178491588100337
381036290231,441884249957,168373935315123201270067
285446155711,680106004883,194133644569818944336813
593474006183,573266051669,340218500292712103469427
1008707918527,539512199321,544210227597009852720167
1555667452219,1657706657291,2578840292074364950478729
2003157064067,1703046702887,3411470033324107372861429
1603483576529,3849573891707,6172728511987001692945003
2995808200997,3469273608439,10393278327664011187413683
2270904694321,4877025113483,11075259224529952450630043
4228376943311,4978773178019,21052129711910772474280909
9591996682357,9597285599773,92057131632655226912304961
10849746161851,11153206954363,121009464345429840568605913
15445702099381,14847191141239,229325291380146207585473059
17961784341691,17272771350749,310249793985492291824776559
19811386903849,17057804466889,337938764023741707747155761
25212992794393,18094823944957,456224665740010759450226101
41632221528067,20677622987279,860855380880249854682459693
33708791752057,36957492227011,1245792409158579085470211627
64472981854027,42437842426169,2736094244666451093482832563
