p, q, m=p*q
7,5,35
11,5,55
5,23,115
5,23,115
7,17,119
11,11,121
11,17,187
23,11,253
17,17,289
17,37,629
23,37,851
53,41,2173
43,53,2279
59,41,2419
67,37,2479
59,53,3127
47,71,3337
137,61,8357
67,139,9313
83,127,10541
127,97,12319
137,97,13289
113,127,14351
149,97,14453
71,211,14981
223,97,21631
149,211,31439
347,179,62113
293,227,66511
379,277,104983
313,547,171211
541,373,201793
311,691,214901
521,691,360011
797,499,397703
719,593,426367
739,809,597851
787,857,674459
983,1049,1031167
1327,1103,1463681
809,1931,1562179
877,2237,1961849
1031,2711,2795041
1723,1657,2855011
2437,1279,3116923
1237,2647,3274339
1637,2161,3537557
3889,2879,11196431
5167,2663,13759721
3169,4447,14092543
3571,4049,14458979
3251,5471,17786221
8969,2939,26359891
6967,4861,33866587
5147,6761,34798867
7673,6229,47795117
4409,11863,52303967
8933,10589,94591537
14591,6829,99641939
15991,10781,172398971
11657,16253,189461221
19031,10243,194934533
18353,16001,293666353
17957,17609,316204813
28463,16871,480199273
15859,31957,506806063
38839,17971,697975669
27299,27917,762106183
57047,23531,1342372957
45833,33749,1546817917
38261,41257,1578534077
37799,43753,1653819647
60077,29063,1746017851
54311,78229,4248695219
42727,102523,4380500221
69313,69221,4797915173
93077,91193,8487970861
96907,124513,12066181291
158699,120539,19129418761
125287,175891,22036855717
165653,151169,25041598357
227131,139133,31601417423
193619,228383,44219288077
137077,324811,44524117447
173273,276173,47853324229
196681,260417,51219075977
289243,206069,59604015767
253789,330067,83767373863
471841,296797,140040993277
262583,564701,148280882683
650183,252937,164455337471
407783,408869,166729827427
638117,487247,310920593899
540961,696719,376897806959
1195771,368197,440279294887
434111,1037497,450388860167
598777,1529741,915973726757
1195919,1162559,1390326396721
1256989,1156997,1454332502033
1255211,1179569,1480607984059
1247167,1222097,1524159049199
870161,2315597,2014942201117
2363707,985729,2329974537403
1093487,2330047,2547876103889
2072101,2933743,6079011804043
2850041,2575351,7339855939391
2652553,3091147,8199431248291
3693563,2772529,10240510530827
3076231,3967027,12203491435237
5693729,3224537,18359639828473
8137211,3743647,30462845548517
4489663,7123379,31981571131277
10240723,3176171,32526287411633
7587739,6597397,50059326515383
8916913,7484089,66734970497257
11102321,6714577,74547389233217
10619759,7803437,82870620311683
8832709,10340381,91333576322129
13819781,6895769,95298017406589
12486623,11701069,146106837299987
15975613,10623911,169723490682443
25872331,10259023,265424838792613
21444043,12764623,273725124490789
10640143,27002071,287305896736153
12566173,24870353,312525158369069
15114277,23021057,347946632330789
18303613,24976577,457161599472701
52239067,25753643,1345346282171081
53206031,30966511,1647605144227841
67464011,37924421,2558533555512631
66595721,60956851,4059465442234571
51975529,86717053,4507164702996037
61092641,84384431,5155267749072271
105926453,57952607,6138714101612971
64204669,107048857,6873036430513333
96673223,85902163,8304438959881349
160631579,53241011,8552187664486369
140835047,76380517,10757053701579299
204067051,106643191,21762361496599741
162382331,162668977,26414567666645387
195549479,173284493,33885692324929147
134455549,294275521,39566976733316029
159558547,256855583,40983503612317901
200781103,212252741,42616339452753323
254847623,171518341,43711041504753443
289862939,376428653,109112715682391167
225379327,502991323,113363845864579621
727754719,394936939,287417221064665141
531855301,545770651,290271013864570951
571576079,791052247,452146541624399513
743093753,682244333,506971501871951749
1179390613,434486999,512429888091140387
674071421,903328351,608907825188156771
1220909117,550114573,671639897570262041
1036022069,931755161,965318909700648109
804900353,1236752887,995462835320069111
973277873,1341483527,1305636233823098071
1744727011,1425265649,2486699475660745139
1346438921,1914578021,2577862364765555341
2278813547,1224241787,2789818769019088489
1103599331,3245388557,3581608640340255367
2086044473,1956077191,4080464013046915343
2069165599,2939690021,6082705463176787579
2397184703,2545001593,6100838887850231879
4415537437,1768295663,7807975699661235731
4001586179,3727901537,14917519267132057123
5105433497,4841377771,24717332243694595187
4718981389,5597623177,26415079594898052853
4177757539,6371198369,26617322018554253891
5892472427,4783631857,28187418818291306939
9508582943,3612961673,34354145737600543639
9048078121,6261931367,56658444196956321407
10524442897,5928891869,62398283917778104493
12396040913,5722978307,70942273237783474291
9688710677,8737262851,84652811872239160127
15124586291,6050498123,91511280964847031793
16311754343,9232350539,150595834000631640877
8985743779,18487533217,166124236593713607043
10499951887,20304742097,213198815096443487039
9826552613,26761271557,262971042945640928441
18919075433,23208768433,439088440690956206489
22766972659,23312911871,530764427168733534989
24560463667,28518639679,700431013668344042893
28796839637,25179501673,725090071816954212701
25143916607,31811486099,799865353617995746093
27566766853,32975691149,909033189721018684097
38364840209,24450425159,938036654267148418231
34117845143,31773714733,1084050678878351591819
49038996401,45909409673,2251351375726281586873
55997896523,46982204497,2630904625845431263931
69371437049,78920412833,5474822450725551249817
82449496141,94022700379,7752124272064759737439
129171433597,64451462879,8325287857504258945763
86630993927,132137334829,11447188651101064583483
176424006497,120744774191,21302276826351781918927
189648595897,114722470979,21756955539001680973163
112941519689,210526122349,23777140192328406429461
188889935053,130262004577,24605181584423118737581
172072120387,168481196773,28990916774069491911151
194623290391,225940737749,43973329814080402669859
378217194197,169229441911,64005484695102617790467
170266285187,415387905677,70726555611230738306599
251181908011,357617554933,89827059786299545268263
425675203703,257164428383,109468520437099079902249
596836521643,272878131269,162863634699031913554967
353748806441,461948152859,163413607711495871764819
397463828623,445976984683,177259719809846207981509
