p, q, m=p*q
7,17,119
11,11,121
19,7,133
29,11,319
17,23,391
41,19,779
43,37,1591
37,47,1739
37,53,1961
59,41,2419
53,47,2491
103,53,5459
157,67,10519
89,211,18779
229,127,29083
191,251,47941
431,167,71977
167,577,96359
317,389,123313
373,373,139129
563,479,269677
521,521,271441
809,1459,1180331
1151,1087,1251137
1217,1907,2320819
2267,1301,2949367
2333,1361,3175213
2053,2939,6033767
2633,2389,6290237
2579,3067,7909793
6133,3571,21900943
7901,4091,32322991
9311,4831,44981441
5641,11437,64516117
16901,7321,123732221
20047,9413,188702411
13487,17077,230317499
18959,13477,255510443
13063,30809,402457967
24103,26249,632679647
38011,30491,1158993401
60601,39551,2396830151
41231,61543,2537479433
44041,79103,3483775223
55291,67339,3723240649
60343,72739,4389289477
49757,168673,8392662461
78401,153359,12023498959
87359,138101,12064365259
263063,159431,41940397153
342691,143797,49277937727
355609,270437,96169831133
662443,297317,196955565431
361159,581143,209885024737
811981,835207,678172215067
657557,1092851,718611825007
1232657,604547,745199091379
1335557,1095833,1463547433981
807203,2222321,1793864178163
932917,2537653,2367419623801
2207783,2013589,4445567563187
1904753,3672727,6995637771431
2797999,3515657,9836804770343
4127069,3309919,13660264097411
4199347,4295897,18039962179259
6022319,6696373,40327694348987
10815691,3954443,42770033565113
11175277,9131117,102042761794409
16772491,6561911,110059593190301
18524179,7026209,130154753207411
12574459,16267073,204549642488507
11509567,25042489,288228204992263
34444307,28722437,989324437816159
39508891,33871457,1338223702624187
55875551,34106857,1905739427753207
73964129,28216751,2087027410924879
36742943,63792191,2343912837758113
48266693,54230213,2617513042195609
120317399,60233351,7247120125374049
97998209,105829949,10371145460561341
77121679,241155797,18598339965223163
180985073,120104063,21737042609651599
227556283,215150107,48958758635972281
360809261,190312159,68666389448104499
464052221,165452563,76778629330292423
254987219,324356969,82706881488579211
338123189,360279043,121818698949028127
417302911,352055783,146913903080284313
403398521,1063700327,429095138699016367
396063169,1155200113,457532217583938097
996132491,1360147739,1354887355378087849
1780243889,850808323,1514646317731088147
1119454159,1774773491,1986777565782899069
1260643493,2097310561,2643960911524829573
1896289601,1546138849,2931927021060809249
3510449603,2659216481,9335045440017507043
5309676467,2208299281,11725354724418720227
4984854881,3284439611,16372454826243091291
6726143441,4682836831,31497432236103875471
4194090793,7628147381,31993142698299163133
5507246117,8106456791,44644252684863030547
9364331413,9330609287,87374917648683632531
21138825779,6508337293,137578608147695476247
14717808013,16522314463,243172252196847192019
18059010029,17476487891,315608070095266058839
27290084249,13515554771,368840628372563901979
33483096781,21580180889,722571285257873618309
34721558891,26278023691,912413947126149686681
20953759601,44565131069,933807043006882143469
35843755021,29310543377,1050599936337582045917
35175634093,54896765887,1931028549730196585491
66246505103,56077098817,3714911812941825763151
65631749933,75228330971,4937367006165631074943
55354262833,148738045429,8233284859943560240357
123469054997,147051662861,18156329849185111366417
138561160469,163353047111,22634387773847387855059
220639416091,145600298573,32125164859821980538143
251243445707,157254381701,39509132711083047807607
457112042683,128386416343,58686977027298824768269
238508520017,386561595499,92198234037876698603483
344241885077,516102972169,177664260033299027422013
559358270027,486661418333,272218089047633022204991
529908919739,838345477729,444246746471450272992731
760835563861,689732351549,524772902603956891770689
512572964083,1276688710637,654396116622510581050871
980739427691,784599276731,769487445627933473358121
1717139549479,2234724464923,3837333760907579558425117
2467415506649,1987213798693,4903282141921972489009757
2093470661897,2413272467687,5052115110266510434622239
2322992780153,3826686734249,8889365655567688792560097
3409019710177,3805231939297,12972110682858522597125569
3982767995009,5546403959893,22090040178853021660174037
6202129508233,6977658945251,43276344442727178100751483
5593026609271,9248425029043,51726687281285419988057653
10153943844491,6200018972479,62954644481330556784763189
10893147286523,9007711902401,98122332467420383358641723
12130582371203,11212175639339,136010220153397399147554817
11518844398447,13658689931041,157332324002296063557493327
12126577888417,26095457423411,316448596978863091881530387
19775943566461,17674267056167,349525307881319381384414987
34911344002147,28612511972981,998901248254289459669990207
31400955722173,32360674312787,1016156101235485762073326151
36662230949083,31894846594307,1169336231926056614874670481
62576219575763,59570016398099,3727666426259245559099674537
125115139060649,41210229092017,5156023543568909929564739033
82949350892651,92565758754349,7678269603558976340978389199
94280802927193,147488407538687,13905325485200475437991815591
156647935404523,126849501300559,19870712485825922510271028357
172585532747497,137961025701593,23810077119100553981339662721
200981523610741,120762964211633,24271124543003388182635950053
140304860061467,179405610817471,25171479119987278889177489957
198279064377769,199224810132767,39502108953963713789133256823
192517688147689,243272173395359,46834196412738248626579175351
656000917550557,318411069617807,208877953827535674784589968499
546237153264181,580738822758781,317221121333748302125730523361
358298502361013,999813138065569,358231550009758090890103261397
654723157845247,755435877166211,494601363047855788515235349117
1189228139728267,515603929539469,613170701962807172872111470223
1442951507797601,768659286478033,1109138076406105855299896598833
1608272417625037,1479752326485799,2379844851603589028795887349563
1180161672878861,2042489967047573,2410468376349153430151453054353
973712348202161,2915368111219351,2838729929449093137978363217511
1279406795818601,2636696047759577,3373406842011649361517752491777
2945216749984627,1807287015041353,5322851988729511374980519280331
4166326736727329,2334469931914349,9726164493420779581844195543821
2506690326863339,5622871903426511,14094798609510885981864926580229
5148088893858817,4227666743801563,21764404210701095146251185930971
6505641360029443,9633581685555227,62672627458770240880956522548561
8874724433397791,7564472317868461,67132607305148452324604825969651
13881398799427339,10811661013072463,150080978206679455593837310265957
9512793890002771,16094445029793149,153103138342401733478237166815879
25179657076409743,14887007470148777,374849742992296358662637222334311
19246787169154703,23892094779010207,459846063236881721346231199053521
25527576496300267,27670617580759669,706363806992713481518261787531623
26627334227175137,31570949658506821,840650228426381877936604276109477
42534173129279749,28551031325963423,1214394509438017789065867508620827
37214363756728607,46919094165733567,1746064237419811893360210289051169
82017507155079029,23288085233560531,1910030697271641131506022360204399
97243350726477353,64492759662714641,6271492047199771112321455188025273
81759891737757773,130737955512570751,10689121088723576637075411762697523
188811116696958367,65807584737036313,12425203561329539584594261128180871
110807519355289319,152232543637914007,16868510525663082209770883127591233
218097463864679809,91250318113944667,19901462957496584433034735898128603
236134027599204211,227462687888303377,53711680619605803036759260143920547
243566925416304131,361582022229173063,88069421440169417797079849840823253
413105450822036729,262351814390670163,108378964557837100836609978910416827
683998481963089031,180937253633941879,123760806816186659552400111956429249
423700517112004409,305691938726908957,129521832515562491826002419125591413
640463575045102993,464990046612195131,297809187613635575015272835708127083
443172162287817461,712491529411434749,315756411701019628215463311824352289
754565086718515321,519473961299709089,391976914656125660570668707289452569
725791733249718307,645055206850204637,468175736621565589069033825555189559
2240815448142416809,841657056285458359,1885998133762526700836438204591156431
1776367818986243333,1504152955723625329,2671928905380487761119931793316181557
1764811031817628607,1786663023953056699,3153122614812998488016792051195388293
2342519729436213317,2175980864739868409,5097278106528814031683047501833402653
3876740750785439311,1540508099000144437,5972150524308869814672300985497762907
2441943760059636307,4649314261792877233,11353363950141390904226174477080498531
5441834434111786439,3032238519967144889,16500939990397368751973065350138360271
4680638992921214597,5916345607735139639,27692277947163255337610650633280110483
5380104335226240343,5726454859492131953,30808924615030990130312832993847979879
9521668983306887279,4173909663017224747,39742586177476010847525085333738293413
7552057527596948747,10757989055641458061,81244952229462663249834756817766999567
8979780211865834141,11472284848397935703,103018596466532013976069715218580236123
14939443250547824777,8135719459136913167,121543119162153556937010512818180138759
12686182914660693637,15259953017374817029,193590555247545302786674534561099544473
23476988224223266877,21215541007902111331,498077006413043686247323702862578683287
30702366647966767763,17202582617582871601,528159998816969215116049169091814998563
17131798034106276263,44523142692649611253,762761488454167829537400234854371587539
29084153246906019371,30839297947010995573,896934867517861984220192073497133244583
56894284944265404481,22003464626853379679,1251871386241260635675937132872800941599
55122328644905639501,44583119707480458281,2457525376530907200857919169168856157781
74033046043048095119,92277423265370910779,6831578725339042138827513380030054387701
109778619414594521129,71118698900165271769,7807312579822385320392066839024697707201
77454879119128156189,122944738133099839889,9522669830432113960457490428027684423021
66346658071514601101,179235375141052168591,11891668148803036346065856324216366218691
198166707377777518021,207182312771510999911,41056636748843198163312118301277531896131
161246984705257173319,360410323177578044279,58115077869031721823813166124723759392001
300530138963122024657,299358288218718003827,89966187958133656520278272016797714362339
323989629343215713783,378444670574603082137,122612148546381027142457850760562231994271
492378063175953827071,281588480064832683277,138647990426983001737535053272870171591667
242930987624337603013,600853160648338016669,145965851733505536380990996652325898623697
689906856240468246439,606578334833370299341,418482552048468615607397329038874787296699
1047900506570998674883,604665641477899222027,633629432010768462610259263170033605247841
709138586563493768873,1527253499231006854171,1083034387768826118229288601725312290019283
1198840873945704946129,1098844467262031660717,1317339661462816603603797441766462890514493
1236544552859483928877,1174892917442777401667,1452807437257053748473523693195702689237959
1725774746870219789077,1880222182467599023511,3244839961007792909074394682832353583989347
1780735229927128911181,2609823333886397842181,4647404354537380787402152347016458404325761
2617681403231018499871,2844738493482667569691,7446619051445002819300991528762396167009861
2978172433418259398273,3198061674643251214061,9524379119793965226886481135146530576716653
3537289830526412389987,3123992931184509404959,11050468426115363556908153485706546419745533
4037576057007872707369,3518263190416838260399,14205255219879156266373809759497324348180231
5991990829200614045993,5612920633680113399419,33632568962042138727158822902711498845478067
8660169176170707849799,5787256940300861929931,50118624168973526840333417855060898410433869
9432720920144205919387,7550299563411705789497,71219868645149261663662517917012365573278339
14001554396534048486453,10770923937815140932731,150809677416249412788729836042307877237793143
13349036872818232060537,15787896076445038932899,210753206868687118134917926727825136448906763
20368860443947248924781,13153222972839166543439,267916163121881939126170337158593781080061859
13626196987234638568133,22901551308935201351359,312061049448812334039279321729295922393642747
11679859127882821355881,33941964050408492299411,396437358632434207585830568877879966437686091
30548641756466359521997,15797920695693380920271,482605019829802896497994456258330423527701187
19737411716634682213853,25039203989396303574701,494209078195516479363503114086682088442532953
24173960074906864360667,27622136333371139652767,667736420906548214796087011762793717832515589
34921971725474878467523,59097458902988730261461,2063799788857586066902747660141327214787031103
43846313693260062849149,57867745555215242659487,2537287324335723232565901241357470597254726563
66068827775521440046091,88257082237021099139897,5831041966287779505144584983561222372136992627
149226752406294564061043,94328294388075460002163,14076305031557401674053545359585545446844036009
101197262706269900275057,141171217455807468583301,14286140779439303494002606937185173826017023157
111473316881532339871223,192096175551046538745251,21413597848932276058082883772380657797342811973
196746601012130827849703,126664027822756693467179,24920716944633349405934225853201209336175397837
209046611941200781875797,126673811808563187394381,26480731180257405821560507316735966041997696657
326727460503598438110973,174981002039518694604061,57171098432746922036695151828795656153014461353
317808083972070207546049,266993780353144769480629,84852781766492701691501264062263662750330984821
270133247276226002789147,415431579007755004856087,112221881458454902143971425290609336191340487789
519522482759060687193223,443145588186679518583187,230224096198468017528528393320911967488668141701
559150397979688480005857,572588822443409999747771,320163267947953884520663935917832206746602694747
738012776565573018354491,916541071718141887290409,676419021175091884178563377866872296351826376819
1171442547861269175285709,914433228158737184371867,1071205990643276359834312620635034426509426748703
1413904982170830233465417,866013513262812350057653,1224460821029554747732535799225110760949931686301
1675108979606305150201303,891478307775525960717569,1493323318479016942542644806683947482650678792407
1120201011798332339478221,1448830035016163736444457,1622980871148919890267385123444174738601127670997
2428887824698523089027153,1925571817679520651127631,4676997943544392017909583434695360163612227564543
2233965335185211821853921,2214846931976711007925307,4947891268777291254417020189601921582052633078747
2620703674963788243537047,2663251239258176526151279,6979592310075766490607715620912116668452762933113
5495764895229571970799877,2312926007715824326637423,12711297558468109452226576023779372088751071996971
4254456150030473269549957,4083199029625279783598221,17371791223387732195456014471290630370402775826497
5987089739469439000734337,2911490347586988668680181,17431353986602370387583285798775300986451598074997
3673431934579179738142231,6837485729251483767328643,25117038430061811582006778806315386200346454222533
12655976206820631042955367,4724170766729099765714209,59788992820681064266079360625468741061746864709703
6701369659113929159354899,10047594941965160892500017,67332647891151909085329600565874912979883066533283
12533163000779825733672689,7479438181675406787676783,93741017885194144728744059711895270386652446479487
10210917963160940616046387,18667438193903826286671067,190611679980329205927935921205510971902317082784929
10687378107333930935928577,18260477892488452332780613,195156631657636323684814359954401201850779578277701
23998019507025875938993739,13078467849472986744944801,313857326573663493210942307936187556859033039600939
18222477756757692245432081,42998908452008418415228049,783546652831583737592364639240563776071050155639969
31718454868581492683290709,41461444543051245684477599,1315092957524965345894730284979726867077596915327691
63911742760459096990482031,38758837356235399315264433,2477144842806189388627890773960004548011692899903423
58164829678991670670419283,66924239328757112582385043,3892636981953233306067945881050024628224668957984169
43276921245506026990044853,93119587764032323950535307,4029929066078013551952094556652271647116089290124871
107803369502011127669531237,51326059647030092823157219,5533122173211047932958268731750419632489088082549903
57376415186406585344381387,161439728906580799552144153,9262832913324904790533985691188505165783887234080211
92999660351179319296390633,159535833957724997480640529,14836778371910564711856291996661203901230202635764857
87076235679532807090136951,191511755769636892979245057,16676122780798028946632681708597109234347454719801207
217793949747576129431089603,155986145929104551870691191,33972838827801473604346266893252035533608811863787173
139105879260730625026230569,283652528985589259684477759,39457734449070273474052212226047348984481987086414871
203822503411358933283030031,420114588330028822772689027,85628807113058953631752830877394336627775872265169837
392708071114252693186571077,224672326964652917078182583,88230636155039550690501507956106880323914236712951891
524529977282787850064436023,544847818042157792348726027,285789013620229554927488876915518356891783684296470621
425082584937672030755535103,729055127082863635041272477,309908637982446657647500514586799131327580520161260131
711836104655061092609616037,531788274658517973272935399,378546093934155172743373834262034627674314505295393763
691906835392352989644702647,777306767799546193959421909,537823865837242555715972364260782742352650716322093123
1148731395713537517352201097,536889053345715810719188931,616741311593144022738885369700053427865167027448457307
1130225642354883105436176589,987782451176230370060145293,1116417055387535928909904408544553705022016663745145577
1561596497307306760185896789,738331300550783620567321453,1152975572792452072399007281565947665097181696443514417
1373493903215626196792801837,1111704297312068254190565997,1526919074536737605038212108651890970211721082491336489
1084862982567424949939884781,2143064350038286396351547317,2324931182616455375654399916436531967669965082049682577
2105116665514950099413153633,1638104266056642119733408779,3448400590326973114846703105848591014902197949517944107
3263160686551534037286034559,1371454262555636421458734369,4475275632975078364594320172047958006221504874935058271
4390086450365864406144591707,3317965644830501547352473961,14566156020149822919990198045821520152769567706694041427
3363794038952014846086546569,4759965461058541281411879439,16011543443526200117177085133504077604741213035287094791
