p, q, m=p*q
17,17,289
37,13,481
113,29,3277
197,227,44719
709,307,217663
1993,1019,2030867
4691,5051,23694241
9091,6089,55355099
18013,22973,413812649
46549,34603,1610735047
183317,265459,48663147503
651289,476831,310554785159
1085131,1504033,1632072833323
2514257,1563449,3930912592393
8827967,6787453,59919411098051
26361449,16231973,427898328408877
61638439,29349637,1809065809896643
231081353,214900073,49659399628638769
476936329,475597147,226829557373053363
1227059123,1628551697,1998329217080981731
4359576197,3712333831,16184202204945420707
9668550163,3664450813,35429926505336632519
14818404343,31265721583,463308104492556034969
35818440397,63368493761,2269760616826044863117
210249784709,116981674633,24595371906486536586797
221055200281,181680337211,40161383329297221956291
992070848063,1500259129417,1488363346834981260769271
2853919744847,1976671280789,5641261197315735572844283
10869932600369,8341300640867,90669375765639035500679923
18325435666789,19324759954483,354134645322018540394765087
54341934118061,66545363752811,3616203772917659866494619471
80439211279561,98435517783121,7918075412369454144498089881
144842141271287,345372864970271,50024545299293121409400908777
1204663987279447,1417000995890449,1707010069688335584858761301703
2878507064906197,3702439075339021,10657497035748139326099338813137
6198528384428797,8316065317545373,51547366917568871608334735306281
15794506210438489,22744931150123851,359244956306627009003701367301139
63219632565436819,44710666749225857,2826591923641752146475963294628883
183641170702403929,144192825422291669,26479739267436993286641482489567501
249581844194236109,166129682215289711,41462952462694394128511457772374499
905385130559458369,975036234963543157,882783308892670248189660039076330933
2027834669374252553,2279601405097772513,4622654761611523082216881774603475689
8128584604388527649,4758359926897205743,38678731243915946488663363983997088207
17394637091324091409,7437669600933045767,129375563513403610926901602314288515703
53325483325575763681,55400015396033916809,2954232597237847218724643870667797613929
140723039899849615487,89631032940426958933,12613151424740438145725787360468789795371
236985649877077054159,346641856310072791799,82149145592238963982373902460923854042041
514679043261280743161,891806082204707724017,458993901163710057405723567194958648197737
2116201768977006544313,1477795836862157611181,3127314164154553712848723277029099900763653
2562305807983421888231,2290634906795630798747,5869307125652009063146286357553513488846557
9776210307556338136343,8281389166387276521503,80960602129320683298335743489581378785283529
27400499583054840852971,29671757121640028126021,813020968640002095412845764894090422320258391
116032325783376191673629,39914961919357643080741,4631425865057960692362856438928359788367479089
285492008196614008334143,337546300906743145079081,96366771305204652448499691089053467092807362583
876678166554916211801057,975955029153500504394361,855598465598340622338573987295649309434804639577
2061426563107101600860993,1239150365858809156356389,2554417479865232490351644205053300104081156434277
4163680763796892396030969,4808832424461345774012611,20022443062052478029188069314692720531281352550059
15284861070459877778279063,14801288138394387691123243,226235632859203932231289900873679070327241979561309
30561834757535960099860679,20070017533833304000700543,613376559449862822254395883488887724349652699648697
42960607034543269735813661,46976899708785873441074549,2018156128090300074046598004117804196920412673613889
276413373063805656950306249,129122143896505877992306903,35691087331663275868328552991695669020564191846736847
393336368498419415181223429,654300406954419044650762531,257360145978489154760018797618094613979454658332538799
1876702977487554852579563713,2069107161310431672947239703,3883099570372109578779202183916563414210792851371697239
3239832015794332446268681273,3491189502549799320241721627,11310867523565929067492289836558549283483090076453991171
13083096572755642030384726763,9594632305216122327853209829,125527501029223615182577391726494957963808503026670953527
35499125487539676908716247429,12907161375511099391407681669,458192941357193743008348199333714105713633416138271679001
75521782518530144633004724747,56069198278395311397368652853,4234445798369315509927131105200943198898796871299461253191
260895923685436000004782235017,158393072116670672359677761651,41324106855252672532428469483966283906830221010603591933067
535873593696149222427605404351,720646641026211930350206608703,386175505311774993091694078948639496134072225016838750666753
1695482560743655293897415622609,1527726764461747543916085952897,2590234086726222843853306559166664509922433579290420302248273
1712560982592918011308818921857,2266223678750665320171612287003,3881046250056576770652240946474538837715816931722680513724571
5056826483574369933331932424159,8298748759315990937405003136817,41965332506639047709284397792666447276715487643239665953161903
33866815631180609506286130627307,28761135860249461503485988408131,974048085522405628953540015334641411445476659523789453369433217
104680360294725381324153335735797,74274637653205532009426528041481,7775095830297731149792610197572457284313202867318095542472595357
261332650706458683596869590508229,182406416974383611944431478008737,47668752453783248641354665528059712357311731290446335244732396773
418875580046953703784364591417391,673432585578896189122489913335981,282084464906879931120482903059396106195134900137070370065989445571
1357202228050023447352723516179593,1189667811686576428825137018386647,1614619804660417252038892633982188927038671860601296609833965094671
4719353535711342271918989790870613,5113892364522534226026416682424603,24134266011756658299684892775207769439687694175850832308939100891639
6129489125537448243744510377262779,5269058666805167701875032716530631,32296637800001120249105483805529625341630379064833906440075089683549
15375778157011451299440744089926783,16640247181317647959856678507164807,255856749137775262433021196441887629065585970915620377910981544325881
85704824002728377735237248446566831,83893882276060302706528918390613989,7190110415375361857374402348246244822257354357952813398216381211998859
124461507631136566335046361535942197,256497113704433209939243549476005851,31924017474688817508151570396365194210820214715307307616506985569794647
488273880160672761065639148016855343,724594303062360648256907279873643869,353800471898577283009177347588217560967412929644928364538050876071842067
1797381463171498815704705843480201389,877372238006775141323895179883734579,1576972596894670007175123717017257065079973098131033467753019300343130231
5056989050295065029924704194226473287,4796984964947636362471191760580314849,24258300442170253420629278097207301832910881322825750876536717637347938663
12683589839562436763944930966135088413,7353475143128057394017819052463407971,93268462610853964201823661785381439794627270531745873516207575509373940023
24650766608792262165237101370122791109,26360835552380396222617924838919434767,649814804814482598770507329803429055394456399392979183732130894546693086603
84740042021978310277989365804887539841,35860421311553398248562538340610943513,3038813608866881519110658884765148810816073954404612628838320070100388001433
212751739908099150238725057810674739857,168203332956277817532459334488509633759,35785551744789420372072636008230112844744468543456917654070294766215670032463
231462766617535336481212755119146472587,277645532737381760806022218137397501769,64264603146393861435596909242234609561300132689616546978198229239042442506403
1321603734859156481626927859487004089757,784613523091697703743281645809968274389,1036948162538988703602718116536413008767316694368639325751388775616862960333473
1565192157466591506860745419813988933383,4142804932685571686050393345805736216431,6484285790553367346239231860077245959215074862322397166841387679124723729016073
7763185170756818888457517765685776425929,5138150467412010420697362435779908306669,39888413513730136903317458205605922378733910811732516143410422782999805295220501
13077681363161920216315401028211827968049,26128335523380769549942881522603420165239,341698046524558246435793110547978710272710140934448911345001340223752369192448711
56481223178191967310666751545736424167189,74625748329984446358137161283382552258367,4214953546265438008236115262342076228318703820162523040558627006898776189132120363
170415045130551770013852220796322934997473,177002623762180421227300257658238776392233,30163910116658051610817921113792176389452654262276854125749559403629324375911827209
296072574471173345258841588964300152019561,383018192910587742837729901999206222634381,113401182444334228123494706765737097443057362677992783851038220415713911646863126741
1008704295983010142619967160393301318488127,501104261409135569058229348667769339568457,505466021218788372221572710940216642710733872017595614773227454521535933741858210039
4176334856411097498038036264796910017224233,1395932073316466477200519395687983888601709,5829879774973770650259506426472955509265974083130653156847328227389793716711880014197
5616141207761354532986317807263002886144317,8919291426140063504492347529761800249623381,50092000122377750559494039155743125725544632551777902382113424200504570342702463475777
