p, q, m=p*q
7,23,161
11,17,187
19,13,247
17,17,289
19,17,323
23,19,437
29,23,667
41,17,697
29,29,841
17,59,1003
37,37,1369
67,23,1541
37,47,1739
61,29,1769
53,59,3127
43,83,3569
83,89,7387
61,137,8357
89,107,9523
97,137,13289
107,127,13589
89,211,18779
191,191,36481
251,191,47941
191,277,52907
431,127,54737
401,157,62957
313,293,91709
347,419,145393
409,419,171371
331,593,196283
367,541,198547
467,727,339509
599,641,383959
769,541,416029
641,919,589079
739,953,704267
1213,787,954631
1087,911,990257
1193,1367,1630831
2153,1009,2172377
1931,1613,3114703
1913,2609,4991017
4019,1783,7165877
2281,3643,8309683
3259,2917,9506503
3547,3593,12744371
5641,3137,17695817
7121,4289,30541969
6197,6131,37993807
7639,6047,46193033
10211,5843,59662873
8501,7351,62490851
16673,5237,87316501
8597,11777,101246869
11897,10271,122194087
11083,13781,152734823
12671,13963,176925173
12437,16033,199402421
19207,12739,244677973
24917,19759,492335003
17467,29473,514804891
32077,17957,576006689
15761,41719,657533159
18451,52147,962164297
35423,39323,1392938629
27799,61441,1707998359
49223,59281,2917988663
39799,82483,3282740917
115727,43133,4991652691
105239,54721,5758783319
59051,114659,6770728609
63179,135479,8559427741
82837,106331,8808141047
88651,128903,11427379853
91283,137491,12550590953
91453,150959,13805653427
86069,169553,14593257157
161527,108179,17473829333
124541,192581,23984230321
172321,265807,45804128047
244451,266261,65087767711
272533,489913,133517459629
399473,427307,170697609211
522919,435139,227542450741
640663,366953,235093209839
294659,865043,254892705337
742193,813013,603412557509
790189,925447,731278039483
1104659,778663,860157090917
778049,1123841,874403366209
1015207,1237499,1256317647293
1062907,1246283,1324682924681
1380329,982687,1356431364023
737981,1873013,1382248006753
1111361,1773407,1970895376927
1261531,2876669,3629007120239
3129839,1601123,5011257209197
3106421,1645927,5112942197267
3314309,1805651,5984485360159
4604651,3177329,14630491157179
3692231,4019173,14839715144963
5827999,2781293,16209372822707
6189163,3471647,21486589161461
6069551,5744777,34868216985127
5768173,6800333,39225497201609
7766813,6409163,49778770507519
6322777,8116457,51318547641089
6646657,8379029,55692531756053
15368371,7254539,111490446785969
11379143,14411161,163986661815023
18247709,19410943,354205239279587
14000807,28188119,394656413812033
17752271,24565193,436087963303303
24571627,18556829,455971480490783
19060267,29150213,555610842886871
26271977,25232567,662909419874959
36734947,20480431,752347547322157
27166421,32283767,877034405787907
52830163,21877363,1155784653300169
42217583,42987839,1814842660973137
65688449,36878999,2422524244982551
45238421,53826109,2435008179733889
65250323,41277763,2693387368467449
58456147,59549551,3481037307039997
47998697,85502821,4104023997824237
132165247,69105241,9133311245759527
53282071,203121587,10822738820166677
116764051,101637433,11867598410321083
115705223,131289349,15190863403569827
131852291,178174067,23492658930737497
180571733,144810271,26148641590669643
216053879,212725847,45960244407910513
233222569,226304569,52779332958617761
266493671,394620013,105163735914437723
332437003,349093999,116051762792844997
316114637,420779509,133014561744573233
386003873,400819879,154718025669391367
446945831,365520139,163367702272590509
362617369,475688651,172492967088779219
635164553,527751853,335209269805666709
923359543,489948337,452398472545929991
1204355651,715195991,861350333333395141
951089639,1027906283,977631015624301837
816695027,1204487507,983698957050527689
832617559,1981034959,1649444491856245081
1234897319,1526061487,1884529238925453353
1312964371,1818334949,2387409002581102079
1504022581,1973299213,2967886575421528753
1372054031,2242531673,3076874621584823863
1425147131,2266691183,3230368436315445973
1298586689,3190398301,4143008766286815389
3448066133,2475727853,8536473364454102449
2763635143,4362240997,12055642521544557571
3806036657,3796609067,14450033281300569019
4618578593,3967353517,18323534024479461581
3860313577,5258897299,20300992643378328523
4003693153,8671881653,34719553197742421909
7019797091,6697350571,47014042055712988961
5493086947,8610419179,47297781200363356513
7212726707,8230941613,59367532395842758391
9318051487,6486531479,60441834293368259273
11578740253,6078485383,70381203381414221899
7829734247,13249713823,103741738082892396281
12460183363,13089351227,163095716391129036401
12072122063,16958231533,204721841038991612579
16921536311,17239091917,291711919842182098187
28232384371,15040156273,424619472899242809283
22749868499,20193446839,459398260128797224661
16042608343,29253437713,469301443916004639559
32227914139,28846686991,929668551540556265749
26559415711,40464573859,1074715438689644498749
39569795231,27332324099,1081534467784756571869
62753470679,18211733779,1142849501714230365941
32548665209,48018213779,1562928764226861714811
44598514393,40233547589,1794356451229466948477
34446628849,54202742707,1867101760625870554243
50913813593,44834400773,2282690323510377107389
58833076103,61057106093,3592177369398413995579
79473473207,52834359703,4198930070265370977521
88678068109,71833047619,6370015889234722282471
69611804627,184157014343,12819502103136552765061
66065500307,207173520259,13687022266273235219513
145836990641,153033096011,22317886190719461433051
151395330521,179675543813,27202038342109551616573
122998403483,237698869907,29236581508274312686081
196476715499,162145102507,31857737174824030655993
255149348171,270415043141,68996221993058994445111
323359960969,351664080347,113714083295205199976243
355115672917,362834930659,128848370558763819262303
511709185411,293959262731,150421654876098141217441
414619896653,404120525717,167556410608138568725201
383432428399,449880937147,172498940220692096837653
501770086541,394638422107,198017755213033077561887
516201792157,438798856813,226508756283313429415641
893442151633,352245699313,314711155497677469928129
771913639421,609230047571,470272983265159570896391
1021229482387,666296985259,680442125372067139133233
920765521387,952872784613,877372406339671496018231
1337767524803,683223250343,913993876499215530757429
794876598913,1156766782957,919486846172392613125741
1759902573019,884720577107,1557022020053463887276033
1287211323187,2264322743129,2914661874305497602632123
1178444621449,2899456910981,3416849401868691436231469
2098862794837,1724444881561,3619373203655479907300557
3474514986233,1669197450307,5799651556073584806623531
2952475674803,2283491153123,6741952083223510025859769
2907028773001,2681384446907,7794861738636021239557907
1916518306103,4821048455381,9239627619347278695490243
4189050304729,3479732441561,14576774244696494234441969
6184615479599,2680489035361,16577793980989031885100239
3437262211171,5119688431619,17597711578973312971415849
5450643742087,4855668484867,26466519040689378410497429
8796989701499,4758727602397,41862477710525436986893103
10462216380527,6300915720217,65921543660374377139014359
10493343666683,9924096261509,104136952653257902498604647
19688968503641,5667316837829,111583622720169489993035389
13190137369729,9286141201273,122485478079491144606465017
10783401656471,16749752862389,180619312761765416314369219
16448223145511,11986931516299,197163724410044478545183789
16964319582937,17241878865403,292496743282983695718428611
18134797274141,18687690967013,338897487208576740748910833
15701130856321,25414484147027,399036141238366519776307667
25681509971969,17373189723587,446169745131208895228132803
12336190639573,46898070692437,578543540690074162004009401
40664800518101,23462449690271,954095836320850807779095371
26160321240841,41780304893507,1092986197554424346604119387
28586787642163,65424385776599,1870273022814585040871143637
53819439461077,37570717178333,2022034938688538579621244641
56474531919191,40407858359987,2282014886737234724871810517
46737490311503,53297929621337,2491011469300406794965339511
45981622982987,61752172182079,2839465099656854228883289973
116497918611071,49457425176283,5761687092899750738690429093
42063815654429,155000159118199,6519898119555085000748853371
68614920327721,166657601669323,11435198060549659975832202883
111212526454453,115562765212009,12852027083290291763627126077
157565239782953,95419853941799,15034852166393912428254352447
75395171054597,219536863512949,16552019377348504706495476553
144847225434997,114686783264257,16612062349892474796427002229
152318277382067,113208059741207,17243656645546779901482734869
226059475663033,115381120802573,26082995670042721698267383909
266427050646749,148948329677153,39683864174643509459019025597
232536000202897,205691347864747,47830643308810965799713572059
206866625038081,240040468981619,49656361690785690665164033139
276941535762503,322175445157807,89223762566971131272908310921
403823917375231,363561107573149,146814670665466791160413272419
391116745864199,439094654014537,171737272204532055026773860863
446222488315771,394542320653307,176053656067797458102831404697
399195293520103,586790532802363,234244018976856925359466403389
355381956914009,785013630257653,278979680125135030287435160877
341505123055531,928638203439637,317134703939720464835557482247
683645085626759,736173842136937,503281629343886458128549497183
1004099458325203,580883185987831,583264492400599256428398604693
837502300006951,1408567795130669,1179678768137655042782653280219
2003259119160703,1136222869946057,2276148825618384147212724198071
1945829945369039,1617481797505621,3147344517675777512690521868219
2455275396203521,2141155950518573,5257127524743015928135398495533
2597510065319131,2196375205146151,5705106702584498434103311314781
1953695546831939,3480047901805913,6798954088520045155944007455307
2331489805873157,3018121853130191,7036720333456041877116353182987
1595688464232563,4696504729690931,7494158419381490111571095986153
2514286539414227,3258243927445589,8192158848904589684960474994703
3738729707669741,2668090667155493,9975269840050620578841938037313
3715814537624587,3342052536542311,12418447400789045497016359400557
2615954609904793,7152125039881049,18709634468692331614513934967857
4019605854712691,4690079817383747,18852272293025538080785978033177
5115775978996807,4795679476509679,24533621868896197984632245594953
5158130852728057,7805663892465113,40262635749749677935522748775441
8597294729995441,5120052355745381,44018599135350506974452286808021
11913521938007731,7883286666019157,93917708639223051736981260102767
9562241431502693,11061866216195479,105776235442244335202508402924947
8616065199757979,12815356762824269,110417949426653252387243307592351
11900431917424747,11042925065376469,131415577909735892601104532078343
14260102284897031,10357284888349687,147695941901684862200066316079297
13215960976204529,14312079972803303,189147890408886829176661214759287
18248292752692421,12474532984694477,227638929857822780177325838458817
13831166166015271,23400301502223397,323653458412108568364226355495587
18924416526036053,17562174613957667,332353907497511312720561857768351
42354001085890387,23499873231459067,995313656363503761478026839288929
21317375179489927,51830775723351473,1104896091938681757681103084112471
23869350014524123,57316163774673719,1368099574627475147164155379623437
54791790917652149,25837519856059073,1415683985783874576153449009397877
39737635504806721,40300009739361683,1601427097862915464834940828271443
