p, q, m=p*q
5,17,85
23,11,253
29,17,493
29,17,493
67,41,2747
67,47,3149
79,89,7031
127,229,29083
293,151,44243
263,223,58649
683,277,189191
787,449,353363
1009,487,491383
2273,829,1884317
1823,1759,3206657
4177,2339,9770003
7103,5689,40408967
7901,8039,63516139
7927,8161,64692247
6521,17569,114567449
17291,17551,303474341
32869,30631,1006810339
46049,67141,3091775909
49297,89227,4398623419
109111,41443,4521887173
176887,77849,13770476063
298013,196111,58443627443
272477,246203,67084654831
529657,396919,210230926783
542911,477671,259332840281
745517,389513,290388563221
2184893,1401139,3061338793127
3002723,1045543,3139476013589
3333593,2515897,8386976627921
4339547,4515629,19595784280063
8399779,4513021,37908379022359
9397007,5035207,47315875425449
14547791,13561567,197290842348497
22972381,9979927,229262685396187
29070071,43605997,1267629428815787
38693387,45885127,1775450976555149
59599567,39405671,2348560928944457
67544903,67450597,4555944031657091
64753583,72145813,4671699890197979
192222419,147014341,28259452254710879
528719671,169077913,89394818534726623
296897177,393981487,116971991280562199
823806293,485592251,400033952205835543
1360568159,423960359,576826965133609081
1192116817,1915124657,2283052310261056769
2978696377,904955017,2695586230485873409
2723597533,2615261501,7122919772273477033
6431931277,4791412627,30818036736614034679
9500724811,6049237063,57472136652064870093
10564767001,10596105161,111945382144058592161
9718472917,11998049417,116602718315942139389
34817162543,12979322233,451903171884334718519
26419005643,19582855969,517359582351067233067
29091963181,41089166779,1195364527072636363999
37240718681,78564373229,2925793721770276590949
62778831161,56796872137,3565641246361628261057
157938985153,130830814241,20663286027964199963873
182275763119,294436941439,53668718191218038988241
248299411471,301484417693,74858403480849039556403
585416945543,199538993939,116813508348492570063877
894694456979,659080309799,589675499881167397637221
855722619053,1181669469901,1011181293638653872623753
1618337732243,1637451360079,2649949320728464881327197
2226011316379,2503089632881,5571905848704062652257899
4809596617321,1855480506881,8924112769399912064285801
4190130378211,3771242983133,15801999787240657183715063
7644380035961,3285532313309,25115857623364080938904949
7714641250187,7840205779481,60484374916338644672012947
8772484590587,11126968220857,97611157257419279439273059
13486128280381,17041579776817,229824930970500673979727277
16237446132407,29197838238949,474098325587667651958520243
25315760376757,42788805422611,1083231144886500613966652527
91446591049367,63654153193889,5820955315715325663121718263
121089634307791,64615324625923,7824246029632218364119466093
121232081083721,120605695142183,14621279412635665375821702943
195640751730241,195312692736653,38211122029456374203109223373
408863701902611,148923966195503,60889604120712656188292158333
498886638047747,295431846602759,147387000723888143413983933973
620208616898243,799689306757013,495974198892081802993347628159
580193397018811,857925691848221,497762821543132990586093885231
888043464419819,1181260326056843,1049010512333203847449009771417
2787777060481051,1746620272355461,4869187928643719770161526869511
2695958257185727,2452562822131573,6612006991592343705014291658571
4325118489502963,5190593472830023,22449931800830528096470253858149
5538151220388463,7726721577909647,42791752536302182027138855202561
5576571268038893,10095975789135347,56300928508508465429776837050871
10242914709144031,17686049970648197,181156701391008774778952103462107
14801749903229539,12466664548798907,184528450778779346167622773313873
13797587826346579,17054239316673413,235307364783334283234803492804127
40679570644880521,26504449113260851,1078189610106535669491715601783371
23277781737103279,48684367422634961,1133264078873037928366549573137119
99738777085348847,117481749671024537,11717486042035071535335822541658839
126573749652015377,162326259115860727,20546243283279134612683141594399079
122847865291294063,356164880162828623,43754095219733063736978346166365249
196876192950112183,225480455794098481,44391733721398173090630258299894023
