p, q, m=p*q
7,7,49
7,13,91
11,11,121
11,23,253
11,23,253
17,19,323
17,23,391
41,17,697
59,17,1003
29,37,1073
41,31,1271
41,37,1517
53,29,1537
83,29,2407
47,53,2491
97,47,4559
59,89,5251
67,97,6499
127,53,6731
71,137,9727
97,107,10379
107,127,13589
167,83,13861
97,163,15811
97,277,26869
283,137,38771
293,307,89951
347,293,101671
263,467,122821
563,263,148069
569,317,180373
431,431,185761
431,673,290063
367,967,354889
691,521,360011
599,673,403127
929,503,467287
751,1289,968039
787,1847,1453589
1483,1151,1706933
2129,1669,3553301
1709,2113,3611117
2153,1811,3899083
2203,2099,4624097
1931,2609,5037979
1777,3407,6054239
2887,2999,8658113
5683,1609,9143947
2579,3613,9317927
8191,4259,34885469
3989,9001,35904989
5407,7283,39379181
6217,6619,41150323
7873,5227,41152171
11003,5437,59823311
4889,16183,79118687
9461,13093,123872873
6269,22901,143566369
10909,16033,174903997
14591,13633,198919103
18013,12689,228566957
17977,20627,370811579
50591,14369,726942079
34939,29123,1017528497
25147,45319,1139636893
34457,33961,1170194177
62723,28151,1765715173
41443,50387,2088188441
51131,42727,2184674237
75527,43573,3290937971
48647,77101,3750732347
55921,97327,5442623167
123017,54869,6749819773
133481,75989,10143087709
105563,101419,10706093897
117017,100267,11732943539
130099,148243,19286266057
167771,170647,28629617837
113819,261881,29807033539
120577,279619,33715620163
183503,214817,39419563951
215563,208933,45038224279
317257,191749,60833712493
345221,285287,98487063427
427751,251099,107407848349
333161,360163,119992265243
456193,270407,123357780551
357263,473257,169077215591
493351,554417,273522181367
383923,743143,285309689989
503549,648997,326801790353
705689,660887,466380686143
1131643,572023,647325823789
535013,1285411,687711595343
713737,1023941,730824577517
1928317,540803,1042839618551
1627537,715123,1163889142051
924961,2097539,1940141770979
3015997,793999,2394698602003
2247337,2009857,4516826000809
1800473,3270419,5888301108187
3027161,3103109,9393610543549
3004037,3390523,10185256541351
3894053,3196607,12447757078171
4226839,3082367,13028669047913
4394123,4971797,21846687549031
5960831,6637571,39565438981501
5810801,8223497,47785104591097
9253297,8839891,81798136870627
8472463,10414669,88237897759747
6715889,13633531,91561280874059
9502277,10426189,99072535932353
16482199,7200701,118683386821499
12873781,9336143,120191460366683
12316957,12217559,150483148847963
14087317,15491321,218231149675757
19156453,17082613,327242273051689
17205269,23111351,397637010908419
27782201,18801037,522334188942437
33223901,20844001,692519025667901
46310351,33498119,1551309648729769
45592409,38193839,1741349128968151
47108587,39631583,1866987875703221
35703229,64491589,2302557970640881
53460923,54092663,2891843691507949
46220971,79517927,3675395797847117
86463211,45855857,3964844639376827
64938551,72707213,4721501059468363
79841869,73576367,5874474655509923
99232613,73837121,7327050453227173
152761663,51035713,7796300390270719
153885703,81045037,12471672493406011
159014539,115346827,18341822520517753
111386237,175893479,19592112738648523
160962037,132452521,21319827585945277
134510293,188499463,25355117998472659
197891677,194948147,38578615737872519
161600447,245967649,39748482025939103
219043639,293540701,64298223341650939
279594761,359678849,100564321822910089
326280463,320273627,104499027304249301
239935957,470871551,112979016213259307
341580649,441691949,150873422597494901
351518117,510320567,179386924778212339
489037981,386461853,188994524324638793
1183142951,369830887,437562807016127537
889423907,706181339,628094565583871473
721798643,1071997379,773766253461756697
991877099,1057783499,1049191228358189401
808952233,1592715043,1288430390567541019
1934887961,876354473,1695647719376199553
1130475659,1629499433,1842109445360801347
1304092051,1439510393,1877254060843186043
2238181441,1633317493,3655660900093247413
2775427961,1508632057,4187099593858745777
1924630969,2490313571,4792934621267580299
3762662311,2706255691,10182726292454961901
3653788241,3417362713,12486319695991257833
4421080423,2967617993,13120077811794851039
3965643883,3600262009,14277357013188140947
5599261741,2715358091,15204000672051096431
4164007409,4636244869,19305357984454234421
4241564989,6639556969,28162112382181358341
8947141339,3770344601,33733806041882560739
5795151083,7444493627,43141965304895648041
8627723179,9703586129,83719854964596184091
8935442393,10870650613,97134072326891636909
11844362081,9152361623,108403884959060817463
8946444277,12258554603,109670475672301357031
9834692059,11542053311,113512540042246357349
17167133051,9134383051,156811169175316318601
17115671429,10549135657,180555539765160043853
17512592639,17027524471,298196099711226968969
22754525363,19413707891,441749708595632739433
21274417711,29454496909,626627270709424355299
35860823623,29211997313,1047566283317042924999
50195990681,21654542419,1086971209465443197339
56310238837,27867097399,1569202910231631484963
39383309153,42969123853,1692266288736245526509
44698410167,56731797011,2535821132308662610837
59690724047,53112931871,3170349359638972401937
59364961081,61753390397,3665987617537704139157
85755616979,64969596701,5571507849971057986279
86858534041,64787013569,5627305023497715402329
77394201749,74807958143,5789702204950089392107
102926720749,70901247409,7297632892821902789341
69430722577,110704957211,7686325172015596652747
157610947981,98135684021,15467258189313683911601
168247901407,113457629093,19089007993511038833851
150358282663,169241786899,25446904432951052232037
170442049031,155221960409,26456348986718718813679
172990899311,181980428153,31480957923188292702583
212111271683,205743477697,43640510694793618154051
319475011117,423020953679,135144623879322467049443
407546946881,353324221183,143996207602238795980223
374351614781,414720466967,155251276491826819439227
436099317989,427736622221,186535649229496642433569
528536833679,547064350523,289143659644085007664117
655779677347,466887813421,306175539642469716274087
662347091339,864496234363,572596566303851511482057
728500554967,822416015717,599130523863583494416339
874852149337,961958298859,841571285329360344706483
666561475057,1483199171863,988643427800322130721191
1062954004729,1104983204093,1174546321948936294155797
891511335107,1494581407559,1332436266079023391873813
1164304819577,1239395229791,1443033839406404710418407
1552241337389,1343976639179,2086176095818784454963631
2096293853317,1385370178477,2904142989710010348458209
1728691645273,2029621440391,3508589627070873886421743
1501253274751,2351739618593,3530556803774408977045343
1311629540651,3828595637291,5021699137078416936016441
2166464446723,2422365791609,5247969364478914100947307
4032642492059,2871392241073,11579298362719499616139307
3912714060029,4560627957007,17844433129942622629173203
4586099401297,4356219179057,19978054168991816541036929
5772115208309,3587227400611,20705889834729514858876799
3654334816207,5679719002411,20755594896783007074875077
3130085203771,8040815626999,25168438020320206044213229
5716806398867,4967732480873,28399564834514203086370891
6246226773169,5123941891657,32005303027830164912551033
6826647610603,4733980591889,32317217296260017532199067
7685673509119,6114017911819,46990345499146354434377461
4751814120707,14083496856797,66922159233060634851395479
11814059814563,5801468884663,68538900415734776214747269
11022228461263,6274699345219,69161169708741172005751597
12799993981469,7974157254839,102069164869226562876578491
8444103389251,19364562084739,163516364331106000163740489
14656170494617,13234869288167,193972500761345883095297039
9226746226463,22387431487229,206563148994989123726341027
24499113969481,11863188170447,290637599029179844184128007
17781436355197,18536666828203,329608561443183086885220991
19173485091911,21126285670031,405064523341792370253219241
17141306494771,37491126580261,642646891546509550108315231
27821851357193,41466401914297,1153672070377194402720488321
64572835375057,25372065827131,1638346229780439479311271467
70199061429671,39823310301041,2795559006155627082859587511
36623677465603,76744698135307,2810673071702547549732345121
47910566874707,64564021845527,3093298886330164994717385589
101107183534529,73155991763111,7396596285843355647456959719
80305449336641,96585127298827,7756312046968973247327420107
80235463384541,128112728316487,10279184121931141638031227467
110862686937887,99975584110891,11083561882718098768237227317
150594865274857,113382622483631,17074840757432382622798365767
227079992671067,81788654024569,18572566956475563013753445123
112390192813807,186858048286307,21001012075709702402678640749
212474066326349,112917584637401,23992058367658266971297178949
140407322581639,225266701941049,31629094486338791211067799311
182702555582539,219666900450587,40133704089217432671369500393
144672277035271,338797054150421,49014541276783417475556499091
266238817822781,271923551102053,72396604783583168290599269393
274070381810713,344165186241587,94325483999186897768122721531
280565204113001,419426619192509,117676515024172230252208709509
412488838792687,321912722931491,132785405274602706799852806317
269714298633587,589287637950301,158939301963208579769715359687
609160914136769,316247789093081,192645792297673346902505595289
387846270975701,552050679451967,214110797415047445105053653867
550560189372719,428841333787063,236102965940654804122687334297
1060514352037043,491946019276363,521715813870074772253830314609
872939151707419,870037645906549,759489924571182670829463987031
1375615665452627,581276806847641,799613481463895805149292202907
1458041876372383,927262457412647,1351987493295602713684465727801
988514686474283,1579134539084489,1560997683803815037906062696387
1316397886103347,1270456325078299,1672426020719699437903780966753
1490832753432221,1126271469829543,1679082396478132212383073905003
1870866616545253,1037138742093071,1940348249307663509360209241963
1849084298333929,2529676332379241,4677584786069415802252885567889
1197834506854463,4410974529127379,5283617499844891164621541642477
