p, q, m=p*q
5,7,35
7,17,119
7,19,133
17,17,289
31,11,341
11,31,341
17,29,493
41,41,1681
53,37,1961
71,29,2059
67,53,3551
89,71,6319
89,83,7387
107,79,8453
127,67,8509
137,109,14933
181,173,31313
191,223,42593
197,263,51811
173,331,57263
367,311,114137
373,431,160763
457,367,167719
547,307,167929
641,907,581387
1523,449,683827
1249,1049,1310201
1097,1319,1446943
2039,1619,3301141
1693,2237,3787241
2777,1447,4018319
3163,2441,7720883
2753,3907,10755971
3571,3719,13280549
4621,3989,18433169
4831,4027,19454437
7369,3691,27198979
10993,3181,34968733
11743,7963,93509509
13931,8963,124863553
7283,22247,162024901
12149,20593,250184357
17707,16811,297672377
17827,17183,306321341
23417,13099,306739283
15013,25013,375520169
35831,18413,659756203
47819,25523,1220484337
33773,60337,2037761501
55967,46957,2628042419
92921,65203,6058727963
103979,93601,9732538379
189187,85081,16096219147
135319,122147,16528809893
170887,132137,22580495519
239641,106903,25618341823
314693,166349,52348865857
232081,266767,61911552127
360257,244813,88195596941
474289,408251,193628958539
632497,361481,228635648057
661439,456293,301809985627
876263,419743,367805260409
473741,844771,400202658311
565393,729473,412438927889
566179,1549987,877570089673
1115497,1233851,1376357088947
1522321,1174891,1788561242011
1830391,1892057,3463204104287
2446981,2350763,5752272396503
2763373,2631887,7272885474851
4157807,2088731,8684540372917
3952453,5739703,22685906341459
8874643,3755539,33329067897577
6284429,6179153,38832448308637
7150123,5452961,38989341864203
4704251,8390047,39468886989797
9030431,5612107,50679745028117
8366117,8657723,72431523571591
10546687,8216833,86660365782271
20600197,14168081,291865259711957
17520677,19169567,335863791636859
39803821,16683421,664063903151641
31320677,21603047,676622057302819
32020033,32876411,1052703765141563
41613967,26990617,1123186645147639
33798173,57202309,1933333535581457
40806223,58748059,2397286396371157
54212603,44966459,2437748790082777
66631343,62321569,4152569840337167
92239489,73552417,6784437358794913
48564671,159782671,7759792848616241
144244253,96545483,13926131075859199
119293333,172978937,20635233933527021
296625313,133843519,39701375716396447
318708827,130773073,41678532699015371
246877049,283962563,70103839579916587
264827177,333082903,88209404908454831
288237083,327496849,94396736447451467
599896067,652079321,391179820039930507
