p, q, m=p*q
7,5,35
11,7,77
13,7,91
19,11,209
11,29,319
17,37,629
23,37,851
31,31,961
19,53,1007
41,29,1189
43,53,2279
67,37,2479
71,41,2911
67,113,7571
83,97,8051
137,127,17399
197,127,25019
223,157,35011
193,191,36863
163,293,47759
331,239,79109
263,307,80741
337,439,147943
383,673,257759
487,569,277103
337,887,298919
631,599,377969
569,827,470563
1399,503,703697
1319,557,734683
1511,1259,1902349
1237,1721,2128877
1031,2417,2491927
1973,1559,3075907
2539,1889,4796171
2887,2767,7988329
2237,4357,9746609
4783,3511,16793113
4547,4177,18992819
4783,5839,27927937
7019,6067,42584273
6361,9221,58654781
5501,14387,79142887
12611,7877,99336847
7349,19001,139638349
16433,11981,196883773
12239,16763,205162357
19507,12037,234805759
14293,16829,240536897
32957,24029,791923753
31469,29221,919555649
31891,32609,1039933619
56113,29927,1679293751
29123,69929,2036542267
42899,72251,3099495649
71143,73999,5264510857
109073,69539,7584827347
58453,141587,8276184911
130829,81373,10645948217
179623,100493,18050854139
211271,161201,34057096471
219809,171077,37604264293
357913,145949,52237044437
305581,224863,68713860403
245471,324839,79738554169
520889,262781,136879732309
337261,474931,160175703991
268237,725953,194727454861
832309,333929,277932112061
850121,500603,425573122963
893777,484411,432955410347
732271,855499,626457108229
630823,1168487,737108474801
1584881,805807,1277108203967
1259317,1459099,1837468175383
1447639,1752781,2537394134059
3141601,1547129,4860462013529
2181709,3275929,7147123782661
1769701,4056517,7178822191417
4982729,2696257,13434717945353
3781249,4199231,15878338019519
6791467,2567303,17435753603501
4580339,4416443,20228806114177
8082857,5742083,46412435771131
7233739,8697433,62914960291987
10060993,12538417,126148925668081
13776901,9502769,130918707738869
7523863,20637109,155270780832067
18646973,11639581,217042952638313
20102389,28961399,582193308682211
38830951,16504273,640876616153623
27098917,30012019,813293211883423
34811669,48691931,1695047384942839
46375151,39443323,1829190060066773
44008169,46314781,2038228709445989
66478651,37447973,2489490727724423
47629061,95797997,4562768642790817
88187923,54057853,4767249777909319
74424709,93467317,6956277868735753
112579133,83479021,9397995807868793
57175721,209786251,11994680156811971
181129009,108600983,19670788427215847
98571521,231458749,22815240937687229
181231979,329887223,59786114271104317
281086739,249426439,70110464358892421
221975357,340188467,75513456409607719
226796069,442140593,100275748437728917
517934303,257302193,133265631991826479
381009581,375146081,142934251135602061
569477243,561298643,319646803715281249
755978453,594988619,449798575744226407
437380793,1125035803,492069051669531779
716079737,772798069,553385038003627853
1004886769,961199903,965897064888783407
777234841,1547233229,1202563572731731589
1451162887,1961342437,2846227353272535619
1575462877,1889993839,2977615131103214803
2744920979,1303476193,3577939147792752947
2348667913,1599914273,3757667316545822249
2865320323,1325612047,3798303138682731181
2765766319,2461203571,6807113940874325149
4147931023,2545297423,10557718143623653729
3517593581,3310834171,11646169027665056351
4438772999,3937686281,17478495542635526719
4122350437,4319764927,17807584834555723099
3697027547,7706698943,28491878288706782821
3816166483,7598240527,28996150828909656541
11506217497,11303005319,130054837570161866543
10840350379,14341790569,155470034830197775651
17723865281,15116490013,267922632511993938653
11767639643,25727159999,302747947906036240357
15712012417,19561504243,307350597561214185331
18442170893,17428452707,321418503223062457351
18638943691,29603996263,551787219374631426733
34493318851,26821720921,925170171860590381771
38162880653,41554858643,1585853110945094533879
29416942949,55275696523,1626042011083328666327
22141416391,74564769359,1650969606476497163369
44199814811,47008324127,2077759220988863244997
43402949053,58316181953,2531094274271537040509
48371033387,83594068163,4043531462067626758081
58682166649,128475070159,7539195477312404927191
128608027183,120427545767,15487949079584312584361
179753336219,93352304447,16780388168080039865893
158368218623,152529121907,24155765324541994674061
251428004497,99688996229,25064605392166428041813
188113691047,141261350491,26573194043145955754077
212558023813,188238386053,40011579345174261080089
216550976063,255616947961,55354099579199627657543
188459757911,397196118199,74855484278972481322289
384072284669,362492662837,139223385191556101145953
569572188583,315002389397,179416600337723683654451
618759686977,633452097569,391954621606718502658913
868194870293,461841766873,400968652886194179203789
706753616267,633293347259,447582363333131262262153
812259634853,852039048919,692076926755444344373907
987370392097,1280844198721,1264667638706321555907937
1094961279353,1167764361527,1278656759280443132652031
1288424992007,1043298717947,1344212142331776822449629
1200004923209,1938210495839,2325862137222157009027351
1914462163759,1758828172943,3367209989652744438972737
1597715962919,2753900652031,4399951032042971118038489
2455220129179,1803232010633,4427331530086062161560307
2082899736677,3505155195799,7300886834341755476619923
5565332195119,3086364456713,17176643476815820145383847
3468267353489,5044629587017,17496124107095757624052313
2671085337017,8253704595373,22046349320770651323822341
4823731403639,4915478947807,23710950164463014930869673
5214337659799,4909533771463,25599966836594537908515937
7171365198139,9254380236911,66366540361328899276308629
5385360413777,15252582615199,82140654623755963409196623
13815900539179,7118146097591,98343598507662391653017789
6495034507399,18516101577179,120262718686282653245047421
20664725689541,14231328778547,294086505406344331863076927
27578918865193,10783296213577,297391651373582970599325361
20878207848527,26298270097793,549060749158424728421000911
18483331525367,32542416557341,601492273865925942351569147
35565563689031,16992778569919,604357748482055310206858489
20870087467219,39343609015847,821104561436792929464019493
25092006856841,62942962203889,1579365239209866689076454649
43243782113921,42927295708439,1856338622355592130699079319
45684860119511,43693849192099,1996147388424051531936943589
89620169474663,34417987442147,3084545867542037036094821461
206213903978983,66203894057881,13652163452286635736009515023
120483241925231,116104861232051,13988690084516574419882778781
234947988155077,74795552332771,17573064543532322783857128367
149506525940153,129890890708993,19419535821173640252056895929
139073530122217,164289652422377,22848341924932008830915649809
189063734537089,157148198876231,29711025355317405692790031559
214443013536337,177050188567211,37967175983529446832315246107
269306996611187,142709313302893,38432616554047029009083263991
218451213559063,314691666963757,68744776545157211094999879691
518259744886729,234792907159157,121683712165518153848140127453
593713265794501,253684863072541,150616068537429126352361897041
361190840972581,519329934524207,187577215793033753713367768267
516817445745889,471221202455963,243535338234597234153210786107
446365906410679,767214399977483,342458351057274421462950740957
960116700290681,376560948229043,361542455071998722310266448283
1127563764086923,572377068623047,645391641973641904404829114381
490292982856049,1360213679378651,666903222184160265945696809899
1125324596342311,1567656564128729,1764122490231536140041953352719
1506538408340617,1542588531294883,2323968870661483091130333162811
1225173169754087,1990228769411411,2438374889955554321670601686757
1050837360875233,3312607855857473,3481012096863831175096983666209
2928740826151769,2055806533601399,6020924525627965763813724724831
2459888707358483,2795211910348567,6875910212940372348190354343861
2785743604807313,2771037783206113,7719400783245862729324728704369
4683076210114649,1783324175694157,8351443022115623216124129405893
2805184767481319,3700463066724989,10380482627404146903855567980491
2776440677669429,6884191749330479,19113550005717407010056836226491
7890822966273127,5056885823869777,39902990796812639399314662582679
7133857787024779,6420387949615249,45802134570082798525597479254971
5213403987775771,9644237853633809,50279308085192542322547836641739
13338318040108123,13173336374869361,175710150217332541118432439919403
14131887649272863,14341774558763609,202676346755647210369193155642567
14976316015236341,18982922276789209,284294242909864936359700773444269
31804651682816213,10365790596772363,329680359347356611699427926721319
17000218736026249,19587462620848657,332991149038165154258172208397593
35596199320858441,11566841719621717,411735603364475644505266226363197
22445394320274571,25833009364453867,579832081664512631478042902716057
49632936097223099,26172787533818447,1299032291152208329076788720707253
33849799889659279,45919541085337553,1554367276763663830194131873604287
36560873561921227,44763600693755113,1636596345140710006266573334483651
36956161914708077,54471572532514387,2013060254260366783170561907603799
37285857457981189,59338726732455767,2212495306684443609863496060566963
82564748026104791,75568761654502609,6239315764648777706547136816899719
101378450206457227,87544923335547157,8875168651200882788351306561953639
68780775423143603,143690319602493817,9883131603058856218788936510602651
150388296515558579,83693612321332441,12586539786238750091273580668561339
182500902919387627,82177640031217441,14997493505481596601392991002002507
211675130933846087,72568385624372623,15360922528696909097193415818476201
152965426966599853,115935586926023933,17734136554762602677703913512281849
116605247641187771,276571308333232433,32249665898643866871114979940176843
295711583288854489,271922181680933963,80410538876228525954404769925109907
487586284670200811,215619682109504161,105133199701542900761879603510074571
465688489979201339,347611892435961271,161878857287315364080126767315341869
799356182747614139,364697312192234239,291523051332299278386926901076305221
539915939578520641,554230301503308013,299237773979045326732436222301196333
802118493356586331,518530277646826171,415922725065844603733973361111668601
707448488746932431,662894856952868207,468963964749420567306624118277121217
783943050405463217,668892420584239927,524373564585903102981160290301265159
1095814603100271419,1248387035659247761,1368000743996462968025610256468042859
1365458535250500923,1452502368764012021,1983331756900390798952120615443595383
1375078541513360413,1683245826273242123,2314595215800261018390740370112276799
877076630469569611,3081246772942928957,2702489537258019160500791385539125727
1606389699562606843,2620834262975511019,4210081164304617280901477321711303017
2926984964703720353,2830141155558458317,8283780610308820449909171786975025901
2365740370369401911,4434837444493999441,10491673978465326127301572991538331751
4305641437977941023,2629675236042934883,11322438664730883633831141082403405309
3277162002362300777,4002352744894941193,13116358335620156269027668363593206961
3347387272938409009,4749417483256966717,15898139637325539647603870253245953453
3475877120383579859,9005944730339089271,31303557235624709248531640404758592789
4320036795527220659,9346345173700606303,40376555054084871804488822008767213677
6751468989201289229,6088848461037956261,41108671564643756060300056884512412769
