p, q, m=p*q
5,5,25
11,11,121
13,11,143
11,17,187
17,11,187
17,11,187
13,17,221
23,11,253
17,17,289
23,19,437
41,13,533
19,29,551
29,23,667
37,29,1073
29,41,1189
37,37,1369
37,37,1369
53,29,1537
37,71,2627
67,47,3149
97,37,3589
79,53,4187
43,101,4343
89,59,5251
89,71,6319
127,61,7747
97,89,8633
83,113,9379
107,97,10379
127,101,12827
127,113,14351
127,127,16129
181,127,22987
191,127,24257
157,211,33127
269,149,40081
191,251,47941
281,173,48613
227,241,54707
227,307,69689
467,163,76121
313,277,86701
419,389,162991
331,541,179071
457,397,181429
587,331,194297
409,479,195911
269,757,203633
479,479,229441
479,701,335779
631,1399,882769
877,1049,919973
677,1499,1014823
1709,641,1095469
967,1163,1124621
1171,1061,1242431
883,1597,1410151
839,1847,1549633
1297,1217,1578449
1753,1319,2312207
1783,1381,2462323
1801,1597,2876197
1741,1811,3152951
2243,1613,3617959
1171,3943,4617253
2389,2063,4928507
2333,2503,5839499
3943,1597,6296971
2467,2767,6826189
2381,3191,7597771
2521,4337,10933577
6257,2027,12682939
4129,4421,18254309
4099,4987,20441713
3079,6907,21266653
8461,2749,23259289
8699,3607,31377293
10091,4657,46993787
6719,8237,55344403
8923,9433,84170659
6793,12713,86359409
8563,11827,101274601
13627,12809,174548243
17257,10589,182734373
17293,11083,191658319
16871,12917,217922707
11657,19441,226623737
16033,14411,231051563
11689,24371,284872619
31079,9601,298389479
17497,18719,327526343
19121,21727,415441967
26267,24407,641098669
22229,34871,775147459
29527,28393,838360111
39563,22091,873986233
34211,26669,912373159
36887,30013,1107089531
41387,34147,1413241889
29663,53719,1593466697
44657,42557,1900467949
28669,90697,2600192293
47699,61813,2948418287
42569,75571,3216981899
40973,92809,3802663157
69191,61819,4277318429
113017,49459,5589707803
159113,42307,6731593691
118709,74759,8874566131
123289,78173,9637870997
90173,110681,9980437813
150919,72019,10869035461
119557,139079,16627868003
225749,87011,19642646239
204803,110807,22693606021
180379,133519,24084023701
248569,111263,27656532647
279143,108179,30197410597
168193,194003,32629946579
221873,166861,37021950653
153191,254627,39006564757
177043,288413,51061502759
221489,240197,53200993333
250253,222361,55646507333
178469,408251,72860147719
199637,415553,82959754261
197609,497603,98330831227
323467,695567,224992970789
438169,795737,348667285553
483767,738421,357223711907
933389,480349,448352472761
800161,582391,466006564951
758029,1030019,780784272551
914449,868199,793923707351
763739,1110583,848195549837
934853,939247,878057875691
899981,1155653,1040065742593
844153,1394669,1177314020357
1351241,999721,1350864003761
2015107,711259,1433262989713
733237,1993861,1461972658057
1897667,809981,1537074214327
725537,2262761,1641716827657
959083,2188871,2099308965293
1545529,1518677,2347159345133
1355113,2365787,3205908718931
3489817,966547,3373072151899
1804459,2216551,3999675400909
2294659,1868333,4287187133447
2884433,1876949,5413933634917
1810013,3338689,6043070492957
1496707,4368059,6537704481713
3719959,3912109,14552885083531
6572191,2873141,18882831421931
6369401,3390619,21596212049219
4941511,5518501,27269733395011
4578257,6185677,28319619024989
6056159,5074967,30734807071753
3196559,9991691,31939029791269
7060429,4729033,33389001735157
6306887,7098379,44768674236173
7339027,7460317,54751467891559
7482949,7581599,56732718655451
5631071,10741949,60488677497379
11875289,5697953,67664838583417
9975733,10544617,105190283779261
10387529,14471683,150325026841307
11914247,12644591,150650780387977
11363087,13862081,157516032404047
17056877,12307063,209920059822251
12420389,21294773,264489364326697
13016867,24285011,316114758280537
17918473,17984209,322249563392857
18403753,22531489,414663958278217
16672193,31783417,529899262423481
31732859,22084297,700797882815123
25713943,32108357,825632461721651
35741911,24100157,861385666580027
52182307,16702409,871570234077563
38868097,26244601,1020077697394297
49066673,22107809,1084756634949457
37991521,34005263,1291911663375023
30816089,42977491,1324398187652699
30313709,70935629,2150322015237961
72400457,36349661,2631732068195077
78941437,44375371,3503055554148127
107350723,45162917,4848271792738991
59950013,84472403,5064121657991239
87433613,79237303,6928003685665739
104720059,68604559,7184273466148981
109145093,69374651,7571902735237543
118283369,80960129,9576236812794601
121532899,92130457,11196881525404843
141622237,101181247,14329514542589539
139037531,121880389,16945948363879559
219100543,92269409,20216277614189087
151856753,148311517,22522105404124301
174327817,150222973,26188042946339941
124963169,216377521,27039220724524049
124945399,271865557,33968350493722243
213088171,173634577,36999474435288667
337849147,169362343,57218923116471421
458605817,179224849,82193558302346633
368693579,263337007,97090663593978053
341096213,294033193,100293608628598109
663166741,197513993,130984711039706813
419948069,361319831,151735565319856339
456659179,344220067,157191253191544993
445683809,362131709,161396239426799581
585112453,305614681,178818955672722493
374918959,599503769,224765328990056471
348584177,648785899,226156498652120123
561808799,520349213,292336766416125187
449651837,705927967,317421807151225379
639482323,549750401,351555663501661523
837418349,577900517,483944496832386433
806366273,828941189,668430217110118597
1050693349,704889077,740622264986648873
1302389923,581304169,757084691903488987
1194949969,984883433,1176886427731963577
1250408557,947622191,1184914896429488387
974634187,1264801051,1232718344058130537
1832975623,809588407,1483955814694402561
2087104199,1154998739,2410602718006605061
1675259363,1714050491,2871479133702497233
1594216343,2234524711,3562315813113551873
2436439183,1583134141,3857210053077446803
2109456227,2283343379,4816612909210771033
3651002813,1400780959,5114255221705837667
2264125687,3051035111,6907926966753996257
2064820259,3502721317,7232489936972761103
2219330479,3280131949,7279696809557373571
2743514779,2663964799,7308626796792264421
3110014177,2992295261,9306080683479915197
2547234653,3926428127,10001533787608284931
2524451561,4287082489,10822532081491815329
4464368651,2911126159,12996340363345641509
7362963841,2117317393,15589731404579386513
4397099363,4061006237,17856647937851727031
5746449791,5490574121,31551308510090458711
9280661227,4036273897,37459290657440091619
6215061961,9329658391,57984404975028564751
9607508797,7012373729,67371442289219194013
7167469613,11572320143,82944252976860314659
9057219023,12995940197,117707076774038767531
19264463467,6521504519,125633285556150907373
16519599869,7722553103,127573487228664343507
13813853681,10689157309,147658455039717704429
19525797979,7810669183,152509548548058981157
14912508649,10830595597,161511350514083818453
11464911191,17249594651,197765070754463639341
