p, q, m=p*q
13,7,91
17,19,323
71,71,5041
173,137,23701
223,173,38579
331,293,96983
2179,1237,2695423
2909,5009,14571181
3617,5119,18515423
11213,22147,248334311
50951,47581,2424299531
40739,131171,5343775369
347033,323711,112338399463
695081,451873,314088336713
1489613,711913,1060474859669
3263077,2629589,8580551385353
9775793,5316127,51969357113711
16916321,16269199,275214992696879
35595137,34977251,1245020041228387
93121213,109072519,10156965274245547
267443999,166020821,44401272285503179
298951739,549600169,164303926277243891
1540472701,1247507917,1921751890419873817
2909755987,3048404309,8870112688909347983
3204339889,5189919047,16630264622982965783
9392541577,19386998863,182093192873979226951
19858653641,22299296377,442834003188849158657
92353281197,33123717449,3059083991857472506453
126080754197,225844019039,28474584251318747156683
372692243141,317511845633,118334201972801695053253
816857223823,894195317179,730429904346364879955317
815905782667,2122209660019,1731523133641270173090673
6216773579801,3260187165073,20267845433032147925490473
13982135684437,10278106752607,143709883194079227379077259
34604179575131,18430470532601,637771311964285287464345731
47865001000547,49034532853751,2347037964106146358222001797
123965186856491,183707890018049,22773382913099142071562806059
426763926319531,352522094120983,150443713001453961315829818973
805215675647107,560773175907173,451543351722868292078537998511
1298558718948509,1469482342555541,1908209108266377392011451638369
2275535549527717,3629431904614723,8258901323540892251695494777391
10733981556229991,4390166896467613,47123970495454818368031310781483
17842560094699181,22758594244512967,406071585478597520142211718780027
63058710678185293,62777866739926601,3958691335746702902676786697679093
142035952029913243,106806569093011883,15170372724174650204493170058066569
163150887410696021,269194784423562029,43919367965035155567579426956986609
309855279831656599,809913203313113719,250955882251938235912052288643781681
897802934602460069,1050503385168405689,943145022014013053599782794014932541
2122206650246204209,1953184967443503337,4145062127069518641018709541274945433
3049012016858317427,3469905317620377677,10579783010785108267784707162490877079
8383734235177168999,18676662359439776873,156580173621680058365814270624372760127
49942499986300307237,27854751960774760727,1391135949419391943756011450595261481299
108383447876430015781,106805834078859823097,11575984550784736304301057714390578293757
197572755005534772109,142192606647633192517,28093385036791207748408402519805719108353
285415299575433719843,353180877216204003179,100803225874977339166265351626239767380897
1541546148392303928037,1354799589708229455617,2088486089358194761951977687499055253433829
3011543729613508040719,1581146386687798245817,4761691486430693909794144277328152807422423
5599870392502828577323,4808402019476004853619,26926428104114488880879491807129084637881937
7424939602704338211527,13633434358491169892533,101227426689231101075408778960194602011827891
11695200161033137245737,36011184626597626378099,421158012243978596373613313805450979837913963
63834640623309691769831,81900438193739476120783,5228085038988946598312626553591785049591497673
151805896067664655839833,113450914498799585126567,17222517735186279028842370557034639364985143311
478279995028174377071197,142782912263639806613447,68290210567561904998319824400933712358976586059
354813456607281039155237,653239415907149146906031,231778135150136875230434155021372253164460534347
1690180984588090840949881,2623215174252329105284931,4433708406004221889280865126369544133989195543211
3653969972482012707237733,3188265298636566576432091,11649825665524411199449634150103973466495267289703
13177737248757737305398211,14269485076822915544046809,188039525017441996836275599523356999867220168858699
21665534458972495532616353,24652197678967847695382957,534103038303079678230386800640873598542040495695821
74868055577786416891640287,41104332986211544580951111,3077401486499525436145624752680297948780719345008857
99369005556523504633972433,183072133105356105552927277,18191695811790741496079225022260786222012724071754941
393618609292325201468814167,197324792508811352119794523,77670710406214954389732952517045451218859276511407341
345938692528904905533229649,854288505501616640415108149,295531448635701445771093336582134654212678177588309701
1296118953749902338439235641,637907805144227815268415251,826804396992433124705472498661196899169208797827160891
1989706653064554595390378993,3171005193839476052644787569,6309370131084663073250609757770503962456916712885138017
10316225675718593775133655243,11171015293258915632121583861,115242714792162701918410259148583828011382774171486833223
27571659185625110407640575799,11793136429686590813177745289,325156338368898410586411109391877826015686516540519660911
54520930766851809953927949499,29250114194061282671586611617,1594743450896924619322759770226664170729302201786102729883
107144625710454968911518428417,120525636139368653302424471539,12913674172667139171279420153762894165476847065071025323763
113733194519384951337447741401,237759482005988656087951514059,27041145415815313976347470659455096018816112937007847856659
389628486105291087655407483767,368918735064553412378210342269,143741248239080913202459698869836761106521408168181131447323
1020565192542645098088944801741,1011454475842243241194932623897,1032255231886059148416725056716402843102765233072371583804677
3458492404536957287693085757583,3831467410732946676336615554431,13251100938250778501398844663931658001459975679362031207500273
6184640151915163473995552038951,2515464314593979449287750766717,15557241600747681625789558189322313968741554908654822898393867
12635444049943179858759382334909,13787825589650215502191280682773,174215298808400130850975651679445570823742023917059148472822657
52587428914965734339786551876283,25209125798823600671084335294519,1325683110954064883576093219767667637583255998657974798855992877
118908451642481942403065805266701,86855159295632267842829875123549,10327812509004755486793528192051745018944510012831322667270641849
279475291469088995389151182863773,116220454554134081777588492853539,32480745411186634028278598197497683642901573026131199970677942647
463491293682040023693187957966619,580998814893884721793128868357373,269287892342898732972781837999037428016919985928900769359696531887
1307020534602466041927708943922473,1133288445838012945726685143133429,1481231270337997562149037447794748402666150061498038549597270649917
2024095246350194383456567034565181,3270666861597013556555344417038401,6620141246953624272710015997550559057297430101744770921638814515581
2872010793809691085857729444675211,2442459988201360587237609558642901,7014771449562598343842049409620410768802691864330739456977875827111
12432649258404156340611830869798921,7424750582554124071614031958316131,92309319824027358409192767532600893185931032830988824232617720694651
41857149218826910320625583450043649,37549591177299919540138467350204329,1571718841014189171010750424258657662079371935829435966302124118756521
36003400868299986708778331402734343,78951042382669597343319647049902837,2842506027873395632506680678921675241191102976135872014659554273031091
222801032324554914960873201902210461,98526843699223170572596560846302453,21951882487866991380051166446794585670909898217565926156419139266560833
431564825300603696780646728083579367,440611966819563462070508277722931373,190152626485840298156605474593661729690960869355657866121340349539780891
343224223556784210513746546856591701,1023174687462026884856632221605685017,351178337667109530136222067255724751317308545948482557284323961982243917
945739814506607898574225845030143233,743676604329626521162592450865987739,703324573831605022552025365801364125781983647668088868317408975191820187
2234357465607719630330535502114397869,2091959805119922092284924224315968203,4674186008320968186549057491700389439968684726738580718682867651094959407
12518572230648606761390261266270529567,7811974811123291943293178460158094231,97794770937054437309797694960628520963303201165160616328617652429857627977
