p, q, m=p*q
11,11,121
29,29,841
67,23,1541
139,107,14873
197,313,61661
359,541,194219
2141,821,1757761
4027,2957,11907839
6197,5923,36704831
21247,13033,276912151
36151,63559,2297721409
147401,76463,11270722663
195581,114781,22448982761
475403,248299,118042089497
545429,1513807,825674238203
3415277,3568003,12185718581831
5992639,7095727,42522130353553
17577407,8361491,146973330433837
34203193,34976189,1196297342771477
44262979,74049883,3277668416181457
94381129,181566571,17136457959638659
192088619,581709731,111739818886651489
1182515431,1395144973,1649780459054578363
1063870273,2048170513,2178987722815860049
2458930811,4445618831,10931469117507701941
5972002837,7686557621,45904143919375970777
25782232999,23791876463,613407702452490002537
79198426939,63939524939,5063909794395759931721
98067489761,79552018369,7801466746868791419809
189050002847,455082412751,86033331426196179102097
610322367943,564867083717,344751016107216258084131
2394664349783,2367871349009,5670257104344432046415047
5493436626427,4612223520977,25336957619403150547059179
12258895627417,9576986120879,117403273281076869708539543
17556070535137,25195205316059,442328801675990515349865083
59592947148971,19882744592521,1184871347678592894079445891
135878334282049,69214070312449,9404692582936188897521928001
287394383303887,196456500698789,56460494864368110130039892843
626402104998751,238611023885671,149466447637891568568621796921
1817395640234921,1397012265745381,2538924001120364298020010649901
2284228967552717,1473759335252837,3366403764785766382832321308129
6827157060960749,8253380137890763,56347122485194122838335192661487
12866569633874389,18964405012964057,244006837664298574251561709836173
16657950144861227,16060441055333527,267534026404228323526439615457629
88349407614085903,129696190863779591,11458581632618347125796977132205673
171780253476859823,148899539590525637,25578000653448218420765708736782251
328611115072939849,359654963799677531,118186618695729848854006010359832819
494690683034358001,1205049825078242329,596126921058389329267608782018024329
2875239992485468541,2167790352492610123,6232917516810923529732102165694640543
8223853569257990893,2604891535457964979,21422246551405913635427101599894936247
18044734102906528777,15801677084550625943,285137061370707292301104612716692261711
19726616675930274463,19636420802722832503,387360146062576373874406799469567270889
66868881365440729907,50828437271139272057,3398840741874557934003457062962729308699
116057018155617230807,197060947121350495553,22870305917825701537932663258015028101271
226224064217215262699,197065242899450886707,44580900164666501464507586046909492042193
640283679007098399853,352426159712453917817,225652718119033238418128646155501466880901
