p, q, m=p*q
5,5,25
5,7,35
5,11,55
11,5,55
11,5,55
11,5,55
11,7,77
11,7,77
5,17,85
17,7,119
17,7,119
17,7,119
11,11,121
11,11,121
11,11,121
11,13,143
11,13,143
13,13,169
17,11,187
17,11,187
7,29,203
13,17,221
13,17,221
19,13,247
13,19,247
23,11,253
23,11,253
13,23,299
17,19,323
19,17,323
19,19,361
29,13,377
17,23,391
17,23,391
11,41,451
29,17,493
17,31,527
23,23,529
23,23,529
19,29,551
17,37,629
17,37,629
31,23,713
47,17,799
43,19,817
29,29,841
37,23,851
23,37,851
37,23,851
29,31,899
29,37,1073
31,37,1147
37,37,1369
37,37,1369
37,41,1517
53,29,1537
23,67,1541
43,37,1591
41,41,1681
41,43,1763
41,43,1763
71,29,2059
41,53,2173
37,59,2183
29,79,2291
41,59,2419
59,41,2419
37,67,2479
53,47,2491
61,41,2501
37,71,2627
53,53,2809
53,53,2809
43,67,2881
67,43,2881
41,71,2911
67,47,3149
67,53,3551
37,97,3589
59,67,3953
83,53,4399
71,67,4757
59,89,5251
79,67,5293
83,67,5561
83,67,5561
97,59,5723
73,89,6497
101,71,7171
101,73,7373
149,53,7897
79,107,8453
89,113,10057
107,101,10807
131,83,10873
139,79,10981
149,101,15049
127,127,16129
127,131,16637
109,157,17113
