p, q, m=p*q
17,7,119
19,7,133
17,11,187
17,11,187
19,11,209
17,23,391
41,31,1271
29,53,1537
37,47,1739
59,37,2183
59,41,2419
67,47,3149
59,79,4661
103,67,6901
149,89,13261
163,89,14507
113,173,19549
157,191,29987
239,149,35611
211,179,37769
211,179,37769
347,283,98201
331,311,102941
659,179,117961
331,379,125449
607,397,240979
821,419,343999
967,809,782303
1123,1069,1200487
1259,1213,1527167
2521,941,2372261
2029,1997,4051913
1867,2179,4068193
1361,3181,4329341
3259,1627,5302393
3163,2341,7404583
4507,2339,10541873
2411,4441,10707251
3299,3929,12961771
5953,3917,23317901
4127,11311,46680497
8329,6529,54380041
13217,4441,58696697
7993,16519,132036367
13799,10837,149539763
9277,22807,211580539
10883,21191,230621653
10949,32297,353619853
13697,32401,443796497
29917,30367,908489539
39293,25037,983778841
27997,36107,1010887679
52249,22783,1190388967
43591,35149,1532180059
42373,63149,2675812577
112061,80429,9012954169
139457,93001,12969640457
154247,122443,18886465421
240371,86743,20850501653
118873,193463,22997527199
99881,249181,24888447461
159707,196039,31308800573
110969,391331,43425609739
332903,179981,59916214843
365837,269201,98483686237
397489,420677,167214480053
532141,420551,223792429691
320899,749323,240457001377
937991,260441,244291314031
588949,688477,405477840673
835553,644837,538795489861
1276501,1177697,1503331398197
1047941,1528253,1601518977073
1862213,1323649,2464916375237
1582109,1844707,2918527547063
2397991,1270817,3047407728647
1914811,2579963,4940141531993
2797757,1812409,5070679966613
3306341,4262983,14094875475203
3130871,6175951,19336105883321
5722729,4938673,28262687198617
5521129,5644181,31162251400349
8353063,8117201,67803491336663
9109049,8421839,76714944121111
6498211,17857727,116043278026397
9645191,12195593,117628823843263
12163087,9869789,120047102278643
15593717,17299637,269765643580729
15774091,23476777,370324816784707
21361609,29757467,635667374884403
30247663,25459243,770082602499109
48001721,19363879,929499517235759
34734463,34977311,1214918114768993
28741913,55330333,1590299617347029
57076337,58586449,3343899906757313
71114633,90159799,6411681017238767
66029261,99958709,6600199685784049
89191463,74287223,6625786101577249
146740309,49160477,7213823585567393
93397727,103957331,9709378420386637
93341879,155825503,14545045246140137
157141463,105549011,16586126006743093
124220419,292828751,36375310144466669
242342147,155034907,37571492222325329
157018867,267400337,41986897951158179
198792857,468021107,93039252996832699
488770351,246522541,120492908893981891
550638559,258551831,142368607648651529
394683607,371180807,146498979755930849
843089707,303816563,256144617081417041
1248922151,412587349,515289479388467699
828142747,899112107,744593170151937929
543221681,1681643759,913505349607138879
1232799157,987126697,1216928959913794429
1076905021,1415760667,1524639770826609007
2121520543,1259826037,2672746818101778091
1791422573,1900896989,3405309775042332697
2213433757,1713459247,3792628538553600979
1516209679,3319098901,5032449879254462779
2456557127,3345906101,8219409478684331827
3462403727,2494278427,8636198921820497429
1819371751,5544840659,10088126458780823909
6134847107,4089369787,25087658407230156209
6540921371,4389258059,28709791840947078889
7685821667,4909805963,37735893051191200321
5273000387,12077794067,63686212789397303929
8676315437,9471407837,82176922026285879769
10610120449,8314530401,88218169031482270049
12738139273,14033268467,178757728188045204491
16681738519,13832674607,230753060812385087033
17405882873,17709598861,308251203502380207653
26549750063,14577107429,387018558881450518027
23497538891,35076622871,824214310076262576061
50165523539,23553423233,1181569807619090981587
40025222917,42753875207,1711233385725774518819
36337059721,56165495123,2040888950543985240683
65753264123,36399686077,2393398172615266715471
62776912631,64870157549,4072348212812778101419
83986212379,49223742079,4134115656336012995941
57270153973,117867630059,6750297321911533074407
74871097751,146413481173,10962138060967881141923
116845019273,160777628051,18786065048286320426923
127195113187,156460733567,19901040715375615248029
125786425511,159434756027,20054728062854693804797
136150864099,164232289693,22360368154659241431607
240169062319,198150515669,47589623546250046976411
209027663441,381733613201,79792885224295502684641
327031260107,273362988713,89398242665428008172291
232233823417,429315274673,99701527688630334417641
317658907793,328184523049,104250737146311974220857
687182678521,339587623897,233358732982122408216337
1066271044049,518812415887,553194656353415484406463
853357041023,708623844977,604709147547913781491471
774140175671,849734478713,657813598624587429991423
644106569069,1047526052543,674718411713864752592467
1674044982551,515944413139,863714156090563190137589
1297371680953,835966792079,1084559642260419275571287
1207053164573,1646718334213,1987676576472180705436049
1672290584597,1894924811719,3168864921156926666492243
3301197586867,1001394920671,3305802495619976096427757
2663154213911,1592900142583,4242138727059349182072113
4097442107909,3885578587139,15920933316532898197582351
6385523369387,3409654072393,21772425760791055378033091
5431416969593,5436222565339,29526391491866635818737027
5988785846177,5970400399597,35755449409116018574790669
8597460369143,5158444759483,44349524386068487029833069
5219150167367,9841405901207,51363775256411095517311969
6907747340881,8825296833953,60962920737224343945732593
13346651154619,7049248959859,94083866769298907133438721
8116887650611,11826051912533,95990734724323705636007663
13772849376751,8164418715763,112447309220930634369426013
7547716458497,18975546608303,143222045444465479215100591
11669719716671,19725208051807,230187649317609711929574497
25932277774127,22673606662079,587978266102329128378230033
25640601817741,23693153460047,607506713675697571819293827
22601766608273,34524984943961,780325651857545801943989353
32454408195019,30686936946101,995926377903571619499670919
57806937453401,24870499893709,1437687431790452381640554309
58606733523101,33335701597213,1953696580313474676332717513
65766064745413,32465396901107,2135121394583733533092872191
71001980319841,41385756870509,2938470694841604471040469069
87375210858167,51338797865437,4485738288697371764558473979
71232397880981,79421078388649,5657353855916826921563384669
84396937395623,92550904261721,7811012872884765145311847183
84545920076609,128425208348909,10857827400888719187681569581
93258773573773,118395169098187,11041388267156387503525049551
147372078014611,135019836781103,19898153919624755077242695933
157775678846369,203821124852563,32158016336843658983052893747
253004540952869,213169515026189,53932855294346658511549686241
328526740358347,268110290162831,88081399683725455749920000357
326867237549327,278752107599443,91114931372082695160270224861
370562343307799,421259697160261,156102980520840076177754175539
531270038060093,370326666683503,196743462303612013164125745779
367116310080899,670755055793419,246245121050987518822521803681
697204976627309,585502589877419,408215319490714800990357835471
942963706630147,637695201745769,601323431138449724354405098043
846198362480543,870230794494899,736387873281725467834400250157
1079182053862111,1317482907786103,1421803910352832827523844043433
1713235314870077,885063297718433,1516321697546588263231923029341
2007425995139647,1402504106730827,2815423202141572078640504798069
1939513344965947,2150043507656119,4170038075356437039841841179693
1187012701170521,3685461774186167,4374689935637422794703066383007
1523564525193253,3035990424879187,4625527310172320981620352525311
3275751211261787,1848914445798779,6056583735344765937593693958073
2750991124702969,2377711913999287,6541064372512547645800752783103
3533934902672497,4541461829842253,16049230469634442487197631615741
7181853157222613,3427657883048981,24616935589254302184802199807353
4311301446734449,5886882458090771,25380124858322390346017174670179
5807690747674253,6849171685532807,39777871027301351535322380718171
10189462691705501,5715805893904133,58240990908966574308157162735633
7932853608577879,10967147956345519,87000779241303061387647544174201
10472686523753473,9338229643333343,97796351741452301936687692950239
13268563431132613,9355599770816051,124135368995362509478838209971263
12969162290303533,12263368330974083,159045614110171653190535626335239
17149300857144613,10584337744984411,181513992362369239848255657627943
11656883400623389,19649486704337717,229051775394564315158328185062913
12128523147099803,20744001377652401,251594100872327347618119789577003
13208873202088397,24601961642367887,324964191856679830022964568107139
44219464770087757,14865656082728459,657351355434451863607741431376463
30116486205702121,48251759929074269,1453173462304815574692120699824549
36373187258312137,54594788787878281,1985786475909496608912025460996497
26796725172207637,90444424236482681,2423614379623581947609936686434797
52470322849405919,82965148291895873,4353208116124614476630200257872287
85708278879864659,58829647407511327,5042187826407087757965093769492493
86353389370417667,84949760455471459,7335699741535036157549146227866153
97490789456158723,133058000272558111,12971929490029472779003338857052253
115985466943714411,156107405480331901,18106190318008057587760458036725311
102482622348139573,207640242522056999,21279516558664079460216744713521427
211029732326033861,108823925595014857,22965083888984210439647740180072877
177016197373614421,197134787888775889,34896050522125166492096949167495269
114095949823571383,404879040631248607,46195058704478660310983651283813481
215583265345876451,316986646693715377,68337016365270832327179063600887027
284074636327953221,286120329947351597,81279528675827887881610408655643937
304531590582089863,291623938011879857,88808701694570549866038268333589591
425664567893408329,242566214645468447,103251842942603061502680741656495063
435200405369670349,367897176035947567,160109000145201353178487808638590883
444766982842961327,645257056841230553,286989034329403311114999181269823831
720152282446281941,687839338627496399,495349069668932554825467886916230459
682035829361033947,1324741286150410379,903521021788397936824208285800135913
1327824913683676621,791116164581091311,1050463752948648877692911330996940131
1077450455159182421,1093840055397999757,1178558465559920152474567154876671697
1426396505558037919,1265485808930541899,1805084535691811819829294211860268181
1729180241214698057,1122892015274607881,1941682685830604870748351954487587217
2568079102969031051,1558148801668694453,4001449376881611523268026745588460103
2363458971542826581,2593136987951825561,6128772878614284723207085392986036941
2980664583217878113,2107491018876034007,6281723839413555198525631751368988791
3058917408081894743,2503423719957653509,7657766396783600583678420677002603187
5190455763555432463,2396284492984361257,12437808657729185153256584084457285991
3922384267470415081,3615533367032688727,14181511197363356159203943106159491887
2598791419860662519,6302300141753106173,16378363533774609454483614921928629787
4876486555868931383,4615464200817911411,22507249124382886690126276598531711413
7189929708717514501,7663663526595168137,55101202067481437188588146290830654637
13263947184972833959,6389275508482372369,84747012894750635285495603289446478871
6888211194455436929,19036423423108878769,131126904925452267240379115565186660401
10460825247787429937,13272603621936804983,138842387072231418038529475966744976071
12095949633151043357,16086156669911632723,194577340870227823082854034558832971111
15703858396661487359,12405428777856900491,194813096877334139981654031221717393269
24215581541840468777,26268334905991196609,636103005884404106225667025455732777193
27738121936170668497,31182272219105701867,864937669060421098792388479333770983899
19124653091054552113,45442702048969811393,869075912206701532240025198447699623409
30542555889342730159,30870066663713678197,942850736384210887481628440591932643323
