p, q, m=p*q
7,11,77
17,17,289
29,29,841
89,127,11303
293,149,43657
349,557,194393
1117,1399,1562683
4657,4177,19452289
6701,5051,33846751
26203,21059,551808977
43151,21101,910529251
50261,108497,5453167717
164701,295513,48671286613
671287,427477,286959752899
1028149,821573,844699458377
1516967,1339567,2032078933289
3916673,5803901,22731982341373
11765231,7453049,87686843139319
38139121,25172027,960038983568267
31559371,36772103,1160504441027213
144143227,180858593,26069541225699611
302001647,430144103,129904227553337641
1024152799,617480807,632394696817828793
696138743,1839736799,1280712062706703657
2880752411,1751978989,5047017696583092479
10182139823,14020525769,142758953771932598887
13232359033,11072823821,146519580308626925093
40284624437,57593451299,2320130555610864793663
65164365727,94667391937,6168940550603918943199
347143379573,288745052711,100235933433080565672403
493631523131,809194055653,399443694200541570809543
1361367204653,1534834032521,2089472716459405464520213
2839115347559,2436704131271,6918084096551916325417489
7656129112943,4358088179513,33366085787942238435736759
7257086993657,15951799157029,115763594187903852469965053
42090961917401,44514875264407,1873673919512010807569246207
59626214322907,56354244721837,3360190273789803535512220159
164003918926649,153599246577527,25190878382895106992604817023
260880990547013,165563169456599,43192283645940515166972588787
562772938770599,1246045061734349,701240441232832040774789605051
2089061567176169,1567509699749099,3274624269921698880073232021731
6807969457347677,2525135897046227,17191048062742941606366080064679
8212721461828127,4623342086345189,37970220777900363166339911331003
19617501457880429,28005679917218587,549401466604968282623818102333823
40540606182629251,52518263587475789,2129122241495373639189410325704039
101690339965992607,92788680858436039,9435712501490351538258848256363673
166244198511080741,193687938292306727,32199496062668196425314342634444707
547605972256548133,301974377614246993,165362972650015728440614256255014069
1539123701335071151,646823009348700809,995540624257461718925527049426261159
4146761574853166209,1760252112036770801,7299345820248211653942655786891063409
10268411955172895501,3437470711030758923,35297365344704918518412613755402305423
24548983955783619239,15260773650517100903,374636487499389723355432473931095072817
42964239172889680507,56874521656636885393,2443570551299440958444864398707345134251
135838577234835723319,70090294936792262677,9520965942183871015777545020395942264963
139519673079240241861,252843987615613239767,35276710492181827638523318009970863286387
194421291490821402671,405334199951341392133,78805598639938631210880065737700904587243
548475258411053648809,1358739565549605489227,745235034328142638702315815403213890880643
3119733660867929701187,1255783953782442125131,3917711471392901206534937021532070093230497
2967141846818349558401,6503641690911422637407,19297227417815732292597690283850693193706207
8973143700275047886647,17398400431415556674413,156118347226019177724701064078036351109263211
22101866672804167623079,29947471831818927830063,661895029614420337386261832594560005948823977
81633181140177287483029,95144913635146270499069,7766981969344419372307324543487696338697800001
133249004208846086587673,148077736610920245409751,19731210948904914026235778457339295965270599423
217379594828450474592691,430736523237302178412249,93633330899140190298918917127806116881360272059
811731795190439338904599,381300576907667762250901,309513801800411331705795565434397326407940793699
2213347233452527504197199,944542978843032145845559,2090601589099234418160145533624368879883334389241
2444308575921744967292219,4693523814482336026303219,11472420511032115089989655529994910480419073352961
10444648145413765217521451,3610900514167142762762011,37714585358569458913725100351136768761556400397961
11820014961459161594918057,12730665228658773032809919,150476653472074615762475399484854162901233261807383
43430351159375255334955273,36651582224516372368571891,1591791086557462132676183422674668913641859370031243
50502844133109005851345367,78179771124863008032525319,3948300795481092628153604812296189247571810640847073
246895678143918887034798647,259020708009738127766044579,63951093357382297672975268403703443872635056890884613
750265777010759356189122103,339013864366822066677421987,254350500366593941796255183612687171997200640799878661
923960863326018908527771649,1802091489511713625307570611,1665062008441714270325836708572955932575457461551407539
2248442929354302817654254511,4028214414399349739551766783,9057210217979301421230334080280832618112346246797708113
6914714691933280282169852923,2506381290417292314151357279,17330911532435144923049668031648586090331914976255476517
7082289215952832671756902629,9126236505367971479429580983,64634646384202650327686858254255497774619964859401104307
30183013598220304579199722139,32620844000719561987699364701,984595378059141782570052137046817744376347674686024815439
71149591089021894187397610661,46406882783250275995108988477,3301830733744427396386592527475799070698944000874381353297
251477687373814477870445016727,242116296032752591329432556319,60886846201830474696191462433914532999760546815510324547913
313325516885404709658346220269,457836539145927942922905349391,143451870276922700028620260703480699714006787054605691006179
1126973392928498410247401063621,1095347307419450291700234791339,1234427271477592895620533937799399719222720066862697598778519
2389403417160430714354162014869,1020469375435602424504427795249,2438313012773398927442043553697496382405552484563313225557381
4506286581130053972319268662519,3859508048817200602980750163147,17392049330148388352144129874568511425099299799175233733987293
12810832647145091923794060225071,16032724385980829874838319856499,205392548986602463301553573446375133512427000982564084362086429
14127396839380485164565890319947,28547486022996352054707135020377,403301663813537240243602955139793127892353357670892868894560019
43034121889386525163809858641531,66056295875189504939921703104633,2842674688254285507141988306616089555309326280626000986532313123
157845165853944541619422961684501,69224443822234750596381398992223,10926743816267710825257420032465671047417323371701850623878635723
150864272110575925278822235179647,155764811256528619989616932731329,23499344870657433632469963396591453124689747627593519414700060863
376665835792308414364680080739229,287443047103878409032131553186043,108269975580070237547585322445531605668758766082625992053605380847
768019911094834288723730375744141,1988268788349994494845324264572169,1527030018061196665116360840438323156650679622114781528496373411829
3969091465503403979420489437219373,2090193820693192771903542204305447,8296170454961303701659111369309010157968765608918545149048437824731
5879789682632553804757878910865161,5878933389566132923733794065419411,34566891888854976505098646185376549203155881386384428908954333040171
13898627702823512043629105491891121,23969796730858496365754377109100109,333147280874558352122343642065260832008225959790679677924436917232189
61449889601170570402628077414562803,26862244060569327940010797714081247,1650681931961685062905333261692750659349144494794410451987533326055341
106734394718982114979669766287876211,134377114364872157008106447406641917,14342659965818066456653841761142604483970492618519512037276273299736487
309838288000314240175882529466476467,237065604562128142218766534325586659,73452001061289268758956445794430391154815211452957405023614503392653753
262254079394818222521237750927023113,585878135722821690285099405598181081,153648931121540965827082938401476818596218841006806001245083202846325153
1609173255556601644561651102487890777,1282578418080755029213003426214688697,2063890888529644679999337968251499640682303147711063403376540731192447569
3565018392668937663892446069283446083,2857226422876312152553803068926807019,10186064749573728733518068189806717322831781786332395496468840774232456577
