p, q, m=p*q
11,11,121
17,11,187
47,41,1927
211,127,26797
347,251,87097
719,727,522713
1429,2333,3333857
4049,4073,16491577
6067,10687,64838029
30347,19597,594710159
37397,59243,2215510471
94687,100649,9530151863
173291,166147,28791779777
613733,640477,393081870641
814447,1216109,990456326723
1586513,1679371,2664343923323
8612119,4471211,38506601206109
26785537,8801531,235753734257147
37611577,43530281,1637242515663137
108484931,94859273,10290801686115163
108546617,160343959,17404794305836703
581062003,634916137,368925642302242411
1205717251,1826323351,2202029570204828101
1272941753,2512185253,3197865499814568509
6686762483,5795765221,38754905440059003743
14792462329,16007035607,236783471215509148703
37778890003,32402927353,1224146628244186952059
65206286669,46316478473,3020125572809005376437
74480001131,143727999769,10704861585351487738739
297357767251,391966101379,116554164744138552139129
396775625591,1400985870931,555877045382799506595221
3460394710933,2118604389323,7331207423372747576568359
6177816812077,7690040163857,47507659409823142456500989
16702125222019,10232190476419,170899326632700387759069961
14705938674221,43072291981919,633418484444241707363410099
77983817721419,26986778818553,2104532040274288345302686707
198147979717483,125596272456133,24886647647229310455850673239
397741936072829,534426425454013,212563801148560551728558312777
987318182196191,516138351063109,509592778533368244381260417819
1379858013684383,2398865092007063,3310093220953670621408888797129
5293947281030753,5793689740901057,30671488050978918535777947205921
6806156764200683,11402366116165001,77606291269429092335507104895683
20919668022400573,24238998693552499,507071805864519479332159383181927
77077847926113851,27459076013877889,2116486485189280437139164225540539
134474797335013133,112291125167885837,15100326299472040500338674239697321
323389727296955729,382257310364879291,123618087356166082569425542855908139
752991706626395507,720124506149375881,542247780868908790602005908712566667
1957037518990586353,1112262645884307259,2176739728967329791267409549624236427
4923354394624759747,5929163591048734367,29191373622438908158973477345797125149
9747505315992232409,11260233950877672181,109759190295496327558108082347465914029
18688421574678086159,22847471303161720357,426983175628845943189537437430710238763
70361750890252409057,32396686748435716849,2279487602662975223260010801124975101393
179248431699336191089,137328302194600058803,24615882796314568998436252879985444606467
213344249895920385761,207218328193646238607,44208838793160107879286261544950091274927
677150450281090537481,393386834287950852299,266382071972738665900100569544837954518819
1964381380416350730899,969334957509499782359,1904143541918335863625103418541051076410741
3809531850366394051759,3806277290235074336593,14500134568476807030856150078808868229717087
4155185119974562918667,9342763960986255313441,38820913790124695956180350582616897874903147
28111875721464975951059,21176440728348810735569,595309469978311024604174853154711785134517571
30733745620612831103551,28724479132463744382407,882810834741742257967276168886708058759627257
67716944797423989160349,124850821304262068173909,8454516174173761406247323464041578872619134241
342061906878035655383279,254466393353418968629741,87043259746846790487131910134690160292793500739
323692508843609235357977,627334099854925634727713,203063348665188155151103922832506111172477516601
548344409916412951644679,1741612281981004822731791,955003359066051490697851321286623679939149290089
2228586964116970600019333,2097408980080619570157229,4674258311429539629981651307067687788617249708257
5937171625787932340965699,5908450579429682406458377,35079485132560178362916563008034869972446628210523
19490387649771711215961923,14926414392726212008138223,290921602735365679362935002587050040992775288882829
41305604079663675494866339,39330754356122740564717187,1624580567588513349155407180995657309990611901068393
130462210665133702747145407,67533165441156246451847191,8810526056667453255524454862624615193988757421501737
210610147272043621216476209,123039880682611382615969801,25913447390899458331563403524819668419643066378964409
231696839954188039197242477,256105751895406588329946607,59338893408257010364036396384704751312351635042425539
943384248239550986512824031,1588089009516298635191245181,1498178156380026520603122099838771595974871275629744611
1325723917043380772764755593,3793327423654843095078324919,5028904890715774519015526851739076616951637222876521967
3775621039936891374024161081,7242359978465376899453025701,27344406713490768546041452049730588663430416583656942781
7658567560731745377086894623,15044462880481088434857629027,115219035385085337244239233813068698051864871911975021821
32860844861565742373063149393,21927811013527170733117797043,720566395869249021708116688093960713831442956919762644899
67351105340514935250862406833,102393165214236612683772494681,6896292856492799618765730196899347820688944272880350555273
137238288008821664219964539677,173784295753745633197930026277,23849859232062786991402435286154161918258432587276819092529
167136954698959728227388334399,180243849993614194047443384563,30125408191148788250449346427361826642206810464031798482637
772895449412422394941871720077,1205194891917511870860373937599,931489647618141172087789212990492356636112886511791593475123
2473389276094974710765217007871,3176181705141890747851509471191,7855933768427003572883168409948418996375129178965594494744361
6850948205953498538676901650899,5616705462798026969924307145129,38479758213725357598101010327279010160730145449008561686320971
10928671732778852149647924062789,6552955270370383580034251004097,71615097029461011499991945219584458856146482908802130924246533
14122049202339944024543158135147,20518161237033950820201732134111,289758482530937664334479862024130305203888284922966955266699317
73514232501728495998255616571511,85936614093768342729249251977999,6317564228900603842102429860170216046394683953877579439582186489
89422433692196577947349660210847,71816800145816312034063547021613,6422033049024992693235914527594623181537005251466284900446036211
171471271908096833475496920282871,243737983892263958888666084694811,41794062110321719468397896000780291900804585129200634525825882381
1183047654209838409810262513479967,456418284053213989367717075641789,539964580287634508215513750574394395221822335291083104600319540963
