p, q, m=p*q
11,11,121
23,31,713
29,61,1769
67,127,8509
127,163,20701
307,491,150737
1049,1087,1140263
1229,983,1208107
4759,4327,20592193
4861,4751,23094611
11923,6229,74268367
19813,38917,771062521
54577,66821,3646889717
107021,153421,16419268841
117127,259907,30442127189
691787,241639,167162718893
463093,1579001,731224310093
1629809,1307809,2131478878481
3786047,6198259,23466899892173
9252599,14954257,138365743363943
26835763,16911203,453825035752889
53962171,18511769,998935244290499
51467623,61041647,3141668475095081
113270939,118770989,13453301449988671
536440061,487238473,261374236177666853
869184137,1152179783,1001456390355702271
1705687073,1843913909,3145140118306198357
3608482697,2221380047,8015811463060546759
3835532917,7395701587,28366456881247639279
17302004777,18113521639,313400237926270869503
39584240341,27915089567,1104997614560669622347
86650646567,85986598091,7450794320681917903597
105215345897,123734223307,13018739104542644221379
137725747799,317028349849,43662966556436513732351
743295061739,533828521199,396792103622649775305061
926049993893,1552643315789,1437825333104410720476577
1383029223787,2939516868749,4065437733294722227732463
6063004591087,5577470161121,33816227193527372610528527
8505174421621,11898673212971,101200291062187910680045991
22746411287329,15289130278621,347772845543068293056893309
47254973412161,57071564250643,2696915251254573190748269523
118983019654391,87292780497179,10386358617582288325730462989
90701350389893,246705872039449,22376555743094170123226888957
489964756269487,475821096448847,233135567549439386655042431489
582146092811473,461330593732843,268561802635971565387727307739
907396242308377,2252903659098929,2044276314549160952506768428233
3143657333693237,1307343058599913,4109838593820563795526656888381
2537436270816851,8755006844803937,22215271919255306878779930742387
14886386983259213,8536225428846889,127073555110152621711733575638357
19877448390589397,26959716152283991,535890366441964387546732217443427
74000249555886257,78216310203340061,5788026474387777060960804407441677
91128964501163983,89817701307160429,8184994113996372607566383017628707
364193010500853503,293935637777242001,107049304815582167679883799879579503
362126082553392767,451413095655328699,163468455942964146255765345034120133
816248059935225859,1233146687088099401,1006553590951212167770284629977610459
1468167736352867761,1786843209418049581,2623385549988791093437919884634458141
5827335005378909201,2406089945134276603,14021092163371189092659350600355724203
11777014792657918987,5183754495890626349,61049153379610900233111010958329588463
7393279260589038071,15485964252065635067,114492058335020094410191509865255635757
33315319517689007483,56423510832556173529,1879767291696395828150295229072327517507
46075863101389001401,76784539453593015899,3537913928166954436554627900467526274499
179716414898949642463,211748852467955534411,38054744624507573773817684977350543294293
141187967051868359257,402405267551895019441,56814781656615225776591162206514787315337
1068327726304772513477,507178028378278155959,541832349889103292640308886975069035359443
1168046171285180839199,2170926513386027380909,2535742402102036172098702344967420651451891
3708888929890691488637,3987145992317407571291,14787881632764068994452208452420835493920367
5725951358688615904721,7158083988259881168923,40986840738183893117757761261039862674185483
11275403237450341873139,16776935356571462391887,189166711233980972769316751584693884856823293
36176795725909819405861,27370356618323007452453,990171800326375314271731158950002463667027033
69186943735198828049933,65499342603427384704449,4531699331395841990266645501439970786219251917
102230212216670749140653,165975854513015668938071,16967746829708861331455950303419071068325500363
223779544136117985822511,158247198610446945376063,35412485965863541009357186385544090281265954193
209411407591904408257307,459107351072566473325409,96142316623896769243289026157215867054813013563
557000615201588745712489,967309141010340580244119,538791786632880061007930845296485292518207102191
2884317378369103571357959,1011577689725957008919339,2917711110047046796490834559594362720815326669101
3198084198176536230760301,3050389694977102187969087,9755403081786814778276484739256825746137094815187
6433977401783563512561683,7655093414239094223030493,49252698035756515726336837007175434538645852399719
12958971187024396780542181,22860182640602555608919413,296244448169683809313588869572846338159289676259753
28185223127959634321620267,48841348786618038263505247,1376604313421329954789784059753427456524371896040949
80656205633441690147119921,46121970160541551784213887,3720023109488101043134143517517025318459986102542927
133179737194202624506181663,135351621949920162741430613,18026093440099434658743929326339530252216498687449419
341661952375149876710350811,475787419136387419913438803,162558458537671871745220919181139677024747231509919233
998857149299229352875040687,664626576224901987196382621,663867007276512562042744571675789498809879444594700627
706166134265982074240318929,1167769379052852333173841109,824639188119939035465058231559096373821768732131052261
2664898775505802486518909781,1801077647662912167118664959,4799689617847765799688655400715550332725069908887063979
3540313849746699014157684233,8604610253419152711340204853,30463020851852279939242809417920401502090665546308182749
12696489034136260894271576707,17578494327245231805862569061,223185160462495554408900398440569685610676420334146462127
33716362572022789890320596153,20491954358246359825631647843,690914162951976855372450434460441663417211964363516547979
37875774054411986384774899759,30754470372253912610328041657,1164849370982596887810577907686645015582619058678951260663
138432417044310439069542251233,75720097162926523282488643321,10482116069093952163079351461659136470697976982298309464793
157416972324460672711689235711,134438360092042144968974177389,21162879609954876511121258903867704620452441521672347538579
493205333587390454400933937181,396552782066082209492403972659,195581947163909822989827417554704657469982773456738347534279
1357366259136172717613231431817,716698261201955346838197126403,972822037737097722559358957959454235202575414602006624964251
1552319002712979914337932773637,1446510629590926845072908159591,2245445937940312253173233637867396266982139097030355673502467
2137361222304746317805052191303,3040974847408577612126422014871,6499661716855186865621915862300145837382379708643839002866913
8438748422653482620230929807853,6355808573747002451900293055159,53635069576394998008662128952660642950003162386522258200363627
16758684908851815892658990289617,13009349486160814069334644445399,218019588907702360250219421946184576340039720142473207353122183
44106314614671824288113549809113,35961639683658888020783364548917,1586135393946926252681936962532891860503524398117351416700880621
36546339789871203857978232354001,77832623294761909268953228499059,2844497497667413521688516290630672794776530819410366325583385059
175955387211296636504037492354613,133529297445637162263556161161539,23495199236099489772676117836660712875509664777580365398164829407
