p, q, m=p*q
7,7,49
7,11,77
7,11,77
17,5,85
5,17,85
23,5,115
7,17,119
11,11,121
13,11,143
11,13,143
13,11,143
7,23,161
17,11,187
17,11,187
7,29,203
19,11,209
13,17,221
13,17,221
13,19,247
19,13,247
13,19,247
17,17,289
11,29,319
17,19,323
29,13,377
23,17,391
17,23,391
17,23,391
23,19,437
17,29,493
31,17,527
17,37,629
37,17,629
37,17,629
23,29,667
23,29,667
31,23,713
29,29,841
29,29,841
29,29,841
59,17,1003
37,29,1073
37,29,1073
37,29,1073
37,31,1147
31,37,1147
29,41,1189
29,41,1189
23,59,1357
53,29,1537
67,23,1541
37,47,1739
37,47,1739
61,29,1769
59,31,1829
59,31,1829
53,37,1961
37,59,2183
53,43,2279
41,59,2419
67,37,2479
67,37,2479
37,73,2701
41,67,2747
53,53,2809
61,53,3233
41,79,3239
53,73,3869
53,83,4399
67,71,4757
71,71,5041
59,89,5251
61,89,5429
107,59,6313
97,67,6499
53,127,6731
151,47,7097
109,71,7739
83,101,8383
101,83,8383
73,137,10001
149,71,10579
149,73,10877
109,101,11009
113,101,11413
127,101,12827
71,181,12851
97,149,14453
97,151,14647
127,127,16129
127,127,16129
97,167,16199
127,131,16637
149,113,16837
191,89,16999
137,131,17947
193,97,18721
211,97,20467
157,151,23707
137,179,24523
269,97,26093
89,307,27323
157,179,28103
151,191,28841
191,173,33043
191,191,36481
239,173,41347
223,199,44377
191,239,45649
223,211,47053
277,173,47921
191,251,47941
251,223,55973
137,433,59321
269,229,61601
293,233,68269
337,211,71107
277,257,71189
307,241,73987
337,223,75151
233,331,77123
467,197,91999
257,379,97403
307,347,106529
379,283,107257
449,257,115393
293,409,119837
347,379,131513
443,307,136001
269,509,136921
251,547,137297
359,401,143959
479,347,166213
541,311,168251
317,557,176569
271,701,189971
331,587,194297
347,569,197443
389,509,198001
331,631,208861
353,607,214271
307,751,230557
683,359,245197
769,337,259153
401,727,291527
587,599,351613
613,601,368413
653,593,387229
1019,421,428999
853,521,444413
631,821,518051
479,1117,535043
673,881,592913
983,607,596681
907,673,610411
1277,541,690857
557,1277,711289
853,839,715667
499,1543,769957
853,907,773671
787,1051,827137
709,1187,841583
997,953,950141
1117,947,1057799
977,1129,1103033
877,1297,1137469
691,1693,1169863
991,1181,1170371
1117,1061,1185137
1277,937,1196549
1283,983,1261189
1013,1259,1275367
907,1511,1370477
1423,1087,1546801
1361,1399,1904039
2237,877,1961849
1423,1709,2431907
1543,1663,2566009
1861,1427,2655647
1319,2179,2874101
1627,1811,2946497
1973,1499,2957527
1747,1693,2957671
2081,1481,3081961
1871,1747,3268637
2063,1721,3550423
3037,1181,3586697
2111,1907,4025677
3433,1201,4123033
1787,2477,4426399
1801,2543,4579943
1511,3203,4839733
2039,2437,4969043
2179,2333,5083607
2129,2467,5252243
2539,2143,5441077
2437,2339,5700143
2753,2153,5927209
3929,1511,5936719
2609,2293,5982437
2383,2609,6217247
3329,1931,6428299
2819,2539,7157441
2297,3607,8285279
1861,4721,8785781
2633,3511,9244463
3181,3491,11104871
4637,3061,14193857
4133,3491,14428303
4409,3407,15021463
3709,4327,16048843
2999,5821,17457179
6367,2857,18190519
3023,6263,18933049
5179,3739,19364281
6043,3251,19645793
2833,7369,20876377
3943,5323,20988589
5323,4373,23277479
5227,4673,24425771
5077,4903,24892531
5861,4421,25911481
4637,6317,29291929
8803,3659,32210177
4513,7283,32868179
6947,4783,33227501
6449,5557,35837093
8963,4271,38280973
6521,5881,38350001
8353,4663,38950039
4931,8089,39886859
3907,10243,40019401
4547,8863,40300061
5623,7331,41222213
5813,7151,41568763
5039,8273,41687647
6217,6857,42629969
10267,4241,43542347
4357,11953,52079221
7013,7717,54119321
12503,4591,57401273
11549,5581,64454969
8663,7703,66731089
10847,6427,69713669
11173,6389,71384297
6521,11497,74971937
8803,8747,76999841
9377,10037,94116949
8209,11813,96972917
10559,9431,99581929
8831,11467,101265077
7369,13859,102126971
10627,10427,110807729
15427,8039,124017653
9883,13217,130623611
9151,16381,149902531
14797,10487,155176139
9613,17827,171370951
12473,14081,175632313
12437,15439,192014843
