p, q, m=p*q
13,5,65
5,23,115
17,7,119
7,17,119
7,17,119
11,11,121
11,13,143
13,13,169
17,11,187
11,17,187
19,11,209
17,17,289
29,11,319
19,19,361
17,29,493
29,17,493
37,29,1073
47,29,1363
37,37,1369
37,37,1369
59,29,1711
29,67,1943
37,53,1961
41,53,2173
53,41,2173
79,29,2291
67,41,2747
59,59,3481
61,59,3599
67,59,3953
37,127,4699
53,97,5141
67,79,5293
83,67,5561
59,107,6313
73,101,7373
83,97,8051
79,131,10349
173,97,16781
113,157,17741
149,131,19519
113,173,19549
107,191,20437
157,149,23393
251,137,34387
157,263,41291
191,223,42593
271,233,63143
337,211,71107
241,311,74951
353,233,82249
197,479,94363
239,401,95839
197,491,96727
269,397,106793
353,367,129551
521,263,137023
409,397,162373
337,521,175577
577,431,248687
479,577,276383
373,929,346517
691,557,384887
607,641,389087
659,673,443507
607,751,455857
619,967,598573
733,821,601793
1049,733,768917
1151,701,806851
1279,709,906811
1217,797,969949
1097,1117,1225349
883,1439,1270637
1367,1129,1543343
1597,1163,1857311
1823,1619,2951437
2203,1493,3289079
2053,1637,3360761
1693,2851,4826743
2609,2111,5507599
2143,2591,5552513
2087,2683,5599421
4127,1523,6285421
2851,2437,6947887
2179,3889,8474131
2767,3307,9150469
3527,2729,9625183
3491,2861,9987751
4919,2081,10236439
2777,4409,12243793
2777,4409,12243793
4349,3491,15182359
5099,3037,15485663
3209,4931,15823579
4783,3581,17127923
3137,8039,25218343
5701,6427,36640327
8747,4621,40419887
6199,9661,59888539
