p, q, m=p*q
5,5,25
5,13,65
7,11,77
7,11,77
7,13,91
11,11,121
11,11,121
11,13,143
17,11,187
29,7,203
13,17,221
17,13,221
17,17,289
23,13,299
29,11,319
29,11,319
17,19,323
23,17,391
17,29,493
29,17,493
19,29,551
17,41,697
17,41,697
17,41,697
37,19,703
23,31,713
29,29,841
23,37,851
23,37,851
23,37,851
41,23,943
37,29,1073
29,37,1073
37,29,1073
37,29,1073
23,47,1081
29,41,1189
47,29,1363
37,37,1369
29,59,1711
41,43,1763
61,37,2257
37,67,2479
37,67,2479
53,47,2491
53,47,2491
73,37,2701
79,41,3239
59,59,3481
67,53,3551
97,41,3977
83,59,4897
83,59,4897
101,53,5353
71,79,5609
79,71,5609
53,127,6731
89,83,7387
107,71,7597
67,127,8509
71,127,9017
71,131,9301
67,149,9983
139,83,11537
79,149,11771
113,107,12091
149,83,12367
67,191,12797
137,97,13289
113,137,15481
127,127,16129
163,107,17441
127,149,18923
131,149,19519
179,127,22733
131,197,25807
277,107,29639
131,233,30523
239,173,41347
223,197,43931
167,277,46259
223,211,47053
307,163,50041
137,367,50279
281,179,50299
223,257,57311
239,269,64291
191,347,66277
307,251,77057
373,211,78703
191,487,93017
331,331,109561
347,349,121103
599,239,143161
439,331,145309
373,419,156287
307,541,166087
331,503,166493
503,397,199691
487,521,253727
