p, q, m=p*q
11,7,77
17,5,85
13,7,91
13,11,143
13,13,169
17,11,187
11,17,187
17,11,187
17,11,187
11,17,187
13,17,221
23,11,253
11,29,319
19,19,361
29,13,377
13,29,377
17,23,391
13,31,403
17,29,493
29,17,493
23,23,529
19,29,551
29,19,551
23,29,667
19,37,703
19,37,703
31,23,713
29,29,841
23,37,851
19,53,1007
29,37,1073
23,47,1081
31,37,1147
29,47,1363
37,41,1517
59,29,1711
37,59,2183
79,31,2449
37,67,2479
73,37,2701
29,97,2813
59,53,3127
47,67,3149
71,47,3337
59,67,3953
71,59,4189
59,83,4897
97,59,5723
127,59,7493
107,79,8453
89,101,8989
71,139,9869
79,127,10033
107,101,10807
97,127,12319
127,97,12319
83,157,13031
137,97,13289
97,149,14453
191,79,15089
211,73,15403
127,127,16129
167,103,17201
167,107,17869
137,149,20413
101,211,21311
157,137,21509
127,173,21971
149,151,22499
149,157,23393
139,173,24047
149,239,35611
197,181,35657
251,163,40913
149,277,41273
179,269,48151
251,277,69527
149,499,74351
431,191,82321
223,379,84517
307,293,89951
419,223,93437
331,293,96983
293,347,101671
293,367,107531
331,331,109561
373,307,114511
239,521,124519
409,311,127199
409,311,127199
251,521,130771
521,251,130771
577,251,144827
457,331,151267
257,907,233099
397,643,255271
509,599,304891
337,937,315769
547,659,360473
557,691,384887
947,431,408157
839,587,492493
907,631,572317
599,1039,622361
757,839,635123
1109,631,699779
883,877,774391
1097,761,834817
1223,743,908689
541,1741,941881
673,1481,996713
991,1109,1099019
1031,1117,1151627
967,1319,1275473
1301,1301,1692601
1319,1319,1739761
1973,919,1813187
2111,881,1859791
1361,1471,2002031
1787,1187,2121169
1361,1637,2227957
1597,1399,2234203
1823,1249,2276927
839,2753,2309767
2069,1129,2335901
2011,1277,2568047
1979,1361,2693419
2039,1499,3056461
1979,1847,3655213
1889,1973,3726997
1907,2203,4201121
3181,1511,4806491
2389,2089,4990621
2437,2843,6928391
2417,3407,8234719
1657,5021,8319797
