p, q, m=p*q
11,11,121
23,23,529
149,113,16837
307,419,128633
3049,1931,5887619
13217,4919,65014423
29789,46301,1379260489
82529,212131,17506959299
540751,419449,226817466199
2252359,933851,2103367704509
10409743,5480977,57055561958911
32101187,22885153,734640575976611
150101407,126817787,19035528261326309
662748869,407187259,269862895373460071
2959931981,2519422751,7457319974343899731
4179895157,6206421007,25942189109462363099
37298265779,20979447623,782497013339263793317
93245060317,130887813919,12204642103637427152323
696045924271,377083646333,262467535139331864848243
1577018530001,2183960461807,3444146117059180244171807
8303808827203,4084800764557,33919404646093979899844071
35094801024511,36594008344871,1284259441552542854212133081
65670083282471,103674248984233,6808296565042215586164279743
375001959951187,607496097878221,227812227367031009287430398327
1153495970022047,1519419005509043,1752643699629587529871167871021
10133955898485277,3751721983627141,38019785125455149358876246103057
24820575285053987,32766016458100333,813271378289597302240593367677671
60248645391269999,72923334274936801,4393532107479712649715832852333199
327613610235027227,161745165817721489,52989917711606856788659559017981003
639211383446237447,2249207191390531159,1437718840465967590109133901366111073
9327367454802073879,5874978151838944571,54798080011135808356541105489327960909
22335220522638644897,13840636065226533197,309133658690420246434839753409265145709
71493637577133822527,146429781448587151187,10468797725384203449043791007050575389549
470270602230623739091,344865815921283783089,162180254942057553238536434562886974032099
1293570867264831416693,1904831204501099394031,2464034153199600592038915045674233557959483
2285624598350250346921,5380994613643562946301,12298933652533929104635608993778426143689221
14714120530453862618017,22900550696080320092539,336961463155894932295553645502981118248675163
60646239330706603837327,60744210019117815314321,3683907898774124994913956390777338105257459967
351337704054817766344139,160666805408182548604007,56448306529933034837525223760952616482396364973
1639392949989279184842269,1543526034292013291213321,2530445698743236973616625158099397311587016665349
2950928379245981043865979,4714343067858628452629861,13911688748445588489856521306613835510504977398919
10672302397825501339999513,27069500484593889639129349,288893894929669938890383338731926949808573404007037
112705705898400403898476343,93243285168112519584508729,10509050275157970094951459591818856499423069283498047
421838833098201924836573627,340636217787187261110242933,143693584622332048834963250994322582283195069310927991
1716754653025278054495450097,1787208585406024842737891671,3068198654922518199020498560497912889224586407972442087
6979966724514215294381829643,3684717775441767503657811001,25719207461809579810888817999186862336486312462673302643
20651612971736701399316527883,19580188536904966699650929309,404362475577796874782853520613957115954216408784160422847
59942940892187205642117391253,79855009944723021026357261393,4786744141061553545107599031094749788772667804246572795429
388219231917982517771175067687,174121788586288075850599217717,67597427025154091836450280846527512399249495511416724610579
1442520239248587769890369917527,1528216526376179753623237016297,2204483269251812560305015178951523078833336593024133444937519
2807572020238118069761965417157,5744078575047922477239422120627,16126914289353786209077960497202354084215519423172165629397439
18476378300086881070464971999927,27085275621591071588572175910401,500437798746637484312684121151122749731929296560515204930540727
51106820511179364847956398926289,106548442576808227664458349918971,5445352130518639467718277932925683591436218727841701514551728619
191304208957690482068814566957329,203921420842785346508588517441503,39011026103857347058915800516007589897993401962486996146454625487
1500570327275261239832097501395441,1256478329261200463551599280994521,1885434097753753030738775387015263949679133721447764690067775378761
1754152664196761679161749971014873,5489614734119288173062250848817357,9629622311269146855597235115632413691995544556651290735921107550661
11384137343757224257722120146868953,20084203052366681232839485223419433,228641325988050366100013961602839490558109471974206333780543204563649
96811782120980309858668378743271663,81587886827758923164760362920664789,7898668723280196247117773146777533716873743630179035996868296785574107
165066383169063360096301757133435913,354808074607534446491398362421492877,58566885594644900912691264166451760926301836236328645754501681865491701
877198430170348279649596519438298741,1336434024484707312412591123156722371,1172317828304226050394001088717397732785777307337489014478393909895834911
5435126162534391700125017269043742397,5617236108350444361097753503203719009,30530386933628371165272804780411998383125695442917086290693844269768124573
10245281620434411920020483444479912709,20094326295972050961021193285721206973,205872031875134348612405075942026745480289100926329298778806930469162119857
64568932550653995868954777147732356101,89936372277241082069775826285963998847,5807095555419687344190464332192668315666345199745217111242691854730957415547
231047485324161875962593208401257995417,233124925650715620233871213278709041131,53862927837980045737827096329171035730005441422854822391849700217819262496627
375974235717582666856540017419337996019,1071453799826344034823625765314456531209,402839023496409506432587402949599151104494328911343009324097291720268191256971
4202876596452253025244034415794344063409,3865097960561159017133085633687286928227,16244529761437828505271340412886045350735144901915495887139544126397724919945843
7468960419830073250761839033339209093231,14955269001488500536199231075016299408711,111700312240029231344615655754663036495593937016762784545636576277437059772535241
74018198910515901240340278849270708121807,55176343325119001678626751497268486474207,4084053555393574609628088746699161787066064324308624094650906503211985160519732049
152206383425206710777371603639722653123169,319532679116290489694528231403979458539521,48634913474457651286622134700613634099321700151107724752186480330365625398067262049
1113161468237443532615582968371044394280907,1034173651257027255667894266731789719080389,1151202260045750350327708979881916544567054486030160780080812542850992028406980832823
1583381057496578937813083180223642579163049,4359737830036921813370918547966145743489661,6903126295731701590664852548163127085016487193555462815744793800093212343205964736389
15975036616141441859115483862711000247212439,12894546270722716265023322470509714003129583,205990848823325469713707986833671479183859587091086513776930027805726651419117846482937
30336942312493531301595862778435038817012233,39278238912559504516691448900479031976315823,1191581668026656341165080684472039293264987966912643951938667134796817461654467662462759
192705826873554314479531910291473337970388831,138926240647691710205774736744431426446406317,26771896078447822920769263773961095908427231017591514504239732099841128542860539104645427
855969713403794748606934435247528719012001269,306274639621929130210305815762055095028930539,262161815500033197203271412596782739326386702938567399209685850489369772446912299180853991
3918743022955782830321552330610876357247337767,2622400560409834774068689217932173278587307841,10276513899501374910919959273645174327967921534561475167118342155997300346530468872934531047
8753610345944910306732828366638818962661145279,4707819248454241422342718580350389823607751383,41210415280107639903846346280038133511344951593516588255845633001774839409330032020676170857
63025423728195890246184233806126056103924533433,69711907749562189464106031542189122450334115887,4393622524817059780233734218450435438320390129059000091067371858826292399332930380519027950071
258811415383763650449264071619156605879182232329,129982586533816122696738222440044376523698681987,33640977196059487968011064975012328638841374065991044901656436506346543372973982136085721357723
387942418458293793019466993511423975924738166589,1017760753134982839704373679144249064834951484893,394832567983119759164001798838265255014786760821961545891519561805076670763781337701715950839977
3355973748979917937549237717993071594652273488653,3684180517967348613530116886256147796646804497139,12364013104801658842896916464740295490706776839168554752228283803393750500130785554179304887463767
9760459876431624405335618462965499570489967505957,11615524907105972756012735584861874829901357186597,113372864799500018395702123799662313204838087567247064598847197598370592194631694852336350358058329
49177757424141635172564526990730518966144704290479,39118646376161873957696979869843560301510975564669,1923767302247665869878863309174604417369761005827854296590681675811719445185620661042970534025486451
101344008520766962974475662706885706369067780683029,212665219755613387341590101276620766466747395041577,21552345842983661794083453084964636393708529447938590975896175237774659933249967406155837576913296733
778280090410202994917613424613720189432065741986169,720939885243771987337968266420279199060194956646831,561093159067844234327428608905243596549701823787549671599266710014695800725733882577128311518219680439
2381979920129251497317269588844212513241357224406443,2343280492955981316798993650154668687569448213428723,5581647081451721452859271729723034694123494115095201584558550785764305133079445923597604345355562462289
4999284852027121187458908190572708080850317524940599,14166552098288383969612212125558399945095680522551261,70822629310426146821946028825162009259411938626487767636323873880717785847894919823876746420428957545339
54318037039277474088944106990437429274167441516060399,22216730854735166671359598739034855495710858871561503,1206769209459163478943983096553358870213600620837526141406940997686361835292591301447840569514541991219697
117755034260143635739589954659187435813062326648027847,74222855377435867984044710474680581962258516766627673,8740114877855646920140638259488901008756934745172650369485644062175285041407990762182471863038530384810031
524716125401537213054831765654743775635614943215278219,860656871744936642091785668589071534313855859608001451,451600539042210904885865312380369176023651329659514479415551082079910657975907504318857646100406883520695769
3699257185277870775902285867479069137986038445353755973,3424546185095711446644709516849553009126710321862846077,12668277081531231787252944236640344985652039495527180743293218123065724388717165434566013088239164551518367921
7227301297490213414735032712925320631880828453692969127,5215725276849375392054787867208944752868085141538422447,37695618060725993342921608022561601636654298610833783295998992670562343483291380753682406447745036531054793769
22749461336239295467275627094535145200909417787114947141,48044823961148602988116269951835218596511433933852049153,1092993865110573418428523450786116681287988209786999753741602487622729151891052933245491472430643160578128821573
200914812510406460356709643728946876224508223124644911371,122286569976701627138643455669276902237799706140788750819,24569183279409707127626006624122207322243464684275131742944781002031393565526746125131137646731942930868058662849
673306811030252385333187457596667410505048835122780366177,306607786041991322205686357435895255475317426490475598691,206441110656979106133481983748068301868655868748025449468194742998660643512773247701447637834626948995164281874307
911850674556184271704151405202731004896417024343839447003,2881906383764814093426028653026931639483201484718643988477,2627868280043719391749000988199316205071357548396045123975452364389964439439370223397163121587729736489961984184431
8251158286251469894935211710831854254060746722448784886951,4487269867695878712063492542542002679687416145876124249603,37025173951485386645269118624386206923302772837771406510480537467153186261686197711479317846434400597574112061630453
46374799241100393448974199575223234192184601082936251009277,27145859045383892053304781237745618492852417283970864295501,1258883763456887168162158062243850393082079550049724497293923386189551835465810613153677009068343533143006814820362777
106482241816970810688668552765792325452197881210307309160953,147023595310688221423050702528357224242362651056474633006297,15655402028673158920766332380328116921709847131703289561441829248636733308890182371805692905499345926466663731035521041
513611461799724922274390512748799661560163228721411770448969,438314432777387568768888662987869802570056521293070603170221,225123316546711292643266716295992212548020047288176132697620980749899622811855686690672114614971487709813358535900952149
