p, q, m=p*q
11,17,187
23,41,943
157,113,17741
631,569,359039
1777,2053,3648181
9157,5323,48742711
15959,27127,432919793
133277,127819,17035332863
287783,547951,157690982633
1520821,1741063,2647845172723
5117269,4977097,25469144188093
37180799,24409237,907554934640363
57141011,65220017,3726737708817187
464339507,388757269,180515358630126383
623483123,1327698571,827797651449717233
7431398011,2912267893,21642221827539360823
20599888817,21315168491,439090101030221665147
48705548659,34434346901,1677143758527541355759
272028835219,289566342763,78770394940444600170097
435153424619,1290318583651,561486550525270274303969
2013205242791,2384041754123,4799565358433075740277293
11937346520833,17418373702699,207929162718482927551828267
57372121819171,40618703964539,2330381231990375562554377169
225448071573917,115004082547139,25927448633380052162075373463
749920018046429,386853722841059,290109350814295207916849528311
2456139835634861,4455959154237637,10944458784684883976588355463457
13152477598961249,6446234771065171,84783958424079756902990882558579
32648717770971221,48669442488693041,1588994891883854296375349513973061
252329816165834791,224975215079698949,56767954662929578909485307550334659
601334582845026029,962277908451861539,578650984659884305449943791958998631
3501903823777910641,1577765409621720611,5525182720978824892645256101025921651
13312425751833992579,3961507453008411101,52737273833511462178008867933815219479
50811575936233073459,42758929519826197427,2172648594248686819690461417585127789993
131139046512491710769,126486317923839927407,16587295129408258198523586368522200145983
787714244632361389813,568221672004204570549,447596305146529414341795635367932448417337
1945992875671040158663,753447945188852307743,1466204333526490948979024111211736423427609
11384878614984331940513,6208260523507765126093,70680292470334988575305860775292950820105709
31522322457204429823927,31049492168519139512707,978752104268503942112753036064011240589140389
158121706699681678244471,45231500960679389810393,7152082128490916537542915444368127185790587103
509451216002315906454767,441635172721839278597407,224991575772533835985170417106444089665648989169
743304869392043434202983,1081546674662782380261593,803918909751618348921465155611841293923000931919
4556681010098612845420829,4957445038011424690786031,22589495663314254812765505800134275644366989639699
11089808993890242883214887,21304338773670406466666593,236261047741134701226863590374795672786510203169991
34139285136597978040867129,108064113821257798274893307,3689231594777698480541029693151834286289288238405603
210537823819432973939092037,455621421912416098321662221,95925542654955798758845636016032136420295089344834177
856244208377909091214184951,1282989915135157655117722213,1098552684241743832227102906728140104244002614423016563
6192624116247377861791290061,5987509113757582729406081111,37078393334106171390002413185024984598795967987094137771
7305275803869300063634073761,24751350142231565807076396931,180815439307141216366908509463650572155143238069368027491
73032487587958423727953328077,41098746324029240785642462729,3001543680790317421168551530486756117151133269185981742133
186496901422813676802652452949,165960607894018132363697662363,30951139130480932951710532906034241604912568483479145658487
1186935077231763393587180496829,721618914661776064189609865021,856514802205976450244362748613735441146934292055710408518409
2433838326817046293780818101033,3749827314404277310459592454709,9126473436742564486080850113301025575750546412701976438614397
10333985693867368990278136038833,14281194991584606428309398760261,147581664734365643909001070548000362757817120070512835553215413
79476299448743431049526456362249,29749061559401523277090704951871,2364345324814097679694936178003285573487733421811651977286317879
178760056921454523274461557754221,104390892520420018459158539360717,18660921889031723744879397054443037896071308538064185171548336457
763458093674229161432143491638153,581509208469976184160937730797513,443957911752497931306707881151181302154467299547903377659508313489
4315359719210928022767361689810541,4129750284543769566764666897898007,17821358028320051542876091327626282841006260158960559073342971491787
12010378890881703358615541704058561,13657223912156503653803781456851423,164028433782609306052565682184237981512528904496242764634139468182303
58088695918938508699158412055712017,60633425477883841456129862715989323,3522116615108413297741617215321117049399161403068397743475939334794491
206976827427678588490196455537355047,232718682901195932179249345720929469,48167374670037486366249318100397052065104510675368161603421698698180043
496956586521314300581591463643446923,665908200464656251138366894764721113,330927466239466652006059898900932309927152922523494518578082928112985299
1426471504971705321987864913616073449,982514567929694506420381127427356089,1401529034371296123421910497662070687647268236602673450748685019701380961
8947990853983657751904049746981361283,9646000117952198693296194126012829757,86312320832961557789743955917444869437523080681629163808078106006790098231
28674333525457264577031775350832929773,45698950107495062618297184308357117597,1310386937145544538899513164936334818604418991908623076178134889913003515481
51826762027376901090767501944496385659,95657022655467729823915486131792859217,4957593749412326880140415945835712827386259357471838148728201177121924769003
664746863925640556449827070195523441081,612416004891369309683139681456647042123,407101618669407495932769731876694999830815174453109015656737505806349315654963
1217463023680064574905420923889267582633,1210997697320899435317657402328297873993,1474344918249897861840809216029144392894509187389252976700643511794308349163569
7397687112704316105089866376054088191981,6487824941344541258784588873017768140451,47994898958066148414855687968493067799964795398527088515433531849580859059923431
36865617647560722392769593107576686910429,35889033956146956326329852136638087865087,1323071403567637242263363985296401328500775237985915808836165524401152258605292323
112025816031703642256866327421263272933023,147108305964568131345375598584168192329143,16479928020722281106875182264944787246172078870277918093404174684457440447409989289
304277646932785205752481088554067409798823,211985937608241998270065452989087554390361,64502582278276091860488219437000429657566420916115336046086563881083781305420345103
622828429264403654427146300748481131277577,653705241424952572160919614061232444290869,407146208718610986669432100931650792537421506703719901309473164003698840281765544413
7530423377736936500748565082989933721677781,7472120065779403651115094158037617502376823,56268227624602476993924868841133494184825770374394119672678822089525995164926848469763
30419073588257493110209005136843593530526301,11028180811643554277761637260059970107499217,335467043653994525378240805179235025241407419480261459463102424115265078268812955406317
56351785356346235982760796889127357502728583,73067811922774917635833150197791137545332189,4117501653930088512184311699954036937061417434610565249604734133128829200717422640258187
310034485179756103831180491474477281024342029,238909146777861351115305130985829309690865391,74070074326009030788857787090421914454778000275247905657108907140821597904226897382818339
1505630779009304972956982814255432774421981957,575228279525640335158088383412068871062452661,866081402610372091882971535248038588777293949009446225673345986491289824072626057108637577
1817736788220330778607590647968215681607490329,2601397994923969469754406228764905213053415101,4728656836175904613851260864600619461135984361624622934754390183645164269922033015280058229
11296367763848298370970180588749469539812919633,8211486676145219194541721022276149892204462171,92759973381676665986407255218573152838145854870537447053344349242307027100066150118011703243
40269311884169126002452864482892591901304144899,57584972910792164642954332894020600269279915869,2318907233986120103780364304917094301063151996395361736003480231118200210037450289783705502231
302191635262222005220969247065902931992943359013,182431282588344802297227138978656859953789930101,55129207608356444485299891938853571286586127968245773918553435863103209536572323185261418350313
625217673334302974998484056650251256418724166911,597680308561896035400896695814173984364830418057,373680291916796920971528021056511598655679930259884571202645669884646923229342485880709176311927
1996824602772928131687815809868369729350074014663,1935806500910330059274691969226371804867619315901,3865466047225521760357572727603446679980312008505524133654949228127369573116633499997628703056363
7559813988466918314384429594914477666694035928751,7906021748392538679059690795398952227880099238577,59768053806621596769032578270337777142743259946384079355392399218892756254329317392197836122627327
48088875150045469418182612548934318849250770281701,46782670858259287799732484064065781321801185011093,2249726018088501418154207342636954302568327331014685302262586975164226352094827211289904410419909193
127663635031674131647645273536207149751642008528317,239644285756817193172797851395245952595757713534821,30593860634284533566603907749277286912445035753525488801602517881107646538928376655663562302144026257
916150839880716045424017822528901325266176916946449,663575408763352840547474114230262979692471631501829,607935168062735167167287883656886802636088924760245414476971687089252901765297992181030374742638555221
3619922616864087155746781134726710827843435728000421,1159125344483253388881217664434945145009641120861537,4195944050275305097738305067092930344158927269782664130453194742462702539415451843459734505705818707077
13099604445033208021091693135484173996562679641778307,10530772849822917740899688259522386791045381756151339,137948958833175316828467663503846714891705773526945220546183018834307885410831704101817986908674179203073
26429159282836963854014008923133661331388748561318129,18297182663117050831338631119853793128633000716875171,483579155030683563550859953488859183330174519411030052916643966089818332146168056796728680027937712275059
199899556049675936312534240040249041275412921505109441,55338528515082835024519658699773274411593015097953583,11062147282607391242767343789139876951613202217186875620294091987880560400957726794367752192077837553077103
793160136628280197056408251027449745900212902096813811,329963953142479648421153713199379647846636001677851789,261714254156896602820823036515528807938380678886487879903182498210464356587978835307810407953816903986257879
1191278079481313901537418207752560052189304152071849791,867481570248534478158750576676802033364810470317849367,1033411778991108644794351903980614386925689545341543980578563346646236777175128998527565387930620964588432297
9244034828186142740983684498327840117944028202335677551,5376597495032057199666266404715807313299189229594752047,49701454501214708325094395746513203197688435372009960630597386555484329266824012126062730033441172583589196897
20989990872281644009383982571990886128148077174144195341,25841397907471638223363424276065040594931048245218934551,542410706204827661822031742368644984916048387882367952898454174869059732910367440206300412740809834761238126891
124370864910487163157024822763715830782344581822201525757,71554491676546470059541260720416584153281440238611037393,8899294018042339155177018575081125658637596691072053663751029716192617962969452145782911383618326419985179631501
