p, q, m=p*q
13,17,221
19,13,247
23,11,253
29,13,377
23,29,667
53,29,1537
53,31,1643
37,53,1961
31,113,3503
73,157,11461
127,137,17399
181,257,46517
173,277,47921
167,293,48931
521,367,191207
431,509,219379
577,541,312157
1009,653,658877
881,1049,924169
2087,929,1938823
1913,1049,2006737
941,3163,2976383
1607,4001,6429607
2273,5179,11771867
3907,3967,15499069
3329,6211,20676419
6089,3691,22474499
6317,5471,34560307
5441,12391,67419431
13367,17041,227787047
11617,28657,332908369
20249,23447,474778303
36697,19139,702343883
34871,44179,1540565909
53717,53353,2865963101
51817,66347,3437902499
54403,73999,4025767597
53987,90821,4903153327
94541,110977,10491876557
112771,183683,20714115593
143413,201653,28919661689
270209,352579,95270019011
208367,471901,98328595667
650213,343373,223265588449
275981,965603,266488081543
484151,1105327,535145172377
1187749,1221119,1450382871131
1829119,994489,1819038725191
2100523,1531669,3217305962887
2151767,1828117,3933681832739
2216551,2286083,5067219559733
5025941,3009089,15123503777749
3485047,5551801,19348287419647
9496939,7363039,69926332237621
5753603,13418513,77204796652339
9968951,9392951,93637868264401
20647553,8475899,175006573825147
13267193,17702579,234863532190747
19819979,15818783,313527946865557
41230841,15678349,646431514761509
52405307,39942311,2093189070244477
38998499,68480681,2670643769497819
39103567,77921059,3046991351317453
91586357,88036639,8062955048534123
119816041,82637693,9901321212633413
63995969,207366583,13270625417303927
205250029,85887709,17628454762993561
307607981,95605613,29409049587197353
168130927,266955959,44883552854843993
312572327,321900011,100617035499595597
632652299,503521303,318553909938425597
934846139,375009793,350576457073239227
678906049,765324799,519583635490809151
878675221,633731677,556844321342675617
1768176227,592237307,1047179926979900689
969826141,3068957923,2976355619354465143
1274807113,2646026443,3373173330722489059
3115121969,3422018651,10660005478057843819
3494395721,4084916483,14274314678837569243
3814412831,5367928673,20475496006184003263
4501090007,5517891241,24836525124577928687
5546998927,10399770131,57687513757703649437
7539970651,11086192421,83589565485678636071
15794795977,14177370631,223928676606956751487
31656572819,9157117037,289882942293896017303
24241033613,12779217617,309781443801538760221
42730040299,23708022601,1013044761150332797699
24894103963,72683145343,1809381776526481294309
42848154821,55440277591,2375513597538384916211
76354519051,50698210789,3871037501540314241239
70142549177,55763380903,3911385687264460166831
162212481397,64872170303,10523075718458403353291
103166561453,143728292767,14827953748281480910451
153903774853,248974468283,38318110510772221487399
243718124599,205612817411,50111570252925534593189
279286832873,183919764829,51366368621838386423717
237575347687,277289879597,65877239555343642442139
426556387373,313723691969,133820844679616493107437
449155004033,517363885153,232376577922424263822049
890623787689,473272389671,421507648297410380560319
928066607483,793011652843,735967634348489542024169
1889696857493,739278806491,1397012837437218350387063
818846093431,1849897829653,1514781611057844560309443
2557199009293,2246485399891,5744710238992454130187063
2472490277071,2425174341449,5996219979434717969615879
1432975891367,4444487470649,6368843394922714024987183
6660769669171,2869398336631,19112401409401483560702901
3589230923419,7325822753063,26294069564780232300682397
6399646948657,4269813820183,27325300985667624431344231
6388851297979,9078931392581,58003942611753411860893799
15868324917127,7333808984189,116375263841256161478305003
15569633029079,14140418656813,220161129364120593750465227
31245507744541,21182200019479,661848594755047615555914139
33636576729031,21447939175903,721435251769851173475739993
39750616674971,18867790643473,750006313372299647783614283
35925091938473,31508418386251,1131942827361940252041134723
36245862736913,39361938010349,1426707402181988250858312637
59833140034573,24298162448977,1453835356392444068128481821
92266420348057,56938523086337,5253513705081517433401197209
130593710529589,80842942635041,10557579848840713339258728149
117165812216591,96709002190289,11330988790281288693064884799
182225167576157,137041928546021,24972488394258410335796821297
177164836202671,179252266019663,31757198348331204176739119873
407106113299901,208155977036563,84741570771498607478861280263
261609379954801,399391365223909,104484527415528304349664537109
346642601016443,527191442932327,182747013011673507158663252861
413395538286461,743767791945743,307470286711542959743303485523
708592777064701,475391039991649,336858657219358897397772681949
1169798180520971,1029898668968357,1204773589080153835661373914647
1919088164616431,668096016093557,1282135157312533850655915435067
1835527337142379,1656765200063053,3041037815941896477599638423087
2420238849037787,1814577692372231,4391711425676611882263788492797
3934915935369677,1617955184294123,6366517637392927138214303508271
4246858935210679,2647486301505319,11243500855395737711690104101601
4597644060265177,4594264002522079,21122790602485754678597537342983
8786925863062289,3966350176394453,34852024946922091141575373082917
7304779731696731,5659623144035647,41342300431593322639838057369957
7673388525261257,10551025485875839,80962117893058741822710939069623
9570315945672641,11786246512670323,112798102939837349375729313733043
23834292223168729,16633684530484361,396452097847565396762568598747169
29025154837951247,16172932689815051,469421875505645201870440184818597
22708248568483223,44647611861728419,1013869068145288937708313983814437
30495191552936009,43324368077013577,1321184903418434917159098905194193
37958823337117783,99710942498549399,3784910051079946269348831106862417
72081531647381969,64619923138602149,4657903034766541177907038127251381
58938421505823121,129405238956380929,7626940518672941672440493371659409
81272255116197511,160779139762060009,13066883264104916237822800278437599
99033971129430157,132043194108808537,13076761873209486842094991026850309
141941616961252093,153792220469758643,21829516449538914731060026788589799
161598148506945919,256151095291444777,41393542737123748612851041314015063
168497726318046901,250011564806783473,42126380223160047975840545365667173
260009609567384701,999576836753217451,259899583056805503574236753223617151
463969308036673181,595220442920687863,276164017031193673718239358644302203
658449253269564881,453588482578897901,298664997645750361806069138794214781
921722732796047753,1142794512860182417,1053339681417815475518681060222959001
1339362133827193837,1286636721824806673,1723272505203698684613276982622074301
2372266551032169283,728120806861391123,1727296635227832578715339205809474809
1390045377233102867,2361194541980161717,3282167557827557437708559862356342639
2037019352580196393,1741467619319107237,3547403242444783736387493558887596141
3835593892047510589,2414289372453064049,9260233570616189833130874155822714861
3029341618803800647,3447301058748783037,10443052569814094282262590681603224939
5279547381817119751,3025277909973851303,15972098068871614757740721236218385553
5598240443672527033,7986846124091428201,44712284989277799911331691071751057633
6006429114012474683,7451909728389392113,44759367547590837327891451649172375179
8984624425030660699,9635178606364762159,86568461046277723864128123031763689141
12820719943624542707,15806866364589023329,202655406846694463501530227819379811603
10620709972535266433,20024138429653905947,212670566711251908551192071144768177051
31144616382140330011,26173297925686401703,815157323350972224259704348479532408733
37442385442588458221,26311655775886718053,985171157193459376818248457228996963713
40045894290822320639,32301170608384278959,1293529263653173742145119823141119134801
34888736097155210923,45612857577116007259,1591374950645126817338799047287744090057
32727159193285731367,66829784810601679639,2187149006349589889428988825342747536513
111128562496720198679,60800415663637037669,6756662791903054234303374964688687039251
123728844369859317613,57895784639554811743,7163378527338368931053964931376659129459
92146237153730109587,149875381892989174361,13810452483417247981905730838521180698907
228242467627559197223,111759279659920203721,25508213769858672146023895202389377466783
325120038606680055547,87492348657422143343,28445515773290199169139963831159036273621
190843259000166725159,242287857738165051497,46239004386920182589195473671579080513023
327824423512821180367,217648313114443033373,71350432775280285218108551109121833387891
316850273837838693371,303395847643627697963,96131057407146623373862113614704558303273
924784867625468204933,379971499217105764597,351391892604941850178793911029092052157001
1324158129030126312649,463090239495704804161,613204705102745578353889065791765602132489
867925352138380766141,1019745080511193724341,885062608094059258648508108532778740338081
993874946122873660249,1617776555272098504601,1607867586709905043378301027949604237305649
1283458789161454577557,1291393758982778866729,1657450670234696669963105567146677897401053
2176877129028228635191,3209351934599156551313,6986364825431403304205114301480312349055783
4186024390149197686379,2315358475478011132007,9692147050289617634952139517713851154832653
3921763600974151008397,2673437600100837346181,10484590269551152167797931141266298526881857
3115787623768841923333,5252538768698677334693,16365795288877370665214516604277540287091769
2865685777749465309689,6412549991860542535043,18376353310782206275722205123736559129931627
10999089638165908967143,3343821842451778677667,36778996179184197396387819585740962290895381
7379871712543618980851,11136518606719549815283,82186078641945281694394917125457669764145833
6896714064795997077281,12317868323738257521013,84952815716630732884051996325602064442405653
13589477759735146900921,10649356980361713732691,144719199840105750326443548227657355655708411
13214936391438315246473,23257207780609202037109,307342521463214876910294552234606285027366557
18949310269275153053791,31521050728312479815587,597302170264354716176954168848257811571240317
17051020754046888599953,60598484419640496153991,1033266015503077123234268347529456919083362423
43670393574525214076003,30609709773609667554671,1336738073015525271199247131942868537751660013
62781119042068131080153,30455001051053373794173,1911999046412491911785367335597317870387348469
55505257736153339803057,90367576015008769420901,5015875597704490497316185391919264883279494357
106359831070845314292347,59332436210618786303681,6310587892383119607756543616759950120356229307
52773441461525689497997,174530446713042816628261,9210572312864693771435860918714998449253093217
74533451873660805617341,176643535699601504596567,13165852466859533168783886920092617905584268347
167208980252318235661649,164952758608356727219781,27581582556710136854140270276312219214775878869
167821461230858597283739,313551296937972629759747,52620636822961405691890309302986055490359854033
215915072569285507102129,295460029852943455820063,63794273787021548598560809767243927926388214127
171868276213668638701217,541320252307073653814839,93035778643564932898028950885873419626361959063
617057067835479582648499,557652077706087269546411,344103155941681223737296917593013680093779987089
702652049765483032042181,987415757694877945017307,693809706115043512957822788309148101433599026567
523692991572083485350193,1766085567649322006903261,924886634294554667884789595531881632308058679373
1374023325011833438891139,818173016796670975537079,1124188808973924503135093196978261117516739042981
1016549201880602571970279,2225325179067017471694797,2262152534705385612461023262503521610941642938363
2705449559964094591194167,1419810969514133442631313,3841226962704206842860759942051675418683377151271
3679442968754368883183141,1737219618302559883051841,6392000509745502481396743340038065045805600212581
1864623333173047959062311,3614655556720045305530369,6739971092443810192312685354404221510999773822759
5215394999019141128217719,4635855586893780903650327,24177818044060770375287179105718326660910701544113
5989622111415809553544727,6128211946947029495796367,36705673780876455887478607895220254277450618606809
10066823263099513700265383,4885209231888073485381113,49178537940679364822123870429220042070518995911279
13017301841426188215993623,5505238579597949527689199,71663352299690881235471807818557165200140909977977
9152330778894749878668409,10591206724886758803098587,96934227293818142090306104467073406305042709438083
9024042311795021429811731,12117187164324337197151823,109346009670802352058806688274824608608796313435613
12059278266924029815889261,25539737582897849594509279,307990802376382889929787800887447772718416300952819
15618479595489076199850797,19813475139359007971208871,309456357179808746504764043319598006968641922820187
45624767650047350880212887,26512936640946652828394713,1209646573963617922227701430700594638728575905266431
39723846575698378330523137,53894311756018465657514471,2140889371498934982114872993910452365276488577815527
67931250777137763345130643,45000097733135757780544211,3056912924105353748371000376075709548231469432357673
86039061906833014025899649,35583426615358222815201677,3061564645416055676623442959453234751941993298511373
61568124814402544063529497,100713790517625501575628133,6200759225120758286406050045448169662642714748539101
89523842343545669109135227,73143290959375233587872787,6548068448335197663916542606843144792600024056367649
62058537557881004494516079,166280873216297863759082951,10319147815650870559247535233294836305380705564269129
271886727731749233469593457,118095248418914693467677047,32108530653286748406077038199569893527536733260281479
236169588726391929207974789,418224112864617548253615887,98771816730696846333649911893970201546719105585872843
348119087773417827673998463,309394979286110428404978373,107706297950756266890225216781278166220882435950240699
224700860057642034066154247,630782799893567544940489181,141737437645652139456025745745662506427010875580701707
557752661184763832788325537,477666507887528099606672561,266419765933101781059809297281791660864633387433490257
673917455563133394795182557,403545623589636395369467387,271956439853165740909536093535040726183777514522768559
739246848319465865053538147,702160907087634128667789523,519070237577670830984417905584861279465965424647433881
900276384559811548530190277,1105365540953722872653350907,995134492826817934303666300084668700668189878360531239
867632171476858941987580301,1943780314973244830150409881,1686486335554209243352353503170282913876231686551354181
1307502610807163846252360257,2161560737126273707072873033,2826246307210860450059087047038029603755217874336249481
2615401556957875217047478387,2031883840164826999455477647,5314192159124635005259814935860285065026970355994115389
1897360958952838379614076459,3556511609895725148474514649,6747986278678656107265990518310820861377393178401547891
2811280380033352769247798553,2577237101912344603216366309,7245336099300192857178003011775982068037834338288150877
2783923051049502970150906079,3134750094415205789056622279,8726903047122097201417760251820828033583304607107934041
3148939543324832116124603209,8005653181212130945011361057,25209317872463117067853031432894787032661924741159831913
8480388122290085249045992511,8838073929532231310448315137,74950297175926794298217637168367422885547452661869939007
10217206489934638625160044591,12861694580164373373303568867,131410589336012602855969270047031161125747347873159348397
12909526572812564507677643393,13004555129662635916299179659,167882650013985743693526919401830678679764403220241342987
9914024810239600016767185221,20527531479361696314086070823,203510456379366257108178843495859842150224940825364906883
14283255425435493237866978539,38271008234525239340303791691,546634586002669062399304748262279977843769198903423519449
24148193180298167809963095883,30831049546235838404616851231,744514140393847194156015568430440220710566000491999581973
46308205895717564074227351797,31837653916991025424284818831,1474344632824619200873477609403900600344808118495047289307
29437795024168449472025665603,50198169164805900777434013161,1477723414462089236924251325368790209717222513732487001083
85141777349034189509733032471,64109451681851211185435481667,5458392661064841277618582158598573207041975841840436209157
83874930956660253164356747933,76235186203295970182981358583,6394220979269587801656648194025862051455452538064017058939
101356383967560656739209809849,114548756124832553046995452481,11610247708794993762301655230705200699367901525247725285369
124315117332414037395689211121,125214114199675646187563738311,15566007298406968557896669781765529547804078320185274956631
130176443129206965291150033707,232590287643404404385987054011,30277776351817522996101349180844956584264776028768279548777
310024486678844183489020321801,116920542246897193182914337811,36248231092306417446064152147859374360366736344352041917611
273960988838912986225216956899,136703438790775347643300891063,37451409268800629589627692325616599811095082126623965293637
169515796621897208589892136861,416080984829161053957795833053,70532299602538763086443228732256120742777921293195783466633
225029128729152687803953472519,331435764332163466997950068047,74582701277347525729160167736779930877255105749957994500393
278176491863646997675584615143,509115552243575764378809527063,141623978276341201592651484869285337387970262616358698115009
1072438705288967175469198378411,1008116744539829698599912569333,1081143416294423431099908553741287857157326498872420207869863
1064737082919137740841941254521,1185689015310874266982125787039,1262447063411365112769380424849572653648975025683040141953319
1199976718051924845663224023823,1101248501120817538463319437597,1321472562134560109739608061213639399959744186957491689873331
1257172773877362809306077419161,1457271486112523283684337422173,1832042036488467691553829947438332425262145221534003536456853
2034787295769995675957749437689,1516225969374620585004037723603,3085197340000024502004988358485186728871496772600316853073467
2221390540495904881317865816423,1985435649049005770161838823119,4410427969560808644148830123841991049248938534188658422283337
2736734140249033351181792559649,5721946727210980239521593145663,15659446957044512173125161863683672469344077535869450473152287
5025102517112226933655648966507,3684526814687675263051741590107,18515124970854532679624357111469836172495555488251083365546249
7791082541177439019552333077713,2871731975960256669767794662467,22373900860844944755938139605940399626330862506842012115297971
7634760659740014232230839151179,5622971886422073418672786724197,42930044549279341629478852021928547516125083547864135460378263
11083744451113970837188103642831,8392201497680138298620565492097,93017016782542588470790136320767157907901018846505657841206607
14236622084549993895200173179787,13653860701175479510391751157739,194384854797724096388492781791035720245461214742704854243421593
21052082266051427755974933793213,13729929653100174864787466273261,289043608564163822664243809771039058737998873637904651525177593
