p, q, m=p*q
11,5,55
13,5,65
11,7,77
13,7,91
13,7,91
7,17,119
11,13,143
13,11,143
11,13,143
23,7,161
17,11,187
17,11,187
17,11,187
7,29,203
17,13,221
19,13,247
23,11,253
11,23,253
23,11,253
23,11,253
17,17,289
13,23,299
11,29,319
29,11,319
17,19,323
31,11,341
31,11,341
19,19,361
17,23,391
23,17,391
17,23,391
23,19,437
19,23,437
29,17,493
29,17,493
23,23,529
23,23,529
29,19,551
29,23,667
41,17,697
29,29,841
29,29,841
37,23,851
23,43,989
53,19,1007
37,29,1073
23,47,1081
29,41,1189
53,23,1219
29,43,1247
23,59,1357
47,29,1363
37,37,1369
47,31,1457
29,53,1537
71,23,1633
29,59,1711
47,41,1927
59,37,2183
29,79,2291
79,29,2291
41,59,2419
37,67,2479
73,37,2701
41,67,2747
97,29,2813
67,43,2881
53,59,3127
83,53,4399
67,67,4489
113,41,4633
53,89,4717
107,47,5029
97,61,5917
79,79,6241
89,73,6497
71,101,7171
97,79,7663
79,97,7663
53,149,7897
113,71,8023
109,79,8611
67,131,8777
89,101,8989
67,157,10519
107,101,10807
137,83,11371
59,197,11623
113,107,12091
61,211,12871
83,173,14359
149,107,15943
107,149,15943
131,127,16637
127,131,16637
131,127,16637
113,149,16837
211,83,17513
137,131,17947
157,131,20567
137,173,23701
151,157,23707
271,89,24119
157,163,25591
131,197,25807
157,167,26219
149,179,26671
167,163,27221
223,127,28321
239,127,30353
127,251,31877
197,167,32899
191,173,33043
167,211,35237
167,223,37241
269,149,40081
179,233,41707
157,281,44117
257,173,44461
233,191,44503
163,277,45151
331,137,45347
149,331,49319
127,389,49403
251,197,49447
223,223,49729
263,191,50233
281,191,53671
173,331,57263
277,263,72851
293,283,82919
269,331,89039
359,257,92263
419,223,93437
491,191,93781
541,199,107659
331,337,111547
223,557,124211
373,367,136891
331,419,138689
673,233,156809
389,419,162991
439,397,174283
409,431,176279
457,431,196967
389,541,210449
467,467,218089
659,331,218129
479,487,233273
599,439,262961
499,541,269959
647,487,315089
733,479,351107
487,733,356971
587,647,379789
1061,359,380899
929,419,389251
443,919,407117
911,479,436369
907,499,452593
751,607,455857
1039,443,460277
1051,443,465593
911,547,498317
613,829,508177
761,839,638479
647,997,645059
661,991,655051
677,977,661429
521,1361,709081
521,1367,712207
1181,613,723953
673,1087,731551
881,853,751493
557,1399,779243
1061,739,784079
1657,541,896437
1019,941,958879
929,1087,1009823
947,1187,1124089
1097,1039,1139783
1871,647,1210537
1237,1019,1260503
877,1657,1453189
2203,727,1601581
1499,1087,1629413
1181,1733,2046673
1117,1873,2092141
1741,1289,2244149
1051,2203,2315353
2111,1163,2455093
1277,1951,2491427
1361,1847,2513767
1823,1381,2517563
1093,2357,2576201
1609,1693,2724037
2293,1481,3395933
1567,2207,3458369
1303,2657,3462071
1973,1801,3553373
2053,1741,3574273
2503,1709,4277627
2069,2269,4694561
1657,2917,4833469
2707,1973,5340911
1993,2683,5347219
1409,4001,5637409
2203,2591,5707973
2203,2671,5884213
