p, q, m=p*q
11,13,143
13,17,221
17,19,323
29,29,841
41,29,1189
59,23,1357
37,41,1517
101,31,3131
59,67,3953
149,47,7003
79,89,7031
97,79,7663
163,239,38957
179,269,48151
263,191,50233
401,439,176039
599,431,258169
317,1031,326827
401,983,394183
751,673,505423
773,673,520229
1399,953,1333247
1201,1597,1917997
2213,1423,3149099
3583,2447,8767601
3643,2693,9810599
4349,2557,11120393
3593,3251,11680843
4663,2953,13769839
7927,6803,53927381
6421,12197,78316937
8419,9781,82346239
15959,11839,188938601
17137,15959,273489383
22063,30203,666368789
27127,25453,690463531
40031,20021,801460651
53527,35419,1895872813
43853,46957,2059205321
67751,68947,4671228197
48847,104827,5120484469
81421,72643,5914665703
64747,113717,7362834599
181123,224363,40637299649
226357,185651,42023403407
197651,253853,50174299303
303139,284957,86381580023
245071,390671,95742132641
408689,307691,125749927099
573437,364937,209268378469
583903,470819,274912626557
890441,623521,555208662761
1078643,1529573,1649863209439
1408339,2338421,3293289492719
1401937,2750677,3856275861349
2111407,1949141,4115429951387
4105069,2104169,8637758932661
5099893,2950991,15049738343963
6749261,3785251,25547646949511
5957843,5114479,30471262908797
6351509,8278867,52583298260303
12169601,9156743,111433908769543
13525601,14088803,190559527945603
18562499,16785529,311581365276971
18819277,18834533,354452293692641
22276117,21898753,487819183982101
54157681,19298491,1045161519359371
39945431,46232981,1846796352459811
74571323,30324587,2261344572018601
105099173,56367071,5924132546532283
77224643,86492591,6679359462120013
106185337,104553139,11102010299122843
159511019,80646563,12864015442977697
178345493,141248333,25191003584313169
195241433,251280877,49060438510976741
196533913,400020587,78617611243666931
267525497,377773817,101064128146512049
478514111,322883773,154504441593420803
468176287,479430839,224458150076314793
401846717,858407233,344948128430104061
877702829,530310997,465455462316710513
1277088077,462995989,591286657250723153
1149173141,781626943,898224689177537963
1915348543,2309388661,4423284207067070923
2623948543,1984854983,5208157340709139769
1566564239,4086994127,6402538844361224353
2743982977,2642430113,7250783247984186401
2807739863,5320342289,14938137129629966407
4534940827,5251607831,23815730760194816237
6052134839,7002964321,42382884343398079319
5182853219,10998253163,57002331809231481697
10831980529,9792740599,106074775493915796871
9823887299,10924656971,107322598863338711329
17803351561,7649602187,136188557036955463907
17408750657,10838734271,188688822361319666047
12845413181,27118011071,348342056853927326851
33709290403,43861987991,1478556490841517550373
35688695059,42809627051,1527819725412656441009
42517262947,46582545203,1980562323136464493241
61439430643,46151473241,2835520239262689923963
72367307777,56567795777,4093659087260639857729
43958822689,120990459047,5318598136307788917383
135788514769,114062279953,15488347585983753125857
105280776827,156422061493,16468236146863803422711
182814237421,121634103389,22236445855447106719769
205806526439,127142327317,26166720748482152434163
243105355043,233665497893,56805333826577133424399
166748682181,405747239221,67657817438680707021001
371367572941,223236869467,82902934404906618292447
525018932831,350431282339,183983057884220637571709
502774372543,688167057563,345992760570999887692709
883597320173,579339220259,511902582491967790984807
1289194525727,620710466111,800216534971755751137697
1369335518423,1232778149531,1688086906488578499309613
898945671917,2401584457799,2158893954081546185930683
2216136792943,1207919614667,2676915100981069724894981
1361224057471,2674087468781,3640032194286428862312851
2405836183889,2428512392303,5842602986425395616206367
3037442087851,3473524713863,10550630159078078083578413
2469313520111,5842100080979,14425976715803012645068669
5823106398227,9759214785427,56828946058691502618237929
8735002019027,11671036031723,101946523301237271021593521
13491748508969,9845117770919,132827853006420623158872511
9462626752967,15292955000627,144711525120853514459110309
9066356772191,16391266588969,148609070843687165566561079
17933697457831,20913469327747,375055831717442966450736757
29738434923269,19919217368273,592366349428836204870044437
27101362087823,38970426105001,1056151628588381843181502823
38372789263043,43298222921003,1661473583611906239176392129
36172143319553,73062206638009,2642816609752858101082689977
52737372402857,75064750597687,3958717706597801890096391759
60048128816057,78153522771713,4692972802824466335779795641
94740090009203,80300528902367,7607679335996856560518483501
92554407751433,135941476402033,12581982837245569346639863289
146743382038973,145435909095283,21341757170554461352276464359
232743379562011,180878489870677,42098271022574338968292051447
197608281601693,219598830398771,43394547516842760881778719303
149001792029231,339658085497021,50609663416273885158795420851
256580560020809,345098268411289,88545506971179991809210512801
674996955870091,233638448717521,157705241658537041631631564411
608520749638853,481310041995301,292887147563688383259273029753
615359200198279,529337267023241,325732557270564427135301202239
900282892423813,851370316298759,766474130881223296392553948067
637478772228889,1604306393589983,1022711270064699120463293618887
717795740682113,1997938906633639,1434112037324703916318451399207
1948654052002363,1257056985917813,2449569189206623667085999792119
1997978202264271,2017654338190367,4031229387408296921988040477457
1812431622001531,2461221550076491,4460795766110256937391569107721
5267835187273297,3801899399303297,20027779434123118921842932160209
4336832295428947,4735204452339331,20535787594364150723712244014457
8292657142754107,6335624500534999,52539161768169481063537804490893
10755150496556489,5048171321323213,54293842293231581483695481479157
8918264013543691,8939788684166269,79727395710685142380660539958879
15360948102649733,13979317371790423,214735568658542550337552652907059
18974727694558499,16260723944108009,308542808955836744561561624918491
23818155745510387,19520784340211779,464949081689684373062568024248473
18124539248414611,26083613301863107,472753473030087307339422300656377
28047838832145047,26843739460403609,752908878037492674780657850274623
48244159744889461,28522009386569389,1376020377090890266047463811309329
56664276401393399,53078518636878979,3007655851016621254195904132459621
64893930794302283,67604446297599187,4387118259423526844368841653043921
77425881035601587,75815115674216603,5870052126892267908692929048548961
43967528687394799,158239950590519561,6957419567080604362755332939163239
134121313443726307,66590153068589441,8931158791977997588545943354124387
75702874417865833,155820962288287327,11796094739781223397134568040198391
155428464479087179,128580155813057287,19985016180505269386275234994223373
400310218724762893,155817454134385139,62375319145671425127382086117847127
262005814572251039,305136087376897739,79947429128573659939279061739500821
244196401091151389,352815158569353971,86156191973040140377110238289315719
647777179311175241,396512696493830929,256851876095841923981596985344828889
598788162755669531,568683794599246727,340521124557005490596958881145375037
879668107738255079,561276398384470829,493736947285010464173313687236590491
710128355628258823,931169415421611479,661249805784675991977766721559829217
622143562889370391,1364971682138813159,849208345568938395840456333495775169
1523894472530684753,1416220269120817261,2158170239999132227872055627311921533
1896705074506640509,2579204149884245963,4891989599274035133998382927775515167
2349268104417546101,3146792898578078023,7392660187837116758513043314577438323
3064034144029054277,3221935748046607741,9872121141882598435498657054217358257
3281536787942810167,3212391538871283049,10541581012082331186415644925931959183
3736570046203176239,3539951350360592227,13227276180773874215837868864494494253
6903493951906090787,3393697811353684531,23428372315277098602050409533043515897
10897692518753267077,6411988924453492649,69875883732345634234854756412153216973
8281862673680647643,8566696364334187039,70948202856535013824775228919416499077
10021888083906868831,8357301305161410491,83755938363816462256150581351284306021
9763167954016698869,9201933010753522157,89840017485597186789744705435788340433
12895752133870425067,12129379487939495147,156417471414119908270326559306273649849
14501863529532053537,18311643652717948237,265552957253137530035572332395878764269
34669041104825651221,14735402344879281811,510862269590764107961534401468855241231
24183829919517495119,24416737840314342283,590490235119608977922687438634147816677
37441421994555013867,38984491820311281499,1459634809487552844601204722494485546633
69177109258445533951,64250795297939884783,4444684286267605982633506000041854767633
76955465538447997987,71171978751012787619,5477072758076717763422528077086570522953
53786076632777431259,116309992183898108773,6255858152760887738602257558767112335207
63248954392046209667,114084952161945840919,7215753936109686117909032813628901963973
82790512357906973603,92960695414000234459,7696263602472412538635758079153123985777
204162956947628036353,72239429340335901701,14748615502332216297245392822346262536453
143880386536430952041,271854742107551154481,39114565376196211747086106279351493245721
160082420778825971747,312784834331490736993,50071353462689071931370643421702425736771
221125684997840003839,331669412470717253399,73340626025418490441514578522741695798761
508427145123569717107,250151523763135868893,127183825075201979093657987879312651252551
399915113628115251847,757633440849880432979,302989063585939868898417537507441989462213
503349878900394266383,650653785658546488433,327506504217312462617427653160731830247839
421891878840648431389,1029898890866606453611,434505978083612531297148285527671344795679
893046868743452838197,1005864382205551975397,898284036909235853631493505355899565839209
1064540150493316959247,1048351024389847690459,1116011757273791458453854625004699573724373
879510892404179614223,1873226690508768096569,1647523278244694603556604234418228429900887
2706742968553899153661,1948162283419823121151,5273174562248514664959802555723858368183811
3099521688848759422007,1796842130434832586367,5569351154719975160159344637080663827978569
1525662615099397791347,5065236680318881476757,7727842239792697086377653462006115516221679
2128920356113785515269,3918737716050248615179,8342680493970217785940225433897696209668151
4997713624460683301671,5154235914084821308427,25759395051506275363222964082160204575481517
7497762283058128611367,5080056840361511600639,38089058573453990413933697166455206539863513
11231928136150202822951,7265352271317540104207,81603914595254260907636329459925046111254857
7059203587962276399589,12891339289362441149153,91002588565106407060425167328101848576898117
15385768545998585774251,13025172609714452287081,200402291044746933505698784248264178109751331
13958980542256088827757,19175107128946139545787,267664947308635177592424161795625133258009759
18900713549032550717693,27589544917745218669763,521462085438469204529453158237907008408216759
22938400492412596553797,26603630237573914563767,610244724941528124870391579704437172802473299
26095990791108174326671,25104295499845229077673,655121464181219480198485604749532027134516583
44382434193092566972517,29825201752343796848521,1323715054069107675772167260361765474619097357
36791757639975591102259,41206307793931816786807,1516052489592576665351860440439204480739097013
70224969776509513162187,41587722198782631345277,2920496534483384042061483780446536750097440799
102148904966651106400129,40572581844569478389053,4144444807092601698856322527418921560951387837
120080329743332190631873,93097070921734980807983,11179126974420319415895391844542420400852642159
116304329441067483282857,135486915030839365176797,15757714800700659304083949954938833107764269029
103918738838409996514619,163202106043129611991901,16959757035774480007426796568358587236056100719
171430489062910574836813,172449201247560075303593,29563050908377512146805025327383749187407569109
321281642802140477493593,202581594305585045090531,65085747419975109845025167042963683684657467883
259464643904407573590731,317908724157668496955013,82486073907673990113541008305383866388180784503
368764556559412560512921,381016656816076034637413,140505438492530156162860214255550413869536513373
610203773766779790261901,286030388311112568231389,174536822359418308120238499294590821560679010489
328484244202687885456169,694570598483763234980353,228155498088347558424215362336797557261157647657
368597800660709061216427,641624809855359240622463,236501493762031060075813374793306418607440799701
332300942839503654656909,1257976323413705871216299,418026718340146837693774644658368545011373759791
1443211755575178583974181,693594048349977282636031,1001003084175666010866136890868817034499724315611
1902304197066615827468917,1468361863115386501973101,2793270935016955378515810921424949947215247601617
1966677099889401981536837,1777529291087316273482953,3495826151164067798161772861642064774237661039661
2197139828199956572729217,2359362393114623407053313,5183849083069302074811293777415371425744231745921
2104821710014928812231949,2758802983024611521168767,5806788412324149445790660565413708160538378336883
3495885375379327415090131,4069599825617675997587699,14226854514023094643758173130357359852806661898569
3295627331627903821745129,4543803408320407081828961,14974682702004757909264403827727331888836112880969
7830847061094623659780207,4602560914466474612620031,36041950610558776261354837370148750668001865526417
6759161135855021793315557,7633464809786238955249027,51595818674224092775016854778190831033046928213039
7273813363835089653695941,7153458269516949518667113,52032920358449021952896539240739150782652498288333
12186193846985548266283039,4601458468469131294940813,56074264875618072243346906540549085277369010770707
12996462996272416369705583,6487640443464035847061043,84316378956600711400709951937227721460489738903069
15948926510091188149892593,8477649770986471255116581,135209413175754621450135432911292225137616843384533
10059455296740368570758087,19282129940553734548537741,193967724162939313162125633254431377857897700461467
9766096004725693857798983,37396436665669279238336773,365217190711570196346925798294880164796987490901859
27747025813780351020543577,30473948688813807281669363,845561440916334591954595631601020576640548247331451
30688734962812573801026127,46743248744095149443897521,1434491172008357743097851843007057020862968031531167
35741234104474300244073563,57324963341114723093943007,2048864934805188570525950962294422753517153437423941
54730151053017552641948033,42837372528569962335530537,2344495869203018505764095452486842317163338238583721
36365719250802609179783009,106134453237813092539935809,3859655729283748893741494333169838946150793408869281
63723406015138012473505619,89794708322574039128417033,5722024656450277875081929353593716657389723700808427
107255839388827969649497291,55778876011252053819706961,5982610166752199581692010934323723294878082583342651
